Id,Site ,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
42,Amacayacu,1015.9,1028.1,1031.1,1076.8,1055.5,1015.9,1043.3,1058.5,1067.6,1079.8,1073.7,1073.7,1098,1076.8,1092,1064.6,1052.4,1076.8,1064.6,1085.9,1058.5,1031.1,1025,973.33,1003.8,976.38,985.5,1043.3,994.62,1012.9,988.54,985.5,1003.8,1003.8,997.67,964.21,1034.2,1025,1015.9,982.46,1015.9,991.58,982.46,1015.9,1012.9,1003.8,997.67,1028.1,1012.9,1009.8,1025,1006.8,997.67,1009.8,1061.5,1006.8,988.54,1028.1,1049.4,1043.3,988.54,1031.1
43,La Planada,1028.1,1092,1070.7,1088.9,1073.7,1055.5,1104.1,1058.5,1064.6,1113.2,1122.4,1085.9,1085.9,1052.4,1061.5,1028.1,1028.1,1040.2,1019,1019,945.96,949,906.42,945.96,912.5,979.42,1015.9,973.33,958.12,936.83,942.92,927.71,1015.9,961.17,1006.8,949,1028.1,930.75,912.5,918.58,924.67,939.88,958.12,945.96,942.92,891.21,891.21,891.21,949,933.79,970.29,903.38,857.75,851.67,806.04,842.54,854.71,866.88,973.33,915.54,876,851.67
44,Yasuni,1469.1,1511.7,1496.5,1551.2,1478.2,1463,1551.3,1557.3,1511.7,1551.2,1523.9,1517.8,1533,1484.3,1520.8,1460,1438.7,1475.2,1490.4,1460,1387,1405.3,1380.9,1353.5,1329.2,1384,1435.7,1460,1402.2,1399.2,1393.1,1384,1490.4,1402.2,1447.8,1402.2,1487.4,1380.9,1371.8,1399.2,1390,1387,1396.1,1402.2,1399.2,1347.5,1326.2,1390,1365.7,1390,1414.4,1368.8,1341.4,1338.3,1307.9,1314,1320.1,1323.1,1435.7,1380.9,1326.2,1329.2
45,Barro Colorado Island,1365.7,1441.8,1402.2,1387,1353.5,1481.3,1450.9,1478.2,1484.3,1347.5,1411.3,1377.9,1393.1,1414.4,1435.7,1368.8,1371.8,1292.7,1317,1347.5,1341.4,1380.9,1362.7,1286.6,1247.1,1307.9,1259.2,1189.3,1332.3,1311,1268.4,1298.8,1347.5,1274.5,1280.5,1320.1,1314,1295.8,1265.3,1301.8,1332.2,1356.6,1356.6,1341.4,1359.6,1244,1311,1304.9,1307.9,1320.1,1329.2,1329.2,1304.9,1283.6,1262.3,1314,1329.2,1332.2,1341.4,1317,1323.1,1283.6
46,Cocoli,1444.8,1514.8,1469.1,1450.9,1426.5,1548.2,1523.9,1551.2,1548.2,1423.5,1481.3,1438.7,1457,1484.3,1496.5,1444.8,1438.7,1371.8,1399.2,1411.3,1402.2,1460,1429.6,1362.7,1295.8,1365.7,1326.2,1253.2,1402.2,1390,1335.3,1384,1414.4,1350.5,1368.7,1402.2,1402.2,1384,1350.5,1380.9,1393.1,1420.5,1426.5,1414.4,1435.7,1311,1387,1393.1,1371.8,1384,1387,1387,1380.9,1353.5,1344.4,1384,1402.2,1402.2,1399.2,1396.1,1399.2,1356.6
47,San Lorenzo/ Sherman,1365.7,1441.8,1402.2,1387,1353.5,1481.3,1450.9,1478.2,1484.3,1347.5,1411.3,1377.9,1393.1,1414.4,1435.7,1368.8,1371.8,1292.7,1317,1347.5,1341.4,1380.9,1362.7,1286.6,1247.1,1307.9,1259.2,1189.3,1332.3,1311,1268.4,1298.8,1347.5,1274.5,1280.5,1320.1,1314,1295.8,1265.3,1301.8,1332.2,1356.6,1356.6,1341.4,1359.6,1244,1311,1304.9,1307.9,1320.1,1329.2,1329.2,1304.9,1283.6,1262.3,1314,1329.2,1332.2,1341.4,1317,1323.1,1283.6
48,Luquillo,1207.5,1183.2,1198.4,1171,1204.5,1152.8,1207.5,1244,1247.1,1244,1234.9,1241,1259.2,1292.7,1225.8,1234.9,1204.5,1301.8,1307.9,1265.3,1241,1165,1171,1204.5,1207.5,1201.5,1259.2,1201.5,1113.3,1183.2,1177.1,1140.6,1225.8,1219.7,1268.4,1292.7,1222.8,1222.8,1241,1277.5,1271.4,1244,1301.8,1280.5,1277.5,1210.6,1186.2,1165,1146.7,1195.4,1204.5,1183.2,1161.9,1174.1,1201.5,1216.7,1238,1189.3,1247.1,1213.6,1198.4,1238
49,Laupahoehoe ,1131.5,1067.6,1107.2,1119.3,1022,1067.6,1119.3,1177.1,1110.2,1076.8,1110.2,1104.1,1146.7,1095,1140.6,1165,1219.7,1222.8,1137.6,1079.8,1107.2,1113.3,1131.5,1149.7,1131.5,1104.1,1192.3,1082.8,1061.5,1119.3,1092,1061.5,1116.3,1055.5,1085.9,1161.9,1125.4,1101.1,1049.4,1085.9,1107.2,1125.4,1088.9,1104.1,1180.2,1119.3,1143.7,1070.7,1019,1082.8,1085.9,1104.1,1158.9,1137.6,1110.2,1040.2,1082.8,1034.2,1031.1,1058.5,1043.3,1028.1
50,Palamanui,1098,1034.2,1079.8,1079.8,1000.7,1028.1,1088.9,1125.4,1049.4,1040.2,1061.5,1052.4,1079.8,1052.4,1079.8,1110.2,1158.9,1152.8,1076.8,1022,1055.5,1061.5,1095,1095,1092,1055.5,1131.5,1031.1,1034.2,1055.5,1037.2,1012.9,1079.8,1022,1082.8,1125.4,1098,1073.7,1031.1,1052.4,1088.9,1076.8,1052.4,1058.5,1101.1,1055.5,1092,1058.5,1015.9,1064.6,1061.5,1067.6,1128.5,1079.8,1052.4,982.46,1028.1,988.54,994.62,1022,994.62,976.37
51,Badagongshan,827.33,775.63,830.38,745.21,793.88,830.37,787.79,818.21,888.17,854.71,845.58,818.21,806.04,760.42,803,866.88,812.12,818.21,818.21,799.96,821.25,824.29,806.04,809.08,803,790.83,821.25,888.17,842.54,784.75,842.54,754.33,799.96,809.08,827.33,830.38,775.62,866.88,742.17,860.79,793.88,872.96,787.79,830.38,833.42,769.54,848.63,833.42,821.25,812.12,866.88,824.29,769.54,851.67,845.58,876,848.62,821.25,821.25,799.96,842.54,824.29
52,Baotianman,945.96,918.58,939.88,866.88,976.38,945.96,945.96,918.58,988.54,949,964.21,964.21,897.29,821.25,973.33,1015.9,936.83,985.5,961.17,930.75,912.5,927.71,918.58,924.67,897.29,918.58,961.17,1009.8,970.29,903.38,973.33,909.46,918.58,897.29,918.58,1009.8,933.79,970.29,863.83,958.12,933.79,982.46,921.62,1009.8,1003.7,888.17,1022,942.92,967.25,930.75,1003.8,991.58,879.04,991.58,1000.7,1009.8,994.62,985.5,973.33,955.08,982.46,1015.9
53,Changbaishan,717.83,723.92,711.75,666.12,714.79,699.58,684.38,751.29,705.67,714.79,778.67,708.71,730,678.29,742.17,742.17,809.08,717.83,745.21,790.83,684.38,748.25,757.38,696.54,745.21,736.08,775.63,824.29,760.42,760.42,748.25,815.17,748.25,745.21,736.08,705.67,742.17,766.5,793.88,714.79,760.42,763.46,742.17,772.58,748.25,739.13,757.37,714.79,751.29,763.46,818.21,784.75,766.5,824.29,745.21,772.58,799.96,842.54,815.17,705.67,775.62,702.62
54,Donglingshan,997.67,970.29,961.17,930.75,1012.9,930.75,1012.9,997.67,952.04,1015.9,1000.7,1073.7,994.63,851.67,1058.5,973.33,945.96,1037.2,939.88,949,982.46,1031.1,924.67,997.67,1012.9,915.54,961.17,982.46,927.71,985.5,1058.5,1040.2,1046.3,1031.1,970.29,1058.5,1019,1028.1,1073.7,985.5,1028.1,1061.5,1079.8,1110.2,1067.6,997.67,1073.7,994.62,1067.6,1131.5,1079.8,1064.6,976.38,1107.2,1125.4,1076.8,1092,1043.3,1137.6,1067.6,1113.2,1098
55,Gutianshan,906.42,848.62,894.25,848.62,918.58,900.33,851.67,900.33,930.75,921.63,915.54,866.88,915.54,903.38,839.5,952.04,942.92,909.46,866.88,806.04,982.46,882.08,876,909.46,845.58,912.5,857.75,964.21,952.04,854.71,885.12,866.88,897.29,872.96,876,979.42,879.04,958.13,854.71,918.58,918.58,949,876,949,958.12,903.37,863.83,897.29,866.88,891.21,924.67,879.04,1009.8,1046.3,1015.9,1006.8,1043.3,1025,1022,945.96,1003.8,973.33
56,Tiantongshan,833.42,818.21,839.5,806.04,863.83,830.38,799.96,851.67,869.92,869.92,872.96,833.42,869.92,854.71,827.33,903.38,869.92,854.71,860.79,809.08,952.04,839.5,845.58,836.46,854.71,851.67,848.63,921.63,918.58,851.67,897.29,866.88,885.12,879.04,888.17,952.04,906.42,973.33,879.04,930.75,888.17,949,900.33,964.21,952.04,912.5,900.33,909.46,872.96,879.04,897.29,872.96,906.42,985.5,945.96,906.42,903.37,897.29,909.46,854.71,882.08,900.33
57,Zofin,699.58,675.25,699.58,602.25,587.04,660.04,678.29,663.08,678.29,641.79,681.33,641.79,672.21,666.12,602.25,681.33,678.29,663.08,672.21,644.83,693.5,641.79,705.67,684.37,687.42,726.96,681.33,635.71,660.04,617.46,666.13,690.46,736.08,638.75,647.88,702.62,638.75,705.67,681.33,742.17,669.17,793.87,730,757.37,699.58,623.54,681.33,717.83,702.62,745.21,653.96,714.79,787.79,678.29,693.5,726.96,763.46,711.75,726.96,663.08,751.29,766.5
58,Speulderbos,602.25,587.04,605.29,538.38,523.17,507.96,574.88,535.33,644.83,562.71,559.67,517.08,520.12,568.79,501.87,559.67,611.38,535.33,614.42,574.87,620.5,562.71,599.21,584,626.58,720.88,556.62,547.5,535.33,577.92,550.54,644.83,632.67,574.88,544.46,608.33,529.25,577.92,669.17,669.17,605.29,644.83,547.5,580.96,617.46,565.75,629.62,544.46,641.79,599.21,605.29,605.29,723.92,635.71,641.79,702.63,641.79,663.08,684.38,663.08,678.29,638.75
59,Wytham Woods,568.79,602.25,580.96,529.25,584,526.21,611.38,550.54,681.33,590.08,620.5,580.96,559.67,535.33,565.75,547.5,556.62,556.63,599.21,623.54,593.13,577.92,617.46,623.54,669.17,699.58,580.96,584,538.38,593.13,577.92,608.33,647.87,675.25,584,568.79,587.04,617.46,693.5,705.67,629.62,605.29,620.5,629.62,684.38,663.08,669.17,635.71,669.17,617.46,626.58,623.54,711.75,650.92,650.92,693.5,638.75,617.46,641.79,638.75,657,577.92
