Id,Site ,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
41,Manaus,2323.5,2328.6,2464.4,2086.7,2230.6,2093.2,1680.5,1783.6,1649.6,2174.5,2019.5,2202.8,2040,2108.5,1822,2094.1,2036.1,2563.5,2106.9,2253.4,2203.3,1741.2,2271.4,2275.3,2141.8,2245.1,1943.1,1939.8,2140.9,1820.6,2167,1998.5,1855.9,2215.9,2164.6,2234,1935.4,2553,2836.2,2237.8,2069.1,1745.4,2305.4,2086.8,2142.1,2415.9,2115.6,2084.7,2438.4,2566.2,1865.3,2066,1869.5,2034,2138.8,2135.9,2271.8,2888.1,1898,2187.3,2559.6,1922.1
42,Amacayacu,2723.2,2751.1,3460,2725.3,2767.8,3117.6,2812.8,3005.2,2675.4,2366.8,2856.4,3286,2635.5,3161.7,3395.2,2978.6,2978.4,2938.4,2876,2846.4,2764.3,2661.7,3034.5,2742.7,3307,2818.9,2951.2,3038.1,2439.3,2538.4,2786.1,2476.6,2143.6,2299.2,1878.8,2404.2,2368.4,2175.3,2229.5,2405.7,2122.2,1957.9,2735.9,2783.8,2794.3,2574.8,2873.8,2656.7,3068.3,2789.8,2843.5,2979.8,3011,2902.6,2945.2,3326.5,3182.2,2945,3162.7,2482.6,2455.6,2263
43,La Planada,1641.9,1589.9,1977.6,1704.9,2071.5,2069.5,1316.4,1518,1606,1444.8,1362.8,1480.5,1327.1,1497.9,1468.5,1499.9,1367.3,1466.5,1767.4,1714.6,2243,1795.4,1977.9,1957.7,2067.3,1459.6,1431.9,1692.3,1454.2,1532.3,1753.8,1700.4,1434.2,2068.9,1356.2,1453.4,1497.4,1768.6,1291.3,1404.7,1241.8,1561.9,1562.6,1698.4,1300,1218.3,2250.7,2690.8,1971.6,1356.4,1521,1409.9,1581.2,1466.8,1529.9,1626.4,1490.3,2278.1,998.3,2063,1442.1,1663.4
44,Yasuni,3281.6,2888.8,3576.1,3285.9,3993.1,3969.1,2723,3055.4,3198.3,2997,2910.3,3264.2,3060.8,3305.2,3217.9,3360.4,2775,3417.7,3237.9,3782,4239.9,4052.2,3639.3,3635.3,4659.3,3684.3,3218.4,2885.1,2956.2,3017.6,4022.8,3539.8,3233.4,3269.3,2365.9,2648.4,2826.2,3719.7,2861.5,2640,2701.6,2422.9,3392.2,3597.9,3509,3727.3,3196.4,3053,4178.7,3338.2,3189.7,2960.8,3499.9,3216.3,3177.9,3353.9,2961.2,5143.1,3079.1,3401.8,3697.9,2982
45,Barro Colorado Island,2775.6,2267.7,2062,2830.6,3450.4,2926.1,1698.6,2446.2,2129.1,2937.7,2852.1,2955.6,2289.3,2798.4,2672.7,2981.3,2947.9,3022.4,3210.2,3622.4,2784.3,3220.1,3038.5,2775.2,3147.2,2675.2,2793,2810.7,2883.8,2532.3,3322.6,2697.4,2693,2837.2,2882.6,2943.1,3390.7,2878.3,3028,3172.4,2990.4,2744.1,2696.3,3517.6,2730.9,2873,2627.2,2519,3354.4,2910.6,3203.5,3284.9,2950.7,3755.6,2746.3,2653.5,3479,3075.1,3097,4021.8,3662.8,2554.4
46,Cocoli,1607.8,1399.7,1211.4,1599.7,1914.9,1700.5,1064.8,1363.8,1334.8,1850.2,1838.7,1747.8,1470.1,1858.5,1399.3,1591.2,1579.4,1545.8,1641.4,1729.1,1836.3,1548,1792.7,1647.1,1894.5,1236.7,1556.6,1793.3,1771.7,1655.1,1927.8,1286.3,1543.3,1697.2,1390.6,1846.7,1973.8,1649.4,1668.9,1850.7,1754.6,1602.5,1501.7,2045.3,1489.8,1595.5,1496.2,1436.4,1787.5,1715.8,1869.2,1844.6,1716.8,2095.3,1567.6,1522.9,1934.4,1702.4,1832.3,2073.6,1926.5,1393.4
47,San Lorenzo/ Sherman,2775.6,2267.7,2062,2830.6,3450.4,2926.1,1698.6,2446.2,2129.1,2937.7,2852.1,2955.6,2289.3,2798.4,2672.7,2981.3,2947.9,3022.4,3210.2,3622.4,2784.3,3220.1,3038.5,2775.2,3147.2,2675.2,2793,2810.7,2883.8,2532.3,3322.6,2697.4,2693,2837.2,2882.6,2943.1,3390.7,2878.3,3028,3172.4,2990.4,2744.1,2696.3,3517.6,2730.9,2873,2627.2,2519,3354.4,2910.6,3203.5,3284.9,2950.7,3755.6,2746.3,2653.5,3479,3075.1,3097,4021.8,3662.8,2554.4
48,Luquillo,2503.5,2658.5,1903.2,2084.2,1986.5,2273.5,1994.1,2803,2027,3071.6,2259.6,2333.5,2049.4,1766.5,2103.3,2033.1,1271.3,1722.7,3128.4,3463.6,1989.8,1962.2,1872.4,2038.4,1946.8,1704.5,2428.9,1928.3,3527,1659.4,2890.9,2516.6,2462.7,2609,2345.8,2135.7,2886.9,2213.1,2107.4,2093.6,1739.9,2346.9,2094.8,1818.2,2127.8,1784.3,1540.5,3049.1,2562.8,1656.1,1998.1,1799,2428.9,2864.6,2952.8,2681.6,2317.3,2455,2849.5,3567.3,3372.9,2052.1
49,Laupahoehoe ,2343.6,2035.4,1291,2361.3,2131.5,2639.6,2352.3,1930.8,1962.4,2196.8,1912,1206.1,2124,2688.3,2084,2231.3,2517,2209.1,2875.7,2572.2,1966.7,1782.7,1871.9,1852.4,2014.5,2206.4,1719.7,2029.9,2898.8,2357,1431.6,3482.6,1443.9,1651.5,2050.9,2545.7,2342,2257.8,2820.5,3363.8,2541.2,1793.7,1847.8,2855.4,1379.5,2073.9,2089.6,1515.2,1978,2063.4,1771.4,2214.8,1323.3,1857.6,1972.6,2060.2,1739.6,2144.6,2166.7,1040.6,1639.4,1520.9
50,Palamanui,1924.6,1675.6,1426.3,2126.2,1491.3,2578.7,1794.2,1982.2,2117.7,1303.1,1942.5,1128.6,2205.5,1817.2,1739.8,1540.2,2377.7,2643.2,1627.2,1694.7,1644.3,1473.5,1372.2,1506.4,1621.9,1320.4,887.6,1896,1905.8,2504.6,1003.2,2377.7,1531.8,804.6,1359.6,1621.3,1951.6,1688.5,2300.9,2417.7,1832.2,1633,1467.1,2031.5,1109.6,1740,1761.3,1201.9,1393.1,1631.7,1317.3,1585,1137.2,1884.8,1876.6,1555.1,1276,1469.7,1554.5,881.8,1336.6,1117.6
51,Badagongshan,1064.9,1472.4,1168.6,1493.6,1061.1,1197.9,1194.8,1447.5,1295.8,1107.1,1244.8,1369.7,1478.4,1493.6,1126.9,1047.3,1408.5,1074.5,1220.3,1330.8,1243.6,1249.7,1384.3,1218.7,1252.2,1111,1365.2,1064.5,1091.4,1742.3,953.3,1293.3,1870.9,1088.2,1103.9,1093.2,1312.2,816.4,1567.9,1183.2,1103.8,1208.6,1222.1,1447.4,1218.6,1519.4,1246.2,1276.1,1201,1411.6,1106.5,1596.1,1264.1,1102.9,995.5,1030.4,1285.3,1312.3,1279.2,1216.9,1041.2,1135.2
52,Baotianman,756.4,848.4,680.3,932.2,621,883.1,706.2,965.1,640.8,850.2,703,756,845,1211.9,702.6,517.8,913.3,755.9,597.3,821.6,848.3,647.1,721.9,705.9,765.2,564.4,643.7,519,958.5,932.1,847.5,893,1036.1,915.2,799.9,594.1,786.2,688.9,990,756.7,604.1,754.9,688.8,802.4,657.5,885.6,559.6,883.8,736.2,846.1,561.3,768.7,1050.4,778.2,775,666.8,754,795.2,864.2,751.9,764.5,593.6
53,Changbaishan,940,772.6,955.8,985.9,683.7,1031.5,867,696.6,843.9,1104.8,1001.3,1063.9,811.6,947.4,947.5,1065.5,842.1,803.6,787.7,702.9,986.4,972.5,742.6,836.5,879.7,763.4,656.9,704.8,793.1,794,929.8,836,936.6,881.2,779.1,1177.8,953.4,805.7,827,956.5,748.7,843.6,732.3,956,1226.4,772.8,691.2,880.3,890.3,1093,822,950,802.8,785.5,935.9,724.4,884.7,760.4,778.9,1089.6,594.1,1115.4
54,Donglingshan,352.1,390.2,427.6,754.1,579.6,657.7,484.6,545.6,662.8,419.8,577,365.2,541,706.6,258,525.7,533.2,415.1,582.7,474.2,431.6,333,682.6,454.9,276.4,514.7,540,484.5,589.6,399.2,326.2,506.3,471.5,312.3,548.5,409.3,538.7,549.1,396.9,607.9,621.9,480.5,370.7,616.7,510,625.6,368.2,604,293,401.1,318,351.7,481.4,435.4,333.3,321.1,460,545.2,420.8,472.2,556.8,568.3
55,Gutianshan,1592.7,1721.2,1646,2318.8,1837.3,1681.9,1784.4,1396.5,1698.6,1438.6,1485.7,1523.3,1119.4,1247.7,1741.5,1525.1,1481.7,1303.2,1819,1835.8,1359.2,1706,2156.5,1637.8,1992,1612.3,1860.1,1020.9,1138.1,1813.9,1563.8,1487.5,2278.2,1455.7,1428.6,1301.5,1805.2,1359.2,2023.1,1563.1,1476.5,1810.3,2017.4,1734.8,1686,1480.5,1531.4,1706,1911.7,1684.7,1612.6,1866.9,1693.1,1361.7,1403.8,1366.8,1280.8,1335.8,1412.5,2310.3,1186.8,2080.4
56,Tiantongshan,1376.5,1381.9,1326.3,1861,1227.1,1431.3,1360.4,1371.7,1469.5,1397.4,1533.8,1472.8,1183.7,1083.5,1357.1,1440.2,806.4,1095.5,1277.4,1397.9,1138.4,1349.5,1707.7,1553.9,1585.2,1568,1724.5,1123.4,1152.4,1452.7,1498.3,1307.7,1549,1534.2,1394.5,1223,1488.5,1244.4,1693,1492.1,1715.2,1163,1349.6,1369.5,1227.4,1337.9,1347.8,1260.4,1472.4,1674.4,1552.9,1620.8,988.7,1307.7,1597.9,1266.6,1480.9,1367.8,1512.1,1840.6,1174.6,1699.2
57,Zofin,622.8,752.9,589.1,849.7,864.7,741,683.6,775.4,729.5,801.4,700.9,665.3,561.7,739.3,851.6,912.7,711.8,616.9,611.3,737,637.9,655.1,597,845.2,702.7,762.7,809.8,579.9,826.9,708.6,755.4,622.5,621.1,676.4,740.8,673.2,754.9,765.3,655.4,651.4,653.9,639.5,699.7,581.2,834,816.9,743.1,744.4,699.5,635.3,808,931.1,563.9,711.9,837.6,800.5,850.5,734.8,799.9,876.8,631.7,736.3
58,Speulderbos,752.6,765.6,574.1,771.4,667,744.8,836.2,806.3,515.7,873.8,908.4,727.1,710.6,687.2,1050,1049.5,831,834,715.2,849.1,551.5,654.8,724.2,915.7,627.3,529.5,760.2,646.7,846.2,836.3,916.4,614.7,790.1,806.2,710.6,734.3,864.5,873.6,655.1,709.6,624.8,830,856.5,956.2,746.4,542.8,697.5,1128.2,880.5,873.3,938.8,878.9,623.1,852.7,822.9,742.2,926.7,835.4,756.3,782.9,831.8,841.6
59,Wytham Woods,886.6,678.6,546.8,756.8,601.2,649.9,732,824.9,638.5,989.8,672.5,650.1,660.6,438.1,679.1,771.9,722.1,833.4,625.7,664.6,761.5,596.3,509.7,810.9,558.7,527.8,734.3,599.4,773.5,653.4,707.2,680.2,596.9,634.7,681.4,726.9,617.2,593,619.1,490.2,545.9,816.6,745.2,725.9,703.5,488.8,637.6,800.9,739.2,857.5,680.7,866.6,532.3,698.4,576.3,708.2,805,773.3,681.8,587.3,575.6,920.6
