Id,Site ,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
49,Laupahoehoe ,15.958,15.758,15.642,15.933,15.725,16.35,15.983,15.408,16.5,16.475,16.608,16.283,16.467,16.333,16.025,16.483,16.8,16.825,16.4,16.7,16.542,16.6,16.617,16.967,16.092,16.617,17.025,17.6,17.033,17.467,17.233,17.192,16.258,17.35,15.983,17.167,16.783,17.275,16.883,17.092,17.125,17.242,16.842,17.5,17.325,17.783,17.4,16.417,16.333,16.575,16.708,17.067,16.9,17.542,17.308,17.283,17.2,17.217,16.883,16.875,17.183,17.067
50,Palamanui,14.75,14.5,14.392,14.7,14.458,15.125,14.75,14.175,15.283,15.25,15.417,15.1,15.275,15.1,14.808,15.267,15.55,15.625,15.192,15.567,15.383,15.425,15.417,15.8,14.867,15.417,15.85,16.442,15.867,16.342,16.133,16.058,15.05,16.308,14.783,16.033,15.633,16.192,15.767,15.925,16.008,16.15,15.7,16.417,16.233,16.692,16.267,15.267,15.167,15.458,15.592,15.942,15.733,16.425,16.175,16.158,16.083,16.1,15.767,15.717,16.05,15.917
51,Badagongshan,13.5,13.858,14.058,13.042,12.775,12.592,12.633,12.833,12.992,12.617,13.8,13.158,13.442,13.408,12.958,12.867,13.192,12.933,13.008,13.042,12.933,12.933,13.342,12.908,13.25,12.675,13.1,12.942,13.058,12.825,12.775,13.142,13.417,12.9,12.967,12.7,13.433,12.575,13.217,13.15,13.067,12.333,12.775,13.75,13.583,13.317,13.05,14.033,13.333,13.292,13.108,13.742,13.308,12.742,12.942,13.017,12.567,12.4,12.733,13.067,12.55,12.383
52,Baotianman,12.558,12.625,13.175,12.4,11.917,11.867,11.742,12.292,12.292,11.842,13,12.125,12.433,13.025,11.9,11.758,12.3,11.842,11.925,12.15,12.442,12.025,12.65,12.217,12.833,11.658,12.3,12.2,12.217,12.167,11.925,12.25,12.45,12.35,12.433,11.692,12.492,12.217,12.508,12.925,12.35,11.85,12.175,12.6,12.4,12.458,11.858,13.317,12.6,12.567,12.05,12.4,12.525,12.075,11.942,12.35,11.867,11.858,12.092,12.417,11.733,11.525
53,Changbaishan,6.475,6.35,6.4333,5.9333,6.7,6,6.0333,6.1667,6.7667,6.3,6.5667,6.35,6.3,6.3667,5.9583,5.8167,5.9917,6.1667,5.3833,5.8583,6.1333,5.8167,6.1833,5.9917,6.625,5.4917,5.9417,5.8917,5.8167,5.625,5.9667,6.0417,6.175,6.1583,6.35,6.0167,6,6.0917,5.9333,6.6167,6.0833,5.9,5.8417,6.8333,6.1833,6.0333,6.4083,6.8833,6.625,6.45,6.1333,5.9833,6.075,6.1333,6.35,6.0667,5.95,5.9167,5.5417,6.5083,5.9167,6.2833
54,Donglingshan,7.325,7.1917,7.7167,7.3833,7.5,7.2167,6.3583,7.2667,7.7917,7.3333,7.8333,6.6417,7.4667,8.175,6.7333,6.9667,7.5083,6.75,6.8333,7.1583,6.925,6.3083,7.475,6.6667,7.325,6.8167,7.3917,7.3,7.1333,7.05,6.7417,7.175,7.2667,6.75,7.1,6.575,7.2167,7.1167,6.7667,7.7583,7.3667,6.85,6.5917,7.3417,7.0333,7.1333,6.925,7.7667,6.7417,6.2167,6.8833,6.75,7.2333,6.025,6.3583,6.575,6.7833,6.8083,6.1667,6.3333,6.25,6.4333
55,Gutianshan,16.058,16.192,16.192,16.008,15.75,15.783,15.717,15.8,16.225,16.1,16.592,15.842,16.008,16.033,15.442,15.25,15.375,15.4,15.608,15.825,15.617,15.967,16.225,15.617,16.575,15.225,16.367,15.558,15.667,15.8,15.625,15.992,16.3,15.808,16.283,15.25,16.133,15.358,15.892,16.308,15.883,15.383,15.892,16.208,15.458,15.8,16.117,17.133,16.45,16.333,16.333,16.55,15.725,15.133,14.508,15,15.167,14.967,14.958,14.917,14.25,14.633
56,Tiantongshan,17.392,17.767,18.05,17.267,17.133,16.9,16.767,16.95,17.45,17.442,18.2,17.192,17.358,17.783,16.983,17.025,17.15,16.833,16.875,17.192,16.892,16.792,17.142,17.05,17.683,16.4,17.617,17.125,16.875,16.767,16.7,17.108,17.342,17.192,17.475,16.608,17.067,16.542,16.85,17.85,17.283,16.475,16.692,17.583,16.592,16.925,17.192,18.225,17.575,17.5,17.625,17.542,17.467,16.892,16.6,17.25,17.508,17.35,17.208,17.017,16.808,16.617
57,Zofin,8.8917,8.8167,9.025,8.8583,9.0417,8.1833,8.95,9.0583,9.075,8.9167,9.175,8.4417,8.8083,8.825,8.6833,9.0083,9.225,8.8583,8.6833,8.9,8.95,8.8833,8.7333,8.9833,9.1667,8.525,8.9333,8.6,8.7917,8.5583,9.15,9.2667,9.1083,8.7,8.7833,8.7,8.7917,9.1583,9.3083,8.8,8.875,8.9167,8.7833,9.5,9.2417,8.6417,9.0917,9.125,9.5417,9.5333,9.4333,9.525,9.1833,9.2917,9.1833,9.4667,9.6,9.4917,9.55,9.3,9.4583,9.3167
58,Speulderbos,10.033,10.092,10.433,10.15,10.342,9.7583,10.333,10.3,10.633,10.3,10.567,9.4833,9.875,10.125,10.042,10.267,10.317,10.3,10.183,10.142,10.05,9.8917,10.067,10.183,10.208,9.7583,10.325,9.9417,9.8667,9.9917,10.275,10.442,10.375,9.9667,9.8083,9.7,10,10.55,10.517,10.458,10.058,10.692,10.492,11.042,10.933,9.6167,10.517,10.75,10.95,10.992,10.842,10.933,10.158,10.342,10.625,10.917,10.942,10.517,10.475,9.5333,10.483,10.275
59,Wytham Woods,10.117,10.158,10.642,10.267,10.417,10.1,10.408,10.442,10.675,10.408,10.35,9.3833,9.7167,10.617,9.8833,10.417,10.617,10.342,10.183,10.225,10.442,9.8667,10.117,9.8167,10.058,10.092,10.033,10.108,10.15,10,10.1,10.4,10.392,9.9083,9.8083,9.7833,9.9083,10.083,10.575,10.65,10.008,10.692,9.975,10.558,10.883,9.5417,10.658,10.4,10.533,10.517,10.408,10.733,10.242,10.658,10.642,10.792,10.733,10.475,10.525,9.8,10.7,10.442
