ID,Site,modlt,modlon,19980101,19980201,19980301,19980401,19980501,19980601,19980701,19980801,19980901,19981001,19981101,19981201,19990101,19990201,19990301,19990401,19990501,19990601,19990701,19990801,19990901,19991001,19991101,19991201,20000101,20000201,20000301,20000401,20000501,20000601,20000701,20000801,20000901,20001001,20001101,20001201,20010101,20010201,20010301,20010401,20010501,20010601,20010701,20010801,20010901,20011001,20011101,20011201,20020101,20020201,20020301,20020401,20020501,20020601,20020701,20020801,20020901,20021001,20021101,20021201,20030101,20030201,20030301,20030401,20030501,20030601,20030701,20030801,20030901,20031001,20031101,20031201,20040101,20040201,20040301,20040401,20040501,20040601,20040701,20040801,20040901,20041001,20041101,20041201,20050101,20050201,20050301,20050401,20050501,20050601,20050701,20050801,20050901,20051001,20051101,20051201,20060101,20060201,20060301,20060401,20060501,20060601,20060701,20060801,20060901,20061001,20061101,20061201,20070101,20070201,20070301,20070401,20070501,20070601,20070701,20070801,20070901,20071001,20071101,20071201,20080101,20080201,20080301,20080401,20080501,20080601,20080701,20080801,20080901,20081001,20081101,20081201,20090101,20090201,20090301,20090401,20090501,20090601,20090701,20090801,20090901,20091001,20091101,20091201,20100101,20100201,20100301,20100401,20100501,20100601,20100701,20100801,20100901,20101001,20101101,20101201,20110101,20110201,20110301,20110401,20110501,20110601,20110701,20110801,20110901,20111001,20111101,20111201,20120101,20120201,20120301,20120401,20120501,20120601,20120701,20120801,20120901,20121001,20121101,20121201,20130101,20130201,20130301,20130401,20130501,20130601,20130701,20130801,20130901,20131001,20131101,20131201,20140101,20140201,20140301,20140401,20140501,20140601,20140701,20140801,20140901,20141001,20141101,20141201
1,Korup,5.07389,8.85472,44.72821385,18.77985648,104.4743906,206.5077994,265.0897475,303.6570667,379.7463338,335.6600127,384.7177793,447.71536,121.9696358,12.8028755,51.41456268,288.510475,85.39464674,214.8853896,256.7627261,265.4079509,386.8466376,407.2253764,340.0487208,531.2644158,109.2626705,12.92045726,16.72035989,6.251417016,133.1992857,210.1747442,121.5624784,303.3320904,500.9667508,376.3454503,239.2087982,286.4460904,153.6727133,28.6629906,17.51471455,72.9627864,205.9899363,262.2228386,470.3873122,465.5786558,300.0437937,114.0588932,342.9103802,334.3892822,373.4707831,34.78851149,3.21201912,57.37226746,254.8702222,292.6749442,481.1108052,186.2260934,337.1112747,243.1761761,306.122017,395.7535027,81.1495044,49.91486402,104.4313197,244.7046659,157.8696941,195.1157498,189.4606394,239.7103286,97.92579336,525.9720038,172.4374901,173.0719636,128.230727,7.731739512,29.61822262,21.37225087,36.57074935,256.4606167,254.5977174,251.9435405,242.454447,433.1349309,269.9633074,268.9412294,347.819359,109.8227224,20.85229334,83.21072458,185.8899892,201.3215443,384.9603424,243.0660722,137.8144472,397.5233902,556.1955641,398.1267154,154.5013872,20.7917801,84.1176191,135.2870749,268.524666,148.2467976,281.368091,81.85257,494.1540745,520.0571539,494.5317077,391.1404699,449.7897578,52.26760555,21.70101432,75.15119942,54.57776424,274.2223334,328.1408176,493.7385895,476.9540459,514.8190658,218.5629991,669.0922669,217.920749,367.2558803,5.931843552,18.04700299,190.3203954,267.4229335,146.1449051,302.447047,235.912946,450.2846703,479.4719407,262.2026101,109.9550556,109.1451951,26.58479698,73.00808256,346.1178076,253.8140062,203.9987193,269.9333741,168.9233422,666.969652,297.2583461,317.2758835,32.28463152,28.32952682,221.1761087,233.7111766,189.2468926,196.857877,365.3884321,237.769439,650.3483817,436.327699,286.0159205,211.3986229,167.8502261,31.94911063,0,195.9715948,83.93381167,142.788942,272.234131,119.3194735,234.3910843,472.6468223,454.1491843,312.3735381,91.42977816,11.43876564,15.34084848,175.2821301,205.3608464,291.0465648,432.6712946,243.7108322,482.6997168,219.1812766,504.557977,328.251594,353.421936,65.72911673,25.66279126,163.7214876,244.3095455,492.0266959,260.2778002,143.0621734,271.1716037,173.7654773,436.3969514,319.2375667,433.3227113,106.1923491,46.96741056,26.21306016,760.660206,390.482941,414.1385411,134.555783,224.3755512,248.7686098,494.3309926,272.5041085,204.9314335,67.92929213
2,Ituri (Edoro and Lenda),1.4368,28.5826,64.39673474,43.14656506,73.83295594,203.3062502,236.6783553,160.3921939,126.0621302,128.0464414,212.9473541,137.9706224,162.2628418,100.168097,59.69396208,22.01593498,124.5910562,112.6520921,118.767071,75.84173424,114.7603342,327.2461182,210.6949212,261.2964694,163.3678042,104.2135702,76.79599099,40.42928002,91.17569489,275.2933291,120.4408493,96.25210056,101.6095814,200.9168369,170.5413722,171.0324535,203.0084611,155.4881114,57.04326566,65.70371203,262.9416781,226.619239,116.7639016,67.14622728,140.6899655,159.8753023,321.5486887,138.0556996,197.942755,113.0755908,66.85118926,35.40330864,166.8158276,68.446584,196.3096794,242.1149825,124.3749591,179.0379888,139.5836914,156.0233985,153.610357,138.133804,84.96567271,154.3253645,145.0761699,178.6986569,137.7826955,129.1974804,230.5607112,186.8822605,171.7848122,148.784681,143.9741779,47.00073655,53.20153462,45.44463792,230.1333286,259.0247225,135.3635073,142.8900293,71.95833485,129.1553533,162.9363226,131.6732666,211.3007782,87.27783797,14.15281068,133.4868037,125.0135172,90.84388752,179.8048727,148.4533598,78.88452547,145.547633,254.9877408,238.2661585,78.99676344,40.23840374,51.3608987,137.9264846,239.8087733,157.2169414,208.8362973,129.1010285,120.416304,105.1687799,191.0722018,268.8404308,170.5748141,78.51352838,49.13641087,32.77168205,116.946762,147.7899634,116.0805875,213.8269903,299.3748589,190.768421,179.5962629,227.7010021,181.5189883,103.1552124,89.74289671,107.8428301,251.1922441,168.0336893,151.0238249,69.1184232,120.7547407,173.5473841,135.0525499,194.191899,163.4858323,26.11654644,161.1327955,121.7111031,58.63808695,170.7445332,120.50881,18.30474216,170.6213005,147.028818,160.1151646,143.5398523,122.8795913,69.3111144,20.24671157,255.4214604,156.0276341,124.0121484,135.7199041,59.31330264,39.50676382,422.9105942,164.2337611,82.94106271,198.460615,119.4921035,31.89372802,71.05190467,184.9390255,116.0968853,187.1888681,185.798507,96.98109341,115.7134376,277.5345394,190.3281337,98.1992556,113.2161228,28.62227594,99.06375826,38.74651486,110.3958605,166.0442981,71.9727228,146.4667453,174.6062746,252.3573518,294.44544,176.8251658,201.5047078,88.61029212,83.59870109,454.4005869,152.11215,132.9637866,54.58266936,101.6714108,99.08346406,133.4719886,154.0518372,194.8633646,158.5979748,37.41567667,9.080748768,235.6997089,97.3113372,80.19083844,205.2388361,69.47617006,89.53164982,148.7347769,219.3736266,102.0328942,147.3868769
3,Rabi,-1.9246,9.88004,313.7491911,161.2302088,186.2191794,212.0074013,130.1469379,24.3082404,0.520689144,7.96934856,49.43294064,256.1516849,413.7411686,231.718271,163.6730592,293.2283935,211.2670272,307.7984405,248.3244857,29.47847184,0.140654688,9.007024704,83.80332504,121.8586202,323.1586145,220.8798784,381.4440711,219.446593,204.5107803,310.7629469,147.8803803,28.39911624,0.657222816,1.749881304,77.9822604,275.0961234,377.192273,252.5280961,275.5274752,201.0224651,268.8034688,200.0566361,132.2975681,8.90204472,6.52289352,5.93E-02,0.07672536,145.5206481,178.9757503,213.3202179,130.3936565,227.5941011,427.6609226,392.9611298,135.1719772,6.01464816,3.240222672,2.459129808,36.8799048,365.2049952,396.666913,176.7607736,310.4675529,232.8755238,377.9383982,275.6280686,78.40991969,67.33732392,10.49217295,1.360085568,71.75008368,296.9747275,478.2030631,268.1423162,385.5333793,213.4406677,175.2360967,126.8305704,36.93207667,3.02952672,0.107704416,0,32.8635756,443.9521708,208.6435894,278.5527942,234.9636117,344.0984628,230.438716,208.2227184,102.1815321,2.17494864,5.672950152,6.27E-02,16.23554784,303.8079583,401.9847682,143.3754841,278.5428165,278.1482222,268.621008,250.3900908,64.03087051,44.06464152,6.49E-02,4.08178116,27.65765448,342.6267684,470.8913184,353.5325451,153.2456522,325.6834889,457.7687872,319.8808476,472.5996378,12.50261208,13.68600946,8.006933952,145.629841,476.8873947,451.3024807,325.5821726,389.7815353,265.4419054,382.875821,251.651137,206.3008458,7.38738,0.439770216,25.93829594,14.99987736,312.3126737,168.1873582,128.6065402,218.1175746,315.235079,114.306332,344.520049,379.0983969,4.93513632,0,0,12.67004592,96.1159397,497.8657577,545.0186374,318.7275897,289.7614117,308.3462467,270.568607,17.43326069,7.4616192,3.151016328,33.3762239,15.79002768,232.085743,603.4008125,470.4659813,254.7262091,222.4595574,286.6341394,366.3904378,71.90701596,4.60592856,0.658489104,10.67943998,212.6397802,289.4556001,255.189636,82.24614142,159.4898924,234.6752184,264.5645147,258.9543626,280.3248549,15.63747192,0,15.43031522,48.07222344,336.3454889,304.6746751,309.1666228,162.1258874,211.7563822,401.8016127,371.5089941,113.1056462,3.02383152,5.6240448,0,0.86172912,219.1903452,511.6382791,285.1245396,246.4309625,168.492027,366.5129762,295.7711148,330.9647179,11.2258008,6.57E-02,15.02868319,19.50367752,227.0715126,396.7790508,266.9258874
4,Mpala,0.2918,36.8809,209.0644568,61.64494224,30.6398544,70.66728648,233.3693558,71.03129976,51.83826547,79.04347214,25.9505892,71.15354633,62.88355872,8.912003256,1.08505332,0.831219648,101.1684177,46.71792792,16.66100282,10.46052504,74.04679195,57.31184148,9.8706492,28.73041337,94.20016752,30.46436414,1.970262288,0.250982472,7.393000032,29.9127996,32.9779674,52.60108536,14.68987378,54.52001422,8.97761448,25.8584707,59.69471832,27.97415299,77.64898922,2.25E-02,67.26430939,128.9255371,34.16408047,76.60659312,52.10552664,72.82686482,24.2852328,59.47008727,150.2157319,16.91980248,19.8142705,2.240697312,68.6944247,149.9350975,137.1198361,26.76221784,39.00419256,41.80514275,2.40125472,93.86718334,56.12341608,166.4420368,19.73060918,1.127768544,33.00287578,227.5365974,124.0632298,41.08515768,33.31162536,92.42695186,15.65488728,112.1925982,77.68685808,22.4239435,78.59612801,15.29944416,5.05707216,145.9440994,41.24919545,23.623164,33.74258959,27.11478314,37.7033292,73.54347744,78.29664264,55.3044707,22.16064115,8.227901472,12.74348422,46.48481208,121.1269579,48.17856816,46.55692344,54.96326263,56.4249816,29.11365595,13.05753696,0,8.670174984,35.85471053,39.09117658,129.2770994,52.4222891,29.892294,29.18073425,78.93211394,46.32793992,87.77371918,202.2697375,142.9279346,34.10959363,35.87708342,14.44510298,102.2142434,97.53824376,84.62531448,91.32404254,65.67322968,75.28277304,94.63167235,12.16319328,86.28500642,28.79143848,0.426934056,43.75287672,58.19260608,11.38797871,20.55024072,46.9165403,36.11483508,31.10619456,106.9422483,92.44248408,1.1537766,45.94652798,4.2652344,0.93908052,39.7875744,69.80783782,18.41278536,18.83443738,9.960858,10.70149968,111.414927,20.6447616,102.2528073,43.1516161,106.3881128,93.5053873,110.7870343,43.24214527,33.08935824,77.75086812,45.02720513,38.83319928,44.99134879,28.41180624,0.07591404,0.22365012,12.87629414,18.22840027,26.9410968,46.67706754,68.31878688,70.28246071,89.86831205,77.56293456,206.564526,227.1230438,30.97864596,0,0.66428676,0.461087304,122.5167847,145.1075555,55.68097464,68.56918049,58.62137969,37.504674,60.77197121,61.14282696,147.5450476,21.11823614,0,65.43416686,207.4581382,11.18222477,57.16135008,73.67181967,61.91923706,70.96521024,27.58453582,76.6205352,33.62665058,0,20.4474144,52.84164024,31.50436104,29.74918447,33.19497864,43.75471738,69.30129732,26.1112428,45.4071875,71.81201016,29.23773506
5,Wanang,-5.25,145.267,353.7295072,487.6459405,519.5743604,406.8487498,240.2415224,74.08266696,99.08531587,115.7123283,178.529184,317.2891877,385.4080296,398.0629018,219.3052232,404.6337201,276.0489389,183.4155252,323.6511548,389.981947,233.9533467,301.9651663,151.2358726,230.6433279,250.0779679,311.5291933,261.219263,130.8125987,403.8420542,297.9857182,413.8179648,252.2950603,230.0228408,157.7494064,116.1874577,205.4116222,356.7493771,619.7143982,247.7383,357.3283251,400.4070241,349.7868562,318.1745745,152.9319938,230.1666984,56.27014625,99.91057968,199.0137348,206.4993451,335.3994587,277.5900233,398.133665,655.8897071,248.5825826,385.2570607,175.4064274,81.38179049,130.0931132,93.24536544,329.9878006,243.079033,374.9057619,489.0164294,565.4750922,390.9378087,238.7906525,224.4904955,109.2525098,85.42408682,110.6638746,360.266976,161.1381947,237.7179194,330.651636,411.3228894,307.2563145,501.4529139,347.6287505,322.0453692,111.940159,193.5006799,44.32917912,187.6482655,204.3741514,175.1401915,231.1858773,692.5649275,544.1251771,521.9401674,357.5349,240.6247151,90.83956392,137.2815542,152.195343,179.5740653,156.8564248,328.0547621,182.7259901,401.6858254,499.8896656,576.7596274,235.2842971,123.6302702,269.0408203,375.5470922,57.76501114,227.068434,354.3261364,261.4710902,205.5904247,488.5154101,361.7327784,446.6256054,251.6279839,236.7628559,124.3731204,216.3522106,142.4431792,324.3810586,220.9273947,490.6856347,241.7167538,890.882343,302.164176,326.1056755,384.1490218,221.5266183,308.4300259,124.8079627,35.65932034,272.1607877,158.043674,211.1895202,363.7043316,256.5858089,451.2894342,673.162551,279.2467973,214.1206607,271.5373778,369.3456788,114.7195801,182.9789474,284.3872013,170.7126365,353.2209713,302.4380929,457.6313152,474.9734271,377.742276,273.5245952,84.82419504,159.5134951,119.657857,164.0889216,244.2556427,255.7696579,227.6097832,292.0469946,312.8989705,363.0433567,255.3002503,210.726096,299.5794007,218.3017651,140.5777926,155.9927808,242.3602342,229.4093369,383.0945793,389.3759035,279.8994527,538.2547861,262.7432302,328.593279,237.1023634,107.6156181,142.9281563,206.3391638,189.3047639,224.6904518,432.0424703,634.3691508,506.5803792,624.6208677,271.6333582,185.5413195,169.0223299,175.627992,140.0173166,115.3963138,253.0167657,172.4891177,362.6649978,484.9730632,470.0214389,352.2841875,397.6955935,203.2776776,111.3777742,201.4430451,102.9698351,168.991259,176.4340892,222.0222334,503.6531786
6,Kuala Belalong,4.5384,115.154,89.21428322,93.35232346,71.31370721,238.6608552,237.7366909,272.6939894,323.964015,481.7952837,260.7878354,211.3599535,281.2576392,337.5638469,384.4090793,373.1678066,242.4892364,253.4166526,361.2918729,142.2040162,140.5883135,229.6883176,303.1734326,553.6219551,159.8619211,454.8371274,210.3197552,392.741309,254.5721074,390.5470994,172.4154565,402.6863052,99.49300927,264.1958902,298.1523586,238.7603486,320.152631,279.9682252,571.1775487,207.9013339,268.5974597,320.3647402,171.8338829,284.0532948,170.6352699,107.2437007,298.0865477,425.2608805,248.7955068,234.7534123,160.8549018,135.125766,185.5063977,327.1004316,323.6536606,194.9235106,161.4140587,234.510974,194.4645955,306.6986208,341.3862634,217.4748702,251.5640395,111.9207358,282.2778237,357.7226112,288.106865,205.0974086,268.6752873,280.9748982,155.2625546,410.6584111,230.7733582,432.8912061,224.1289435,110.5061771,205.1004256,333.9966276,329.3469584,93.62616408,239.267244,134.4752152,474.1742131,170.1964341,253.0909685,381.8295249,255.7415519,183.7742532,239.575847,190.1958062,359.0857105,298.205123,214.2185317,230.2311772,215.2157738,273.3172782,338.0883696,351.1575587,404.2871976,302.2477053,227.0613801,335.4485393,333.217332,280.0066349,168.8852048,282.0675581,349.7019264,268.2736464,277.2437666,438.8170092,497.4350468,301.5207599,145.0866908,380.9166386,447.4730987,476.2989094,376.5699731,157.3874556,303.2714081,297.4840841,317.0136312,306.8455831,383.7144898,300.8935786,433.9452622,330.1370359,189.8985109,337.3061515,344.5408021,268.3989017,253.3980492,510.3851897,491.1032441,253.1745034,704.9943165,325.3279263,466.6773822,199.536331,141.2097209,134.621401,172.5765095,196.8783707,207.4693824,327.1863623,284.7289327,250.792821,359.0934488,105.8480902,280.4552982,397.6724196,414.2478086,309.8527121,498.785511,488.2046339,434.3207933,313.8053549,395.9531453,354.3617904,464.2575617,328.2133801,343.1151493,325.4541566,292.8954194,254.501681,130.3520595,195.7330065,295.0629689,209.3970732,247.3184894,348.2186702,317.7152178,256.1203878,212.4883121,376.9694993,170.0539395,96.77569968,311.7488377,238.1277328,217.984135,246.0775261,455.1452921,317.411671,268.9514065,274.2893886,182.1387732,310.0084949,408.042493,147.7050235,227.843641,226.2912917,329.6456554,217.6175976,408.1901976,452.4792582,590.6013434,262.584715,151.1218179,201.7214302,322.030757,151.2053813,140.495664,393.9532831,171.8273952,302.5963856,454.6936512,380.6528517
7,Dinghushan,23.1695,112.511,68.10834391,90.68303328,57.16620348,294.2776181,392.5757232,446.4130068,170.7756351,150.9438472,114.9499512,37.7825081,25.83442872,13.6068233,41.28873533,0.407002176,78.27685454,144.9312005,220.4374171,216.4104295,254.4960765,464.1762313,195.5824754,27.46770103,26.2461852,40.22705402,29.07052404,27.55534853,32.44209768,383.4370138,208.6803557,151.229371,273.9226881,160.478594,86.67878688,175.8347325,67.72429152,43.35383902,82.41820332,79.95920016,86.5688201,220.0263905,305.2445866,472.4720194,450.8457341,265.9362208,223.5825706,61.80404875,15.32999808,87.71397374,38.10429257,14.80159766,84.31565702,27.7206948,127.7749112,237.124057,308.586956,352.6535441,286.8154978,164.4623376,46.32487704,68.41069435,33.10997086,9.950359104,67.23550692,75.16561896,187.9889784,352.326672,66.02918309,237.7465139,314.0536306,2.686791576,43.97463432,0.991318992,85.00193676,57.14277485,152.1632914,167.3630726,378.9716118,157.4182894,300.7294693,229.253861,49.31196768,15.69973994,12.48860016,2.141871096,16.33878982,25.38781325,103.5106442,220.3714728,502.6851966,510.0264216,125.4551794,204.5329091,246.0290983,1.057418184,23.20515,6.099261408,14.47045627,85.68662726,116.2312088,84.13950744,469.7766697,396.1679364,356.1209464,243.9193458,121.4480102,35.91467453,108.2612837,19.68412332,35.1419286,44.1810479,46.52860308,208.4721854,214.7861591,295.4706862,98.02210193,275.1757024,143.453615,18.61449833,8.25918192,16.52958341,87.17422927,41.98474049,102.0946701,198.0530906,437.6638397,717.9475306,228.4211346,159.2638838,233.5636066,80.43355951,35.6126148,15.15600019,13.98468007,3.962861952,138.8677614,189.2617538,281.4364497,300.3741504,205.1157468,231.2070969,127.9917742,38.40687886,60.46112736,52.80458904,67.90794528,57.08363606,25.20337126,220.8664584,321.33843,363.933234,162.5905876,160.2957672,347.7423478,50.96965738,3.1007196,36.02759066,25.42535854,42.91321373,58.16840347,63.10405224,241.4433621,343.2955241,230.6538153,50.65467977,220.7089375,113.2666218,65.66060016,1.394897328,72.63873326,63.96522506,50.28950299,358.1020044,229.6009787,329.0579942,224.2296975,204.5744391,141.2230896,94.06364621,144.7617067,50.4305892,10.66149396,21.9492551,221.6273053,225.4261493,274.5298047,150.7141397,250.7395833,335.5421854,242.2523117,1.378242888,84.63727728,152.7506638,3.98423532,36.5480183,278.9461642,164.0922689,459.8425771,218.889499,198.6647549,283.3412817,142.5757169,35.26997174,49.58977464,46.33084862
8,Heishiding,23.27,111.53,58.45804267,89.22707875,77.67102874,224.3810102,255.9493124,426.7864894,165.9225023,97.37245675,62.27038944,22.78404396,22.46989464,29.43554309,57.22968454,0.828209088,101.5246374,197.5083235,178.2987876,200.8286402,246.1982795,275.6250144,95.58616176,7.533056544,55.91716992,33.87072722,15.48021679,27.97754491,58.19014985,306.5134694,175.3317952,135.2567945,122.9037966,100.5654696,32.32934136,121.1241307,43.53880248,27.81769798,71.59799705,90.21943459,85.02713083,165.1868784,227.8291174,450.1745366,355.5016787,138.227795,132.6335731,26.21297926,19.49169168,41.38274866,35.56183699,21.45082128,117.334999,61.66466136,125.8515983,315.3098275,277.7460103,313.2746456,129.8205792,152.6100649,75.3184728,91.4850181,54.0221495,8.772868608,78.76419835,44.13276936,178.4917365,376.7446231,40.7170621,213.8369802,144.1209802,11.7471023,15.27659496,5.247801768,94.40111866,76.17097567,93.50033182,137.2057416,345.508296,107.2736834,316.3784119,110.7964354,36.32718168,15.48634363,26.2379664,8.699962512,12.52063538,52.6510199,86.69119769,181.0575842,380.3966657,475.517335,151.7345562,205.3415113,109.0969632,1.101802248,52.54389,16.1716837,10.1369628,125.2834383,90.62774038,133.6980449,396.8880916,410.3026632,384.0795453,241.5675521,95.73267456,8.471286672,133.7283216,10.47145925,24.81980726,67.76155277,159.7336945,154.0621267,165.4520488,342.3380825,107.5742547,153.9248751,84.79444392,3.136877352,6.89455152,63.86650231,164.7704972,60.8388035,154.775462,177.2302867,243.5222953,560.1818419,217.3401251,108.4875571,135.6784056,40.4307456,36.25957656,24.76698326,12.76596641,0.076505856,168.6469343,223.5657262,277.7136597,295.349364,214.9364471,194.2107014,145.5671419,11.49568685,64.07230824,36.16043112,88.63683878,28.97078486,10.12461463,210.593898,264.6269318,442.540841,175.576008,186.7961856,251.4843252,38.50841402,3.87494928,43.03851768,19.38060406,77.85898176,62.36963011,49.71840768,235.6809727,311.9574096,165.4986782,50.77976849,75.64700592,114.0086055,65.223486,4.80007224,81.57171286,43.90431614,105.5572826,284.0352487,230.9305335,198.2396218,199.7814944,167.2087652,79.44740136,103.7548012,159.6529447,83.8049479,14.77109849,22.86155693,193.7764673,219.8701361,294.1252403,227.2875163,195.7187269,391.5076086,192.3462295,0.277778352,111.3924406,170.6089613,0.689566728,26.54436691,202.1602953,206.976371,366.566635,224.2823054,213.4858494,290.7345123,89.42952096,10.17289056,71.05481712,45.47587433
9,Hong Kong,22.52,114.181,62.16908119,128.7954414,51.66225665,230.7263875,386.7871696,610.1996328,210.1451652,237.9582876,194.3296481,71.07289822,34.93854288,25.92937687,13.91492561,0.07599648,29.54861398,85.65133968,176.1823821,227.6370619,189.8012158,702.9764917,300.5592653,34.24826556,17.83970208,39.96054132,100.2882195,27.51495547,39.95981741,596.1615941,172.6146915,327.9259728,314.4414518,392.8223302,148.6186481,173.646874,72.40640904,70.49652886,50.86866012,22.82892058,47.7647881,235.6144668,210.8525924,781.6202546,570.3604314,300.0194701,351.6500261,5.571839064,7.8872688,47.8338737,19.00728941,5.293272096,89.62708716,1.23E-02,256.6467179,193.8513996,295.3116249,333.0050702,460.6758785,112.0268998,13.78196928,52.44607553,16.69954054,3.090032736,41.47818377,39.20516496,249.4992297,413.0601026,58.36301527,286.8311454,234.5643497,24.06307594,15.99140664,2.57E-03,39.01347694,48.89341188,54.46457134,99.03734928,216.561567,135.3602635,255.2720179,299.2599362,118.1300638,1.06439244,0.0725004,0.97036572,6.42951408,32.1542975,44.81905402,55.72640592,355.5871777,635.18868,249.6952387,507.5675426,171.1046038,4.776194304,2.89776528,1.2437262,14.92108219,49.03217693,51.98478958,149.2092598,394.1077837,403.0543044,394.2958989,225.4604721,320.111797,25.05954936,88.39638792,9.337836864,27.63085502,11.75915395,20.87638406,182.5267054,283.5017029,503.1665323,76.54210546,309.5972217,83.46436848,28.08769781,2.20090104,10.81332278,47.99451595,37.58595367,40.33738402,141.0572218,168.4279655,1252.978964,385.0439784,120.4270251,120.9723905,161.2145135,17.28043344,4.599877464,2.4943344,0,139.7033925,116.6146805,251.9230634,165.8382797,265.6489044,197.6005432,213.8241362,0.678038448,32.93943408,38.53440343,39.23054489,95.8816535,20.37926558,113.3218613,362.8527142,256.7984674,292.2561739,84.30957036,425.8466006,14.73492744,22.34940192,19.84057164,15.82734487,23.67174566,31.25742276,35.77597992,164.0026044,435.6288101,214.984008,78.45322867,79.6275864,79.32494074,54.2739204,0.410566728,50.10351118,35.31694008,30.84515376,305.2779797,183.6949132,290.4892445,341.8276782,57.6476615,58.1156964,16.4174083,94.6909044,41.66760989,4.768661304,3.204320448,264.438772,159.7466182,412.2542413,284.1880918,168.3683978,359.4290367,242.1164419,0,34.59588264,111.9824986,1.67350152,28.43683315,258.6146091,135.3505219,666.6446854,188.9295026,109.1549184,185.251542,113.517941,15.59997401,22.58134056,31.42412712
