2011,1,5,-99.9,17.07245,17.07245
2011,1,6,-99.9,5.555555556,-6.666666667
2011,1,7,-99.9,3.888888889,-5.555555556
2011,1,8,-99.9,1.666666667,-5.555555556
2011,1,9,-99.9,-1.666666667,-7.222222222
2011,1,10,-99.9,-1.111111111,-7.222222222
2011,1,11,-99.9,0.555555556,-7.222222222
2011,1,12,-99.9,-0.555555556,-4.444444444
2011,1,13,-99.9,0,-5
2011,1,14,-99.9,0.555555556,-5.555555556
2011,1,15,-99.9,2.777777778,-6.111111111
2011,1,16,-99.9,7.222222222,-3.333333333
2011,1,17,-99.9,2.777777778,-2.777777778
2011,1,18,-99.9,0,-4.444444444
2011,1,19,-99.9,3.888888889,-4.444444444
2011,1,20,-99.9,7.777777778,0
2011,1,21,-99.9,4.444444444,-1.666666667
2011,1,22,-99.9,-1.111111111,-11.11111111
2011,1,23,-99.9,-3.333333333,-11.66666667
2011,1,24,-99.9,-99.9,-99.9
2011,1,25,-99.9,-0.555555556,-13.88888889
2011,1,26,-99.9,10,-2.222222222
2011,1,27,-99.9,0,-2.777777778
2011,1,28,-99.9,2.222222222,-5.555555556
2011,1,29,-99.9,1.666666667,-7.222222222
2011,1,30,-99.9,4.444444444,-8.333333333
2011,1,31,-99.9,6.666666667,-7.222222222
2011,2,1,-99.9,-0.555555556,-3.888888889
2011,2,2,-99.9,4.444444444,-3.888888889
2011,2,3,-99.9,15.55555556,-3.888888889
2011,2,4,-99.9,3.418807,0.2289606
2011,2,5,-99.9,5.187125,-0.1694196
2011,2,6,-99.9,7.734564,-1.389373
2011,2,7,-99.9,6.830993,-3.991071
2011,2,8,-99.9,2.855446,-6.854966
2011,2,9,-99.9,-0.8934959,-10.76333
2011,2,10,-99.9,1.2042,-8.967622
2011,2,11,-99.9,6.307637,-10.5988
2011,2,12,-99.9,6.658574,-5.082297
2011,2,13,-99.9,12.91933,-1.94179
2011,2,14,-99.9,17.88862,4.077028
2011,2,15,-99.9,7.351312,-3.831404
2011,2,16,-99.9,12.78405,-0.6620386
2011,2,17,-99.9,21.08057,5.051236
2011,2,18,-99.9,23.29374,8.824224
2011,2,19,-99.9,13.34124,2.210689
2011,2,20,-99.9,9.054964,-4.760419
2011,2,21,-99.9,8.162684,-2.559995
2011,2,22,-99.9,-0.8492327,-6.135015
2011,2,23,-99.9,5.746054,-3.942422
2011,2,24,-99.9,5.1753,-0.3512489
2011,2,25,-99.9,17.94761,0.3459806
2011,2,26,-99.9,7.351092,-1.665244
