"","Group.1","x"
"192",2011-08-13,27.39159
"193",2011-08-14,27.96689
"194",2011-08-15,24.61996
"195",2011-08-16,28.31547
"196",2011-08-17,28.67766
"197",2011-08-18,30.34455
"198",2011-08-19,26.11851
"199",2011-08-20,29.05557
"200",2011-08-21,28.96762
"201",2011-08-22,26.43353
"202",2011-08-23,25.15516
"203",2011-08-24,28.04441
"204",2011-08-25,26.28558
"205",2011-08-26,28.83825
"206",2011-08-27,23.82281
"207",2011-08-28,26.69034
"208",2011-08-29,21.51718
"209",2011-08-30,25.40539
"210",2011-08-31,25.7511
"211",2011-09-01,24.82855
"212",2011-09-02,22.46373
"213",2011-09-03,27.29042
"214",2011-09-04,28.27233
"215",2011-09-05,22.44217
"216",2011-09-06,15.83448
"217",2011-09-07,19.1011
"218",2011-09-08,21.2025
"219",2011-09-09,26.13439
"220",2011-09-10,25.67977
"221",2011-09-11,25.55767
"222",2011-09-12,25.64192
"223",2011-09-13,26.94227
"224",2011-09-14,28.28379
"225",2011-09-15,19.62297
"226",2011-09-16,14.45185
"227",2011-09-17,15.14408
"228",2011-09-18,17.48953
"229",2011-09-19,17.20012
"230",2011-09-20,22.4446
"231",2011-09-21,21.54015
"232",2011-09-22,25.94961
"233",2011-09-23,21.17357
"234",2011-09-24,23.69623
"235",2011-09-25,22.82712
"236",2011-09-26,24.6802
"237",2011-09-27,26.44818
"238",2011-09-28,23.3223
"239",2011-09-29,22.8223
"240",2011-09-30,21.75144
"241",2011-10-01,12.37311
"242",2011-10-02,8.825384
"243",2011-10-03,9.304173
"244",2011-10-04,16.45735
"245",2011-10-05,21.50234
"246",2011-10-06,19.40295
"247",2011-12-01,9.770818
"248",2011-12-02,14.6669
"249",2011-12-03,7.884912
"250",2011-12-04,12.13536
"251",2011-12-05,14.95205
"252",2011-12-06,15.46052
"253",2011-12-07,15.21452
"254",2011-12-08,5.826875
"255",2011-12-09,8.455656
"256",2011-12-10,6.505212
"257",2011-12-11,4.281563
"258",2011-12-12,5.602654
"259",2011-12-13,9.469882
"260",2011-12-14,8.962362
"261",2011-12-15,17.58752
"262",2011-12-16,17.32108
"263",2011-12-17,3.05215
"264",2011-12-18,4.049421
"265",2011-12-19,12.0947
"266",2011-12-20,11.87242
"267",2011-12-21,16.50417
"268",2011-12-22,14.97794
"269",2011-12-23,9.154974
"270",2011-12-24,5.669565
"271",2011-12-25,8.925131
"272",2011-12-26,8.307525
"273",2011-12-27,6.68268
"274",2011-12-28,6.155624
"275",2011-12-29,4.042876
"276",2011-12-30,11.68881
"277",2011-12-31,12.88116
"278",2012-01-01,11.81815
"279",2012-01-02,6.355435
"280",2012-01-03,-2.313682
"281",2012-01-04,-1.015197
"282",2012-01-05,8.353283
"283",2012-01-06,17.42091
"284",2012-01-07,17.42532
"285",2012-01-08,8.905404
"286",2012-01-09,1.96736
"287",2012-01-10,10.53182
"288",2012-01-11,4.515172
"289",2012-01-12,12.37238
"290",2012-01-13,9.925931
"291",2012-01-14,1.346162
"292",2012-01-15,0.05989132
"293",2012-01-16,4.444511
"294",2012-01-17,15.05038
"295",2012-01-18,13.7115
"296",2012-01-19,2.470511
"297",2012-01-20,2.088126
"298",2012-01-21,-1.044887
"299",2012-01-22,-0.7585203
"300",2012-01-23,5.412194
"301",2012-01-24,13.19104
"302",2012-01-25,8.71238
"303",2012-01-26,10.21797
"304",2012-01-27,17.26121
"305",2012-01-28,12.14416
"306",2012-01-29,7.011165
"307",2012-01-30,7.981438
"308",2012-01-31,18.81072
"309",2012-02-01,19.68633
"310",2012-02-02,14.72801
"311",2012-02-03,9.416114
"312",2012-02-04,4.809653
"313",2012-02-05,2.861012
"314",2012-02-06,9.985991
"315",2012-02-07,12.20754
"316",2012-02-08,3.110434
"317",2012-02-09,6.757078
"318",2012-02-10,5.336998
"319",2012-02-11,1.540312
"320",2012-02-12,-2.223285
"321",2012-02-13,7.979133
"322",2012-02-14,9.739732
"323",2012-02-15,10.52257
"324",2012-02-16,7.577684
"325",2012-02-17,10.96918
"326",2012-02-18,14.96628
"327",2012-02-19,4.592432
"328",2012-02-20,8.047952
"329",2012-02-21,8.187245
"330",2012-02-22,15.68064
"331",2012-02-23,18.14844
"332",2012-02-24,15.41769
"333",2012-02-25,4.683533
"334",2012-02-26,7.838411
"335",2012-02-27,18.02884
"336",2012-02-28,12.3143
"337",2012-02-29,11.6571
"338",2012-03-01,19.28405
"339",2012-03-02,8.885512
"340",2012-03-03,14.81009
"341",2012-03-04,6.801536
"342",2012-03-05,4.859
"343",2012-03-06,8.052542
"344",2012-03-07,18.7282
"345",2012-03-08,20.67114
"346",2012-03-09,17.9488
"347",2012-03-10,7.738745
"348",2012-03-11,16.63778
"349",2012-03-12,20.20235
"350",2012-03-13,26.56261
"351",2012-03-14,26.24834
"352",2012-03-15,28.18658
"353",2012-03-16,19.21668
"354",2012-03-17,23.34934
"355",2012-03-18,17.68635
"356",2012-03-19,23.21287
"357",2012-03-20,23.52374
"358",2012-03-21,17.73542
"359",2012-03-22,24.65495
"360",2012-03-23,26.05125
"361",2012-03-24,20.85664
"362",2012-03-25,14.57613
"363",2012-03-26,14.6593
"364",2012-03-27,12.22084
"365",2012-03-28,23.29496
"366",2012-03-29,18.51918
"367",2012-03-30,13.52953
"368",2012-03-31,19.42047
"369",2012-04-01,16.29969
"370",2012-04-02,16.68355
"371",2012-04-03,21.87657
"372",2012-04-04,24.19312
"373",2012-04-05,14.52147
"374",2012-04-06,15.39853
"375",2012-04-07,17.97694
"376",2012-04-08,21.37622
"377",2012-04-09,17.8372
"378",2012-04-10,17.58473
"379",2012-04-11,9.530795
"380",2012-04-12,13.76912
"381",2012-04-13,17.3637
"382",2012-04-14,22.89977
"383",2012-04-15,26.85673
"384",2012-04-16,29.34721
"385",2012-04-17,22.86203
"386",2012-04-18,11.0916
"387",2012-04-19,18.99815
"388",2012-04-20,19.7484
"389",2012-04-21,24.5859
"390",2012-04-22,10.2292
"391",2012-04-23,6.014896
"392",2012-04-24,15.0389
"393",2012-04-25,19.13811
"394",2012-04-26,19.38436
"395",2012-04-27,16.27954
"396",2012-04-28,11.2027
"397",2012-04-29,20.08464
"398",2012-04-30,15.36042
"399",2012-05-01,27.54462
"400",2012-05-02,26.32652
"401",2012-05-03,29.78283
"402",2012-05-04,25.51168
"403",2012-05-05,23.90474
"404",2012-05-06,19.49091
"405",2012-05-07,18.79513
"406",2012-05-08,20.1642
"407",2012-05-09,21.11584
"408",2012-05-10,17.70394
"409",2012-05-11,20.81921
"410",2012-05-12,23.22871
"411",2012-05-13,24.0758
"412",2012-05-14,18.59626
"413",2012-05-15,23.60272
"414",2012-05-16,25.46976
"415",2012-05-17,19.62222
"416",2012-05-18,22.15113
"417",2012-05-19,24.32489
"418",2012-05-20,26.54505
"419",2012-05-21,20.81913
"420",2012-05-22,23.28655
"421",2012-05-23,24.03474
"422",2012-05-24,24.74124
"423",2012-05-25,25.98737
"424",2012-05-26,28.48572
"425",2012-05-27,28.35412
"426",2012-05-28,30.50025
"427",2012-05-29,29.69029
"428",2012-05-30,26.58126
"429",2012-05-31,25.10643
"430",2012-06-01,24.61019
"431",2012-06-02,20.92924
"432",2012-06-03,23.30722
"433",2012-06-04,21.83381
"434",2012-06-05,17.15184
"435",2012-06-06,20.10815
"436",2012-06-07,24.17397
"437",2012-06-08,25.82059
"438",2012-06-09,28.83001
"439",2012-06-10,28.92691
"440",2012-06-11,25.8735
"441",2012-06-12,24.94644
"442",2012-06-13,24.22826
"443",2012-06-14,23.74777
"444",2012-06-15,23.63652
"445",2012-06-16,23.21949
"446",2012-06-17,23.28149
"447",2012-06-18,18.31053
"448",2012-06-19,29.38046
"449",2012-06-20,31.24115
"450",2012-06-21,31.87079
"451",2012-06-22,29.7705
"452",2012-06-23,27.47955
"453",2012-06-24,28.19733
"454",2012-06-25,27.08724
"455",2012-06-26,23.35217
"456",2012-06-27,27.43151
"457",2012-06-28,30.98716
"458",2012-06-29,35.10234
"459",2012-06-30,30.99434
"460",2012-07-01,31.93555
"461",2012-07-02,29.82792
"462",2012-07-03,31.15725
"463",2012-07-04,32.87104
"464",2012-07-05,32.74521
"465",2012-07-06,31.8857
"466",2012-07-07,33.28196
"467",2012-07-08,33.84409
"468",2012-07-09,25.52897
"469",2012-07-10,28.03203
"470",2012-07-11,27.35334
"471",2012-07-12,26.52238
"472",2012-07-13,23.88452
"473",2012-07-14,26.6724
"474",2012-07-15,31.03829
"475",2012-07-16,30.44262
"476",2012-07-17,32.58712
"477",2012-07-18,33.45387
"478",2012-07-19,31.01389
"479",2012-07-20,24.95206
"480",2012-07-21,20.56905
"481",2012-07-22,26.43607
"482",2012-07-23,28.02796
"483",2012-07-24,29.49613
"484",2012-07-25,26.71614
"485",2012-07-26,33.77222
"486",2012-07-27,29.03033
"487",2012-07-28,29.63004
"488",2012-07-29,27.45675
"489",2012-07-30,28.58773
"490",2012-07-31,28.21972
"491",2012-08-01,28.22379
"492",2012-08-02,29.31676
"493",2012-08-03,28.96681
"494",2012-08-04,30.29774
"495",2012-08-05,30.1988
"496",2012-08-06,28.37932
"497",2012-08-07,28.07071
"498",2012-08-08,29.54771
"499",2012-08-09,29.27298
"500",2012-08-10,26.77418
"501",2012-08-11,27.55446
"502",2012-08-12,25.99188
"503",2012-08-13,27.26459
"504",2012-08-14,27.44861
"505",2012-08-15,25.1055
"506",2012-08-16,27.6762
"507",2012-08-17,29.23226
"508",2012-08-18,25.38038
"509",2012-08-19,21.32567
"510",2012-08-20,24.0522
"511",2012-08-21,24.62081
"512",2012-08-22,25.95902
"513",2012-08-23,27.53818
"514",2012-08-24,26.5057
"515",2012-08-25,23.04139
"516",2012-08-26,24.60336
"517",2012-08-27,28.30685
"518",2012-08-28,28.38176
"519",2012-08-29,26.01916
"520",2012-08-30,27.17176
"521",2012-08-31,31.53933
"522",2012-09-01,29.99971
"523",2012-09-02,26.22884
"524",2012-09-03,25.90077
"525",2012-09-04,26.62193
"526",2012-09-05,28.34628
"527",2012-09-06,27.8244
"528",2012-09-07,29.54291
"529",2012-09-08,28.81006
"530",2012-09-09,23.50397
"531",2012-09-10,21.53972
"532",2012-09-11,22.1889
"533",2012-09-12,23.95411
"534",2012-09-13,24.34524
"535",2012-09-14,24.88774
"536",2012-09-15,21.92163
"537",2012-09-16,19.81918
"538",2012-09-17,21.55831
"539",2012-09-18,22.56113
"540",2012-09-19,18.39406
"541",2012-09-20,20.76171
"542",2012-09-21,23.96469
"543",2012-09-22,27.08143
"544",2012-09-23,17.71569
"545",2012-09-24,17.82062
"546",2012-09-25,20.86578
"547",2012-09-26,26.16165
"548",2012-09-27,25.61261
"549",2012-09-28,22.31559
"550",2012-09-29,18.79363
"551",2012-09-30,20.85199
"552",2012-10-01,18.47788
"553",2012-10-02,18.669
"554",2012-10-03,25.80105
"555",2012-10-04,24.38878
"556",2012-10-05,24.73961
"557",2012-10-06,23.46484
"558",2012-10-07,9.407318
"559",2012-10-08,8.104556
"560",2012-10-09,14.99396
"561",2012-10-10,19.75481
"562",2012-10-11,14.94752
"563",2012-10-12,16.85642
"564",2012-10-13,13.06663
"565",2012-10-14,21.14446
"566",2012-10-15,20.05517
"567",2012-10-16,16.55673
"568",2012-10-17,17.75222
"569",2012-10-18,17.50906
"570",2012-10-19,18.76299
"571",2012-10-20,17.62534
"572",2012-10-21,17.12772
"573",2012-10-22,21.31611
"574",2012-10-23,25.68144
"575",2012-10-24,25.86048
"576",2012-10-25,19.87567
"577",2012-10-26,18.64249
"578",2012-10-27,19.54578
"579",2012-10-28,13.7324
"580",2012-10-29,9.839913
"581",2012-10-30,5.104506
"582",2012-10-31,11.51221
"583",2012-11-01,10.17795
"584",2012-11-02,10.62134
"585",2012-11-03,9.571026
"586",2012-11-04,10.07504
"587",2012-11-05,8.762739
"588",2012-11-06,6.769075
"589",2012-11-07,4.68958
"590",2012-11-08,11.56888
"591",2012-11-09,14.32587
"592",2012-11-10,17.69174
"593",2012-11-11,19.91114
"594",2012-11-12,17.70695
"595",2012-11-13,14.46991
"596",2012-11-14,3.79709
"597",2012-11-15,6.051911
"598",2012-11-16,10.44572
"599",2012-11-17,10.48056
"600",2012-11-18,9.937134
"601",2012-11-19,9.250882
"602",2012-11-20,9.174464
"603",2012-11-21,11.18994
"604",2012-11-22,13.88722
"605",2012-11-23,17.76375
"606",2012-11-24,7.667264
"607",2012-11-25,4.291517
"608",2012-11-26,12.87843
"609",2012-11-27,8.086249
"610",2012-11-28,7.676679
"611",2012-11-29,9.274943
"612",2012-11-30,10.66453
"613",2012-12-01,11.2591
"614",2012-12-02,13.3396
"615",2012-12-03,19.74717
"616",2012-12-04,21.98716
"617",2012-12-05,19.00748
"618",2012-12-06,5.76106
"619",2012-12-07,9.585729
"620",2012-12-08,18.38177
"621",2012-12-09,11.74164
"622",2012-12-10,16.04434
"623",2012-12-11,13.06207
"624",2012-12-12,4.687897
"625",2012-12-13,6.40344
"626",2012-12-14,13.1083
"627",2012-12-15,10.54772
"628",2012-12-16,7.034712
"629",2012-12-17,9.334739
"630",2012-12-18,11.85195
"631",2012-12-19,12.67446
"632",2012-12-20,5.887161
"633",2012-12-21,7.029426
"634",2012-12-22,5.298388
"635",2012-12-23,7.792614
"636",2012-12-24,2.569813
"637",2012-12-25,6.330984
"638",2012-12-26,1.738814
"639",2012-12-27,2.804415
"640",2012-12-28,3.421456
"641",2012-12-29,5.428774
"642",2012-12-30,3.253268
"643",2012-12-31,3.549319
"644",2013-01-01,4.791214
"645",2013-01-02,2.762292
"646",2013-01-03,3.566475
"647",2013-01-04,5.276953
"648",2013-01-05,6.92914
"649",2013-01-06,7.707633
"650",2013-01-07,4.792813
"651",2013-01-08,11.60014
"652",2013-01-09,13.07262
"653",2013-01-10,11.82544
"654",2013-01-11,8.789568
"655",2013-01-12,16.01358
"656",2013-01-13,15.29173
"657",2013-01-14,19.02236
"658",2013-01-15,3.475322
"659",2013-01-16,5.157393
"660",2013-01-17,5.354846
"661",2013-01-18,2.268929
"662",2013-01-19,14.22857
"663",2013-01-20,13.47502
"664",2013-01-21,7.515189
"665",2013-01-22,-2.586623
"666",2013-01-23,-4.513564
"667",2013-01-24,-4.14827
"668",2013-01-25,-6.042117
"669",2013-01-26,0.2168723
"670",2013-01-27,1.970313
"671",2013-01-28,8.359718
"672",2013-01-29,20.61418
"673",2013-01-30,20.16252
"674",2013-01-31,13.52337
"675",2013-02-01,-1.002992
"676",2013-02-02,-2.514613
"677",2013-02-03,-0.4456266
"678",2013-02-04,1.765926
"679",2013-02-05,4.80237
"680",2013-02-06,7.246418
"681",2013-02-07,2.765372
"682",2013-02-08,3.574057
"683",2013-02-09,4.67922
"684",2013-02-10,5.388196
"685",2013-02-11,18.23116
"686",2013-02-12,13.9381
"687",2013-02-13,5.302262
"688",2013-02-14,8.357235
"689",2013-02-15,12.59925
"690",2013-02-16,1.542278
"691",2013-02-17,-2.487767
"692",2013-02-18,5.423898
"693",2013-02-19,8.118104
"694",2013-02-20,3.484935
"695",2013-02-21,3.040326
"696",2013-02-22,-0.2634526
"697",2013-02-23,9.838423
"698",2013-02-24,10.6612
"699",2013-02-25,6.508782
"700",2013-02-26,4.201439
"701",2013-02-27,12.44712
"702",2013-02-28,5.960356
"703",2013-03-01,4.722085
"704",2013-03-02,1.209588
"705",2013-03-03,2.830111
"706",2013-03-04,5.944275
"707",2013-03-05,9.228632
"708",2013-03-06,1.68268
"709",2013-03-07,5.835281
"710",2013-03-08,5.266805
"711",2013-03-09,12.01505
"712",2013-03-10,14.54561
"713",2013-03-11,12.27947
"714",2013-03-12,12.56422
"715",2013-03-13,7.988414
"716",2013-03-14,6.246999
"717",2013-03-15,14.16812
"718",2013-03-16,12.15459
"719",2013-03-17,2.637002
"720",2013-03-18,0.6624663
"721",2013-03-19,14.10978
"722",2013-03-20,9.883265
"723",2013-03-21,1.753868
"724",2013-03-22,7.937909
"725",2013-03-23,11.71689
"726",2013-03-24,3.391993
"727",2013-03-25,3.095855
"728",2013-03-26,7.44129
"729",2013-03-27,7.333675
"730",2013-03-28,9.106647
"731",2013-03-29,12.76216
"732",2013-03-30,14.18824
"733",2013-03-31,10.33911
"734",2013-04-01,15.87728
"735",2013-04-02,9.167469
"736",2013-04-03,10.33178
"737",2013-04-04,7.386255
"738",2013-04-05,17.56764
"739",2013-04-06,12.70695
"740",2013-04-07,20.27649
"741",2013-04-08,26.70947
"742",2013-04-09,28.50621
"743",2013-04-10,31.72718
"744",2013-04-11,28.62275
"745",2013-04-12,25.565
"746",2013-04-13,19.90942
"747",2013-04-14,19.27095
"748",2013-04-15,16.47321
"749",2013-04-16,21.46309
"750",2013-04-17,24.12617
"751",2013-04-18,23.61171
"752",2013-04-19,22.57476
"753",2013-04-20,14.84822
"754",2013-04-21,10.96907
"755",2013-04-22,13.01782
"756",2013-04-23,13.82783
"757",2013-04-24,23.88604
"758",2013-04-25,17.54183
"759",2013-04-26,17.40235
"760",2013-04-27,19.97825
"761",2013-04-28,13.96411
"762",2013-04-29,15.40936
"763",2013-04-30,15.40937
"764",2013-05-01,20.25156
"765",2013-05-02,19.1622
"766",2013-05-03,19.04269
"767",2013-05-04,19.2075
"768",2013-05-05,16.48577
"769",2013-05-06,14.30399
"770",2013-05-07,16.56654
"771",2013-05-08,18.85738
"772",2013-05-09,22.84507
"773",2013-05-10,27.35859
"774",2013-05-11,24.6631
"775",2013-05-12,16.6949
"776",2013-05-13,13.78545
"777",2013-05-14,18.05267
"778",2013-05-15,32.01717
"779",2013-05-16,25.30471
"780",2013-05-17,26.04601
"781",2013-05-18,20.44855
"782",2013-05-19,19.62186
"783",2013-05-20,25.22343
"784",2013-05-21,27.50388
"785",2013-05-22,29.28234
"786",2013-05-23,24.14825
"787",2013-05-24,16.07685
"788",2013-05-25,17.41813
"789",2013-05-26,21.0966
"790",2013-05-27,17.30927
"791",2013-05-28,26.35864
"792",2013-05-29,28.82961
"793",2013-05-30,30.95972
"794",2013-05-31,30.28176
"795",2013-06-01,29.82522
"796",2013-06-02,26.07374
"797",2013-06-03,24.47735
"798",2013-06-04,21.53368
"799",2013-06-05,24.03999
"800",2013-06-06,18.67687
"801",2013-06-07,19.29449
"802",2013-06-08,24.70616
"803",2013-06-09,24.07037
"804",2013-06-10,25.35336
"805",2013-06-11,26.94289
"806",2013-06-12,29.09669
"807",2013-06-13,25.9421
"808",2013-06-14,23.83113
"809",2013-06-15,25.71015
"810",2013-06-16,25.79129
"811",2013-06-17,28.38543
"812",2013-06-18,21.55098
"813",2013-06-19,22.91067
"814",2013-06-20,23.86701
"815",2013-06-21,25.82984
"816",2013-06-22,28.75429
"817",2013-06-23,28.59102
"818",2013-06-24,30.46047
"819",2013-06-25,30.71292
"820",2013-06-26,29.55224
"821",2013-06-27,26.0245
"822",2013-06-28,29.98628
"823",2013-06-29,28.47037
"824",2013-06-30,28.25514
"825",2013-07-01,25.75829
"826",2013-07-02,25.088
"827",2013-07-03,27.2029
"828",2013-07-04,28.98635
"829",2013-07-05,29.11542
"830",2013-07-06,30.56115
"831",2013-07-07,29.95411
"832",2013-07-08,27.82847
"833",2013-07-09,27.916
"834",2013-07-10,28.36303
"835",2013-07-11,26.53134
"836",2013-07-12,21.35604
"837",2013-07-13,26.51832
"838",2013-07-14,28.95867
"839",2013-07-15,30.79478
"840",2013-07-16,31.18947
"841",2013-07-17,31.09291
"842",2013-07-18,32.04634
"843",2013-07-19,32.1343
"844",2013-07-20,30.8313
"845",2013-07-21,29.16099
"846",2013-07-22,28.16924
"847",2013-07-23,28.10491
"848",2013-07-24,25.54323
"849",2013-07-25,23.25262
"850",2013-07-26,26.05417
"851",2013-07-27,24.3489
"852",2013-07-28,27.19374
"853",2013-07-29,24.77946
"854",2013-07-30,25.391
"855",2013-07-31,24.00987
"856",2013-08-01,27.14511
"857",2013-08-02,27.8305
"858",2013-08-03,22.75354
"859",2013-08-04,25.38974
"860",2013-08-05,24.17814
"861",2013-08-06,24.0062
"862",2013-08-07,26.75787
"863",2013-08-08,26.3505
"864",2013-08-09,29.50341
"865",2013-08-10,25.65885
"866",2013-08-11,26.68605
"867",2013-08-12,28.37728
"868",2013-08-13,27.44506
"869",2013-08-14,21.41813
"870",2013-08-15,22.52623
"871",2013-08-16,23.67855
"872",2013-08-17,23.40426
"873",2013-08-18,18.53852
"874",2013-08-19,22.43087
"875",2013-08-20,26.76218
"876",2013-08-21,28.38176
"877",2013-08-22,27.8362
"878",2013-08-23,20.87586
"879",2013-08-24,24.62025
"880",2013-08-25,25.28347
"881",2013-08-26,27.55731
"882",2013-08-27,27.40952
"883",2013-08-28,23.62048
"884",2013-08-29,26.22158
"885",2013-08-30,27.78694
"886",2013-08-31,29.35278
"887",2013-09-01,29.36318
"888",2013-09-02,29.02829
"889",2013-09-03,26.54436
"890",2013-09-04,24.4635
"891",2013-09-05,26.64493
"892",2013-09-06,21.37488
"893",2013-09-07,25.00947
"894",2013-09-08,28.6924
"895",2013-09-09,23.04696
"896",2013-09-10,30.52328
"897",2013-09-11,30.95847
"898",2013-09-12,29.90851
"899",2013-09-13,22.9354
"900",2013-09-14,17.15589
"901",2013-09-15,21.89425
"902",2013-09-16,18.52753
"903",2013-09-17,17.65598
"904",2013-09-18,18.95594
"905",2013-09-19,21.53712
"906",2013-09-20,23.97528
"907",2013-09-21,19.35846
"908",2013-09-22,19.17901
"909",2013-09-23,16.97958
"910",2013-09-24,19.60496
"911",2013-09-25,21.32533
"912",2013-09-26,22.27811
"913",2013-09-27,20.659
"914",2013-09-28,17.4243
"915",2013-09-29,20.33276
"916",2013-09-30,22.02699
"917",2013-10-01,25.23536
"918",2013-10-02,27.28454
"919",2013-10-03,25.88301
"920",2013-10-04,28.03285
"921",2013-10-05,28.55683
"922",2013-10-06,28.93709
"923",2013-10-07,21.66612
"924",2013-10-08,17.82806
"925",2013-10-09,13.74327
"926",2013-10-10,11.84245
"927",2013-10-11,14.61303
"928",2013-10-12,16.66093
"929",2013-10-13,14.99419
"930",2013-10-14,18.23995
