"sites.sitename","variable","Yr","Mo","Value","N.Obs"
"Amacayacu","tmp",1911,1,26.2,2
"Amacayacu","tmp",1911,2,26.4,2
"Amacayacu","tmp",1911,3,26.4,2
"Amacayacu","tmp",1911,4,26.3,2
"Amacayacu","tmp",1911,5,25.9,2
"Amacayacu","tmp",1911,6,25.4,2
"Amacayacu","tmp",1911,7,25.4,2
"Amacayacu","tmp",1911,8,25.9,2
"Amacayacu","tmp",1911,9,26.3,2
"Amacayacu","tmp",1911,10,26.4,2
"Amacayacu","tmp",1911,11,26.4,2
"Amacayacu","tmp",1911,12,26.3,2
"Amacayacu","tmp",1912,1,26.2,2
"Amacayacu","tmp",1912,2,26.4,2
"Amacayacu","tmp",1912,3,26.4,2
"Amacayacu","tmp",1912,4,26.3,2
"Amacayacu","tmp",1912,5,25.9,2
"Amacayacu","tmp",1912,6,25.4,2
"Amacayacu","tmp",1912,7,25.4,2
"Amacayacu","tmp",1912,8,25.9,2
"Amacayacu","tmp",1912,9,26.3,2
"Amacayacu","tmp",1912,10,26.4,2
"Amacayacu","tmp",1912,11,26.4,2
"Amacayacu","tmp",1912,12,26.3,2
"Amacayacu","tmp",1913,1,26.2,2
"Amacayacu","tmp",1913,2,26.4,2
"Amacayacu","tmp",1913,3,26.4,2
"Amacayacu","tmp",1913,4,26.3,2
"Amacayacu","tmp",1913,5,25.9,2
"Amacayacu","tmp",1913,6,25.4,2
"Amacayacu","tmp",1913,7,25.4,2
"Amacayacu","tmp",1913,8,25.9,2
"Amacayacu","tmp",1913,9,26.3,2
"Amacayacu","tmp",1913,10,26.4,2
"Amacayacu","tmp",1913,11,26.4,2
"Amacayacu","tmp",1913,12,26.3,2
"Amacayacu","tmp",1914,1,26.2,2
"Amacayacu","tmp",1914,2,26.4,2
"Amacayacu","tmp",1914,3,26.4,2
"Amacayacu","tmp",1914,4,26.3,2
"Amacayacu","tmp",1914,5,25.9,2
"Amacayacu","tmp",1914,6,25.4,2
"Amacayacu","tmp",1914,7,25.4,2
"Amacayacu","tmp",1914,8,25.9,2
"Amacayacu","tmp",1914,9,26.3,2
"Amacayacu","tmp",1914,10,26.4,2
"Amacayacu","tmp",1914,11,26.4,2
"Amacayacu","tmp",1914,12,26.3,2
"Amacayacu","tmp",1915,1,26.2,2
"Amacayacu","tmp",1915,2,26.4,2
"Amacayacu","tmp",1915,3,26.4,2
"Amacayacu","tmp",1915,4,26.3,2
"Amacayacu","tmp",1915,5,25.9,2
"Amacayacu","tmp",1915,6,25.4,2
"Amacayacu","tmp",1915,7,25.4,2
"Amacayacu","tmp",1915,8,25.9,2
"Amacayacu","tmp",1915,9,26.3,2
"Amacayacu","tmp",1915,10,26.4,2
"Amacayacu","tmp",1915,11,26.4,2
"Amacayacu","tmp",1915,12,26.3,2
"Amacayacu","tmp",1916,1,26.2,2
"Amacayacu","tmp",1916,2,26.4,2
"Amacayacu","tmp",1916,3,26.4,2
"Amacayacu","tmp",1916,4,26.3,2
"Amacayacu","tmp",1916,5,25.9,2
"Amacayacu","tmp",1916,6,25.4,2
"Amacayacu","tmp",1916,7,25.4,2
"Amacayacu","tmp",1916,8,25.9,2
"Amacayacu","tmp",1916,9,26.3,2
"Amacayacu","tmp",1916,10,26.4,2
"Amacayacu","tmp",1916,11,26.4,2
"Amacayacu","tmp",1916,12,26.3,2
"Amacayacu","tmp",1917,1,26.2,2
"Amacayacu","tmp",1917,2,26.4,2
"Amacayacu","tmp",1917,3,26.4,2
"Amacayacu","tmp",1917,4,26.3,2
"Amacayacu","tmp",1917,5,25.9,2
"Amacayacu","tmp",1917,6,25.4,2
"Amacayacu","tmp",1917,7,25.4,2
"Amacayacu","tmp",1917,8,25.9,2
"Amacayacu","tmp",1917,9,26.3,2
"Amacayacu","tmp",1917,10,26.4,2
"Amacayacu","tmp",1917,11,26.4,2
"Amacayacu","tmp",1917,12,26.3,2
"Amacayacu","tmp",1918,1,26.2,2
"Amacayacu","tmp",1918,2,26.4,2
"Amacayacu","tmp",1918,3,26.4,2
"Amacayacu","tmp",1918,4,26.3,2
"Amacayacu","tmp",1918,5,25.9,2
"Amacayacu","tmp",1918,6,25.4,2
"Amacayacu","tmp",1918,7,25.4,2
"Amacayacu","tmp",1918,8,25.9,2
"Amacayacu","tmp",1918,9,26.3,2
"Amacayacu","tmp",1918,10,26.4,2
"Amacayacu","tmp",1918,11,26.4,2
"Amacayacu","tmp",1918,12,26.3,2
"Amacayacu","tmp",1919,1,26.2,2
"Amacayacu","tmp",1919,2,26.4,2
"Amacayacu","tmp",1919,3,26.4,2
"Amacayacu","tmp",1919,4,26.3,2
"Amacayacu","tmp",1919,5,25.9,2
"Amacayacu","tmp",1919,6,25.4,2
"Amacayacu","tmp",1919,7,25.4,2
"Amacayacu","tmp",1919,8,25.9,2
"Amacayacu","tmp",1919,9,26.3,2
"Amacayacu","tmp",1919,10,26.4,2
"Amacayacu","tmp",1919,11,26.4,2
"Amacayacu","tmp",1919,12,26.3,2
"Amacayacu","tmp",1920,1,26.2,2
"Amacayacu","tmp",1920,2,26.4,2
"Amacayacu","tmp",1920,3,26.4,2
"Amacayacu","tmp",1920,4,26.3,2
"Amacayacu","tmp",1920,5,25.9,2
"Amacayacu","tmp",1920,6,25.4,2
"Amacayacu","tmp",1920,7,25.4,2
"Amacayacu","tmp",1920,8,25.9,2
"Amacayacu","tmp",1920,9,26.3,2
"Amacayacu","tmp",1920,10,26.4,2
"Amacayacu","tmp",1920,11,26.4,2
"Amacayacu","tmp",1920,12,26.3,2
"Amacayacu","tmp",1921,1,26.2,2
"Amacayacu","tmp",1921,2,26.4,2
"Amacayacu","tmp",1921,3,26.4,2
"Amacayacu","tmp",1921,4,26.3,2
"Amacayacu","tmp",1921,5,25.9,2
"Amacayacu","tmp",1921,6,25.4,2
"Amacayacu","tmp",1921,7,25.4,2
"Amacayacu","tmp",1921,8,25.9,2
"Amacayacu","tmp",1921,9,26.3,2
"Amacayacu","tmp",1921,10,26.4,2
"Amacayacu","tmp",1921,11,26.4,2
"Amacayacu","tmp",1921,12,26.3,2
"Amacayacu","tmp",1922,1,26.2,1
"Amacayacu","tmp",1922,2,26.4,1
"Amacayacu","tmp",1922,3,26.4,1
"Amacayacu","tmp",1922,4,26.3,1
"Amacayacu","tmp",1922,5,25.9,1
"Amacayacu","tmp",1922,6,25.4,1
"Amacayacu","tmp",1922,7,25.4,1
"Amacayacu","tmp",1922,8,25.9,1
"Amacayacu","tmp",1922,9,26.3,1
"Amacayacu","tmp",1922,10,26.4,1
"Amacayacu","tmp",1922,11,26.4,1
"Amacayacu","tmp",1922,12,26.3,1
"Amacayacu","tmp",1923,1,26.1,2
"Amacayacu","tmp",1923,2,26.4,2
"Amacayacu","tmp",1923,3,26.4,2
"Amacayacu","tmp",1923,4,26.3,2
"Amacayacu","tmp",1923,5,25.8,2
"Amacayacu","tmp",1923,6,25.4,2
"Amacayacu","tmp",1923,7,25.3,2
"Amacayacu","tmp",1923,8,25.9,2
"Amacayacu","tmp",1923,9,26.3,2
"Amacayacu","tmp",1923,10,26.4,2
"Amacayacu","tmp",1923,11,26.4,2
"Amacayacu","tmp",1923,12,26.3,2
"Amacayacu","tmp",1924,1,26.3,2
"Amacayacu","tmp",1924,2,26.4,2
"Amacayacu","tmp",1924,3,26.4,2
"Amacayacu","tmp",1924,4,26.3,2
"Amacayacu","tmp",1924,5,25.9,2
"Amacayacu","tmp",1924,6,25.4,2
"Amacayacu","tmp",1924,7,25.4,2
"Amacayacu","tmp",1924,8,25.9,2
"Amacayacu","tmp",1924,9,26.2,2
"Amacayacu","tmp",1924,10,26.3,2
"Amacayacu","tmp",1924,11,26.4,2
"Amacayacu","tmp",1924,12,26.3,2
"Amacayacu","tmp",1925,1,26.1,2
"Amacayacu","tmp",1925,2,26.3,2
"Amacayacu","tmp",1925,3,26.3,2
"Amacayacu","tmp",1925,4,26.3,2
"Amacayacu","tmp",1925,5,25.9,2
"Amacayacu","tmp",1925,6,25.4,2
"Amacayacu","tmp",1925,7,25.4,2
"Amacayacu","tmp",1925,8,25.9,2
"Amacayacu","tmp",1925,9,26.3,2
"Amacayacu","tmp",1925,10,26.4,2
"Amacayacu","tmp",1925,11,26.4,2
"Amacayacu","tmp",1925,12,26.3,2
"Amacayacu","tmp",1926,1,26.2,2
"Amacayacu","tmp",1926,2,26.4,2
"Amacayacu","tmp",1926,3,26.5,2
"Amacayacu","tmp",1926,4,26.4,2
"Amacayacu","tmp",1926,5,25.9,2
"Amacayacu","tmp",1926,6,25.4,2
"Amacayacu","tmp",1926,7,25.4,2
"Amacayacu","tmp",1926,8,25.9,2
"Amacayacu","tmp",1926,9,26.3,2
"Amacayacu","tmp",1926,10,26.4,2
"Amacayacu","tmp",1926,11,26.4,1
"Amacayacu","tmp",1926,12,26.3,2
"Amacayacu","tmp",1927,1,26.2,2
"Amacayacu","tmp",1927,2,26.4,2
"Amacayacu","tmp",1927,3,26.4,2
"Amacayacu","tmp",1927,4,26.3,2
"Amacayacu","tmp",1927,5,25.9,2
"Amacayacu","tmp",1927,6,25.4,2
"Amacayacu","tmp",1927,7,25.3,2
"Amacayacu","tmp",1927,8,25.9,2
"Amacayacu","tmp",1927,9,26.3,2
"Amacayacu","tmp",1927,10,26.4,2
"Amacayacu","tmp",1927,11,26.4,2
"Amacayacu","tmp",1927,12,26.3,2
"Amacayacu","tmp",1928,1,26.2,2
"Amacayacu","tmp",1928,2,26.4,2
"Amacayacu","tmp",1928,3,26.4,2
"Amacayacu","tmp",1928,4,26.3,2
"Amacayacu","tmp",1928,5,25.9,2
"Amacayacu","tmp",1928,6,25.4,2
"Amacayacu","tmp",1928,7,25.4,2
"Amacayacu","tmp",1928,8,25.9,2
"Amacayacu","tmp",1928,9,26.3,2
"Amacayacu","tmp",1928,10,26.4,2
"Amacayacu","tmp",1928,11,26.4,2
"Amacayacu","tmp",1928,12,26.3,2
"Amacayacu","tmp",1929,1,26.2,2
"Amacayacu","tmp",1929,2,26.4,2
"Amacayacu","tmp",1929,3,26.4,2
"Amacayacu","tmp",1929,4,26.3,2
"Amacayacu","tmp",1929,5,25.9,2
"Amacayacu","tmp",1929,6,25.4,2
"Amacayacu","tmp",1929,7,25.3,2
"Amacayacu","tmp",1929,8,25.9,2
"Amacayacu","tmp",1929,9,26.3,2
"Amacayacu","tmp",1929,10,26.4,2
"Amacayacu","tmp",1929,11,26.4,2
"Amacayacu","tmp",1929,12,26.3,2
"Amacayacu","tmp",1930,1,26.2,2
"Amacayacu","tmp",1930,2,26.4,2
"Amacayacu","tmp",1930,3,26.4,2
"Amacayacu","tmp",1930,4,26.3,2
"Amacayacu","tmp",1930,5,25.9,2
"Amacayacu","tmp",1930,6,25.4,2
"Amacayacu","tmp",1930,7,25.4,2
"Amacayacu","tmp",1930,8,25.9,2
"Amacayacu","tmp",1930,9,26.3,2
"Amacayacu","tmp",1930,10,26.4,2
"Amacayacu","tmp",1930,11,26.4,2
"Amacayacu","tmp",1930,12,26.3,2
"Amacayacu","tmp",1931,1,26.7,3
"Amacayacu","tmp",1931,2,26.7,3
"Amacayacu","tmp",1931,3,26.8,3
"Amacayacu","tmp",1931,4,26.6,3
"Amacayacu","tmp",1931,5,25.9,3
"Amacayacu","tmp",1931,6,25.4,3
"Amacayacu","tmp",1931,7,25.3,3
"Amacayacu","tmp",1931,8,25.7,3
"Amacayacu","tmp",1931,9,26.1,3
"Amacayacu","tmp",1931,10,26.4,3
"Amacayacu","tmp",1931,11,26.2,3
"Amacayacu","tmp",1931,12,25.7,3
"Amacayacu","tmp",1932,1,25.8,3
"Amacayacu","tmp",1932,2,26.3,3
"Amacayacu","tmp",1932,3,25.9,3
"Amacayacu","tmp",1932,4,25.9,3
"Amacayacu","tmp",1932,5,25.4,3
"Amacayacu","tmp",1932,6,25,3
"Amacayacu","tmp",1932,7,25.3,3
"Amacayacu","tmp",1932,8,25.7,3
"Amacayacu","tmp",1932,9,26,3
"Amacayacu","tmp",1932,10,26.3,3
"Amacayacu","tmp",1932,11,26.6,3
"Amacayacu","tmp",1932,12,25.9,3
"Amacayacu","tmp",1933,1,26,3
"Amacayacu","tmp",1933,2,25.8,3
"Amacayacu","tmp",1933,3,25.9,3
"Amacayacu","tmp",1933,4,25.9,3
"Amacayacu","tmp",1933,5,25.6,3
"Amacayacu","tmp",1933,6,24.8,3
"Amacayacu","tmp",1933,7,25.1,3
"Amacayacu","tmp",1933,8,25.9,3
"Amacayacu","tmp",1933,9,26.4,3
"Amacayacu","tmp",1933,10,26,3
"Amacayacu","tmp",1933,11,26,3
"Amacayacu","tmp",1933,12,25.6,3
"Amacayacu","tmp",1934,1,25.7,3
"Amacayacu","tmp",1934,2,25.2,3
"Amacayacu","tmp",1934,3,25.5,3
"Amacayacu","tmp",1934,4,25.8,3
"Amacayacu","tmp",1934,5,25.6,3
"Amacayacu","tmp",1934,6,25.3,3
"Amacayacu","tmp",1934,7,24.9,3
"Amacayacu","tmp",1934,8,25.6,3
"Amacayacu","tmp",1934,9,26,3
"Amacayacu","tmp",1934,10,25.6,3
"Amacayacu","tmp",1934,11,26,3
"Amacayacu","tmp",1934,12,25.8,3
"Amacayacu","tmp",1935,1,26.2,3
