"sites.sitename","tmp_mean","tmn.x_mean","tmx_mean","cld_mean","pre_sum","wet_sum","frs_sum","pet_sum_sum","cld_min","cld_max","cld_median","cld_sd","dtr_min","dtr_max","dtr_median","dtr_sd","frs_min","frs_max","frs_median","frs_sd","pre_min","pre_max","pre_median","pre_sd","tmn.x_min","tmn.x_max","tmn.x_median","tmn.x_sd","tmp_min","tmp_max","tmp_median","tmp_sd","tmn.y_min","tmn.y_max","tmn.y_median","tmn.y_sd","tmx_min","tmx_max","tmx_median","tmx_sd","vap_min","vap_max","vap_median","vap_sd","wet_min","wet_max","wet_median","wet_sd"
"Mudumalai",24.0313099293482,18.8851194393067,29.2145242622921,50.7200008778345,77529.6013812497,4147.699914047,0,102640.501801968,13,87.3000030517578,48.7999992370605,19.3161619826859,6.5,16.3000011444092,10.1000003814697,2.08525206748878,0,0,0,0,0,473.399993896484,78.1000022888184,83.7309058384881,14.5,22.3999996185303,19.2000007629395,1.55889697003014,20.6000003814697,28.5,23.7000007629395,1.62856889975646,14.5,22.3999996185303,19.2000007629395,1.55889697003014,25.3000011444092,35.1000022888184,28.3999996185303,2.24971016647369,15.4000005722046,26,22.3999996185303,2.36961292243407,0,14.07999992,5.2249999045,3.71800281869806
"Nanjenshan",23.2340480077834,19.2511908213298,27.2653575102488,67.048453603472,153836.402641296,10558.239753207,0,88363.0013341904,41.2000007629395,87.5,67.2500038146973,7.0750547908771,5.30000019073486,10.6000003814697,8.19999980926514,1.06632353586718,0,0,0,0,7.30000019073486,920.400024414062,111.850002288819,170.812886067534,10.1000003814697,24.5,19.8999996185303,3.5699078701365,15.1999998092651,28,24,3.12296776868049,10.1000003814697,24.5,19.8999996185303,3.5699078701365,19.3999996185303,31.7000007629395,28.2000007629395,2.70192666607946,10.5,31.7000007629395,22.3500003814697,5.66204351361938,2.129999876,29.36999893,11.64999962,4.93765018979901
"Ngel_Nyaki",23.9122622853234,18.2333337023145,29.641548040935,69.0622629528954,112007.001809083,9257.48979078,0,89525.2015395165,37,93.2000045776367,70.3500022888184,14.7308810058966,6.40000009536743,17.6000003814697,10.6500000953674,2.80099028174363,0,0,0,0,0,395.5,141.550003051758,112.250528937906,13,22,18.6000003814697,1.76616550894308,21.1000003814697,28,23.5,1.42456054656788,13,22,18.6000003814697,1.76616550894308,25.7000007629395,34.5,29.8000011444092,2.20704261922347,10.1999998092651,24.7000007629395,21.8000011444092,4.48956267644293,0,23.93000031,13.31499958,8.2701718498415
"Niobara",8.29630964989996,0.828571446701175,15.7880954948742,56.8665484360286,36397.1006380618,6261.34985507,12409.0497712195,78219.0012923777,31.8999996185303,81.0999984741211,59.1000022888184,9.3527909886049,9.60000038146973,20.5,14.9000005722046,1.71437308594988,0,31,15.789999961853,12.8602023545574,0.400000005960464,182.400009155273,34.25,34.2264671451374,-20.3000011444092,18.6000003814697,0.800000011920929,10.3423609721234,-13.1999998092651,27,8.60000038146973,10.6046935366667,-20.3000011444092,18.6000003814697,0.800000011920929,10.3423609721234,-6.70000028610229,35.6000022888184,16.5500001907348,10.9560615526089,1.20000004768372,21.6000003814697,6.59999990463257,5.24030673985924,0.569999993,16.5,7.399999619,2.78757357676011
"Nonggang",22.3938098873411,18.4413098352296,26.3970242681958,73.0448824519203,93686.1016004086,10807.909775181,18.6899996642023,74154.701094389,31.2000007629395,95.0999984741211,73.8000030517578,9.43877972137401,3.60000014305115,13.1999998092651,7.90000009536743,1.36119060897552,0,3.05999994277954,0,0.179028123508961,1,472.300018310547,82.4000015258789,93.9587810330267,6.30000019073486,25.3000011444092,19.5,5.11809026543778,10.8000001907349,29.5,23.5,5.18762260588524,6.30000019073486,25.3000011444092,19.5,5.11809026543778,13,33.9000015258789,27.5,5.34539372858076,9.19999980926514,31.1000003814697,21.7000007629395,6.40427740785029,0.839999974,23.88999939,13.074999805,4.5180188854001
"Ordway-Swisher",21.1241670006798,15.222619305622,27.0772623425438,57.8986912273225,93329.4018152952,8032.139832869,384.51999066025,88840.901693821,42.2000007629395,73.3000030517578,57.7000007629395,5.25564672618017,8.19999980926514,16.1000003814697,11.8000001907349,1.39550696001439,0,13.3899993896484,0,1.40206824721692,1.39999997615814,398.200012207031,100.900001525879,68.3224538550798,1.70000004768372,23.5,15.5500001907348,5.65131133859259,8.5,29.3999996185303,21.6000003814697,5.34151886442165,1.70000004768372,23.5,15.5500001907348,5.65131133859259,14.5,35.4000015258789,27.6500005722046,5.10964831577327,7.30000019073486,31.8999996185303,18.5,6.9872084162517,0.079999998,19.85000038,9.0249996185,3.94693283648445
"Palamanui",17.4632146665028,13.5214287655694,21.4542860735031,68.2903585570199,111656.201773643,17161.18962195,0.170000001788139,71954.401244998,55.7000007629395,79.9000015258789,68.8000030517578,5.68579538906567,5.70000028610229,10.5,7.90000009536743,0.730432619660049,0,0.170000001788139,0,0.00586555731610667,8.90000057220459,505.899993896484,117.04999923706,75.2459106292445,9.10000038146973,17.2000007629395,13.6000003814697,1.51278002842008,13.6999998092651,20.8999996185303,17.5,1.40824806308883,9.10000038146973,17.2000007629395,13.6000003814697,1.51278002842008,18,24.8000011444092,21.3999996185303,1.39258403683475,12.8000001907349,20.3999996185303,16.1000003814697,1.22044271814677,4.819999695,31,20.474999425,5.45913383927653
"Palanan",25.022381348837,20.2978575309118,29.7942861647833,65.3102393195743,183072.002755165,12975.889698033,0,84989.701461792,32.7999992370605,91.5999984741211,66.7000045776367,9.39286224869675,5.5,12.6999998092651,9.5,1.40119535526257,0,0,0,0,8.40000057220459,1027.5,190.050003051758,154.997800570043,15.9000005722046,23.3000011444092,20.6500005722046,1.55890160319576,20.2000007629395,28.1000003814697,25.5,1.74730825461984,15.9000005722046,23.3000011444092,20.6500005722046,1.55890160319576,24,34,30.3000011444092,2.15737027375305,20.8000011444092,30.5,26.3999996185303,2.25755306176713,0.599999964,31,15.59999943,5.80051339155447
"Pasoh",25.9075003805615,21.6308337211609,30.2320242109753,73.2760729244777,135650.002399921,15823.509662888,0,78512.3011710644,45.2000007629395,99.7000045776367,73.7000045776367,7.57775668205085,6.70000028610229,10.3000001907349,8.69999980926514,0.550109792041191,0,0,0,0,7.09999990463257,394.600006103516,156.250007629395,63.5685923013713,19.8000011444092,23.7000007629395,21.6000003814697,0.705158417308105,24.1000003814697,28,25.8999996185303,0.662032427957949,19.8000011444092,23.7000007629395,21.6000003814697,0.705158417308105,27.8000011444092,32.2999992370605,30.2000007629395,0.729122297644227,24.6000003814697,31.7000007629395,28.5,1.11808395822944,1.379999995,31,18.69999886,4.66976832738691
"Rabi",26.0989289647057,22.7239289533524,29.5072622662499,90.206906354995,137397.802242309,9542.119785794,0,67364.5010724068,75.9000015258789,99.7000045776367,91.3000030517578,3.8073298010705,6.09999990463257,8,6.54999995231629,0.63786615241856,0,0,0,0,0,528.400024414062,181.900001525879,127.39390213956,19,25.1000003814697,23.1000003814697,1.23071977719328,22.3000011444092,28.3999996185303,26.5,1.37588154851105,19,25.1000003814697,23.1000003814697,1.23071977719328,25.6000003814697,32.2000007629395,29.8000011444092,1.58052274389218,21.8000011444092,31.7000007629395,28.7000007629395,2.48577790047372,0.059999999,25.61999893,12.96999979,6.51098509980631
"San_Lorenzo",26.1760718254816,22.96178609076,29.4458337261563,56.9732152098701,202744.303544998,13893.149682031,0,93972.8016994,30.2000007629395,99.8000030517578,60.6500015258789,10.0376283535922,3.90000009536743,9.19999980926514,6.45000004768371,0.689791258894768,0,0,0,0,25.8000011444092,619.900024414062,287.750015258789,147.145890822523,20.6000003814697,25.3999996185303,22.8999996185303,0.876676589057407,23.8999996185303,28.6000003814697,26.1000003814697,0.86591464156254,20.6000003814697,25.3999996185303,22.8999996185303,0.876676589057407,26.7000007629395,32.2000007629395,29.3999996185303,0.986237503935309,23.3000011444092,33.1000022888184,28.8999996185303,1.86546684233109,6.309999943,25.71999931,19.034998895,6.32489221406201
"Santa_Cruz",14.305833586057,9.6200001512255,19.0396431956972,47.2698816889808,44897.9007137194,4293.399894213,1002.38997379132,75865.9013931155,9.80000019073486,81.5,48.1000022888184,15.1863495348447,5.20000028610229,14.1000003814697,9.60000038146973,1.55745963355088,0,12.3299999237061,0.0399999991059303,2.01996532319685,0,404.399993896484,17.5500001907348,72.7325671669745,2.10000014305115,15.8000001907349,9.60000038146973,2.9577767786625,7.40000009536743,20.7000007629395,14.4000005722046,3.2978054419961,2.10000014305115,15.8000001907349,9.60000038146973,2.9577767786625,11.1999998092651,27.3999996185303,19.3000011444092,3.77098424723422,7.80000019073486,17.3999996185303,11.6999998092651,2.20531402039624,0,17.09000015,4.230000019,4.33236598417796
"Scotty_Creek",-3.07226197473883,-8.75678586026743,2.61333336987134,60.9823818933396,26131.7004568577,8034.249825824,16324.5698744468,35901.5005698502,37.5,80,61,5.72645845787769,5.59999990463257,15.9000005722046,12,2.27704870620325,0,31,26.9049987792969,12.4466970743127,2.29999995231628,158,23.8999996185303,22.005093460955,-39.9000015258789,12.3000001907349,-6.15000009536743,14.493246442446,-35.4000015258789,18.6000003814697,-1.15000003576279,15.0552360162715,-39.9000015258789,12.3000001907349,-6.15000009536743,14.493246442446,-31,25.7000007629395,3.70000004768372,15.7225307230333,0,13.8000001907349,4.09999990463257,4.07279533603824,1.649999976,18.79999924,9.679999352,2.71705279161674
"Sinharaja",26.6919051283882,23.3517861388979,30.0807146980649,64.2475012166159,188676.902784944,8628.129807134,0,96337.801737547,31.3999996185303,85.0999984741211,68.7000045776367,10.5021494611389,4.40000009536743,9.5,6.59999990463257,1.29986118171454,0,0,0,0,0.600000023841858,1044.90002441406,196.199996948242,153.657407561216,20.7000007629395,25.8999996185303,23.3999996185303,1.04879596523241,24.8000011444092,29,26.6500005722046,0.704493436758788,20.7000007629395,25.8999996185303,23.3999996185303,1.04879596523241,28,33.1000022888184,30,0.859988394403723,23.1000003814697,32,28,1.65793415466119,0.059999999,26.82999992,9.904999733,4.82787755561382
"Smithsonian_Conservation_Biology_Institute",12.8658335539734,6.20214295682631,19.5654764600453,65.7154773621332,71225.4011785984,9280.479790105,7756.22985929996,71306.1012099981,43.9000015258789,81.8000030517578,66,5.78613703866121,9.19999980926514,18.3000011444092,13.4000005722046,1.54971554288204,0,30.4099998474121,3.58499991893768,10.3538671858851,1.70000004768372,266.399993896484,78.5500030517578,43.0782673909899,-10.9000005722046,19.8000011444092,5.95000004768371,8.05961237977021,-5.09999990463257,26.5,13.1999998092651,8.39440840327502,-10.9000005722046,19.8000011444092,5.95000004768371,8.05961237977021,0.699999988079071,33.4000015258789,20.3999996185303,8.8005146737104,2.20000004768372,25.6000003814697,9.60000038146973,6.64226793034348,0.939999998,20.05999947,11.13999939,2.84270723972453
"Smithsonian_Environmental_Research_Center",13.9554764153081,8.78107158746571,19.1704765319824,61.5611913045247,78826.4014514685,8298.119809532,5881.92988069542,77481.9012944103,42.2999992370605,76,61.7999992370605,5.05682811292558,6.70000028610229,14.3000001907349,10.4000005722046,1.24601801138936,0,29.6599998474121,0.579999983310699,9.04774683734706,0.600000023841858,308.200012207031,87.3000030517578,47.1672094549632,-9.30000019073486,22.8999996185303,8.40000057220459,8.48443090080889,-4.5,28.1000003814697,14.1000003814697,8.65825935991485,-9.30000019073486,22.8999996185303,8.40000057220459,8.48443090080889,0.300000011920929,33.7000007629395,19.7000007629395,8.88567500691635,2.40000009536743,26.8000011444092,10.1000003814697,6.83468657569353,0.909999967,16.5,9.9399995805,2.41875015908983
"Speulderbos",9.70750018389275,5.67154771393786,13.7855954907125,77.5313109624953,54698.4009468556,13097.609713624,5850.59986886382,42582.7007837594,44.9000015258789,99.7000045776367,78.2000045776367,10.2849734920443,3.79999995231628,12.6000003814697,8.40000057220459,2.25361759240791,0,28.9099998474121,5.02999973297119,7.31918788339731,0,169.5,62.4500007629395,30.3473188228591,-8.10000038146973,15.5,5.20000028610229,4.70964453581318,-5.09999990463257,21.2000007629395,9.40000057220459,5.56578426310859,-8.10000038146973,15.5,5.20000028610229,4.70964453581318,-2.20000004768372,27,13.6500000953674,6.5128695302178,3.40000009536743,17.7000007629395,9.80000019073486,3.15357919279392,0.329999983,31,15.46999979,4.68799098456311
"Tiantongshan",16.7164288637184,13.3654764099224,20.1142860372861,67.8997631890433,100428.101930514,11998.119724411,2129.17995455675,62419.9011356235,28,94.9000015258789,67.7500038146973,10.8572262943137,4.20000028610229,9.69999980926514,6.70000028610229,0.944047483254569,0,20.7700004577637,0,4.30041150375083,0.200000002980232,364.899993896484,107.20000076294,73.3834680211077,-1.10000002384186,25.8999996185303,13.6500000953674,7.8666584427519,2.40000009536743,29.3999996185303,17.3000011444092,7.76894699868754,-1.10000002384186,25.8999996185303,13.6500000953674,7.8666584427519,5,33.4000015258789,20.6000003814697,7.69827544146222,4.40000009536743,33.2000007629395,15.5,8.38097938931743,0.560000002,25.64999962,14.444999695,3.96032098505953
"Traunstein",5.78797628794397,1.80726193219778,9.78988113088445,64.9022630282811,98189.1016366482,13541.569673595,11049.7997719347,39956.6006535366,28.8999996185303,89.2000045776367,66.0999984741211,9.92662182501676,5,11.1999998092651,8,1.29523071715512,0,30.8400001525879,12.6999998092651,10.8255268565685,2.70000004768372,336.899993896484,112.599998474121,56.8776991213456,-14.8000001907349,12.9000005722046,1.85000002384186,6.18790651023917,-10.5,18.2000007629395,5.90000009536743,6.6064393911289,-14.8000001907349,12.9000005722046,1.85000002384186,6.18790651023917,-6.20000028610229,23.5,10.1500000953674,7.08380664199595,2.10000014305115,14,7.09999990463257,3.22114169659035,0.219999999,26.94999886,16.38999939,3.76679631207932
"Tyson_Research_Center",13.2051192887216,7.58059537833823,18.8664288569153,60.7933341276078,66897.3011313677,7910.839814487,7285.40988384746,77379.8014473766,28.8000011444092,80.9000015258789,61.6500015258789,7.88637016025557,6.90000009536743,16.7000007629395,11.3000001907349,1.43619133039842,0,31,0.859999984502792,10.7010562940775,1.10000002384186,261.899993896484,73.0499992370605,44.7847933987706,-14.6000003814697,23.3999996185303,8.05000019073487,9.45836346745231,-9.40000057220459,29.5,14.1999998092651,9.68221468465244,-14.6000003814697,23.3999996185303,8.05000019073487,9.45836346745231,-4.20000028610229,36.2000007629395,20.3999996185303,9.97365276266514,2.10000014305115,27.5,10.5500001907348,6.98948737453404,1.949999928,17.1099987,9.279999733,2.66171470963252
"University_of_Maryland,_Baltimore_County",12.8608335512025,7.16880966184572,18.5890479206329,61.8891676403227,77236.1014065147,8530.289801614,7171.03987543099,74368.5013816357,42.4000015258789,77.5,62.1000022888184,5.30766802979763,7.59999990463257,15.8000001907349,11.5,1.46496630809354,0,30.25,2.59999990463257,9.99668776930742,0.900000035762787,300.399993896484,84.8000030517578,45.7788917520237,-10.5,21.3999996185303,6.59999990463257,8.40402062339014,-5.70000028610229,27.2000007629395,12.9000005722046,8.75178603069165,-10.5,21.3999996185303,6.59999990463257,8.40402062339014,-0.900000035762787,33.5,19.2000007629395,9.15995725254283,2.10000014305115,25.8999996185303,9.60000038146973,6.65277747673577,0.829999983,17.02999878,10.15999985,2.48342844632203
"Utah_Forest_Dynamics_Plot",8.03059538198369,-0.40154762181143,16.4861907289585,48.5491674128033,23501.200447239,4928.719892365,13795.4997019432,98717.1015545726,19.7000007629395,74.7000045776367,49.9000015258789,10.6889492923153,10.3000001907349,22.2000007629395,17.1000003814697,2.39561492164906,0,31,20.1000003814697,11.336127028797,0,113.200004577637,22.5500001907348,20.5671433404213,-14.3000001907349,12.6999998092651,-1.10000002384186,7.04020544421056,-7.09999990463257,22.2000007629395,7.59999990463257,7.93339719210918,-14.3000001907349,12.6999998092651,-1.10000002384186,7.04020544421056,-0.600000023841858,31.8999996185303,16.2000007629395,8.91605276697405,2,9.90000057220459,4,1.92040228781258,0,12.44999981,5.7649998665,2.60694484142979
"Wabikon",3.95797627758945,-2.41845241787711,10.3411906625543,67.3311917032514,55479.8008470535,9598.559776171,13981.8598001339,49076.1008313298,47.4000015258789,87.9000015258789,67.3000030517578,7.232250244384,7.30000019073486,17.7000007629395,12.9000005722046,1.78794895047997,0,31,20.8050003051758,12.6862585814719,4.20000028610229,203.100006103516,59.5,39.7406448001354,-24.5,14.5,-1.25000005960464,10.6285449672284,-17.8000011444092,21.6000003814697,5.09999990463257,10.9288527154329,-24.5,14.5,-1.25000005960464,10.6285449672284,-11.4000005722046,28.7000007629395,11.6000003814697,11.3266726841268,0.800000011920929,19.2000007629395,6.40000009536743,5.0714069226712,5.119999886,21.88999939,11.34000015,1.88900626285795
"Wanang",26.3136908236004,21.7470241433098,30.9260718368349,74.2322632562546,237623.702924728,15927.449625557,0,87481.6008741855,51.7999992370605,98.7000045776367,73.3000030517578,6.04824226392719,7.40000009536743,10.8000001907349,9.19999980926514,0.523433320111554,0,0,0,0,16.3000011444092,635,279,120.627576934581,20.3999996185303,23.5,21.7000007629395,0.458286843546885,24.6000003814697,27.5,26.3999996185303,0.411996078249193,20.3999996185303,23.5,21.7000007629395,0.458286843546885,28.7000007629395,32.2999992370605,31,0.51930438512842,25.2000007629395,29.8000011444092,27.8000011444092,0.751858120504933,5.769999981,25.68000031,19.224999425,2.53325426397751
"Wind_River",8.33250013272322,2.70059529444469,13.9952383152076,70.4129775001889,133355.601966642,8863.799826389,10092.8398111351,55756.8009464964,33,93.5,73.5499992370605,13.7393614341363,5.80000019073486,18.6000003814697,11.3000001907349,3.02739064118126,0,30.5900001525879,12.5199995040894,9.5021008953335,0.100000001490116,785,121.800003051758,140.091070849678,-11.4000005722046,12.6999998092651,1.94999998807907,5.11132218193195,-7.40000009536743,20.5,7.90000009536743,6.39768504781035,-11.4000005722046,12.6999998092651,1.94999998807907,5.11132218193195,-3.40000009536743,29.6000003814697,13.6500000953674,7.77982649134907,3,13.6999998092651,7.80000019073486,2.26215452342602,0.01,25.01000023,10.48999977,5.10608844223657
"Wytham_Woods",9.9830954104928,6.10357152571281,13.9092859498092,76.7361919720968,47378.900851965,11068.089743831,4940.30988646299,42817.9006575346,47.5,100,77.3000030517578,8.43432891039384,3.79999995231628,12.8000001907349,7.90000009536743,1.95167955007304,0,25.25,4.01999974250793,6.04847352413268,2,144.300003051758,53.3500003814697,28.3543028598176,-4,14.3000001907349,5.70000028610229,4.08489612627983,-1.30000007152557,19.6000003814697,9.65000009536744,4.80176028187497,-4,14.3000001907349,5.70000028610229,4.08489612627983,1.39999997615814,25.5,13.6999998092651,5.60206504095009,4.5,17.3000011444092,9.80000019073486,2.77785729423085,2.059999943,25.28999901,13.089999675,4.47056761903894
"Xishuangbanna",20.9029765333448,15.5859526651246,26.2695241360437,62.6501201629639,98019.2016538233,13537.84970837,38.069999102503,75306.8012207747,24.2000007629395,95.8000030517578,61.4500007629395,16.1654876397697,5.90000009536743,18.3999996185303,10,2.98071142808429,0,3.05999994277954,0,0.2346841544328,0,440.5,90.6500015258789,99.5417033215729,6.30000019073486,21.3999996185303,16.6000003814697,4.14709781606462,13.3000001907349,25.7000007629395,22,3.18071939906373,6.30000019073486,21.3999996185303,16.6000003814697,4.14709781606462,18.3999996185303,31.8999996185303,27.1000003814697,2.73382117041267,11.3000001907349,25.7000007629395,19.2500009536744,4.55098537740391,0.179999992,31,16.27999878,7.30444183087926
"Yasuni",26.0478575184232,20.242024185544,31.9048815250397,81.7934538160052,233286.703971863,17980.03958689,0,85531.5012841225,55.4000015258789,99.2000045776367,82.5,5.59219352907349,7.80000019073486,14.3000001907349,11.6999998092651,0.958632543282626,0,0,0,0,101.5,627.5,260.899993896484,86.724992404696,17.7000007629395,23.8000011444092,20.3000011444092,0.813522881177018,23.6000003814697,28.1000003814697,26.1000003814697,0.725178187406356,17.7000007629395,23.8000011444092,20.3000011444092,0.813522881177018,28.8999996185303,34.2000007629395,32,0.921786535057324,23,28.8000011444092,26.1000003814697,1.05903063013917,10.82999992,31,21.35499954,3.05293019947711
"Yosemite_National_Park",10.298214492663,1.50297622162671,19.1209526760238,46.931786445209,69887.5011216849,3962.269907983,11712.8897837047,92006.501547575,12.9000005722046,83,47.4000015258789,15.8320998213718,10.8000001907349,23.3000011444092,17.8999996185303,2.94292080722098,0,30.25,15.5199995040894,10.1468232647083,0,538,42.7000007629395,98.0932603083948,-10.5,12.5,0.800000011920929,5.4653620995003,-1.30000007152557,23,9.95000028610229,6.62080091141782,-10.5,12.5,0.800000011920929,5.4653620995003,5.30000019073486,33.5,18.6500005722046,7.89790580427691,3.40000009536743,10.1999998092651,6.5,1.28187115879328,0,18.90999985,4.75,3.34670920822227
"Zofin",8.31988110731223,4.01440481765284,12.6588097568247,66.912977479753,51157.7009914517,11726.859734105,8812.53983226232,50609.70073881,29.7000007629395,99.7000045776367,67.5999984741211,11.6932045390759,4.09999990463257,13.4000005722046,9.10000038146973,2.32303990945985,0,30.4899997711182,7.83999967575073,10.2904563520112,0.900000035762787,211.199996948242,54.0500011444092,35.4831355712616,-13,15.1999998092651,3.79999995231628,6.45314060230231,-8.69999980926514,21.3999996185303,8.60000038146973,7.37057575979241,-13,15.1999998092651,3.79999995231628,6.45314060230231,-4.90000009536743,27.8000011444092,13.3000001907349,8.36885486183713,3.20000004768372,16.2000007629395,8.25,3.70185483702606,0.870000005,21.72999954,14.19999981,3.32530018272224
