"sites.sitename","Year_month","mean_TMP","mean_TMN"
"Dinghushan","1994-01",17.7000916244921,22.6561394666944
"Dinghushan","1994-02",17.7000916244921,22.6561394666944
"Dinghushan","1994-03",17.7000916244921,22.6561394666944
"Dinghushan","1994-04",17.7000916244921,22.6561394666944
"Dinghushan","1994-05",17.7000916244921,22.6561394666944
"Dinghushan","1994-06",17.7000916244921,22.6561394666944
"Dinghushan","1994-07",17.7000916244921,22.6561394666944
"Dinghushan","1994-08",17.7000916244921,22.6561394666944
"Dinghushan","1994-09",17.7000916244921,22.6561394666944
"Dinghushan","1994-10",17.7000916244921,22.6561394666944
"Dinghushan","1994-11",17.7000916244921,22.6561394666944
"Dinghushan","1994-12",17.7000916244921,22.6561394666944
"Dinghushan","1995-01",17.7000916244921,22.6561394666944
"Dinghushan","1995-02",17.7000916244921,22.6561394666944
"Dinghushan","1995-03",17.7000916244921,22.6561394666944
"Dinghushan","1995-04",17.7000916244921,22.6561394666944
"Dinghushan","1995-05",17.7000916244921,22.6561394666944
"Dinghushan","1995-06",17.7000916244921,22.6561394666944
"Dinghushan","1995-07",17.7000916244921,22.6561394666944
"Dinghushan","1995-08",17.7000916244921,22.6561394666944
"Dinghushan","1995-09",17.7000916244921,22.6561394666944
"Dinghushan","1995-10",17.7000916244921,22.6561394666944
"Dinghushan","1995-11",17.7000916244921,22.6561394666944
"Dinghushan","1995-12",17.7000916244921,22.6561394666944
"Dinghushan","1996-01",17.7000916244921,22.6561394666944
"Dinghushan","1996-02",17.7000916244921,22.6561394666944
"Dinghushan","1996-03",17.7000916244921,22.6561394666944
"Dinghushan","1996-04",17.7000916244921,22.6561394666944
"Dinghushan","1996-05",17.7000916244921,22.6561394666944
"Dinghushan","1996-06",17.7000916244921,22.6561394666944
"Dinghushan","1996-07",17.7000916244921,22.6561394666944
"Dinghushan","1996-08",17.7000916244921,22.6561394666944
"Dinghushan","1996-09",17.7000916244921,22.6561394666944
"Dinghushan","1996-10",17.7000916244921,22.6561394666944
"Dinghushan","1996-11",17.7000916244921,22.6561394666944
"Dinghushan","1996-12",17.7000916244921,22.6561394666944
"Dinghushan","1997-01",17.7000916244921,22.6561394666944
"Dinghushan","1997-02",17.7000916244921,22.6561394666944
"Dinghushan","1997-03",17.7000916244921,22.6561394666944
"Dinghushan","1997-04",17.7000916244921,22.6561394666944
"Dinghushan","1997-05",17.7000916244921,22.6561394666944
"Dinghushan","1997-06",17.7000916244921,22.6561394666944
"Dinghushan","1997-07",17.7000916244921,22.6561394666944
"Dinghushan","1997-08",17.7000916244921,22.6561394666944
"Dinghushan","1997-09",17.7000916244921,22.6561394666944
"Dinghushan","1997-10",17.7000916244921,22.6561394666944
"Dinghushan","1997-11",17.7000916244921,22.6561394666944
"Dinghushan","1997-12",17.7000916244921,22.6561394666944
"Dinghushan","1998-01",17.7000916244921,22.6561394666944
"Dinghushan","1998-02",17.7000916244921,22.6561394666944
"Dinghushan","1998-03",17.7000916244921,22.6561394666944
"Dinghushan","1998-04",17.7000916244921,22.6561394666944
"Dinghushan","1998-05",17.7000916244921,22.6561394666944
"Dinghushan","1998-06",17.7000916244921,22.6561394666944
"Dinghushan","1998-07",17.7000916244921,22.6561394666944
"Dinghushan","1998-08",17.7000916244921,22.6561394666944
"Dinghushan","1998-09",17.7000916244921,22.6561394666944
"Dinghushan","1998-10",17.7000916244921,22.6561394666944
"Dinghushan","1998-11",17.7000916244921,22.6561394666944
"Dinghushan","1998-12",17.7000916244921,22.6561394666944
"Dinghushan","1999-01",17.7000916244921,22.6561394666944
"Dinghushan","1999-02",17.7000916244921,22.6561394666944
"Dinghushan","1999-03",17.7000916244921,22.6561394666944
"Dinghushan","1999-04",17.7000916244921,22.6561394666944
"Dinghushan","1999-05",17.7000916244921,22.6561394666944
"Dinghushan","1999-06",17.7000916244921,22.6561394666944
"Dinghushan","1999-07",17.7000916244921,22.6561394666944
"Dinghushan","1999-08",17.7000916244921,22.6561394666944
"Dinghushan","1999-09",17.7000916244921,22.6561394666944
"Dinghushan","1999-10",17.7000916244921,22.6561394666944
"Dinghushan","1999-11",17.7000916244921,22.6561394666944
"Dinghushan","1999-12",17.7000916244921,22.6561394666944
"Dinghushan","2000-01",17.7000916244921,22.6561394666944
"Dinghushan","2000-02",17.7000916244921,22.6561394666944
"Dinghushan","2000-03",17.7000916244921,22.6561394666944
"Dinghushan","2000-04",17.7000916244921,22.6561394666944
"Dinghushan","2000-05",17.7000916244921,22.6561394666944
"Dinghushan","2000-06",17.7000916244921,22.6561394666944
"Dinghushan","2000-07",17.7000916244921,22.6561394666944
"Dinghushan","2000-08",17.7000916244921,22.6561394666944
"Dinghushan","2000-09",17.7000916244921,22.6561394666944
"Dinghushan","2000-10",17.7000916244921,22.6561394666944
"Dinghushan","2000-11",17.7000916244921,22.6561394666944
"Dinghushan","2000-12",17.7000916244921,22.6561394666944
"Dinghushan","2001-01",17.7000916244921,22.6561394666944
"Dinghushan","2001-02",17.7000916244921,22.6561394666944
"Dinghushan","2001-03",17.7000916244921,22.6561394666944
"Dinghushan","2001-04",17.7000916244921,22.6561394666944
"Dinghushan","2001-05",17.7000916244921,22.6561394666944
"Dinghushan","2001-06",17.7000916244921,22.6561394666944
"Dinghushan","2001-07",17.7000916244921,22.6561394666944
"Dinghushan","2001-08",17.7000916244921,22.6561394666944
"Dinghushan","2001-09",17.7000916244921,22.6561394666944
"Dinghushan","2001-10",17.7000916244921,22.6561394666944
"Dinghushan","2001-11",17.7000916244921,22.6561394666944
"Dinghushan","2001-12",17.7000916244921,22.6561394666944
"Dinghushan","2002-01",17.7000916244921,22.6561394666944
"Dinghushan","2002-02",17.7000916244921,22.6561394666944
"Dinghushan","2002-03",17.7000916244921,22.6561394666944
"Dinghushan","2002-04",17.7000916244921,22.6561394666944
"Dinghushan","2002-05",17.7000916244921,22.6561394666944
"Dinghushan","2002-06",17.7000916244921,22.6561394666944
"Dinghushan","2002-07",17.7000916244921,22.6561394666944
"Dinghushan","2002-08",17.7000916244921,22.6561394666944
"Dinghushan","2002-09",17.7000916244921,22.6561394666944
"Dinghushan","2002-10",17.7000916244921,22.6561394666944
"Dinghushan","2002-11",17.7000916244921,22.6561394666944
"Dinghushan","2002-12",17.7000916244921,22.6561394666944
"Dinghushan","2003-01",17.7000916244921,22.6561394666944
"Dinghushan","2003-02",17.7000916244921,22.6561394666944
"Dinghushan","2003-03",17.7000916244921,22.6561394666944
"Dinghushan","2003-04",17.7000916244921,22.6561394666944
"Dinghushan","2003-05",17.7000916244921,22.6561394666944
"Dinghushan","2003-06",17.7000916244921,22.6561394666944
"Dinghushan","2003-07",17.7000916244921,22.6561394666944
"Dinghushan","2003-08",17.7000916244921,22.6561394666944
"Dinghushan","2003-09",17.7000916244921,22.6561394666944
"Dinghushan","2003-10",17.7000916244921,22.6561394666944
"Dinghushan","2003-11",17.7000916244921,22.6561394666944
"Dinghushan","2003-12",17.7000916244921,22.6561394666944
"Dinghushan","2004-01",17.7000916244921,22.6561394666944
"Dinghushan","2004-02",17.7000916244921,22.6561394666944
"Dinghushan","2004-03",17.7000916244921,22.6561394666944
"Dinghushan","2004-04",17.7000916244921,22.6561394666944
"Dinghushan","2004-05",17.7000916244921,22.6561394666944
"Dinghushan","2004-06",17.7000916244921,22.6561394666944
"Dinghushan","2004-07",17.7000916244921,22.6561394666944
"Dinghushan","2004-08",17.7000916244921,22.6561394666944
"Dinghushan","2004-09",17.7000916244921,22.6561394666944
"Dinghushan","2004-10",17.7000916244921,22.6561394666944
"Dinghushan","2004-11",17.7000916244921,22.6561394666944
"Dinghushan","2004-12",17.7000916244921,22.6561394666944
"Dinghushan","2005-01",17.7000916244921,22.6561394666944
"Dinghushan","2005-02",17.7000916244921,22.6561394666944
"Dinghushan","2005-03",17.7000916244921,22.6561394666944
"Dinghushan","2005-04",17.7000916244921,22.6561394666944
"Dinghushan","2005-05",17.7000916244921,22.6561394666944
"Dinghushan","2005-06",17.7000916244921,22.6561394666944
"Dinghushan","2005-07",17.7000916244921,22.6561394666944
"Dinghushan","2005-08",17.7000916244921,22.6561394666944
"Dinghushan","2005-09",17.7000916244921,22.6561394666944
"Dinghushan","2005-10",17.7000916244921,22.6561394666944
"Dinghushan","2005-11",17.7000916244921,22.6561394666944
"Dinghushan","2005-12",17.7000916244921,22.6561394666944
"Dinghushan","2006-01",17.7000916244921,22.6561394666944
"Dinghushan","2006-02",17.7000916244921,22.6561394666944
"Dinghushan","2006-03",17.7000916244921,22.6561394666944
"Dinghushan","2006-04",17.7000916244921,22.6561394666944
"Dinghushan","2006-05",17.7000916244921,22.6561394666944
"Dinghushan","2006-06",17.7000916244921,22.6561394666944
"Dinghushan","2006-07",17.7000916244921,22.6561394666944
"Dinghushan","2006-08",17.7000916244921,22.6561394666944
"Dinghushan","2006-09",17.7000916244921,22.6561394666944
"Dinghushan","2006-10",17.7000916244921,22.6561394666944
"Dinghushan","2006-11",17.7000916244921,22.6561394666944
"Dinghushan","2006-12",17.7000916244921,22.6561394666944
"Dinghushan","2007-01",17.7000916244921,22.6561394666944
"Dinghushan","2007-02",17.7000916244921,22.6561394666944
"Dinghushan","2007-03",17.7000916244921,22.6561394666944
"Dinghushan","2007-04",17.7000916244921,22.6561394666944
"Dinghushan","2007-05",17.7000916244921,22.6561394666944
"Dinghushan","2007-06",17.7000916244921,22.6561394666944
"Dinghushan","2007-07",17.7000916244921,22.6561394666944
"Dinghushan","2007-08",17.7000916244921,22.6561394666944
"Dinghushan","2007-09",17.7000916244921,22.6561394666944
"Dinghushan","2007-10",17.7000916244921,22.6561394666944
"Dinghushan","2007-11",17.7000916244921,22.6561394666944
"Dinghushan","2007-12",17.7000916244921,22.6561394666944
"Dinghushan","2008-01",17.7000916244921,22.6561394666944
"Dinghushan","2008-02",17.7000916244921,22.6561394666944
"Dinghushan","2008-03",17.7000916244921,22.6561394666944
"Dinghushan","2008-04",17.7000916244921,22.6561394666944
"Dinghushan","2008-05",17.7000916244921,22.6561394666944
"Dinghushan","2008-06",17.7000916244921,22.6561394666944
"Dinghushan","2008-07",17.7000916244921,22.6561394666944
"Dinghushan","2008-08",17.7000916244921,22.6561394666944
"Dinghushan","2008-09",17.7000916244921,22.6561394666944
"Dinghushan","2008-10",17.7000916244921,22.6561394666944
"Dinghushan","2008-11",17.7000916244921,22.6561394666944
"Dinghushan","2008-12",17.7000916244921,22.6561394666944
"Dinghushan","2009-01",17.7000916244921,22.6561394666944
"Dinghushan","2009-02",17.7000916244921,22.6561394666944
"Dinghushan","2009-03",17.7000916244921,22.6561394666944
"Dinghushan","2009-04",17.7000916244921,22.6561394666944
"Dinghushan","2009-05",17.7000916244921,22.6561394666944
"Dinghushan","2009-06",17.7000916244921,22.6561394666944
"Dinghushan","2009-07",17.7000916244921,22.6561394666944
"Dinghushan","2009-08",17.7000916244921,22.6561394666944
"Dinghushan","2009-09",17.7000916244921,22.6561394666944
"Dinghushan","2009-10",17.7000916244921,22.6561394666944
"Dinghushan","2009-11",17.7000916244921,22.6561394666944
"Dinghushan","2009-12",17.7000916244921,22.6561394666944
"Dinghushan","2010-01",17.7000916244921,22.6561394666944
"Dinghushan","2010-02",17.7000916244921,22.6561394666944
"Dinghushan","2010-03",17.7000916244921,22.6561394666944
"Dinghushan","2010-04",17.7000916244921,22.6561394666944
"Dinghushan","2010-05",17.7000916244921,22.6561394666944
"Dinghushan","2010-06",17.7000916244921,22.6561394666944
"Dinghushan","2010-07",17.7000916244921,22.6561394666944
"Dinghushan","2010-08",17.7000916244921,22.6561394666944
"Dinghushan","2010-09",17.7000916244921,22.6561394666944
"Dinghushan","2010-10",17.7000916244921,22.6561394666944
"Dinghushan","2010-11",17.7000916244921,22.6561394666944
"Dinghushan","2010-12",17.7000916244921,22.6561394666944
"Dinghushan","2011-01",17.7000916244921,22.6561394666944
"Dinghushan","2011-02",17.7000916244921,22.6561394666944
"Dinghushan","2011-03",17.7000916244921,22.6561394666944
"Dinghushan","2011-04",17.7000916244921,22.6561394666944
"Dinghushan","2011-05",17.7000916244921,22.6561394666944
"Dinghushan","2011-06",17.7000916244921,22.6561394666944
"Dinghushan","2011-07",17.7000916244921,22.6561394666944
"Dinghushan","2011-08",17.7000916244921,22.6561394666944
"Dinghushan","2011-09",17.7000916244921,22.6561394666944
"Dinghushan","2011-10",17.7000916244921,22.6561394666944
"Dinghushan","2011-11",17.7000916244921,22.6561394666944
"Dinghushan","2011-12",17.7000916244921,22.6561394666944
"Dinghushan","2012-01",17.7000916244921,22.6561394666944
"Dinghushan","2012-02",17.7000916244921,22.6561394666944
"Dinghushan","2012-03",17.7000916244921,22.6561394666944
"Dinghushan","2012-04",17.7000916244921,22.6561394666944
"Dinghushan","2012-05",17.7000916244921,22.6561394666944
"Dinghushan","2012-06",17.7000916244921,22.6561394666944
"Dinghushan","2012-07",17.7000916244921,22.6561394666944
"Dinghushan","2012-08",17.7000916244921,22.6561394666944
"Dinghushan","2012-09",17.7000916244921,22.6561394666944
"Dinghushan","2012-10",17.7000916244921,22.6561394666944
"Dinghushan","2012-11",17.7000916244921,22.6561394666944
"Dinghushan","2012-12",17.7000916244921,22.6561394666944
"Dinghushan","2013-01",17.7000916244921,22.6561394666944
"Dinghushan","2013-02",17.7000916244921,22.6561394666944
"Dinghushan","2013-03",17.7000916244921,22.6561394666944
"Dinghushan","2013-04",17.7000916244921,22.6561394666944
"Dinghushan","2013-05",17.7000916244921,22.6561394666944
"Dinghushan","2013-06",17.7000916244921,22.6561394666944
"Dinghushan","2013-07",17.7000916244921,22.6561394666944
"Dinghushan","2013-08",17.7000916244921,22.6561394666944
"Dinghushan","2013-09",17.7000916244921,22.6561394666944
"Dinghushan","2013-10",17.7000916244921,22.6561394666944
"Dinghushan","2013-11",17.7000916244921,22.6561394666944
"Dinghushan","2013-12",17.7000916244921,22.6561394666944
"Dinghushan","2014-01",17.7000916244921,22.6561394666944
"Dinghushan","2014-02",17.7000916244921,22.6561394666944
"Dinghushan","2014-03",17.7000916244921,22.6561394666944
"Dinghushan","2014-04",17.7000916244921,22.6561394666944
"Dinghushan","2014-05",17.7000916244921,22.6561394666944
"Dinghushan","2014-06",17.7000916244921,22.6561394666944
"Dinghushan","2014-07",17.7000916244921,22.6561394666944
"Dinghushan","2014-08",17.7000916244921,22.6561394666944
"Dinghushan","2014-09",17.7000916244921,22.6561394666944
"Dinghushan","2014-10",17.7000916244921,22.6561394666944
"Dinghushan","2014-11",17.7000916244921,22.6561394666944
"Dinghushan","2014-12",17.7000916244921,22.6561394666944
"Dinghushan","2015-01",17.7000916244921,22.6561394666944
"Dinghushan","2015-02",17.7000916244921,22.6561394666944
"Dinghushan","2015-03",17.7000916244921,22.6561394666944
"Dinghushan","2015-04",17.7000916244921,22.6561394666944
"Dinghushan","2015-05",17.7000916244921,22.6561394666944
"Dinghushan","2015-06",17.7000916244921,22.6561394666944
"Dinghushan","2015-07",17.7000916244921,22.6561394666944
"Dinghushan","2015-08",17.7000916244921,22.6561394666944
"Dinghushan","2015-09",17.7000916244921,22.6561394666944
"Dinghushan","2015-10",17.7000916244921,22.6561394666944
"Dinghushan","2015-11",17.7000916244921,22.6561394666944
"Dinghushan","2015-12",17.7000916244921,22.6561394666944
"Dinghushan","2016-01",17.7000916244921,22.6561394666944
"Dinghushan","2016-02",17.7000916244921,22.6561394666944
"Dinghushan","2016-03",17.7000916244921,22.6561394666944
"Dinghushan","2016-04",17.7000916244921,22.6561394666944
"Dinghushan","2016-05",17.7000916244921,22.6561394666944
"Dinghushan","2016-06",17.7000916244921,22.6561394666944
"Dinghushan","2016-07",17.7000916244921,22.6561394666944
"Dinghushan","2016-08",17.7000916244921,22.6561394666944
"Dinghushan","2016-09",17.7000916244921,22.6561394666944
"Dinghushan","2016-10",17.7000916244921,22.6561394666944
"Dinghushan","2016-11",17.7000916244921,22.6561394666944
"Dinghushan","2016-12",17.7000916244921,22.6561394666944
"Dinghushan","2017-01",17.7000916244921,22.6561394666944
"Dinghushan","2017-02",17.7000916244921,22.6561394666944
"Dinghushan","2017-03",17.7000916244921,22.6561394666944
"Dinghushan","2017-04",17.7000916244921,22.6561394666944
"Dinghushan","2017-05",17.7000916244921,22.6561394666944
"Dinghushan","2017-06",17.7000916244921,22.6561394666944
"Dinghushan","2017-07",17.7000916244921,22.6561394666944
"Dinghushan","2017-08",17.7000916244921,22.6561394666944
"Dinghushan","2017-09",17.7000916244921,22.6561394666944
"Dinghushan","2017-10",17.7000916244921,22.6561394666944
"Dinghushan","2017-11",17.7000916244921,22.6561394666944
"Dinghushan","2017-12",17.7000916244921,22.6561394666944
"Dinghushan","2018-01",17.7000916244921,22.6561394666944
"Dinghushan","2018-02",17.7000916244921,22.6561394666944
"Dinghushan","2018-03",17.7000916244921,22.6561394666944
"Dinghushan","2018-04",17.7000916244921,22.6561394666944
"Dinghushan","2018-05",17.7000916244921,22.6561394666944
"Dinghushan","2018-06",17.7000916244921,22.6561394666944
"Dinghushan","2018-07",17.7000916244921,22.6561394666944
"Dinghushan","2018-08",17.7000916244921,22.6561394666944
"Dinghushan","2018-09",17.7000916244921,22.6561394666944
"Dinghushan","2018-10",17.7000916244921,22.6561394666944
"Dinghushan","2018-11",17.7000916244921,22.6561394666944
"Dinghushan","2018-12",17.7000916244921,22.6561394666944
"Dinghushan","2019-01",17.7000916244921,22.6561394666944
"Dinghushan","2019-02",17.7000916244921,22.6561394666944
"Dinghushan","2019-03",17.7000916244921,22.6561394666944
"Dinghushan","2019-04",17.7000916244921,22.6561394666944
"Dinghushan","2019-05",17.7000916244921,22.6561394666944
"Dinghushan","2019-06",17.7000916244921,22.6561394666944
"Dinghushan","2019-07",17.7000916244921,22.6561394666944
"Dinghushan","2019-08",17.7000916244921,22.6561394666944
"Dinghushan","2019-09",17.7000916244921,22.6561394666944
"Dinghushan","2019-10",17.7000916244921,22.6561394666944
"Dinghushan","2019-11",17.7000916244921,22.6561394666944
"Dinghushan","2019-12",17.7000916244921,22.6561394666944
"Doi_Inthanon","1950-01",17.7000916244921,22.6561394666944
"Doi_Inthanon","1950-02",17.7000916244921,22.6561394666944
"Doi_Inthanon","1950-03",17.7000916244921,22.6561394666944
"Doi_Inthanon","1950-04",17.7000916244921,22.6561394666944
"Doi_Inthanon","1950-05",17.7000916244921,22.6561394666944
"Doi_Inthanon","1950-06",17.7000916244921,22.6561394666944
"Doi_Inthanon","1950-07",17.7000916244921,22.6561394666944
"Doi_Inthanon","1950-08",17.7000916244921,22.6561394666944
"Doi_Inthanon","1950-09",17.7000916244921,22.6561394666944
"Doi_Inthanon","1950-10",17.7000916244921,22.6561394666944
"Doi_Inthanon","1950-11",17.7000916244921,22.6561394666944
"Doi_Inthanon","1950-12",17.7000916244921,22.6561394666944
"Doi_Inthanon","1951-01",17.7000916244921,22.6561394666944
"Doi_Inthanon","1951-02",17.7000916244921,22.6561394666944
"Doi_Inthanon","1951-03",17.7000916244921,22.6561394666944
"Doi_Inthanon","1951-04",17.7000916244921,22.6561394666944
"Doi_Inthanon","1951-05",17.7000916244921,22.6561394666944
"Doi_Inthanon","1951-06",17.7000916244921,22.6561394666944
"Doi_Inthanon","1951-07",17.7000916244921,22.6561394666944
"Doi_Inthanon","1951-08",17.7000916244921,22.6561394666944
"Doi_Inthanon","1951-09",17.7000916244921,22.6561394666944
"Doi_Inthanon","1951-10",17.7000916244921,22.6561394666944
"Doi_Inthanon","1951-11",17.7000916244921,22.6561394666944
"Doi_Inthanon","1951-12",17.7000916244921,22.6561394666944
"Doi_Inthanon","1952-01",17.7000916244921,22.6561394666944
"Doi_Inthanon","1952-02",17.7000916244921,22.6561394666944
"Doi_Inthanon","1952-03",17.7000916244921,22.6561394666944
"Doi_Inthanon","1952-04",17.7000916244921,22.6561394666944
"Doi_Inthanon","1952-05",17.7000916244921,22.6561394666944
"Doi_Inthanon","1952-06",17.7000916244921,22.6561394666944
"Doi_Inthanon","1952-07",17.7000916244921,22.6561394666944
"Doi_Inthanon","1952-08",17.7000916244921,22.6561394666944
"Doi_Inthanon","1952-09",17.7000916244921,22.6561394666944
"Doi_Inthanon","1952-10",17.7000916244921,22.6561394666944
"Doi_Inthanon","1952-11",17.7000916244921,22.6561394666944
"Doi_Inthanon","1952-12",17.7000916244921,22.6561394666944
"Doi_Inthanon","1953-01",17.7000916244921,22.6561394666944
"Doi_Inthanon","1953-02",17.7000916244921,22.6561394666944
"Doi_Inthanon","1953-03",17.7000916244921,22.6561394666944
"Doi_Inthanon","1953-04",17.7000916244921,22.6561394666944
"Doi_Inthanon","1953-05",17.7000916244921,22.6561394666944
"Doi_Inthanon","1953-06",17.7000916244921,22.6561394666944
"Doi_Inthanon","1953-07",17.7000916244921,22.6561394666944
"Doi_Inthanon","1953-08",17.7000916244921,22.6561394666944
"Doi_Inthanon","1953-09",17.7000916244921,22.6561394666944
"Doi_Inthanon","1953-10",17.7000916244921,22.6561394666944
"Doi_Inthanon","1953-11",17.7000916244921,22.6561394666944
"Doi_Inthanon","1953-12",17.7000916244921,22.6561394666944
"Doi_Inthanon","1954-01",17.7000916244921,22.6561394666944
"Doi_Inthanon","1954-02",17.7000916244921,22.6561394666944
"Doi_Inthanon","1954-03",17.7000916244921,22.6561394666944
"Doi_Inthanon","1954-04",17.7000916244921,22.6561394666944
"Doi_Inthanon","1954-05",17.7000916244921,22.6561394666944
"Doi_Inthanon","1954-06",17.7000916244921,22.6561394666944
"Doi_Inthanon","1954-07",17.7000916244921,22.6561394666944
"Doi_Inthanon","1954-08",17.7000916244921,22.6561394666944
"Doi_Inthanon","1954-09",17.7000916244921,22.6561394666944
"Doi_Inthanon","1954-10",17.7000916244921,22.6561394666944
"Doi_Inthanon","1954-11",17.7000916244921,22.6561394666944
"Doi_Inthanon","1954-12",17.7000916244921,22.6561394666944
"Doi_Inthanon","1955-01",17.7000916244921,22.6561394666944
"Doi_Inthanon","1955-02",17.7000916244921,22.6561394666944
"Doi_Inthanon","1955-03",17.7000916244921,22.6561394666944
"Doi_Inthanon","1955-04",17.7000916244921,22.6561394666944
"Doi_Inthanon","1955-05",17.7000916244921,22.6561394666944
"Doi_Inthanon","1955-06",17.7000916244921,22.6561394666944
"Doi_Inthanon","1955-07",17.7000916244921,22.6561394666944
"Doi_Inthanon","1955-08",17.7000916244921,22.6561394666944
"Doi_Inthanon","1955-09",17.7000916244921,22.6561394666944
"Doi_Inthanon","1955-10",17.7000916244921,22.6561394666944
"Doi_Inthanon","1955-11",17.7000916244921,22.6561394666944
"Doi_Inthanon","1955-12",17.7000916244921,22.6561394666944
"Doi_Inthanon","1956-01",17.7000916244921,22.6561394666944
"Doi_Inthanon","1956-02",17.7000916244921,22.6561394666944
"Doi_Inthanon","1956-03",17.7000916244921,22.6561394666944
"Doi_Inthanon","1956-04",17.7000916244921,22.6561394666944
"Doi_Inthanon","1956-05",17.7000916244921,22.6561394666944
"Doi_Inthanon","1956-06",17.7000916244921,22.6561394666944
"Doi_Inthanon","1956-07",17.7000916244921,22.6561394666944
"Doi_Inthanon","1956-08",17.7000916244921,22.6561394666944
"Doi_Inthanon","1956-09",17.7000916244921,22.6561394666944
"Doi_Inthanon","1956-10",17.7000916244921,22.6561394666944
"Doi_Inthanon","1956-11",17.7000916244921,22.6561394666944
"Doi_Inthanon","1956-12",17.7000916244921,22.6561394666944
"Doi_Inthanon","1957-01",17.7000916244921,22.6561394666944
"Doi_Inthanon","1957-02",17.7000916244921,22.6561394666944
"Doi_Inthanon","1957-03",17.7000916244921,22.6561394666944
"Doi_Inthanon","1957-04",17.7000916244921,22.6561394666944
"Doi_Inthanon","1957-05",17.7000916244921,22.6561394666944
"Doi_Inthanon","1957-06",17.7000916244921,22.6561394666944
"Doi_Inthanon","1957-07",17.7000916244921,22.6561394666944
"Doi_Inthanon","1957-08",17.7000916244921,22.6561394666944
"Doi_Inthanon","1957-09",17.7000916244921,22.6561394666944
"Doi_Inthanon","1957-10",17.7000916244921,22.6561394666944
"Doi_Inthanon","1957-11",17.7000916244921,22.6561394666944
"Doi_Inthanon","1957-12",17.7000916244921,22.6561394666944
"Doi_Inthanon","1958-01",17.7000916244921,22.6561394666944
"Doi_Inthanon","1958-02",17.7000916244921,22.6561394666944
"Doi_Inthanon","1958-03",17.7000916244921,22.6561394666944
"Doi_Inthanon","1958-04",17.7000916244921,22.6561394666944
"Doi_Inthanon","1958-05",17.7000916244921,22.6561394666944
"Doi_Inthanon","1958-06",17.7000916244921,22.6561394666944
"Doi_Inthanon","1958-07",17.7000916244921,22.6561394666944
"Doi_Inthanon","1958-08",17.7000916244921,22.6561394666944
"Doi_Inthanon","1958-09",17.7000916244921,22.6561394666944
"Doi_Inthanon","1958-10",17.7000916244921,22.6561394666944
"Doi_Inthanon","1958-11",17.7000916244921,22.6561394666944
"Doi_Inthanon","1958-12",17.7000916244921,22.6561394666944
"Doi_Inthanon","1959-01",17.7000916244921,22.6561394666944
"Doi_Inthanon","1959-02",17.7000916244921,22.6561394666944
"Doi_Inthanon","1959-03",17.7000916244921,22.6561394666944
"Doi_Inthanon","1959-04",17.7000916244921,22.6561394666944
"Doi_Inthanon","1959-05",17.7000916244921,22.6561394666944
"Doi_Inthanon","1959-06",17.7000916244921,22.6561394666944
"Doi_Inthanon","1959-07",17.7000916244921,22.6561394666944
"Doi_Inthanon","1959-08",17.7000916244921,22.6561394666944
"Doi_Inthanon","1959-09",17.7000916244921,22.6561394666944
"Doi_Inthanon","1959-10",17.7000916244921,22.6561394666944
"Doi_Inthanon","1959-11",17.7000916244921,22.6561394666944
"Doi_Inthanon","1959-12",17.7000916244921,22.6561394666944
"Doi_Inthanon","1960-01",17.7000916244921,22.6561394666944
"Doi_Inthanon","1960-02",17.7000916244921,22.6561394666944
"Doi_Inthanon","1960-03",17.7000916244921,22.6561394666944
"Doi_Inthanon","1960-04",17.7000916244921,22.6561394666944
"Doi_Inthanon","1960-05",17.7000916244921,22.6561394666944
"Doi_Inthanon","1960-06",17.7000916244921,22.6561394666944
"Doi_Inthanon","1960-07",17.7000916244921,22.6561394666944
"Doi_Inthanon","1960-08",17.7000916244921,22.6561394666944
"Doi_Inthanon","1960-09",17.7000916244921,22.6561394666944
"Doi_Inthanon","1960-10",17.7000916244921,22.6561394666944
"Doi_Inthanon","1960-11",17.7000916244921,22.6561394666944
"Doi_Inthanon","1960-12",17.7000916244921,22.6561394666944
"Doi_Inthanon","1961-01",17.7000916244921,22.6561394666944
"Doi_Inthanon","1961-02",17.7000916244921,22.6561394666944
"Doi_Inthanon","1961-03",17.7000916244921,22.6561394666944
"Doi_Inthanon","1961-04",17.7000916244921,22.6561394666944
"Doi_Inthanon","1961-05",17.7000916244921,22.6561394666944
"Doi_Inthanon","1961-06",17.7000916244921,22.6561394666944
"Doi_Inthanon","1961-07",17.7000916244921,22.6561394666944
"Doi_Inthanon","1961-08",17.7000916244921,22.6561394666944
"Doi_Inthanon","1961-09",17.7000916244921,22.6561394666944
"Doi_Inthanon","1961-10",17.7000916244921,22.6561394666944
"Doi_Inthanon","1961-11",17.7000916244921,22.6561394666944
"Doi_Inthanon","1961-12",17.7000916244921,22.6561394666944
"Doi_Inthanon","1962-01",17.7000916244921,22.6561394666944
"Doi_Inthanon","1962-02",17.7000916244921,22.6561394666944
"Doi_Inthanon","1962-03",17.7000916244921,22.6561394666944
"Doi_Inthanon","1962-04",17.7000916244921,22.6561394666944
"Doi_Inthanon","1962-05",17.7000916244921,22.6561394666944
"Doi_Inthanon","1962-06",17.7000916244921,22.6561394666944
"Doi_Inthanon","1962-07",17.7000916244921,22.6561394666944
"Doi_Inthanon","1962-08",17.7000916244921,22.6561394666944
"Doi_Inthanon","1962-09",17.7000916244921,22.6561394666944
