TOA5,CR1000,CR1000,23009,CR1000.Std.16,CPU:CRC_met_logger_final 091203_khaochong.CR1,47511,Metdata_5min,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,RadTot_KZ_Avg,RadTot_KZ_Std,RadTot_Li_Avg,RadTot_Li_Std,T_Air1_Avg,T_Air1_Std,T_Air2_Avg,T_Air2_Std,RH_Avg,RH_Std,WS_WVc(1),WS_WVc(2),WS_WVc(3),u_Avg,v_Avg,Prec_Tot,Resis1_Avg,Resis1_Std,Asp_Fan_Avg,BattV_Avg,Tbox_Avg,Batstat_Avg
TS,RN,W/m2,W/m2,W/m2,W/m2,C,C,C,C,%,%,m/s,m/s,m/s,m/s,m/s,mm,Ohm,Ohm,,V,C,
,,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,WVc,WVc,WVc,Avg,Avg,Tot,Avg,Std,Avg,Avg,Avg,Avg
7/28/2016 22:20,146,0,0,0.08725234,0.1777969,23.44641,0.02387827,23.73371,0.02305985,99.7249,0.01140164,0.5416667,320.1172,93.3037,0.03333334,-0.125,0,19828.83,10.65404,101.1,11.89,23.98624,1
7/28/2016 22:25,147,0,0,0.101029,0.1588141,23.44686,0.01856357,23.73091,0.02649838,99.72202,0.01349012,0.3383335,103.2304,71.23672,-0.04,0.12,0,19828.63,8.280224,101,11.89,23.98037,1
7/28/2016 22:30,148,0,0,0.05510674,0.2505186,23.45078,0.02620519,23.74865,0.0259461,99.7234,0.01583214,0.3950001,53.22219,36.83173,0.1983333,0.23,0,19826.88,11.68839,101,11.88,23.98624,1
7/28/2016 22:35,149,0,0,0.1102135,0.1827684,23.44978,0.02502034,23.74642,0.02254188,99.71769,0.0197265,0.8766666,194.4429,45.87153,-0.5416667,-0.1933333,0,19827.32,11.1624,101,11.87,23.97106,1
7/28/2016 22:40,150,0,0,0.09184457,0.179038,23.44843,0.02782047,23.73735,0.02900248,99.72231,0.01918943,0.8149999,145.5417,53.9381,-0.4283333,0.2733333,0,19827.93,12.41357,101,11.86,23.99731,1
7/28/2016 22:45,151,0,0,0.1056212,0.2254873,23.43901,0.02562179,23.71858,0.03241654,99.72094,0.01706364,0.5683334,45.16441,68.01212,0.1366667,0.2283333,0,19832.13,11.43129,101,11.87,23.98586,1
7/28/2016 22:50,152,0,0,0.1469513,0.1703463,23.44897,0.02664134,23.7326,0.02982947,99.72158,0.01844588,0.8550001,34.74382,89.98149,0.06583334,0.1516667,0,19827.69,11.88244,101,11.88,24.00612,1
7/28/2016 22:55,153,0,0,0.1331746,0.1629432,23.47464,0.03065328,23.77331,0.03520469,99.71816,0.01854716,0.8216667,132.8935,59.53846,-0.3583333,0.2233333,0,19816.24,13.66763,101.1,11.89,24.0025,1
7/28/2016 23:00,154,0,0,0.08266011,0.1967704,23.47402,0.02760209,23.7605,0.02169066,99.72543,0.01581195,0.5083334,101.0696,88.86922,-0.115,0.06166667,0,19816.52,12.30778,101.1,11.86,24.01384,1
7/28/2016 23:05,155,0,0,0.07347565,0.2126355,23.48928,0.02600273,23.77374,0.0313904,99.72281,0.02037332,0.5216666,202.0705,61.9664,-0.2883333,-0.09333333,0,19809.71,11.59049,101.1,11.88,24.03684,1
7/28/2016 23:10,156,0,0,0.1148057,0.1613827,23.46657,0.02692805,23.75712,0.03644269,99.72582,0.01506105,0.6533334,169.3496,55.92367,-0.405,0.06666667,0,19819.84,12.0069,101.1,11.87,24.04272,1
7/28/2016 23:15,157,0,0,0.1423591,0.1629432,23.48512,0.03500054,23.78339,0.03003852,99.71917,0.01411578,0.6616667,67.14391,92.67568,0.06166666,0.03,0,19811.57,15.60411,101.1,11.86,24.04468,1
7/28/2016 23:20,158,0,0,0.1056212,0.1675377,23.48308,0.02386215,23.76998,0.0259804,99.72585,0.01663492,0.74,173.8854,67.74922,-0.345,0.09333333,0,19812.47,10.63461,101.1,11.85,24.0716,1
7/28/2016 23:25,159,0,0,0.1469513,0.1978393,23.46286,0.02844869,23.74528,0.03188101,99.72807,0.02181699,0.525,256.874,78.2056,0.02166666,-0.1883333,0,19821.49,12.68876,101.1,11.85,24.07209,1
7/28/2016 23:30,160,0,0,0.1285824,0.1703463,23.44077,0.0310407,23.72034,0.0321519,99.72372,0.02085698,0.4683333,127.9109,66.85577,-0.125,0.2866667,0,19831.35,13.85282,101.1,11.87,24.07209,1
7/28/2016 23:35,161,0,0,0.1331746,0.1705319,23.46759,0.03640157,23.76178,0.0407869,99.72198,0.01990854,0.39,348.6429,93.39895,0.025,-0.01166666,0,19819.39,16.22961,101.2,11.87,24.06622,1
7/28/2016 23:40,162,0,0,0.1653202,0.1827684,23.49259,0.03221432,23.77623,0.03109365,99.72523,0.02201385,0.28,310.9144,67.79642,0.1216667,-0.08833333,0,19808.24,14.36151,101.2,11.87,24.07454,1
7/28/2016 23:45,163,0,0,0.1653202,0.2086308,23.50154,0.02515457,23.77502,0.03033778,99.72189,0.01729895,0.5916666,136.149,64.13079,-0.26,0.29,0,19804.25,11.21059,101.2,11.88,24.08922,1
7/28/2016 23:50,164,0,0,0.1239902,0.2099909,23.51959,0.02725635,23.80281,0.03260859,99.72201,0.02078449,0.4049999,181.341,82.16977,-0.1283333,-0.09166667,0,19796.21,12.14168,101.3,11.87,24.09558,1
7/28/2016 23:55,165,0,0,0.1285824,0.1703463,23.53102,0.02189186,23.80937,0.02526266,99.71958,0.02062438,0.495,149.7219,79.7169,-0.1083333,0.02333333,0,19791.12,9.748022,101.4,11.87,24.11272,1
7/29/2016 0:00,166,0,0,0.1377668,0.2043413,23.5437,0.02610048,23.82448,0.03345344,99.71923,0.01983584,0.6466666,156.3766,83.14429,-0.2416666,0.07666667,0,19785.48,11.62008,101.4,11.88,24.12496,1
7/29/2016 0:05,167,0,0,0.1102135,0.2086308,23.55294,0.02336416,23.83495,0.02867551,99.7226,0.01962849,0.5533333,154.3188,44.86072,-0.3766666,0.1933333,0,19781.36,10.39943,101.4,11.87,24.13083,1
7/29/2016 0:10,168,0,0,0.1653202,0.1349834,23.55509,0.02327273,23.8371,0.02341656,99.7223,0.01530585,0.6099999,124.1205,84.65656,-0.195,0.21,0,19780.4,10.35509,101.5,11.86,24.1323,1
7/29/2016 0:15,169,0,0,0.1653202,0.1606624,23.56032,0.02304279,23.84232,0.02770858,99.71969,0.01826074,0.6416667,159.2525,53.7022,-0.3866667,0.08833334,0,19778.07,10.25333,101.5,11.86,24.15776,1
7/29/2016 0:20,170,0,0,0.1561358,0.203514,23.57557,0.03452132,23.85635,0.03067223,99.71632,0.01826234,0.4833334,95.92389,87.13193,-0.06333333,0.1066667,0,19771.29,15.35957,101.5,11.86,24.14846,1
7/29/2016 0:25,171,0,0,0.1882814,0.1777969,23.60152,0.02960563,23.8884,0.02751414,99.72552,0.02277801,0.2333333,292.4421,75.39197,0.03,-0.09166667,0,19759.75,13.16361,101.5,11.88,24.17831,1
7/29/2016 0:30,172,0,0,0.1377668,0.1778563,23.63632,0.02715763,23.93702,0.01941514,99.72411,0.02012354,0.32,111.497,51.42618,-0.035,0.1833333,0,19744.28,12.07081,101.5,11.86,24.18957,1
7/29/2016 0:35,173,0,0,0.1561358,0.1971986,23.65623,0.02444713,23.93661,0.02731143,99.72937,0.0205507,0.5683333,182.4914,77.4846,-0.1883333,-0.07583333,0,19735.44,10.85576,101.4,11.85,24.19104,1
7/29/2016 0:40,174,0,0,0.1285824,0.1978393,23.65547,0.0246258,23.93912,0.02792869,99.72395,0.01861211,0.785,134.281,67.9193,-0.255,0.2866667,0,19735.77,10.93524,101.5,11.87,24.20866,1
7/29/2016 0:45,175,0,0,0.1836891,0.1480949,23.65353,0.02502326,23.94611,0.02764314,99.72267,0.02061152,0.9916667,107.6964,87.93798,-0.2666667,0.305,0,19736.63,11.11374,101.4,11.87,24.22139,1
7/29/2016 0:50,176,0,0,0.1653202,0.1606624,23.68501,0.03315248,23.98611,0.02659394,99.72764,0.02314191,0.5366666,20.96284,68.93208,0.2366667,0.09333333,0,19722.66,14.71878,101.4,11.87,24.24195,1
7/29/2016 0:55,177,0,0,0.1699124,0.1888406,23.71146,0.02797702,24.0024,0.03039205,99.72392,0.02327126,0.9633333,199.0092,94.83251,-0.155,-0.08666667,0,19710.92,12.41134,101.3,11.88,24.24831,1
7/29/2016 1:00,178,0,0,0.1239902,0.1773219,23.73155,0.0225751,24.01965,0.03596981,99.72779,0.02402866,0.8966667,161.932,91.01716,-0.3283333,-0.01333333,0,19702.01,10.01079,101.3,11.87,24.26819,1
7/29/2016 1:05,179,0,0,0.1515435,0.1544382,23.73666,0.02440182,24.03126,0.03336836,99.72701,0.02351481,0.9783333,33.44721,66.26409,0.405,0.2716666,0,19699.74,10.81972,101.3,11.87,24.28473,1
7/29/2016 1:10,180,0,0,0.160728,0.1901759,23.74842,0.02581024,24.04505,0.0257534,99.72379,0.0258201,0.8166667,109.9812,99.88675,-0.135,-0.003333336,0,19694.53,11.44155,101.3,11.85,24.30235,1
7/29/2016 1:15,181,0,0,0.1285824,0.1913367,23.75697,0.02786487,24.04059,0.03839904,99.72229,0.02202995,1.25,159.9654,86.08749,-0.3333333,0.06833334,0,19690.74,12.351,101.4,11.87,24.3048,1
7/29/2016 1:20,182,0,0,0.1469513,0.162749,23.76296,0.02765785,24.05715,0.02759875,99.72048,0.02109732,1.146667,143.8496,75.98672,-0.2766666,0.18,0,19688.09,12.25556,101.4,11.85,24.30578,1
7/29/2016 1:25,183,0,0,0.1561358,0.1971986,23.75558,0.02557115,24.04531,0.03134461,99.72651,0.02087253,1.086666,53.25618,50.83617,0.4816667,0.4616666,0,19691.35,11.33145,101.4,11.86,24.3322,1
7/29/2016 1:30,184,0,0,0.1745047,0.166591,23.78187,0.0303213,24.08052,0.03384467,99.71791,0.02107792,1.208333,168.6393,67.44362,-0.6283333,0.1016667,0,19679.71,13.43147,101.5,11.85,24.33661,1
7/29/2016 1:35,185,0,0,0.1699124,0.1516826,23.78834,0.02956486,24.08618,0.03291402,99.71999,0.01760283,0.7633334,181.875,92.9806,-0.05666667,-0.155,0,19676.84,13.09919,101.4,11.84,24.36207,1
7/29/2016 1:40,186,0,0,0.1331746,0.1777969,23.79717,0.02025765,24.1003,0.03337992,99.72623,0.02322072,0.8366667,216.7977,79.5043,-0.1116667,-0.2816667,0,19672.93,8.971338,101.5,11.86,24.36353,1
7/29/2016 1:45,187,0,0,0.1836891,0.1926548,23.80713,0.02803571,24.11515,0.02807438,99.72749,0.02100787,0.8083332,179.7959,31.30978,-0.6716667,0.1066667,0,19668.52,12.41577,101.6,11.86,24.36353,1
7/29/2016 1:50,188,0,0,0.1193979,0.1769051,23.80458,0.02950346,24.11098,0.03416417,99.72691,0.02249443,0.5816666,14.58115,61.40239,0.2933333,0.04833334,0,19669.65,13.06548,101.4,11.85,24.37675,1
7/29/2016 1:55,189,0,0,0.2158347,0.1516826,23.81764,0.03006295,24.13054,0.0313604,99.72805,0.02252569,0.8283336,42.04588,63.3568,0.2933333,0.3733333,0,19663.87,13.30937,101.4,11.86,24.3929,1
7/29/2016 2:00,190,0,0,0.202058,0.1580154,23.8311,0.03189647,24.13708,0.03186289,99.72707,0.02398918,1.363333,151.9208,30.42421,-1.01,0.635,0,19657.91,14.11924,101.6,11.85,24.39633,1
7/29/2016 2:05,191,0,0,0.1790969,0.1576814,23.84492,0.02068022,24.16837,0.02745966,99.72389,0.02104844,0.6233334,168.8152,79.90485,-0.2366667,0.05,0,19651.79,9.148019,101.4,11.85,24.42179,1
7/29/2016 2:10,192,0,0,0.1469513,0.1703463,23.85056,0.02423952,24.17685,0.02314558,99.72105,0.02306584,0.7333332,164.5147,25.60816,-0.6383333,0.1866667,0,19649.3,10.72214,101.5,11.84,24.42227,1
7/29/2016 2:15,193,0,0,0.1699124,0.1675377,23.86795,0.0294024,24.20601,0.03024357,99.72253,0.02304214,0.625,237.0395,59.66133,-0.1416667,-0.305,0,19641.61,12.99809,101.4,11.83,24.42325,1
7/29/2016 2:20,194,0,0,0.1882814,0.1281717,23.88177,0.03387317,24.19912,0.02907944,99.72172,0.02349639,0.6450001,120.7009,43.38959,-0.2883333,0.43,0,19635.5,14.97646,101.4,11.86,24.42913,1
7/29/2016 2:25,195,0,0,0.220427,0.186876,23.87617,0.03438731,24.21588,0.04726981,99.72094,0.0241345,0.3,347.9835,38.08173,0.2466667,-0.045,0,19637.97,15.20257,101.3,11.87,24.45165,1
7/29/2016 2:30,196,0,0,0.1515435,0.1700365,23.93297,0.02541452,24.27552,0.0276269,99.72546,0.02074115,0.4433333,233.8861,90.80099,-0.04166667,-0.06166666,0,19612.88,11.22576,101.4,11.84,24.45997,1
7/29/2016 2:35,197,0,0,0.1653202,0.2024751,23.92734,0.02875486,24.24145,0.03509955,99.72688,0.0240035,0.6116667,204.931,45.36513,-0.41,-0.215,0,19615.36,12.69902,101.4,11.85,24.47955,1
7/29/2016 2:40,198,0,0,0.1836891,0.1859711,23.92254,0.02456674,24.25656,0.02819007,99.72694,0.02207633,0.4466668,175.1365,68.30882,-0.1966667,-0.045,0,19617.48,10.85358,101.4,11.83,24.48101,1
7/29/2016 2:45,199,0,0,0.1331746,0.2103922,23.91268,0.0262014,24.23735,0.03019955,99.73033,0.01949227,0.4900001,140.5036,61.08979,-0.2916667,0.1383333,0,19621.84,11.57354,101.4,11.85,24.49815,1
7/29/2016 2:50,200,0,0,0.1239902,0.1975726,23.8886,0.01986813,24.22953,0.03054407,99.73414,0.02113639,0.8233332,196.3079,64.50577,-0.4933333,-0.1033333,0,19632.48,8.783532,101.5,11.84,24.51039,1
7/29/2016 2:55,201,0,0,0.1790969,0.2063439,23.88705,0.0221999,24.23123,0.02433684,99.73014,0.01803671,0.4833333,128.2063,36.02635,-0.285,0.2791667,0,19633.16,9.814014,101.4,11.84,24.51039,1
7/29/2016 3:00,202,0,0,0.1745047,0.2010117,23.84929,0.03292373,24.17883,0.03102046,99.71992,0.01822822,0.3033334,71.47057,30.49002,0.11,0.2316667,0,19649.87,14.56381,101.4,11.83,24.51039,1
7/29/2016 3:05,203,0,0,0.1745047,0.1588141,23.84914,0.01974387,24.20632,0.03082698,99.72365,0.02246679,0.2983333,47.87538,47.31912,0.1716667,0.09833334,0,19649.93,8.73327,101.4,11.83,24.51039,1
7/29/2016 3:10,204,0,0,0.1699124,0.1888406,23.86825,0.02808332,24.21324,0.03303012,99.72561,0.02668519,0.5083333,171.1723,38.33583,-0.4383333,0.025,0,19641.47,12.41875,101.6,11.85,24.51039,1
7/29/2016 3:15,205,0,0,0.1928736,0.1691038,23.83023,0.02932933,24.17318,0.03156908,99.72668,0.02420865,0.5883333,92.20318,64.01012,0.006666666,0.2633333,0,19658.29,12.97961,101.5,11.86,24.50207,1
7/29/2016 3:20,206,0,0,0.1515435,0.191061,23.84554,0.02137304,24.22181,0.03083123,99.72329,0.02152256,0.5633334,68.83846,80.86128,0.06833334,0.1016667,0,19651.52,9.454328,101.5,11.84,24.48346,1
7/29/2016 3:25,207,0,0,0.1928736,0.1449283,23.84782,0.02274053,24.2115,0.02912313,99.72951,0.02314173,0.5099999,323.2855,97.34142,-0.01333333,-0.02,0,19650.51,10.05986,101.5,11.85,24.48199,1
7/29/2016 3:30,208,0,0,0.2433881,0.1241601,23.83594,0.02970243,24.19922,0.03689631,99.7297,0.02196876,0.8733333,80.15505,59.31461,-0.01166666,0.5416666,0,19655.77,13.14595,101.6,11.84,24.48101,1
7/29/2016 3:35,209,0,0,0.1653202,0.2086308,23.84788,0.02773568,24.22498,0.03145084,99.72834,0.02347497,0.6433333,211.7515,67.70016,-0.3033333,-0.155,0,19650.49,12.26887,101.7,11.88,24.48101,1
7/29/2016 3:40,210,0,0,0.1239902,0.2038763,23.84749,0.02547945,24.22784,0.0283162,99.72634,0.02283212,0.6000002,97.01814,64.92069,-0.006666668,0.2616667,0,19650.66,11.27114,101.6,11.86,24.48101,1
7/29/2016 3:45,211,0,0,0.1928736,0.1691038,23.83957,0.02520657,24.21504,0.02383167,99.72701,0.02241945,0.865,326.1171,92.57044,0.225,-0.1483333,0,19654.16,11.15299,101.6,11.82,24.48101,1
7/29/2016 3:50,212,0,0,0.1882814,0.1629432,23.8524,0.02665275,24.24372,0.03014443,99.73093,0.02381604,0.7049999,32.88537,73.93462,0.215,0.06333333,0,19648.49,11.78719,101.6,11.83,24.48395,1
7/29/2016 3:55,213,0,0,0.1699124,0.1675377,23.85369,0.02509791,24.23688,0.02340289,99.72942,0.02097483,0.4716667,145.9437,71.31816,-0.17,0.05833334,0,19647.91,11.10036,101.6,11.82,24.50598,1
7/29/2016 4:00,214,0,0,0.1699124,0.1516826,23.89503,0.02629483,24.29203,0.02970368,99.72899,0.02263066,0.52,87.99564,70.82986,0.03166667,0.2333333,0,19629.63,11.62084,101.6,11.86,24.51039,1
7/29/2016 4:05,215,0,0,0.202058,0.173292,23.93777,0.02893643,24.3181,0.02464171,99.72509,0.02236727,0.9033331,153.4358,68.78931,-0.4766666,0.085,0,19610.76,12.777,101.6,11.83,24.51039,1
7/29/2016 4:10,216,0,0,0.2112425,0.2155903,23.94628,0.02648743,24.33435,0.03124239,99.72652,0.02127797,0.4466668,89.71031,27.89477,-0.04166667,0.4016666,0,19607,11.692,101.6,11.84,24.52311,1
7/29/2016 4:15,217,0,0,0.1745047,0.166591,23.94522,0.02230969,24.34221,0.02693815,99.72562,0.0248571,0.3983334,140.137,47.90807,-0.2383333,0.125,0,19607.47,9.849606,101.6,11.83,24.53975,1
7/29/2016 4:20,218,0,0,0.2112425,0.1365368,23.94352,0.0247693,24.33117,0.03134503,99.72288,0.02162125,0.3050002,106.9663,46.12334,-0.085,0.1783333,0,19608.22,10.9336,101.6,11.83,24.53975,1
7/29/2016 4:25,219,0,0,0.2158347,0.1430978,23.93478,0.02929161,24.31145,0.02551651,99.72527,0.02209995,0.2599999,205.2875,52.02348,-0.155,-0.075,0,19612.08,12.93574,101.7,11.84,24.53975,1
7/29/2016 4:30,220,0,0,0.1745047,0.1880011,23.93493,0.02935573,24.33519,0.02670394,99.72562,0.02110296,0.4566667,6.298487,61.22681,0.255,0.08833333,0,19612.01,12.96459,101.9,11.86,24.54269,1
7/29/2016 4:35,221,0,0,0.2525726,0.1042142,23.94144,0.02289635,24.35429,0.0300007,99.72704,0.02402702,0.32,91.97733,46.78984,0.01666667,0.2183333,0,19609.13,10.10963,101.9,11.84,24.54171,1
7/29/2016 4:40,222,0,0,0.1882814,0.1777969,23.944,0.02964979,24.33897,0.0381185,99.72859,0.02619259,0.3416666,138.1229,77.81399,-0.07166667,0.07666667,0,19608.01,13.091,101.8,11.87,24.54367,1
7/29/2016 4:45,223,0,0,0.1882814,0.1705319,23.90467,0.03232711,24.29152,0.02638038,99.7267,0.024368,0.3450001,177.0657,60.18149,-0.195,-0.05333333,0,19625.38,14.28483,101.7,11.85,24.53975,1
7/29/2016 4:50,224,0,0,0.1699124,0.1888406,23.84695,0.02223103,24.22935,0.02247567,99.72733,0.01920458,0.2533333,166.9883,58.55377,-0.1483333,0.001666667,0,19650.89,9.832589,101.7,11.86,24.53975,1
7/29/2016 4:55,225,0,0,0.202058,0.1658297,23.84505,0.02911956,24.26888,0.03332207,99.72392,0.02198516,0.32,85.04665,31.76712,0.001666667,0.28,0,19651.74,12.88113,101.7,11.85,24.53975,1
7/29/2016 5:00,226,0,0,0.2158347,0.1430978,23.85283,0.02514041,24.26934,0.02514405,99.72344,0.02165118,0.2416667,156.9534,79.4894,-0.045,0.08166667,0,19648.3,11.12112,101.8,11.83,24.53975,1
7/29/2016 5:05,227,0,0,0.1882814,0.1629432,23.85302,0.028472,24.28007,0.03189943,99.72241,0.02245023,0.2466666,149.7088,84.04185,-0.075,0.01833333,0,19648.21,12.59492,101.7,11.86,24.53975,1
7/29/2016 5:10,228,0,0,0.1974658,0.1516826,23.85016,0.02274969,24.26625,0.03273504,99.72971,0.02016316,0.9066667,359.4604,42.84373,0.7516667,-0.125,0,19649.47,10.06355,101.8,11.84,24.53975,1
7/29/2016 5:15,229,0,0,0.1882814,0.1777969,23.87194,0.03497042,24.29901,0.05255323,99.72663,0.02175752,0.7866668,216.3017,78.89357,-0.2166667,-0.2,0,19639.85,15.46232,101.8,11.86,24.53926,1
7/29/2016 5:20,230,0,0,0.1928736,0.1834594,23.92301,0.02720562,24.34154,0.03647187,99.72694,0.02124553,0.5183333,167.4093,27.49694,-0.4616666,0.09666666,0,19617.28,12.01525,101.8,11.85,24.53926,1
7/29/2016 5:25,231,0,0,0.1928736,0.161448,23.9326,0.02573756,24.33974,0.02277365,99.7246,0.02432725,0.6049999,98.29581,38.82567,-0.07666667,0.5533333,0,19613.04,11.37236,101.9,11.85,24.53975,1
7/29/2016 5:30,232,0,0,0.2342036,0.1314212,23.93091,0.02003827,24.34619,0.03200789,99.7246,0.01895976,0.525,167.8738,26.14101,-0.4283333,0.16,0,19613.78,8.849679,101.9,11.83,24.53975,1
7/29/2016 5:35,233,0,0,0.2066503,0.1477385,23.91463,0.02681348,24.32828,0.03142928,99.72407,0.02338542,0.535,137.0712,35.5663,-0.3083333,0.3216667,0,19620.98,11.84296,101.9,11.84,24.53975,1
7/29/2016 5:40,234,0,0,0.1836891,0.179038,23.9085,0.0286594,24.31931,0.04040418,99.72779,0.02255525,0.4766667,19.72631,90.18825,0.09666666,0.04333333,0,19623.69,12.66312,101.9,11.86,24.53975,1
7/29/2016 5:45,235,0,0,0.1928736,0.1449283,23.85009,0.02779347,24.26985,0.03407144,99.7324,0.02543272,0.25,186.6625,47.68059,-0.1816667,-0.03666667,0,19649.51,12.29259,101.9,11.85,24.53975,1
7/29/2016 5:50,236,0,0,0.2112425,0.1696019,23.83235,0.02880101,24.24642,0.03394926,99.72272,0.02099733,0.305,286.6702,62.70139,0.06333333,-0.2,0,19657.36,12.74835,101.9,11.84,24.53926,1
7/29/2016 5:55,237,0,0,0.1699124,0.1820168,23.85491,0.0281133,24.29011,0.02843163,99.72368,0.02092133,0.55,103.7447,29.55808,-0.12,0.4666667,0,19647.38,12.4331,101.9,11.86,24.51773,1
7/29/2016 6:00,238,0,0,0.2525726,0.1358399,23.85078,0.0200183,24.28923,0.02471288,99.72702,0.02195035,0.7349999,358.8118,82.11832,0.09166667,0.205,0,19649.2,8.855119,102,11.85,24.51039,1
7/29/2016 6:05,239,0,0,0.220427,0.1799779,23.90669,0.04373363,24.33824,0.03974266,99.72039,0.0231512,0.8016664,114.0051,26.67607,-0.265,0.7,0,19624.49,19.32514,102.1,11.85,24.51039,1
7/29/2016 6:10,240,0,0,0.2479803,0.1395917,23.94413,0.02597985,24.37283,0.02696461,99.7256,0.02150943,0.8000002,85.04104,18.49919,0.055,0.7683333,0,19607.95,11.46991,102.2,11.85,24.51039,1
7/29/2016 6:15,241,0,0,0.2709414,0.09400058,23.95492,0.02683657,24.40352,0.02929728,99.72654,0.02195437,0.555,154.3617,43.17383,-0.3083333,0.2833333,0,19603.19,11.8464,102.2,11.83,24.51039,1
7/29/2016 6:20,242,0,0,0.5786208,0.2550238,23.91328,0.04723383,24.31515,0.05431576,99.72472,0.02128791,0.57,176.0043,20.07066,-0.5233333,0.05833333,0,19621.58,20.86607,102.2,11.83,24.51039,1
7/29/2016 6:25,243,0.6093356,1.450509,1.258271,0.4396085,23.82778,0.03071926,24.25239,0.03042775,99.7219,0.02298885,0.6433334,116.2198,27.08733,-0.21,0.5466667,0,19659.38,13.59503,102.2,11.85,24.51039,1
7/29/2016 6:30,244,4.062237,0,3.223744,0.7974626,23.83797,0.02399999,24.30809,0.03791074,99.71761,0.02135959,0.4966668,123.6087,39.3757,-0.1983333,0.37,0,19654.87,10.62002,102.2,11.83,24.50549,1
7/29/2016 6:35,245,4.062237,0,4.344248,0.2726098,23.82359,0.0285528,24.25552,0.03904554,99.71679,0.02197351,0.4766668,150.1496,27.26102,-0.41,0.1683333,0,19661.24,12.63877,102.2,11.85,24.48493,1
7/29/2016 6:40,246,5.348612,1.889656,5.180033,0.4080628,23.79973,0.0245658,24.25483,0.03048596,99.72422,0.01941277,0.4066667,162.466,39.7002,-0.345,0.02666667,0,19671.8,10.87735,102.2,11.83,24.48101,1
7/29/2016 6:45,247,8.869218,1.571841,6.599032,0.7992457,23.77396,0.03356069,24.22014,0.03489779,99.72568,0.02299263,0.85,235.364,89.09213,-0.07666666,-0.1266667,0,19683.21,14.86793,102.2,11.84,24.48101,1
7/29/2016 6:50,248,12.66064,1.30407,10.24526,1.310347,23.79603,0.03258789,24.2678,0.03526103,99.72738,0.02255141,0.66,147.9888,48.03052,-0.4,0.2833333,0,19673.44,14.43647,102.2,11.85,24.48101,1
7/29/2016 6:55,249,18.41547,2.0266,14.10273,0.9131379,23.83277,0.02722869,24.28543,0.03302277,99.71952,0.0213383,0.9450001,245.4489,96.86752,-0.01666667,0.01,0,19657.17,12.05274,102.3,11.87,24.48101,1
7/29/2016 7:00,250,21.93608,1.990082,17.87754,1.605908,23.83852,0.02708237,24.30868,0.03237356,99.72127,0.02507715,0.7016668,177.1073,55.90454,-0.4583333,-0.02833333,0,19654.63,11.98479,102.3,11.86,24.48248,1
7/29/2016 7:05,251,28.90959,1.830513,24.1689,1.481312,23.85696,0.02952118,24.33808,0.03679789,99.72001,0.0264953,0.595,112.8206,63.10558,-0.2283333,0.265,0,19646.47,13.05844,102.3,11.89,24.50794,1
7/29/2016 7:10,252,32.43019,0.5200439,26.08386,0.2498448,23.91913,0.02636291,24.40064,0.03291153,99.72672,0.02636948,0.4683334,118.73,59.35934,-0.085,0.3616666,0,19618.99,11.64607,102.3,11.84,24.51969,1
7/29/2016 7:15,253,32.4979,0,26.38694,0.4537724,23.95296,0.03657433,24.43773,0.0355953,99.72814,0.02236125,0.6449999,173.1032,83.67472,-0.2016667,-0.06833334,0,19604.05,16.14053,102.4,11.84,24.53975,1
7/29/2016 7:20,254,34.73212,2.020937,28.63254,1.278876,24.04086,0.03374263,24.55529,0.03770515,99.72288,0.0261558,0.5116666,179.2162,68.86823,-0.27,0.07166667,0,19565.29,14.86708,102.4,11.88,24.5608,1
7/29/2016 7:25,255,41.02859,1.919739,34.16158,1.0981,24.09128,0.02621778,24.57726,0.03221698,99.73377,0.0250802,0.7349998,85.86269,78.57092,0.09,0.2916667,0,19543.08,11.53788,102.4,11.86,24.59801,1
7/29/2016 7:30,256,44.68461,0,36.79753,0.4099961,24.13897,0.0499505,24.66235,0.07215673,99.73153,0.02528977,0.7216668,168.2009,58.76818,-0.4033333,0.07166667,0,19522.11,21.96326,102.4,11.87,24.63619,1
7/29/2016 7:35,257,46.64802,2.029992,39.236,1.286676,24.18863,0.02316161,24.6791,0.02414974,99.7295,0.02455044,0.4749999,42.5182,51.02685,0.2766666,0.1733333,0,19500.27,10.17442,102.5,11.86,24.66752,1
7/29/2016 7:40,258,49.15307,1.218671,44.20479,1.629587,24.1983,0.024603,24.69933,0.04850785,99.73386,0.02710809,0.7333332,200.8842,84.99883,-0.1633333,-0.02666667,0,19496.03,10.80104,102.5,11.87,24.7072,1
7/29/2016 7:45,259,57.27754,2.938695,51.38244,2.046193,24.28146,0.03255046,24.80766,0.02944476,99.7322,0.02410966,0.72,97.64787,74.00158,-0.135,0.2866667,0,19459.54,14.27111,102.5,11.89,24.76124,1
7/29/2016 7:50,260,60.93356,0,54.6016,0.4029664,24.32265,0.02935318,24.81431,0.0372618,99.72243,0.02265888,0.8583333,126.522,26.1581,-0.4633333,0.6133333,0,19441.48,12.85939,102.6,11.87,24.79852,1
7/29/2016 7:55,261,58.2254,3.531006,52.70959,2.172644,24.30982,0.03163732,24.81206,0.03609912,99.72762,0.02459604,0.6683335,75.61554,32.75583,0.08333334,0.5733333,0,19447.1,13.86488,102.6,11.87,24.85236,1
