TOA5,CR1000,CR1000,23009,CR1000.Std.16,CPU:CRC_met_logger_final 091203_khaochong.CR1,47511,Metdata_5min,,,,,,,,,,,,,,,,
TIMESTAMP,RECORD,RadTot_KZ_Avg,RadTot_KZ_Std,RadTot_Li_Avg,RadTot_Li_Std,T_Air1_Avg,T_Air1_Std,T_Air2_Avg,T_Air2_Std,RH_Avg,RH_Std,WS_WVc(1),WS_WVc(2),WS_WVc(3),u_Avg,v_Avg,Prec_Tot,Resis1_Avg,Resis1_Std,Asp_Fan_Avg,BattV_Avg,Tbox_Avg,Batstat_Avg
TS,RN,W/m2,W/m2,W/m2,W/m2,C,C,C,C,%,%,m/s,m/s,m/s,m/s,m/s,mm,Ohm,Ohm,,V,C,
,,Avg,Std,Avg,Std,Avg,Std,Avg,Std,Avg,Std,WVc,WVc,WVc,Avg,Avg,Tot,Avg,Std,Avg,Avg,Avg,Avg
1/1/2016 0:00,46730,0,0,0.1010108,0.181113,25.62741,0.008706667,25.18698,0.01004223,84.3437,0.01223388,NAN,267,0.03956468,-0.2,-3.5,0,18877.49,3.713682,0,10,24.86508,0
1/1/2016 0:05,46731,0,0,0.07346232,0.1872931,25.63269,0.006078519,25.19429,0.00673662,84.33518,0.01457862,NAN,267,0.03956468,-0.2,-3.5,0,18875.24,2.591877,0,10,24.86508,0
1/1/2016 0:10,46732,0,0,0.1101954,0.1827385,25.6725,0.01282069,25.22394,0.01117394,84.29314,0.02870813,NAN,267,0.03956468,-0.2,-3.5,0,18858.26,5.466193,0,10,24.86704,0
1/1/2016 0:15,46733,0,0,0.09183071,0.1926258,25.70013,0.0184418,25.26376,0.01827742,84.23409,0.02906507,NAN,267,0.03956468,-0.2,-3.5,0,18846.49,7.853464,0,10,24.88124,0
1/1/2016 0:20,46734,0,0,0.1010133,0.1811175,25.73995,0.0175019,25.29789,0.01232305,84.15287,0.04506486,NAN,267,0.03956468,-0.2,-3.5,0,18829.54,7.446963,0,10,24.89446,0
1/1/2016 0:25,46735,0,0,0.1469274,0.1627226,25.77732,0,25.33121,0.01117394,83.97453,0.03752001,NAN,267,0.03956468,-0.2,-3.5,0,18813.64,0,0,9.99,24.89446,0
1/1/2016 0:30,46736,0,0,0.1377456,0.177829,25.80536,0.01655054,25.37468,0.01807418,83.92568,0.02044601,NAN,267,0.03956468,-0.2,-3.5,0,18801.72,7.03276,0,9.99,24.90327,0
1/1/2016 0:35,46737,0,0,0.06428178,0.1695771,25.83706,0.012921,25.40069,0.01212971,83.78086,0.03487699,NAN,267,0.03956468,-0.2,-3.5,0,18788.26,5.487271,0,9.99,24.92383,0
1/1/2016 0:40,46738,0,0,0.08723823,0.2103577,25.86671,0.01148732,25.41166,0,83.59172,0.05529694,NAN,267,0.03956468,-0.2,-3.5,0,18775.67,4.877011,0,9.99,24.93509,0
1/1/2016 0:45,46739,0,0,0.04591439,0.1754382,25.87484,0,25.42547,0.01207913,83.39976,0.05458217,NAN,267,0.03956468,-0.2,-3.5,0,18772.22,0,0,9.99,24.94977,0
1/1/2016 0:50,46740,0,0,0.1239703,0.1623988,25.88215,0.01117394,25.43604,0,83.24243,0.0582415,NAN,267,0.03956468,-0.2,-3.5,0,18769.12,4.740997,0,9.99,24.96152,0
1/1/2016 0:55,46741,0,0,0.06887317,0.1923524,25.90938,0.01202125,25.47179,0.01369004,83.04081,0.05060887,NAN,267,0.03956468,-0.2,-3.5,0,18757.56,5.096648,0,9.99,24.98626,0
1/1/2016 1:00,46742,0,0,0.1056063,0.1749023,25.94229,0.0195845,25.49373,0.01175029,82.87553,0.04150174,NAN,267,0.03956468,-0.2,-3.5,0,18743.61,8.300893,0,9.99,25.0142,0
1/1/2016 1:05,46743,0,0,0.09183132,0.1790124,25.97235,0,25.52745,0.01055508,82.5836,0.115778,NAN,267,0.03956468,-0.2,-3.5,0,18730.87,0,0,9.99,25.04112,0
1/1/2016 1:10,46744,0,0,0.06428042,0.1906428,26.00486,0.01584253,25.56321,0.02138821,82.27805,0.05883422,NAN,267,0.03956468,-0.2,-3.5,0,18717.11,6.705997,0,9.99,25.07833,0
1/1/2016 1:15,46745,0,0,0.1423346,0.1549568,26.02842,0.01428446,25.58637,0.009087211,81.981,0.09595597,NAN,267,0.03956468,-0.2,-3.5,0,18707.14,6.041429,0,9.99,25.11798,0
1/1/2016 1:20,46746,0,0,0.06428006,0.1971647,26.06946,0.003121559,25.61359,0.01098764,81.63683,0.1086511,NAN,267,0.03956468,-0.2,-3.5,0,18689.78,1.319947,0,9.99,25.13695,0
1/1/2016 1:25,46747,0,0,0.04591448,0.1958779,26.08978,0.01861227,25.6331,0.006735038,81.29264,0.06828808,NAN,267,0.03956468,-0.2,-3.5,0,18681.2,7.863986,0,9.99,25.17212,0
1/1/2016 1:30,46748,0,0,0.1056048,0.2017656,26.11822,0.003121554,25.6725,0.01282069,81.06035,0.05427168,NAN,267,0.03956468,-0.2,-3.5,0,18669.18,1.318446,0,9.99,25.20247,0
1/1/2016 1:35,46749,0,0,0.0688731,0.1856589,26.14625,0.02062225,25.68063,0.004375611,80.93029,0.03969355,NAN,267,0.03956468,-0.2,-3.5,0,18657.35,8.705224,0,9.99,25.23037,0
1/1/2016 1:40,46750,-0.06770094,0.5200207,0.08723695,0.1777659,26.16697,0.003121315,25.70257,0.006080417,80.81272,0.04238986,NAN,267,0.03956468,-0.2,-3.5,0,18648.6,1.317446,0,9.99,25.2289,0
1/1/2016 1:45,46751,0,0,0.1147843,0.1763348,26.16697,0.003121315,25.68794,0.01149092,80.70254,0.03412911,NAN,267,0.03956468,-0.2,-3.5,0,18648.6,1.317446,0,9.99,25.20296,0
1/1/2016 1:50,46752,0,0,0.06427906,0.1906378,26.12756,0.014739,25.66113,0.02056866,80.61564,0.02962018,NAN,267,0.03956468,-0.2,-3.5,0,18665.24,6.222068,0,9.98,25.17506,0
1/1/2016 1:55,46753,0,0,0.07805368,0.1888063,26.0914,0.01994807,25.61766,0.01292174,80.59406,0.006116269,NAN,267,0.03956468,-0.2,-3.5,0,18680.51,8.428205,0,9.98,25.14328,0
1/1/2016 2:00,46754,0,0,0.08723786,0.1549581,26.05768,0.01862074,25.5823,0.004450932,80.59292,0,NAN,267,0.03956468,-0.2,-3.5,0,18694.76,7.87481,0,9.98,25.13021,0
1/1/2016 2:05,46755,0,0,0.08264705,0.1763998,26.02111,0,25.55142,0.01933346,80.5418,0.03910267,NAN,267,0.03956468,-0.2,-3.5,0,18710.23,0,0,9.98,25.10917,0
1/1/2016 2:10,46756,0,0,0.08723786,0.1777674,26.00079,0.01105441,25.52745,0.01055508,80.43616,0.03303879,NAN,267,0.03956468,-0.2,-3.5,0,18718.83,4.679047,0,9.98,25.09007,0
1/1/2016 2:15,46757,0,0,0.08264478,0.1763951,25.97317,0.004375604,25.4986,0.01208292,80.33677,0.05111262,NAN,267,0.03956468,-0.2,-3.5,0,18730.53,1.852551,0,9.98,25.07294,0
1/1/2016 2:20,46758,0,0,0.09182654,0.1990752,25.96301,0.0148209,25.48357,0.005310945,80.20444,0.05359126,NAN,267,0.03956468,-0.2,-3.5,0,18734.83,6.281033,0,9.98,25.07196,0
1/1/2016 2:25,46759,0,0,0.009182766,0.1506104,25.9236,0,25.4466,0.01362333,80.03235,0.05439205,NAN,267,0.03956468,-0.2,-3.5,0,18751.53,0,0,9.98,25.04504,0
1/1/2016 2:30,46760,0,0,0.02754902,0.1720443,25.8919,0.01623536,25.4336,0.007312775,79.83527,0.0584852,NAN,267,0.03956468,-0.2,-3.5,0,18764.98,6.886727,0,9.98,25.04357,0
1/1/2016 2:35,46761,0,0,0.04132391,0.1870167,25.87484,0,25.40069,0.01292047,79.47916,0.1777813,NAN,267,0.03956468,-0.2,-3.5,0,18772.22,0,0,9.98,25.03965,0
1/1/2016 2:40,46762,0,0,0.01377462,0.1700106,25.86468,0.01201373,25.38728,0,79.18779,0.06201766,NAN,267,0.03956468,-0.2,-3.5,0,18776.53,5.1005,0,9.98,25.01812,0
1/1/2016 2:45,46763,0,0,0.01836623,0.1732659,25.85006,0.003121559,25.38728,0,79.08273,0.0386004,NAN,267,0.03956468,-0.2,-3.5,0,18782.74,1.325698,0,9.98,25.03769,0
1/1/2016 2:50,46764,0,0,-0.01377456,0.1544144,25.84193,0.01163021,25.38728,0,78.89359,0.1278803,NAN,267,0.03956468,-0.2,-3.5,0,18786.19,4.939244,0,9.98,25.04357,0
1/1/2016 2:55,46765,0,0,8.94E-08,0.1232023,25.8334,0.01117394,25.38728,0,78.69424,0.05739122,NAN,267,0.03956468,-0.2,-3.5,0,18789.81,4.745472,0,9.97,25.04357,0
1/1/2016 3:00,46766,0,0,0.02754815,0.1395649,25.82608,0,25.36696,0.01998607,78.41026,0.0952603,NAN,267,0.03956468,-0.2,-3.5,0,18792.92,0,0,9.97,25.04357,0
1/1/2016 3:05,46767,0,0,0.009182713,0.0866284,25.80252,0.01833447,25.33812,0.003121559,78.06097,0.1756776,NAN,267,0.03956468,-0.2,-3.5,0,18802.93,7.791283,0,9.97,25.04161,0
1/1/2016 3:10,46768,0,0,-0.02754834,0.09674679,25.77732,0,25.30967,0.0157312,77.51574,0.1985388,NAN,267,0.03956468,-0.2,-3.5,0,18813.64,0,0,9.97,25.04357,0
1/1/2016 3:15,46769,0,0,0.03673118,0.1062986,25.77732,0,25.3052,0.01174662,77.38511,0.08631542,NAN,267,0.03956468,-0.2,-3.5,0,18813.64,0,0,9.97,25.04357,0
1/1/2016 3:20,46770,0,0,-0.009182623,0.1001722,25.77732,0,25.31455,0.007026284,77.4987,0.05522949,NAN,267,0.03956468,-0.2,-3.5,0,18813.64,0,0,9.97,25.05874,0
1/1/2016 3:25,46771,0,0,-0.00459134,0.06142811,25.77732,0,25.30845,0.01207977,77.2823,0.0334027,NAN,267,0.03956468,-0.2,-3.5,0,18813.64,0,0,9.97,25.07196,0
1/1/2016 3:30,46772,0,0,-0.01377433,0.07832434,25.77732,0,25.29952,0.01194171,77.15849,0.1106123,NAN,267,0.03956468,-0.2,-3.5,0,18813.64,0,0,9.97,25.07294,0
1/1/2016 3:35,46773,0,0,0.009182815,0.04945097,25.77732,0,25.29058,0.004375611,76.91711,0.1103305,NAN,267,0.03956468,-0.2,-3.5,0,18813.64,0,0,9.97,25.07294,0
1/1/2016 3:40,46774,0,0,-0.004591325,0.061428,25.7757,0.006079946,25.28976,0,76.55476,0.1975798,NAN,267,0.03956468,-0.2,-3.5,0,18814.33,2.586518,0,9.97,25.07294,0
1/1/2016 3:45,46775,0,0,-2.04E-08,0.0711291,25.77164,0.01030905,25.29342,0.008703942,76.1072,0.09597588,NAN,267,0.03956468,-0.2,-3.5,0,18816.06,4.385653,0,9.97,25.0842,0
1/1/2016 3:50,46776,0,0,-0.004591509,0.0614299,25.77732,0,25.33162,0.01098764,76.20092,0.03889973,NAN,267,0.03956468,-0.2,-3.5,0,18813.64,0,0,9.97,25.10378,0
1/1/2016 3:55,46777,0,0,0,0.0711318,25.79154,0.01281542,25.34259,0.01011388,76.00043,0.1263413,NAN,267,0.03956468,-0.2,-3.5,0,18807.59,5.447993,0,9.97,25.12874,0
1/1/2016 4:00,46778,0,0,0.004591384,0.07939398,25.81836,0.01134264,25.38199,0.01098663,75.83516,0.08161806,NAN,267,0.03956468,-0.2,-3.5,0,18796.2,4.818026,0,9.97,25.13168,0
1/1/2016 4:05,46779,0,0,8.44E-09,0.08711449,25.82608,0,25.38728,0,75.56197,0.1223894,NAN,267,0.03956468,-0.2,-3.5,0,18792.92,0,0,9.97,25.13168,0
1/1/2016 4:10,46780,0,0,0.004591468,0.07939239,25.84599,0.01634789,25.39622,0.01174937,75.38534,0.05616516,NAN,267,0.03956468,-0.2,-3.5,0,18784.46,6.941931,0,9.97,25.14117,0
1/1/2016 4:15,46781,0,0,0.009182961,0.07053586,25.87484,0,25.43197,0.009084368,75.324,0.02251299,NAN,267,0.03956468,-0.2,-3.5,0,18772.22,0,0,9.97,25.16331,0
1/1/2016 4:20,46782,0,0,-8.05E-08,0.08711682,25.87687,0.006739256,25.43685,0.00437698,75.21551,0.04688932,NAN,267,0.03956468,-0.2,-3.5,0,18771.36,2.859401,0,9.96,25.16625,0
1/1/2016 4:25,46783,0,0,0.01377409,0.06003988,25.91101,0.012185,25.47463,0.01201373,75.30298,0.06476831,NAN,267,0.03956468,-0.2,-3.5,0,18756.88,5.166072,0,9.96,25.18142,0
1/1/2016 4:30,46784,0,0,-0.009182736,0.07053383,25.9236,0,25.48479,0,75.2956,0.03375036,NAN,267,0.03956468,-0.2,-3.5,0,18751.53,0,0,9.96,25.19268,0
1/1/2016 4:35,46785,0,0,-0.004591344,0.03526678,25.95529,0.01796692,25.49901,0.01356945,75.30923,0.01577182,NAN,267,0.03956468,-0.2,-3.5,0,18738.1,7.614702,0,9.96,25.19268,0
1/1/2016 4:40,46786,0,0,-0.004590994,0.07938974,25.97195,0.003120339,25.52258,0.01212686,75.30923,0.009689498,NAN,267,0.03956468,-0.2,-3.5,0,18731.04,1.322197,0,9.96,25.19806,0
1/1/2016 4:45,46787,0,0,5.96E-09,0.05029354,25.97235,0,25.53354,0,75.30753,0.01726596,NAN,267,0.03956468,-0.2,-3.5,0,18730.87,0,0,9.96,25.22205,0
1/1/2016 4:50,46788,0,0,-0.004591207,0.03526573,25.98535,0.01294995,25.56443,0.0188131,75.32172,0.01813184,NAN,267,0.03956468,-0.2,-3.5,0,18725.37,5.482624,0,9.96,25.23037,0
1/1/2016 4:55,46789,0,0,-0.004591286,0.03526634,26.0207,0.003121554,25.5823,0,75.45292,0.04704008,NAN,267,0.03956468,-0.2,-3.5,0,18710.4,1.321195,0,9.96,25.25093,0
1/1/2016 5:00,46790,0,0,-1.19E-08,0.07112855,26.0398,0.0219717,25.61116,0.01297277,75.54209,0.04223857,NAN,267,0.03956468,-0.2,-3.5,0,18702.33,9.292212,0,9.96,25.25142,0
1/1/2016 5:05,46791,0,0,-0.004591184,0.07939291,26.06987,0,25.63026,0.004376977,75.57957,0.03469119,NAN,267,0.03956468,-0.2,-3.5,0,18689.61,0,0,9.96,25.25485,0
1/1/2016 5:10,46792,0,0,-0.009182962,0.04945176,26.07637,0.01077606,25.65666,0.02059653,75.62217,0.03200694,NAN,267,0.03956468,-0.2,-3.5,0,18686.87,4.554313,0,9.96,25.27932,0
1/1/2016 5:15,46793,0,0,-0.00918288,0.07053504,26.11659,0.006739252,25.67981,0,75.80051,0.03933338,NAN,267,0.03956468,-0.2,-3.5,0,18669.87,2.846445,0,9.95,25.30557,0
1/1/2016 5:20,46794,0,0,0.009182437,0.100168,26.13691,0.02069786,25.70501,0.01778596,75.83231,0.02268896,NAN,267,0.03956468,-0.2,-3.5,0,18661.29,8.737267,0,9.95,25.31242,0
1/1/2016 5:25,46795,0,0,-1.34E-08,0.07112586,26.16697,0.003121315,25.72817,0.003121559,75.88627,0.0207209,NAN,267,0.03956468,-0.2,-3.5,0,18648.6,1.317446,0,9.95,25.31242,0
1/1/2016 5:30,46796,0,0,-0.009182367,0.07053136,26.16738,0,25.72857,0,75.96522,0.06489589,NAN,267,0.03956468,-0.2,-3.5,0,18648.43,0,0,9.95,25.31242,0
1/1/2016 5:35,46797,0,0,-0.009182451,0.07053295,26.16819,0.004375611,25.73589,0.01357164,76.0737,0.04359166,NAN,267,0.03956468,-0.2,-3.5,0,18648.09,1.84519,0,9.95,25.33347,0
1/1/2016 5:40,46798,0,0,-0.01377428,0.07832422,26.19501,0.01216084,25.77692,0.003120339,76.16286,0.0431064,NAN,267,0.03956468,-0.2,-3.5,0,18636.78,5.127533,0,9.95,25.34179,0
1/1/2016 5:45,46799,0,0,0.01377423,0.07832372,26.21613,0,25.77854,0.005312608,76.22421,0.02044601,NAN,267,0.03956468,-0.2,-3.5,0,18627.88,0,0,9.95,25.35207,0
1/1/2016 5:50,46800,0,0,-0.00459139,0.07939286,26.2267,0.01565379,25.80292,0.009363634,76.25488,0.01561415,NAN,267,0.03956468,-0.2,-3.5,0,18623.42,6.594424,0,9.95,25.37116,0
1/1/2016 5:55,46801,0,0,0.004591363,0.1065938,26.26123,0.008703942,25.82324,0.007827671,76.24294,0.02395412,NAN,267,0.03956468,-0.2,-3.5,0,18608.88,3.665561,0,9.95,25.37116,0
1/1/2016 6:00,46802,0,0,-2.48E-08,0.05029588,26.26489,0,25.82608,0,76.29634,0.0287089,NAN,267,0.03956468,-0.2,-3.5,0,18607.34,0,0,9.95,25.37274,0
1/1/2016 6:05,46803,0,0,-0.004591343,0.07939088,26.26489,0,25.83218,0.01055838,76.37983,0.03731281,NAN,267,0.03956468,-0.2,-3.5,0,18607.34,0,0,9.95,25.39646,0
1/1/2016 6:10,46804,-0.2707955,1.013224,0.04132087,0.09836335,26.2783,0.0136635,25.86509,0.01193797,76.58997,0.1210382,NAN,267,0.03956468,-0.2,-3.5,0,18601.69,5.752341,0,9.94,25.40279,0
1/1/2016 6:15,46805,-1.82786,2.020775,0.0918245,0.1480626,26.30999,0.008706665,25.87646,0.006082325,76.90575,0.1448191,NAN,267,0.03956468,-0.2,-3.5,0.254,18588.35,3.662771,0,9.94,25.38381,0
1/1/2016 6:20,46806,0,0,0.1882441,0.1376631,26.30959,0.009087211,25.87402,0.01174621,77.37886,0.07783177,NAN,267,0.03956468,-0.2,-3.5,0,18588.52,3.822861,0,9.94,25.32172,0
1/1/2016 6:25,46807,0,0,0.247933,0.09674565,26.23889,0.03143065,25.7822,0.0366473,77.63444,0.09567917,NAN,267,0.03956468,-0.2,-3.5,0,18618.29,13.24183,0,9.94,25.21569,0
1/1/2016 6:30,46808,0,0,0.2754834,9.97E-07,26.11903,0.04139264,25.64569,0.04342428,77.94568,0.07906422,NAN,267,0.03956468,-0.2,-3.5,0,18668.85,17.48177,0,9.94,25.10046,0
1/1/2016 6:35,46809,0,0,0.4958686,0.2504714,25.97357,0.0391621,25.49617,0.04505412,78.63517,0.213487,NAN,267,0.03956468,-0.2,-3.5,0,18730.36,16.58846,0,9.94,24.98648,0
1/1/2016 6:40,46810,0,0,0.9550115,0.2161381,25.8399,0.03760065,25.36127,0.03693577,79.02422,0.05204151,NAN,267,0.03956468,-0.2,-3.5,0,18787.06,15.9686,0,9.94,24.88565,0
1/1/2016 6:45,46811,0,0,1.547319,0.2254565,25.71841,0.03623784,25.23939,0.03472358,79.37977,0.2008531,NAN,267,0.03956468,-0.2,-3.5,0,18838.71,15.42618,0,9.94,24.79803,0
1/1/2016 6:50,46812,0.9477943,1.718023,2.236028,0.3144583,25.60913,0.02425937,25.137,0.03047241,80.04484,0.1825921,NAN,267,0.03956468,-0.2,-3.5,0,18885.29,10.3495,0,9.94,24.7176,0
1/1/2016 6:55,46813,4.062076,5.48E-05,3.383855,0.3733121,25.5177,0.02808968,25.05573,0.02564762,80.45434,0.196536,NAN,267,0.03956468,-0.2,-3.5,0,18924.34,12.00532,0,9.94,24.64892,0
1/1/2016 7:00,46814,4.333003,1.0133,3.843061,0.2634083,25.45635,0.02276549,25.00251,0.01185076,80.91722,0.07607158,NAN,267,0.03956468,-0.2,-3.5,0,18950.58,9.744334,0,9.95,24.59703,0
1/1/2016 7:05,46815,7.447287,1.513848,4.297653,0.314904,25.41613,0.01634833,24.97488,0.01116306,81.28413,0.11541,NAN,267,0.03956468,-0.2,-3.5,0,18967.8,7.002387,0,9.95,24.55199,0
1/1/2016 7:10,46816,8.327394,0.8853552,5.261858,0.9499493,25.38728,0,24.94848,0,81.62547,0.0718316,NAN,267,0.03956468,-0.2,-3.5,0,18980.16,0,0,9.96,24.53584,0
1/1/2016 7:15,46817,8.598107,1.304105,5.936771,1.062724,25.38728,0,24.94929,0.004375611,81.7879,0.05963196,NAN,267,0.03956468,-0.2,-3.5,0,18980.16,0,0,9.97,24.51039,0
1/1/2016 7:20,46818,8.868763,1.571735,6.161656,0.474392,25.39215,0.009752655,24.98545,0.01296871,81.91966,0.05831913,NAN,267,0.03956468,-0.2,-3.5,0,18978.07,4.178125,0,9.97,24.51039,0
1/1/2016 7:25,46819,11.50911,1.513899,7.052336,0.4615341,25.42913,0.0109842,25.01145,0.01201655,82.02417,0,NAN,267,0.03956468,-0.2,-3.5,0,18962.23,4.704193,0,9.98,24.51039,0
1/1/2016 7:30,46820,13.40518,1.861564,8.719155,0.8200839,25.45107,0.01547753,25.0411,0.01393466,82.11561,0.06686249,NAN,267,0.03956468,-0.2,-3.5,0,18952.84,6.625532,0,9.99,24.51039,0
1/1/2016 7:35,46821,13.67557,1.96E+00,8.765047,0.9403251,25.48479,0,25.07727,0.01184883,82.23886,0.02433562,NAN,267,0.03956468,-0.2,-3.5,0,18938.41,0,0,10,24.51039,0
1/1/2016 7:40,46822,15.7066,1.380761,8.948665,0.7750703,25.5112,0.01560506,25.10408,0.01185524,82.23091,0.01053342,NAN,267,0.03956468,-0.2,-3.5,0,18927.11,6.671248,0,10,24.52507,0
1/1/2016 7:45,46823,18.3472,3.011935,11.74022,2.686588,25.54127,0.01441796,25.13212,0.01295331,82.23204,0.01485369,NAN,267,0.03956468,-0.2,-3.5,0,18914.26,6.15864,0,10.02,24.53975,0
1/1/2016 7:50,46824,27.62295,4.115985,19.4587,3.982662,25.58271,0.005436435,25.17926,0.01369301,82.332,0.02486008,NAN,267,0.03956468,-0.2,-3.5,0,18896.56,2.320732,0,10.06,24.55297,0
1/1/2016 7:55,46825,21.25858,1.71801,13.69646,1.564954,25.62172,0.01342198,25.22232,0.0168713,82.31609,0.02517023,NAN,267,0.03956468,-0.2,-3.5,0,18879.92,5.724648,0,10.06,24.59213,0
1/1/2016 8:00,46826,23.49253,1.975064,15.21612,1.987438,25.68632,0.01881258,25.2853,0.01807309,82.22864,0.051304,NAN,267,0.03956468,-0.2,-3.5,0,18852.38,8.014493,0,10.08,24.63717,0
1/1/2016 8:05,46827,31.00788,5.977499,21.96114,4.675781,25.76148,0.02347479,25.36452,0.02391165,82.05882,0.05582004,NAN,267,0.03956468,-0.2,-3.5,0,18820.38,9.987327,0,10.12,24.67975,0
1/1/2016 8:10,46828,41.83923,7.277851,31.11618,7.322675,25.8403,0.02789902,25.44822,0.02725394,81.86287,0.07090041,NAN,267,0.03956468,-0.2,-3.5,0,18786.88,11.84811,0,10.18,24.74535,0
1/1/2016 8:15,46829,40.01037,7.807362,29.27918,7.755243,25.92603,0.03410161,25.52948,0.03275817,81.55276,0.1079702,NAN,267,0.03956468,-0.2,-3.5,0,18750.51,14.45799,0,10.23,24.80831,0
1/1/2016 8:20,46830,57.13987,30.30572,43.42043,23.94521,26.01501,0.02973431,25.62131,0.03184767,81.2756,0.06728886,NAN,267,0.03956468,-0.2,-3.5,0,18712.81,12.58177,0,10.32,24.88663,0
1/1/2016 8:25,46831,112.5229,62.32241,79.5657,45.46048,26.11009,0.03234781,25.71801,0.03127202,81.01548,0.08258617,NAN,267,0.03956468,-0.2,-3.5,0,18672.62,13.66182,0,10.41,24.9718,0
1/1/2016 8:30,46832,48.8798,42.00552,28.68742,25.6351,26.21288,0.03489441,25.81958,0.03557026,80.81215,0.06170535,NAN,267,0.03956468,-0.2,-3.5,0,18629.25,14.70631,0,10.45,25.05972,0
1/1/2016 8:35,46833,22.40886,2.02999,12.49764,1.395648,26.31893,0.03563129,25.92847,0.03413005,80.40549,0.1606216,NAN,267,0.03956468,-0.2,-3.5,0,18584.6,14.98689,0,10.41,25.15243,0
1/1/2016 8:40,46834,29.31405,3.999999,18.76026,3.189971,26.40547,0.02897019,26.00608,0.01995182,79.65636,0.1952143,NAN,267,0.03956468,-0.2,-3.5,0,18548.23,12.16202,0,10.43,25.23429,0
1/1/2016 8:45,46835,56.52847,13.16839,44.7007,13.76021,26.48185,0.02212154,26.07637,0.01532963,79.28605,0.07383354,NAN,267,0.03956468,-0.2,-3.5,0,18516.18,9.2732,0,10.52,25.3088,0
1/1/2016 8:50,46836,74.13135,20.18299,48.5024,8.964095,26.53955,0.02391318,26.13406,0.02353842,79.07988,0.05742772,NAN,267,0.03956468,-0.2,-3.5,0,18492.01,10.01376,0,10.6,25.38637,0
1/1/2016 8:55,46837,61.8756,15.42007,50.0261,11.44018,26.62244,0.02767745,26.21329,0.03181356,79.20313,0.03412857,NAN,267,0.03956468,-0.2,-3.5,0,18457.33,11.57024,0,10.64,25.48812,0
1/1/2016 9:00,46838,73.18101,18.15732,84.41354,29.7583,26.70776,0.03423737,26.30512,0.03325496,78.96402,0.08838353,NAN,267,0.03956468,-0.2,-3.5,0,18421.7,14.28768,0,10.7,25.60529,0
1/1/2016 9:05,46839,84.69044,22.91459,69.53377,16.00688,26.8138,0.04210608,26.42863,0.04648804,78.73798,0.040496,NAN,267,0.03956468,-0.2,-3.5,0,18377.49,17.53144,0,10.7,25.7468,0
1/1/2016 9:10,46840,81.77728,15.04282,65.23086,14.5409,26.97673,0.05224946,26.60618,0.05682436,78.59258,0.1409586,NAN,267,0.03956468,-0.2,-3.5,0,18309.76,21.68627,0,10.66,25.9252,0
1/1/2016 9:15,46841,79.88194,15.79555,68.3249,13.62955,27.15916,0.05123037,26.79065,0.04963501,77.87298,0.3891149,NAN,267,0.03956468,-0.2,-3.5,0,18234.18,21.18694,0,10.66,26.09401,0
1/1/2016 9:20,46842,65.12431,11.12333,57.26005,9.733649,27.32331,0.04457433,26.9556,0.03997646,76.68311,0.3663838,NAN,267,0.03956468,-0.2,-3.5,0,18166.4,18.37546,0,10.66,26.26582,0
1/1/2016 9:25,46843,54.157,16.24137,47.15974,19.09076,27.46714,0.04349492,27.09009,0.04050203,75.49268,0.2833857,NAN,267,0.03956468,-0.2,-3.5,0,18107.2,17.87595,0,10.66,26.42589,0
1/1/2016 9:30,46844,54.76575,6.442935,47.82959,6.452095,27.59106,0.03648503,27.20548,0.03339289,74.74014,0.2381872,NAN,267,0.03956468,-0.2,-3.5,0,18056.33,14.9602,0,10.65,26.57026,0
1/1/2016 9:35,46845,67.29086,19.84959,55.28101,9.20174,27.70442,0.02830019,27.3103,0.02598787,74.05746,0.1603316,NAN,267,0.03956468,-0.2,-3.5,0,18009.9,11.5776,0,10.67,26.69689,0
1/1/2016 9:40,46846,79.00228,23.82826,85.21561,40.26607,27.80182,0.02711047,27.40162,0.02934741,73.4716,0.1028956,NAN,267,0.03956468,-0.2,-3.5,0,17970.09,11.06913,0,10.69,26.80729,0
1/1/2016 9:45,46847,85.70147,16.44349,87.813,22.16335,27.90632,0.03402127,27.50775,0.03645729,73.32764,0.1041643,NAN,267,0.03956468,-0.2,-3.5,0,17927.47,13.86205,0,10.8,26.91385,0
1/1/2016 9:50,46848,69.25013,11.32938,60.24689,10.35295,28.03321,0.03915625,27.64073,0.0416805,72.7859,0.330562,NAN,267,0.03956468,-0.2,-3.5,0,17875.84,15.91283,0,10.77,27.03717,0
1/1/2016 9:55,46849,63.36182,3.795798,56.18373,3.40683,28.17301,0.04288844,27.78662,0.0430197,72.13557,0.1531278,NAN,267,0.03956468,-0.2,-3.5,0,17819.1,17.38115,0,10.74,27.17939,0
1/1/2016 10:00,46850,85.42984,17.95151,76.35139,16.7432,28.31691,0.03740505,27.9346,0.03981198,71.94961,0.08150557,NAN,267,0.03956468,-0.2,-3.5,0,17760.86,15.11743,0,10.8,27.29958,0
1/1/2016 10:05,46851,88.00362,19.44544,76.73341,17.84075,28.44555,0.03629837,28.06201,0.03564253,71.28318,0.3003808,NAN,267,0.03956468,-0.2,-3.5,0,17708.94,14.62925,0,10.84,27.44297,0
1/1/2016 10:10,46852,93.8232,29.89949,83.33003,26.90578,28.56214,0.03626693,28.17291,0.03532744,71.08367,0.2001838,NAN,267,0.03956468,-0.2,-3.5,0,17662,14.58579,0,10.9,27.56896,0
