"Description: Standardized Precipitation Evapotranspiration Index (SPEI) at timescales between 1 and 48 months. Each column is a time series of monthly SPEI values starting on January 1901. Units: standard (Z) scores, i.e. normally distributed values with mean 0 and unit standard deviation. Missing value: NA. Not a number: nan. Version: 2.5 - July 2017. Comment: Using Penman equation for ET. Creators: Santiago Beguería - santiago.begueria_add_the_at_symbol_csic.es and Sergio Vicente-Serrano - svicen_add_the_at_symbol_ipe.csic.es."
SPEI01,SPEI02,SPEI03,SPEI04,SPEI05,SPEI06,SPEI07,SPEI08,SPEI09,SPEI10,SPEI11,SPEI12,SPEI13,SPEI14,SPEI15,SPEI16,SPEI17,SPEI18,SPEI19,SPEI20,SPEI21,SPEI22,SPEI23,SPEI24,SPEI25,SPEI26,SPEI27,SPEI28,SPEI29,SPEI30,SPEI31,SPEI32,SPEI33,SPEI34,SPEI35,SPEI36,SPEI37,SPEI38,SPEI39,SPEI40,SPEI41,SPEI42,SPEI43,SPEI44,SPEI45,SPEI46,SPEI47,SPEI48
-0.68985,-0.31843,-0.0341,0.77533,0.71506,0.44104,0.2908,0.27033,0.37359,0.38005,0.1722,-0.12058,-0.4029,-0.63715,-0.46996,-0.13624,-0.22138,-0.29891,-0.43002,-0.59343,-0.68212,-0.87644,-1.1047,-1.02023,-1.14682,-1.02441,-1.12826,-0.61042,-0.63064,-0.52421,-0.38634,-0.25701,-0.1747,-0.00973,0.04634,0.13874,0.0405,-0.05383,-0.29302,-0.2845,-0.44139,-0.4725,-0.42948,-0.27025,-0.29224,-0.10757,-0.15218,-0.39513
0.19975,-0.50398,-0.29124,-0.02441,0.72067,0.66846,0.40507,0.27467,0.24332,0.3394,0.33823,0.13586,-0.14097,-0.42081,-0.63468,-0.45871,-0.14607,-0.21847,-0.29737,-0.41228,-0.56577,-0.65148,-0.83672,-1.04844,-0.9746,-1.0922,-0.97646,-1.08609,-0.59147,-0.61195,-0.50816,-0.37688,-0.25441,-0.18072,-0.02007,0.03178,0.12797,0.0346,-0.05283,-0.28771,-0.28219,-0.43914,-0.46489,-0.42861,-0.27214,-0.2934,-0.11415,-0.15562
-1.18001,-0.6275,-0.9857,-0.78717,-0.51345,0.2795,0.29537,0.05627,-0.06171,-0.07371,0.03822,0.04198,-0.16507,-0.45446,-0.69528,-0.87117,-0.69095,-0.40017,-0.46351,-0.52848,-0.63326,-0.77183,-0.85369,-1.0117,-1.20352,-1.13802,-1.23497,-1.12669,-1.21642,-0.76232,-0.77246,-0.67447,-0.55307,-0.43453,-0.36113,-0.20138,-0.14415,-0.04863,-0.13696,-0.22137,-0.43842,-0.43157,-0.57652,-0.59996,-0.56751,-0.41715,-0.43743,-0.26297
1.14573,-0.0826,-0.03032,-0.50197,-0.35168,-0.1188,0.57707,0.57395,0.35263,0.23387,0.20928,0.29826,0.29038,0.07565,-0.20807,-0.4613,-0.65292,-0.48548,-0.19465,-0.25967,-0.32137,-0.43051,-0.5689,-0.65181,-0.8239,-1.01934,-0.9513,-1.06697,-0.96544,-1.068,-0.60285,-0.61805,-0.52305,-0.3989,-0.27941,-0.21097,-0.06086,-0.00603,0.08061,-0.01025,-0.09551,-0.31293,-0.30807,-0.45509,-0.47525,-0.44183,-0.29302,-0.31491
-0.08215,0.68314,-0.11835,-0.10459,-0.54323,-0.40877,-0.16961,0.51886,0.53996,0.32146,0.20666,0.16885,0.27011,0.2671,0.06147,-0.23736,-0.4793,-0.67036,-0.50119,-0.2176,-0.28503,-0.34733,-0.45365,-0.59553,-0.67549,-0.84624,-1.0439,-0.9755,-1.08336,-0.97831,-1.08009,-0.61664,-0.63094,-0.53554,-0.40619,-0.28671,-0.21873,-0.06718,-0.01144,0.07516,-0.01297,-0.1006,-0.31747,-0.3099,-0.45465,-0.47553,-0.44069,-0.29299
-1.10749,-0.88169,0.0834,-0.54406,-0.46251,-0.81616,-0.69978,-0.46471,0.24559,0.31086,0.09582,-0.0084,-0.04844,0.05727,0.06949,-0.14576,-0.44221,-0.66582,-0.835,-0.65916,-0.38244,-0.44115,-0.49667,-0.60206,-0.74093,-0.81911,-0.97648,-1.16994,-1.10163,-1.20001,-1.09436,-1.18389,-0.73721,-0.74851,-0.65659,-0.53322,-0.41462,-0.34345,-0.19497,-0.13653,-0.0479,-0.13325,-0.22107,-0.42808,-0.42068,-0.55832,-0.58123,-0.54682
1.33378,0.51206,0.3093,0.72243,0.1534,0.11506,-0.30344,-0.21603,-0.00669,0.61568,0.62221,0.42467,0.33322,0.29024,0.37496,0.36689,0.15998,-0.12917,-0.36395,-0.55336,-0.39696,-0.11569,-0.17902,-0.24081,-0.34545,-0.4868,-0.57018,-0.7462,-0.95348,-0.88298,-1.00933,-0.90322,-1.01008,-0.53755,-0.5584,-0.46314,-0.33651,-0.21679,-0.14954,-0.00998,0.043,0.1308,0.04119,-0.04764,-0.26236,-0.25877,-0.39959,-0.42313
-0.73433,0.49285,-0.12895,-0.21966,0.32732,-0.1392,-0.13325,-0.52806,-0.44655,-0.25027,0.40451,0.44109,0.24621,0.1516,0.1063,0.19563,0.19246,-0.01913,-0.30487,-0.53516,-0.71147,-0.55166,-0.27663,-0.32757,-0.39147,-0.50151,-0.64204,-0.7222,-0.88915,-1.08857,-1.01689,-1.13066,-1.02108,-1.11472,-0.66287,-0.6782,-0.58202,-0.45707,-0.33728,-0.27123,-0.1291,-0.07416,0.02049,-0.06937,-0.15395,-0.36316,-0.36079,-0.49685
-0.6336,-1.02142,-0.09441,-0.54097,-0.57284,-0.03029,-0.4167,-0.3714,-0.71023,-0.63977,-0.4536,0.19108,0.23347,0.04641,-0.04908,-0.07884,0.01305,0.02299,-0.1804,-0.45572,-0.67023,-0.82968,-0.66543,-0.40382,-0.4492,-0.51178,-0.62072,-0.76083,-0.83988,-1.00329,-1.18973,-1.12338,-1.23165,-1.12727,-1.20831,-0.7652,-0.77653,-0.68375,-0.56115,-0.44288,-0.37519,-0.23034,-0.17532,-0.08695,-0.17158,-0.25885,-0.46023,-0.46052
1.42697,0.74598,0.31236,0.84196,0.49405,0.4153,0.66878,0.29479,0.30996,-0.08686,-0.05818,0.09614,0.61771,0.62985,0.44944,0.36483,0.33579,0.41059,0.40595,0.22555,-0.02521,-0.23517,-0.39896,-0.26627,-0.01658,-0.07599,-0.13386,-0.23069,-0.36221,-0.44011,-0.61294,-0.80409,-0.74352,-0.8662,-0.76878,-0.87355,-0.43203,-0.46515,-0.37673,-0.25345,-0.13982,-0.07907,0.05355,0.10065,0.17512,0.08744,0.00246,-0.20391
0.09397,1.17492,0.60482,0.24477,0.73913,0.44275,0.38343,0.62938,0.27672,0.30687,-0.05401,-0.05085,0.09362,0.58192,0.59782,0.43819,0.35463,0.3337,0.41234,0.40095,0.22291,-0.03318,-0.22736,-0.38347,-0.25171,-0.01148,-0.07404,-0.12314,-0.21755,-0.34582,-0.4192,-0.58903,-0.78097,-0.72344,-0.84487,-0.74978,-0.85708,-0.42178,-0.45934,-0.36884,-0.24771,-0.13398,-0.07319,0.05977,0.10695,0.17427,0.08559,0.00322
1.74671,1.40761,1.86642,1.39878,1.08909,1.42301,1.14031,1.04833,1.20836,0.8957,0.88631,0.59246,0.60684,0.70786,1.08067,1.06557,0.91215,0.84088,0.81481,0.87397,0.84626,0.68761,0.45212,0.26745,0.12123,0.22083,0.43042,0.34819,0.30065,0.21624,0.09985,0.02541,-0.1415,-0.34116,-0.29582,-0.43282,-0.34829,-0.47935,-0.0459,-0.10069,-0.01427,0.10396,0.21245,0.26702,0.38392,0.41866,0.47369,0.3848
-0.51554,1.0144,0.87101,1.46778,1.05241,0.76925,1.11086,0.86332,0.77925,0.97055,0.70404,0.7054,0.4256,0.43613,0.52966,0.92367,0.92834,0.78235,0.71049,0.68371,0.7352,0.70299,0.54137,0.30464,0.11021,-0.02931,0.0729,0.28262,0.2039,0.15952,0.07738,-0.04476,-0.11496,-0.27885,-0.47075,-0.42431,-0.54809,-0.4652,-0.57911,-0.15676,-0.20281,-0.12089,-0.00196,0.10784,0.16227,0.27867,0.31544,0.37635
1.45637,0.84725,1.60993,1.54464,1.8414,1.50833,1.27369,1.53494,1.30684,1.21609,1.34838,1.09373,1.07669,0.8341,0.86478,0.93366,1.22486,1.20845,1.08574,1.01784,0.98586,1.0249,0.99515,0.84396,0.63753,0.46389,0.33929,0.41779,0.59616,0.5158,0.47223,0.40144,0.29132,0.2193,0.06656,-0.11986,-0.08019,-0.20351,-0.12502,-0.25492,0.14248,0.08399,0.16593,0.27133,0.37388,0.42215,0.52365,0.55427
-0.52699,0.95693,0.40327,1.27837,1.22159,1.59908,1.29227,1.05773,1.31632,1.11248,1.04248,1.18039,0.93135,0.9114,0.6629,0.68891,0.76196,1.08052,1.06618,0.94472,0.87694,0.849,0.89505,0.86724,0.71641,0.52053,0.33938,0.21307,0.29524,0.48089,0.40071,0.3558,0.28535,0.17955,0.11109,-0.03837,-0.21577,-0.17724,-0.29346,-0.21801,-0.33786,0.04716,-0.00842,0.07323,0.17593,0.27858,0.32583,0.42755
0.59285,-0.09097,1.02175,0.50899,1.33461,1.29176,1.62569,1.34108,1.12727,1.35846,1.17628,1.10942,1.23941,0.99774,0.97219,0.7402,0.76509,0.82958,1.13264,1.1154,0.99701,0.93365,0.90462,0.94594,0.92166,0.77458,0.58237,0.40534,0.28155,0.35939,0.53788,0.45819,0.41155,0.34098,0.24029,0.17164,0.02061,-0.15303,-0.1195,-0.23601,-0.16501,-0.28362,0.09259,0.03708,0.11958,0.22091,0.32112,0.36605
0.04668,0.35924,-0.06506,0.90951,0.44692,1.24761,1.21485,1.58563,1.31468,1.12128,1.34096,1.16139,1.09314,1.22024,0.98698,0.95837,0.7286,0.74896,0.81115,1.10992,1.09419,0.98583,0.92113,0.89559,0.9374,0.91756,0.77453,0.58834,0.41192,0.28479,0.36022,0.53833,0.45727,0.41393,0.34688,0.2452,0.17663,0.02736,-0.14422,-0.11096,-0.22504,-0.15684,-0.27622,0.09867,0.04421,0.12429,0.22609,0.32526
-0.05545,-0.07137,0.26052,-0.09114,0.7884,0.35714,1.13925,1.12206,1.50196,1.25114,1.06568,1.28645,1.11055,1.04812,1.18358,0.94787,0.91807,0.69472,0.71254,0.77388,1.0708,1.05481,0.94588,0.87997,0.85739,0.90207,0.88481,0.74264,0.5599,0.38538,0.25786,0.33165,0.51158,0.42749,0.38325,0.31247,0.21562,0.15152,-0.00071,-0.16861,-0.13614,-0.24823,-0.18313,-0.29901,0.0709,0.01811,0.09554,0.19791
-0.6656,-0.59305,-0.53446,-0.13655,-0.37208,0.55693,0.16248,0.92779,0.92988,1.33963,1.10734,0.92221,1.157,0.98387,0.92458,1.06008,0.83426,0.81059,0.58852,0.60261,0.66853,0.98055,0.97363,0.86375,0.80084,0.78089,0.82286,0.80824,0.66996,0.48989,0.31539,0.18472,0.26311,0.44323,0.3616,0.31527,0.24371,0.14301,0.07538,-0.0816,-0.25219,-0.21179,-0.3232,-0.25785,-0.36898,0.00177,-0.04456,0.03254
0.71851,0.01531,-0.04952,-0.08848,0.16578,-0.05216,0.70612,0.31766,1.03555,1.03864,1.40079,1.1877,1.01639,1.22979,1.0579,1.0021,1.13121,0.90818,0.88512,0.66779,0.68586,0.74939,1.05133,1.03764,0.93134,0.87174,0.8483,0.89163,0.88234,0.73896,0.55419,0.38491,0.25161,0.32722,0.5043,0.4194,0.37425,0.30431,0.20616,0.13633,-0.01979,-0.18959,-0.14794,-0.26217,-0.19468,-0.30873,0.05653,0.00704
-0.7478,-0.15937,-0.55952,-0.54925,-0.52518,-0.24102,-0.38637,0.45937,0.06409,0.75363,0.74483,1.17539,0.97811,0.79727,1.02999,0.86506,0.8122,0.95136,0.7312,0.71056,0.48465,0.51081,0.5767,0.89587,0.8953,0.78784,0.73445,0.7104,0.75576,0.74997,0.60388,0.41878,0.2488,0.12123,0.20422,0.38211,0.29933,0.25453,0.18715,0.08822,0.01895,-0.13787,-0.30928,-0.2727,-0.38031,-0.31553,-0.42204,-0.0603
0.73053,-0.02171,0.25307,-0.06628,-0.06099,-0.07071,0.06692,-0.10264,0.6054,0.25521,0.88824,0.86711,1.26328,1.05556,0.88076,1.10973,0.94135,0.89201,1.02414,0.81762,0.80126,0.59622,0.62285,0.68521,0.97557,0.9709,0.8679,0.82106,0.79579,0.83636,0.84101,0.69834,0.51322,0.35599,0.23801,0.31361,0.47682,0.39046,0.34615,0.28093,0.18452,0.11729,-0.03091,-0.1953,-0.16546,-0.27251,-0.21203,-0.31965
-0.03526,0.47641,-0.09671,0.13738,-0.13224,-0.11257,-0.11319,0.02429,-0.13699,0.55755,0.23554,0.8195,0.78793,1.17902,0.98197,0.82485,1.05061,0.89481,0.8556,0.98217,0.78285,0.75734,0.56225,0.59044,0.65161,0.94273,0.93988,0.84101,0.79739,0.77455,0.81455,0.81841,0.68382,0.4987,0.34304,0.2204,0.29594,0.45607,0.37013,0.33207,0.26415,0.1696,0.10393,-0.04157,-0.20442,-0.17939,-0.28709,-0.2251
0.33403,0.08281,0.39704,-0.03877,0.17643,-0.04041,-0.04547,-0.04807,0.08772,-0.0572,0.57124,0.2874,0.8345,0.79952,1.17273,0.99548,0.83783,1.05958,0.91529,0.87798,0.99601,0.80769,0.77964,0.59733,0.62899,0.68646,0.96599,0.95599,0.86185,0.81505,0.79763,0.8342,0.84429,0.70725,0.52704,0.36927,0.24609,0.32043,0.47984,0.39447,0.35327,0.28465,0.19058,0.12356,-0.02325,-0.18907,-0.17059,-0.27585
1.3888,1.21621,1.02765,1.16584,0.7205,0.84215,0.64149,0.60844,0.55771,0.64731,0.51206,0.97789,0.75549,1.21552,1.18489,1.45582,1.30742,1.17581,1.34739,1.21961,1.17327,1.26093,1.08145,1.054,0.89258,0.92509,0.96358,1.19214,1.16717,1.08425,1.03991,1.01918,1.0483,1.05284,0.9285,0.76283,0.62315,0.51181,0.57021,0.71158,0.62939,0.59013,0.5292,0.44641,0.38599,0.24634,0.08755,0.10321
-1.13129,0.50099,0.502,0.37358,0.62352,0.25711,0.38663,0.20442,0.1821,0.14987,0.25929,0.13927,0.67863,0.42476,0.91346,0.87384,1.19295,1.04582,0.91266,1.0977,0.96744,0.92493,1.0254,0.84587,0.8172,0.6455,0.67774,0.72995,0.98272,0.96998,0.88434,0.84351,0.82505,0.85882,0.86402,0.73737,0.57237,0.43048,0.31953,0.38423,0.53035,0.44904,0.4138,0.34839,0.26638,0.20387,0.06625,-0.08803
0.88376,-0.20492,0.7022,0.72005,0.61534,0.82248,0.48569,0.58596,0.42642,0.40502,0.37266,0.44853,0.31244,0.77744,0.54599,1.01719,0.96876,1.2648,1.11179,0.98996,1.16089,1.03555,0.99883,1.09266,0.91757,0.9001,0.73304,0.76265,0.80988,1.05108,1.0306,0.94479,0.90426,0.88882,0.92356,0.92626,0.80594,0.64343,0.50568,0.40033,0.45815,0.59682,0.51673,0.4835,0.42047,0.34303,0.28286,0.14927
0.5311,0.88753,-0.00992,0.76429,0.79027,0.7121,0.89368,0.58845,0.68723,0.53245,0.50593,0.46657,0.53713,0.39424,0.83366,0.61726,1.07321,1.02124,1.30302,1.15165,1.03228,1.19946,1.07731,1.03918,1.13345,0.96244,0.94118,0.78106,0.81252,0.85757,1.08831,1.06595,0.98156,0.93909,0.92476,0.95937,0.95871,0.84137,0.67863,0.5393,0.43511,0.49117,0.62644,0.54677,0.51552,0.45434,0.37806,0.31775
0.68713,0.71655,0.97452,0.22149,0.87713,0.89932,0.83729,1.00491,0.72007,0.8126,0.66322,0.62217,0.5873,0.6516,0.51546,0.91713,0.71166,1.1393,1.08802,1.35056,1.20387,1.09738,1.25432,1.13955,1.10148,1.19668,1.03056,1.01392,0.85498,0.8813,0.92265,1.14923,1.12268,1.04235,0.99889,0.98219,1.016,1.01244,0.89753,0.74258,0.6079,0.50329,0.55391,0.6833,0.60446,0.57235,0.51473,0.44159
1.3073,1.22778,1.18503,1.24943,0.63191,1.1387,1.15225,1.09951,1.21965,0.95387,1.02457,0.89673,0.847,0.80647,0.86359,0.71633,1.07672,0.89406,1.2929,1.23991,1.46786,1.32042,1.21687,1.3575,1.24957,1.21475,1.30452,1.14532,1.12852,0.98236,1.00846,1.04537,1.25506,1.22537,1.14681,1.09896,1.08343,1.11655,1.11123,0.99846,0.8503,0.71725,0.61762,0.66205,0.78573,0.70826,0.67444,0.61728
-0.70779,0.52956,0.73687,0.75492,0.95115,0.38516,0.90778,0.93153,0.8981,1.04804,0.7895,0.87321,0.75033,0.7071,0.67019,0.72671,0.5906,0.96872,0.7856,1.18385,1.13554,1.37499,1.23439,1.13169,1.27604,1.17235,1.13656,1.22982,1.07635,1.06083,0.91709,0.94259,0.9777,1.19175,1.16384,1.083,1.03842,1.0225,1.05671,1.04952,0.9337,0.78309,0.6494,0.54863,0.59711,0.72143,0.64532,0.61158
-0.77795,-1.12841,-0.13674,0.17309,0.34528,0.65753,0.11863,0.64327,0.6834,0.65218,0.84316,0.60636,0.70303,0.57666,0.5281,0.49483,0.55886,0.41868,0.82298,0.62856,1.05124,1.00527,1.27691,1.1295,1.02499,1.19007,1.07763,1.04142,1.14877,0.98491,0.9675,0.81418,0.83557,0.87595,1.1091,1.08376,0.99763,0.95163,0.93625,0.96999,0.96378,0.84501,0.68804,0.54818,0.44702,0.50217,0.63159,0.55407
1.34055,0.67271,0.19236,0.78208,0.92325,0.93916,1.07511,0.67171,1.03474,1.06006,1.01581,1.14034,0.9184,0.9809,0.86665,0.82878,0.79343,0.84207,0.71124,1.05568,0.88461,1.27109,1.2224,1.44847,1.30401,1.21208,1.35858,1.25608,1.22345,1.3238,1.1638,1.14725,1.01188,1.04004,1.06988,1.27739,1.24812,1.16816,1.1231,1.10772,1.14046,1.13366,1.01927,0.86478,0.73129,0.63435,0.67991,0.80218
-0.02917,0.80618,0.35421,0.01778,0.53776,0.6899,0.71944,0.90656,0.5329,0.92587,0.94388,0.89,1.02637,0.7989,0.87497,0.75789,0.7222,0.69249,0.74643,0.62726,0.98381,0.81449,1.19699,1.15286,1.37983,1.24569,1.14928,1.30221,1.19758,1.16351,1.27266,1.11617,1.09669,0.96189,0.98944,1.01913,1.22385,1.19922,1.12005,1.07639,1.05959,1.09204,1.08554,0.97006,0.81689,0.68416,0.58659,0.63443
0.85877,0.46423,1.0126,0.63249,0.34772,0.78351,0.90415,0.92239,1.06258,0.73255,1.07601,1.10132,1.03454,1.13986,0.92091,0.99642,0.88843,0.85684,0.83425,0.87494,0.7605,1.08623,0.92945,1.2897,1.24224,1.45477,1.3256,1.23169,1.37498,1.2761,1.24105,1.33816,1.19283,1.17465,1.04747,1.07209,1.10013,1.29309,1.27268,1.19861,1.15247,1.13497,1.16757,1.1626,1.05038,0.89931,0.76984,0.67707
1.40644,1.44136,1.08824,1.46204,1.14125,0.90809,1.18985,1.24764,1.26032,1.34012,1.05382,1.35269,1.42481,1.35979,1.41151,1.21291,1.26718,1.17026,1.13515,1.11166,1.13868,1.03259,1.31658,1.18162,1.50117,1.45514,1.629,1.50375,1.41657,1.53961,1.44953,1.41363,1.50629,1.37079,1.35492,1.24121,1.27026,1.29193,1.46247,1.44496,1.37297,1.32482,1.30497,1.3359,1.32821,1.22007,1.08092,0.95661
-0.40564,0.70628,0.94909,0.72644,1.14259,0.84945,0.63901,0.93838,1.00933,1.04446,1.16092,0.8949,1.18672,1.22219,1.16826,1.25678,1.08713,1.14413,1.05111,1.02266,0.9903,1.01133,0.90186,1.18092,1.05065,1.37421,1.33026,1.51599,1.38656,1.30573,1.43164,1.34385,1.30736,1.39992,1.26602,1.24723,1.12736,1.15223,1.17125,1.3456,1.32622,1.25842,1.213,1.19653,1.22761,1.21824,1.11647,0.98159
-0.14647,-0.60342,0.40079,0.69026,0.53885,0.93655,0.66433,0.4804,0.76768,0.84266,0.88812,1.02962,0.77429,1.07209,1.09713,1.03012,1.12818,0.96211,1.02401,0.93051,0.90274,0.87422,0.90123,0.79541,1.07531,0.94091,1.26207,1.22665,1.42033,1.29746,1.21568,1.34646,1.26208,1.2303,1.32283,1.19048,1.17512,1.05262,1.07592,1.09608,1.27305,1.2575,1.18829,1.14636,1.13066,1.15952,1.148,1.04599
-1.25944,-0.95093,-1.08578,-0.2091,0.12361,0.07265,0.55365,0.29523,0.12118,0.43496,0.53533,0.58836,0.75064,0.46936,0.80562,0.81573,0.75018,0.88256,0.71134,0.78758,0.69386,0.67277,0.64975,0.68371,0.57971,0.88309,0.73652,1.0744,1.03904,1.26122,1.13401,1.0483,1.19021,1.10273,1.0728,1.1696,1.03381,1.01341,0.8829,0.90392,0.92988,1.12011,1.10577,1.03592,0.99528,0.98163,1.01126,1.00165
-0.44401,-1.19097,-1.0576,-1.15294,-0.37811,-0.03776,-0.06339,0.44283,0.21061,0.03317,0.3424,0.44062,0.5007,0.66392,0.37605,0.72432,0.72774,0.66316,0.80565,0.64002,0.71888,0.62705,0.60627,0.58036,0.62006,0.51932,0.82284,0.6755,1.0189,0.98433,1.20974,1.0828,0.99722,1.13989,1.052,1.02314,1.11931,0.9837,0.96121,0.82538,0.84638,0.87412,1.06905,1.05383,0.98396,0.94439,0.93194,0.96097
0.04668,-0.32519,-1.01563,-1.00093,-1.12286,-0.39718,-0.05582,-0.08459,0.43554,0.20343,0.03062,0.32775,0.43514,0.4978,0.66357,0.36834,0.71316,0.71281,0.64942,0.78914,0.62368,0.70843,0.6164,0.59695,0.57314,0.61641,0.5201,0.82765,0.67787,1.00955,0.97572,1.20738,1.07946,0.99683,1.13605,1.04726,1.01948,1.11153,0.97713,0.95743,0.82435,0.84063,0.86745,1.05636,1.03979,0.9708,0.9329,0.9224
0.82191,0.53612,0.18133,-0.49594,-0.61211,-0.84038,-0.18891,0.13835,0.10625,0.58207,0.3583,0.20429,0.46846,0.56014,0.62006,0.758,0.47305,0.80672,0.80812,0.74175,0.86523,0.70085,0.7806,0.68838,0.67084,0.65002,0.69165,0.59389,0.8898,0.74688,1.06723,1.03335,1.25593,1.12919,1.0473,1.17957,1.09326,1.06711,1.15574,1.02272,1.00403,0.87093,0.88865,0.91308,1.09975,1.08433,1.01519,0.97571
-0.69021,0.09651,0.02844,-0.2195,-0.75588,-0.84718,-0.99851,-0.37042,-0.0645,-0.07281,0.40678,0.19445,0.04504,0.32196,0.42026,0.48087,0.63599,0.3485,0.69905,0.69579,0.63257,0.77022,0.61524,0.69428,0.60444,0.58879,0.56305,0.60899,0.51501,0.82181,0.68065,1.00346,0.96735,1.19409,1.06864,0.98431,1.12121,1.03389,1.00781,1.09631,0.95993,0.94015,0.80654,0.82494,0.85198,1.04102,1.02417,0.95582
0.30763,-0.35819,0.13826,0.0781,-0.11847,-0.58979,-0.68472,-0.88669,-0.31264,-0.02712,-0.02227,0.43974,0.23322,0.08588,0.34445,0.43698,0.49308,0.63936,0.35739,0.70117,0.70049,0.63814,0.77481,0.61968,0.69959,0.61096,0.59218,0.5682,0.62047,0.52128,0.83082,0.69008,1.01601,0.97947,1.21236,1.08316,0.99548,1.13417,1.04484,1.01609,1.10748,0.96932,0.94825,0.81102,0.83313,0.86173,1.0532,1.03525
-0.00521,0.12106,-0.32339,0.09059,0.07424,-0.12679,-0.53603,-0.65048,-0.8422,-0.31056,-0.04781,-0.02946,0.39787,0.19884,0.05614,0.3135,0.40285,0.46198,0.60605,0.33378,0.66285,0.67186,0.60895,0.74478,0.59773,0.67554,0.59515,0.57461,0.5507,0.60383,0.50402,0.80928,0.67189,0.99842,0.96035,1.19149,1.06501,0.98033,1.12029,1.03367,1.00654,1.09627,0.95931,0.93357,0.79708,0.8165,0.84569,1.04224
1.28274,0.9315,0.87509,0.55519,0.78659,0.72369,0.49688,0.1072,0.00839,-0.29688,0.16187,0.38371,0.35188,0.70828,0.51883,0.39069,0.61407,0.69045,0.73484,0.8617,0.6194,0.91834,0.93228,0.87135,0.97329,0.82757,0.89571,0.82588,0.80354,0.77945,0.83561,0.73622,1.00279,0.88143,1.18092,1.14064,1.34334,1.22489,1.14477,1.2703,1.18537,1.16028,1.24344,1.1106,1.08789,0.95825,0.97985,1.00254
-1.69264,0.06095,-0.0498,0.00042,-0.273,0.03602,0.03012,-0.13306,-0.47828,-0.56439,-0.75489,-0.32227,-0.09655,-0.09996,0.29413,0.12441,-0.00705,0.24281,0.33788,0.39217,0.5426,0.27331,0.6104,0.62085,0.56692,0.69896,0.5566,0.63808,0.56715,0.54882,0.52684,0.58814,0.49515,0.77417,0.64374,0.95261,0.91843,1.14063,1.02341,0.945,1.08092,0.99391,0.96803,1.05869,0.92341,0.89447,0.75988,0.77738
-0.10534,-1.20884,-0.15767,-0.18437,-0.11521,-0.32949,-0.08205,-0.08345,-0.1956,-0.50356,-0.57767,-0.77272,-0.36735,-0.15374,-0.14543,0.2329,0.06211,-0.06105,0.19227,0.28473,0.33389,0.49255,0.22138,0.56569,0.5799,0.52804,0.65941,0.51073,0.59592,0.52082,0.50833,0.48485,0.5527,0.45462,0.73885,0.60454,0.91649,0.88281,1.10692,0.99148,0.91085,1.04924,0.96127,0.93365,1.02329,0.88612,0.85709,0.72151
-0.14479,-0.36644,-1.26457,-0.34757,-0.31946,-0.24875,-0.45288,-0.21233,-0.23109,-0.30874,-0.59505,-0.67901,-0.85699,-0.42654,-0.22216,-0.20947,0.1759,0.00471,-0.12422,0.12103,0.20821,0.25471,0.40829,0.14081,0.46903,0.48764,0.43615,0.5663,0.41854,0.50706,0.43437,0.41651,0.39538,0.46019,0.36697,0.64845,0.51818,0.82519,0.79229,1.01763,0.90486,0.8272,0.966,0.88339,0.85732,0.94397,0.81381,0.78988
-0.38474,-0.59979,-0.68778,-1.44676,-0.54897,-0.49021,-0.42739,-0.62042,-0.40274,-0.41108,-0.48708,-0.76709,-0.86247,-1.00513,-0.59214,-0.3719,-0.35901,0.02108,-0.14469,-0.26125,-0.02792,0.0578,0.1133,0.26713,0.00536,0.32789,0.34632,0.30459,0.441,0.30409,0.39048,0.31986,0.3027,0.27945,0.34589,0.25315,0.54368,0.41488,0.72285,0.69183,0.91923,0.80754,0.73206,0.87165,0.78977,0.76117,0.84801,0.71842
-1.52472,-1.27458,-1.17986,-1.21633,-1.75014,-1.02547,-0.90806,-0.80804,-0.97949,-0.77674,-0.77918,-0.83203,-1.09627,-1.18582,-1.27661,-0.89015,-0.66713,-0.65543,-0.2896,-0.4368,-0.54442,-0.31217,-0.22455,-0.15574,0.0031,-0.24221,0.07488,0.09101,0.05912,0.20672,0.07447,0.16141,0.08917,0.07529,0.05559,0.12527,0.03848,0.3328,0.20355,0.51507,0.49104,0.73102,0.6187,0.54408,0.68933,0.60777,0.57787,0.67008
-0.01299,-1.09916,-1.12937,-1.10253,-1.15336,-1.69202,-0.99993,-0.89703,-0.79475,-0.97048,-0.7741,-0.78088,-0.83057,-1.09461,-1.17827,-1.27554,-0.89232,-0.67242,-0.65817,-0.29337,-0.43258,-0.54684,-0.31831,-0.23395,-0.16363,-0.00423,-0.24423,0.06602,0.0808,0.04881,0.19559,0.06688,0.15051,0.07757,0.06657,0.04552,0.11104,0.02682,0.31591,0.18526,0.49348,0.47088,0.71026,0.59818,0.52579,0.67115,0.5903,0.55939
1.13933,0.75864,-0.21951,-0.51545,-0.66368,-0.74894,-1.3532,-0.64092,-0.5761,-0.50541,-0.67906,-0.48425,-0.48801,-0.56009,-0.83329,-0.92035,-1.05044,-0.66565,-0.45461,-0.44546,-0.09529,-0.23587,-0.34472,-0.12489,-0.04171,0.0199,0.17437,-0.05893,0.24403,0.25381,0.21465,0.35175,0.21797,0.30115,0.23465,0.22251,0.20096,0.26219,0.1795,0.45516,0.32825,0.62012,0.59247,0.8172,0.70784,0.63631,0.77444,0.69777
