StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX
44,4,192401,4.03,31.5,0.64,-1.8,1.93,-0.93,0,1038,1.01,0.57,0.45,-0.08,-0.76,-0.75,-1.1,20.2,42.8
44,4,192402,2.56,30.5,0.68,-1.51,0.31,-0.48,0,966,0.23,0.81,0.56,-0.14,-0.24,-0.6,-1.16,22.2,38.8
44,4,192403,4.29,40,1.12,-0.84,1.55,0.79,0,775,0.81,0.7,1.05,0.21,0.27,-0.43,-1.11,30.5,49.5
44,4,192404,2.99,49,1.08,-0.68,0.2,0.93,0,480,-0.01,0.48,0.47,0.59,0.14,-0.5,-0.9,37.1,61
44,4,192405,8.33,57.6,2.83,2.83,5.6,2.83,11,241,2.27,1.74,1.88,1.59,0.87,0.68,-0.44,46.5,68.6
44,4,192406,4.05,68.5,2.86,2.86,0.95,2.86,122,17,0.22,1.89,1.49,1.71,0.94,0.96,-0.5,58.2,78.8
44,4,192407,2.28,71.4,2.18,2.18,-1.15,1.64,203,0,-1.21,-0.64,1.02,1.07,0.99,0.6,-0.75,60.2,82.5
44,4,192408,3.62,72.1,1.79,1.79,-0.49,1,223,0,0.02,-0.75,-0.6,0.87,0.9,0.5,-0.74,60.4,83.7
44,4,192409,6.8,61.1,2.89,2.89,3.84,2.89,23,140,1.39,1.07,0.46,1.28,1.54,0.98,0.04,50.7,71.6
44,4,192410,1.34,54.8,-0.49,2.1,-1.46,1.44,6,322,-0.92,0.63,0.44,0.89,0.97,0.95,-0.09,40,69.5
44,4,192411,1.97,43.3,-0.62,1.7,-0.57,0.76,0,651,-0.4,-1.04,0.26,-0.23,0.8,0.85,0.06,31.5,55.1
44,4,192412,1.92,33.6,-0.75,1.33,-0.58,0.15,0,973,-0.68,-0.79,-1.26,-0.53,0.46,0.79,-0.05,23,44.3
44,4,192501,4.05,28.9,-0.02,1.85,1.96,1.4,0,1119,1.02,0.23,-0.08,0.16,0.72,0.8,0.08,18.7,39
44,4,192502,1.54,40.1,-0.53,1.14,-1.54,0.1,0,697,-0.64,0.33,-0.13,0.03,-0.35,0.66,0.01,28.5,51.7
44,4,192503,2.03,44.1,-1.03,-1.03,-1.65,-1.03,0,648,-0.89,-1.23,-0.26,-1.23,-0.65,0.28,-0.18,32.1,56
44,4,192504,3.19,53.9,-0.99,-0.99,-0.2,-0.99,0,333,0.13,-0.61,-0.93,-0.61,-0.28,0.3,-0.2,41,66.8
44,4,192505,2.02,57.6,-1.36,-1.36,-1.4,-1.36,11,241,-1.14,-0.86,-1.27,-1.02,-0.58,-0.88,-0.19,44.8,70.3
44,4,192506,3.18,74.2,-1.56,-1.56,-1.04,-1.56,276,0,-0.34,-1.17,-0.99,-1.02,-1.77,-1.06,-0.13,61.6,86.7
44,4,192507,3.65,73.7,-1.63,-1.63,-0.68,-1.63,270,0,-0.11,-0.39,-1.04,-1.49,-1.24,-0.81,-0.2,62.4,84.9
44,4,192508,2.33,70.5,-2.08,-2.08,-1.86,-2.08,177,7,-0.87,-0.72,-0.89,-1.55,-1.37,-1.01,-0.4,58.5,82.6
44,4,192509,0.95,71,-3.01,-3.01,-3.42,-3.01,191,11,-2.46,-1.73,-1.4,-1.77,-1.75,-3.09,-0.68,59.3,82.7
44,4,192510,4.31,49.5,-2.39,-2.39,0.93,-1.95,0,480,0.65,-0.39,-0.92,-1.4,-1.73,-1.62,-0.27,40.4,58.6
44,4,192511,2.54,41.5,-2.3,-2.3,-0.48,-2,0,705,0,0.42,-0.43,-1.05,-1.6,-1.47,-0.33,30.5,52.5
44,4,192512,2.12,33.8,-2.24,-2.24,-0.53,-2.09,0,967,-0.5,-0.4,0.1,-1.03,-1.48,-1.55,-0.37,25.2,42.5
44,4,192601,2.71,30.6,-1.93,-1.93,0.23,-1.63,0,1066,0.1,-0.37,-0.31,-1,-1.53,-1.87,-0.55,20.1,41.1
44,4,192602,3.61,34.4,-1.22,-1.22,1.55,-0.22,0,857,0.93,0.69,0.26,-0.3,-0.83,-1.42,-0.43,24.6,44.2
44,4,192603,1.71,38,-1.56,-1.56,-1.41,-1.1,0,837,-1.19,-0.06,-0.06,0.03,-1.01,-1.48,-0.76,26.2,49.8
44,4,192604,1.63,49.2,-1.86,-1.86,-1.37,-1.86,0,474,-1.23,-1.85,-0.83,-0.75,-1.29,-1.84,-0.93,36.4,62
44,4,192605,2.24,62.4,-2.28,-2.28,-1.85,-2.28,46,127,-0.98,-1.63,-2.08,-1.25,-1.23,-1.61,-1.63,48.6,76.3
44,4,192606,2.32,66.7,-2.43,-2.43,-1.16,-2.43,85,34,-1.06,-1.46,-1.9,-1.64,-1.13,-1.7,-1.81,55,78.5
44,4,192607,4.26,73.7,0,-2.18,0,-2.12,270,0,0.32,-0.52,-1.05,-1.44,-1.35,-1.66,-1.75,62.1,85.2
44,4,192608,6.96,73.5,0.86,-1.1,2.58,0.15,264,0,1.45,1.28,0.6,-0.8,-0.55,-0.74,-1.45,64,83.1
44,4,192609,4.89,66.7,1.38,1.38,1.81,1.38,96,45,0.84,1.47,1.43,0.02,-0.07,0.06,-1.76,57.1,76.4
44,4,192610,3.15,54.1,1.33,1.33,0.28,1.33,0,343,0.15,0.6,1.25,0.37,-0.08,-0.2,-1.28,43.6,64.7
44,4,192611,4.95,40.5,2.21,2.21,3.05,2.21,0,735,1.26,0.81,1.01,1.18,0.14,0.16,-0.86,29.6,51.3
44,4,192612,2.91,31,2.18,2.18,0.62,2.18,0,1054,0.13,1,0.72,1.57,0.46,0.34,-0.77,23.1,38.9
44,4,192701,1.03,31.6,-0.65,1.31,-1.94,0.38,0,1035,-2.02,-0.89,0.27,1.11,0.43,0.03,-1.2,22.8,40.4
44,4,192702,3.01,39.4,-0.44,1.32,0.41,0.54,0,717,0.55,-0.59,-0.4,0.57,0.83,-0.04,-0.98,29.1,49.8
44,4,192703,1.27,44.7,-1.28,-1.28,-2.65,-1.28,0,629,-1.65,-0.7,-1.8,-0.14,0.77,-0.12,-1.07,33.4,55.9
44,4,192704,5.71,48.5,1.12,1.12,3.36,1.12,0,495,1.52,0.33,0.52,0.51,1.14,0.56,-0.73,37.3,59.7
44,4,192705,2.24,61.4,-0.57,-0.57,-1.7,-0.57,35,147,-0.98,0.44,-0.4,-0.59,0.26,0.51,-0.76,50.7,72.1
44,4,192706,2.57,65.5,-0.72,-0.72,-0.64,-0.72,65,50,-0.83,-1.35,-0.17,-1.08,-0.22,0.53,-0.85,54.2,76.9
44,4,192707,3.06,72.8,-0.99,-0.99,-1.03,-0.99,242,0,-0.55,-1.03,-1.38,-0.82,-0.47,0.34,-0.97,61.9,83.8
44,4,192708,3.24,67,-1.05,-1.05,-0.48,-1.05,93,31,-0.21,-0.58,-1,-1.08,-1.11,-0.25,-0.84,56.6,77.4
44,4,192709,1.34,67.2,-1.75,-1.75,-2.43,-1.75,105,39,-1.24,-1.04,-1.15,-1,-1.62,-0.87,-0.7,54.2,80.2
44,4,192710,6.97,57.4,0.94,-0.63,2.81,0.82,13,249,1.53,0.68,0.38,-0.63,-0.35,-0.17,-0.32,45.2,69.6
44,4,192711,2.51,48.1,0.77,-0.64,-0.22,0.64,0,507,-0.02,1.21,0.46,-0.33,-0.51,-0.66,-0.35,37.4,58.8
44,4,192712,3.01,35.2,0.89,0.89,0.59,0.89,0,924,0.2,0.02,1.13,0,-0.03,-0.65,-0.21,25.4,44.9
44,4,192801,1.68,33.8,-0.39,-0.39,-1.17,0.4,0,967,-0.92,-0.44,-0.38,-0.07,-0.83,-0.54,-0.35,22.7,45
44,4,192802,2.14,35,-0.48,-0.48,-0.38,-0.48,0,840,-0.1,-0.76,-0.45,0.04,-0.58,-0.7,-0.57,24.8,45.1
44,4,192803,2.22,41.7,-0.81,-0.81,-1.15,-0.81,0,722,-0.72,-0.65,-1.2,0.39,-0.52,-0.49,-0.49,30.8,52.7
44,4,192804,5.1,49.4,0.85,0.85,2.55,0.85,0,468,1.23,0.5,0.31,-0.03,0.07,-0.63,-0.09,37.9,60.8
44,4,192805,2.27,60.3,0.26,0.26,-1.51,-0.5,26,171,-0.96,0.19,-0.25,-0.52,-0.11,-0.64,-0.16,47.4,73.3
44,4,192806,5.67,67.7,1.21,1.21,2.92,1.21,104,23,1.04,0.06,0.72,-0.08,0.69,-0.14,0.23,57.3,78.2
44,4,192807,3.11,74.4,0.91,0.91,-0.53,0.48,291,0,-0.52,0.48,-0.28,-0.05,-0.25,-0.1,0.13,63.2,85.5
44,4,192808,8.21,73.2,2.24,2.24,4.28,2.24,254,0,1.85,1.31,1.62,1.12,0.65,0.77,0.37,63.5,82.8
44,4,192809,4.15,61.7,2.64,2.64,1.89,2.64,28,127,0.58,1.6,1.25,1.37,0.76,1.13,0.3,51.6,71.9
44,4,192810,0.93,56.1,-0.66,1.71,-1.97,0.82,9,285,-1.28,-0.47,0.84,0.47,0.51,0.27,0.02,43.9,68.4
44,4,192811,1.49,45.1,-1.06,1.06,-1.42,-0.44,0,597,-0.79,-1.56,-0.84,0.57,0.34,0.07,-0.41,34.8,55.5
44,4,192812,1.54,35.2,-1.38,-1.38,-1.27,-1.38,0,924,-1.03,-1.28,-1.82,-0.17,0.31,-0.15,-0.59,24.5,46
44,4,192901,2.33,31.3,-1.32,-1.32,-0.26,-1.32,0,1045,-0.23,-0.93,-1.25,-0.09,-0.16,-0.06,-0.42,21.8,40.8
44,4,192902,2.88,31.9,0.24,-0.94,0.72,-0.44,0,927,0.46,0.13,-0.5,-1.04,0.22,0.11,-0.46,21.1,42.6
44,4,192903,2.95,47.5,-0.31,-1.16,-0.94,-1.11,0,542,-0.12,0.21,0,-1.52,-0.21,0.24,-0.24,35.7,59.3
44,4,192904,5.33,55.6,0.67,0.67,2,0.67,0,287,1.34,0.95,0.96,-0.07,0.39,0.26,-0.31,43.4,67.8
44,4,192905,4.16,60.8,0.77,0.77,0.52,0.77,30,160,0.24,1.07,0.82,0.24,-0.4,0.52,-0.15,48.8,72.9
44,4,192906,3.81,68.6,0.91,0.91,0.64,0.91,124,16,0.08,0.07,0.81,0.56,-0.54,0.16,-0.03,56.6,80.6
44,4,192907,2.6,72.5,-0.32,-0.32,-0.96,0.49,235,0,-0.93,-0.6,-0.44,0.3,-0.39,0.1,-0.05,60.6,84.3
44,4,192908,1.58,70.7,-1.1,-1.1,-2.43,-1.1,183,6,-1.68,-1.55,-1.33,-0.45,-0.63,-1.07,-0.19,58.4,82.9
44,4,192909,2.08,67.1,-1.59,-1.59,-1.81,-1.59,103,40,-0.47,-1.51,-1.64,-0.64,-0.63,-1.63,-0.03,53.9,80.2
44,4,192910,7.58,52.4,1.29,1.29,3.87,1.29,0,391,1.7,1.06,0.29,-0.07,0.35,-0.17,0.03,40.2,64.6
44,4,192911,2.9,44.6,1.33,1.33,0.53,1.33,0,612,0.22,1.47,0.91,-0.12,0.31,0.03,0.04,35.5,53.6
44,4,192912,2.06,35.7,-0.18,1.02,-0.53,0.63,0,908,-0.56,-0.25,1.14,-0.32,0.24,0.16,-0.03,25.7,45.8
44,4,193001,2.1,33.2,-0.36,0.71,-0.6,-0.08,0,986,-0.45,-0.75,-0.44,-0.18,-0.33,0.1,0.01,23.9,42.4
44,4,193002,1.72,39.5,-0.74,-0.74,-1.26,-0.74,0,714,-0.47,-0.76,-0.97,0.23,-0.6,-0.08,-0.06,27.6,51.4
44,4,193003,2.18,41.9,-1.07,-1.07,-1.22,-1.07,0,716,-0.76,-0.97,-1.23,0.39,-0.82,-0.22,-0.07,29.6,54.1
44,4,193004,2.34,51,-1.23,-1.23,-0.79,-1.23,0,420,-0.52,-1.04,-1.22,-1.14,-0.7,-0.83,-0.43,39.2,62.8
44,4,193005,1.78,64.2,-1.98,-1.98,-2.63,-1.98,71,96,-1.32,-1.48,-1.72,-1.85,-0.61,-1.27,-0.55,51.3,77.1
44,4,193006,2.9,71,-2.21,-2.21,-1.31,-2.21,186,6,-0.55,-1.41,-1.54,-2.1,-0.51,-1.42,-0.89,58,83.9
44,4,193007,0.79,77.1,-3.51,-3.51,-4.59,-3.51,375,0,-2.8,-2.34,-2.18,-2.7,-2.65,-1.8,-1.23,63.8,90.4
44,4,193008,0.67,73.5,-4.66,-4.66,-4.54,-4.66,264,0,-3.09,-3.03,-2.9,-3.09,-3.09,-2.13,-2.56,59.7,87.2
44,4,193009,0.96,72.5,-5.5,-5.5,-3.96,-5.5,231,6,-2.37,-2.94,-3.09,-3.09,-3.09,-3.09,-3.09,59.2,85.9
44,4,193010,0.31,52.5,-6.04,-6.04,-3.3,-6.04,0,388,-2.07,-3.09,-3.09,-3.09,-3.09,-3.09,-3.09,39.2,65.8
44,4,193011,1.15,42.5,-6.53,-6.53,-3.33,-6.53,0,675,-1.1,-2.27,-2.66,-3.09,-3.09,-3.09,-2.83,32.4,52.6
44,4,193012,2.57,31.5,-6.52,-6.52,-1.99,-6.52,0,1038,-0.13,-0.89,-1.79,-3.09,-3.09,-3.09,-3.09,23,40
44,4,193101,1.44,34.2,-6.84,-6.84,-2.97,-6.84,0,955,-1.26,-0.84,-1.36,-3.09,-3.09,-3.09,-3.09,24.6,43.8
44,4,193102,1.65,36.5,-6.89,-6.89,-2.26,-6.89,0,798,-0.54,-1.4,-1.11,-2.52,-3.09,-3.09,-3.09,26.5,46.5
44,4,193103,3.54,38,-5.91,-5.91,0.81,-5.56,0,837,0.31,-0.13,-0.81,-2.25,-3.09,-3.09,-3.01,30.3,45.6
44,4,193104,2.82,51,-5.38,-5.38,-0.24,-5.07,0,420,-0.13,0.02,-0.31,-1.19,-3.09,-3.09,-3.09,39,63.1
44,4,193105,5.07,62,-4.38,-4.38,1.35,-3.53,42,135,0.74,0.42,0.46,-0.33,-1.75,-3.08,-2.6,50,73.9
44,4,193106,3.06,70.8,-4.12,-4.12,-0.59,-3.44,180,6,-0.43,0.14,-0.02,-0.52,-1.64,-2.71,-2.59,58.9,82.7
44,4,193107,5.16,77,-3.39,-3.39,0.94,-2.34,372,0,0.9,0.25,0.52,0.18,-0.53,-2.11,-2.63,66,87.9
44,4,193108,5.29,72.5,-2.59,-2.59,1.34,-1.07,235,0,0.82,1.01,0.59,0.71,0.09,-1.22,-2.69,62.5,82.4
44,4,193109,2.58,71.2,-2.68,-2.68,-1.07,-1.53,196,10,-0.14,0.28,0.56,0.4,-0.01,-0.84,-2.86,59.5,82.8
44,4,193110,1.12,58.1,-3.26,-3.26,-2.57,-2.86,16,230,-1.11,-1.17,-0.41,0.03,-0.17,-0.69,-3.09,44.4,71.7
44,4,193111,0.73,51,-4.18,-4.18,-3.75,-4.18,0,420,-1.58,-1.96,-1.67,-0.78,-0.41,-0.81,-3.09,39.5,62.5
44,4,193112,1.98,41.9,-4.65,-4.65,-2.71,-4.65,0,716,-0.63,-1.48,-1.88,-0.79,-0.62,-0.96,-3.09,31.8,52
44,4,193201,4.4,43.1,-4.08,-4.08,0.27,-3.92,7,686,1.22,0.44,-0.42,-0.71,-0.22,-0.39,-3.09,34.1,52
44,4,193202,2.44,41,-3.82,-3.82,-0.49,-3.79,0,672,0.14,0.92,0.41,-1.06,-0.52,-0.21,-3.09,29.4,52.6
44,4,193203,5.15,38,-2.5,-2.5,2.79,-1.33,0,837,1.33,1.01,1.4,-0.28,0.05,0.09,-2.72,27.6,48.5
44,4,193204,2.24,50.4,-2.52,-2.52,-0.83,-1.65,0,438,-0.61,0.53,0.46,0.04,-0.4,-0.03,-2.53,37.8,62.9
44,4,193205,6.07,61.5,-1.42,-1.42,2.53,0.4,36,145,1.25,0.6,1.18,1.01,-0.21,0.09,-1.82,49.5,73.6
44,4,193206,3.33,70.4,-1.34,-1.34,-0.2,0.34,169,7,-0.23,0.68,0.23,1.1,-0.08,0.09,-1.76,58.7,82.2
44,4,193207,3.15,74.6,-1.47,-1.47,-0.82,-0.12,298,0,-0.48,-0.57,0.26,0.48,0.13,-0.24,-1.65,62.8,86.5
44,4,193208,1.61,74.1,-2.29,-2.29,-2.92,-1.78,282,0,-1.64,-1.27,-1.29,-0.15,0.05,-0.85,-1.7,60.6,87.5
44,4,193209,1.67,67.6,-2.85,-2.85,-2.38,-2.85,113,35,-0.83,-1.73,-1.58,-1.02,-0.13,-1.01,-1.56,54.6,80.5
44,4,193210,7.41,54.7,1.14,-1.42,3.42,0.06,6,325,1.65,0.9,0.13,0.24,0.37,0.14,-0.42,43.9,65.6
44,4,193211,5.28,41,2.14,2.14,3.37,2.14,0,720,1.4,2.01,1.34,0.32,0.84,0.83,0.04,30.2,51.8
44,4,193212,2.96,36.5,2.08,2.08,0.46,2.08,0,884,0.17,1.14,1.92,0.45,0.53,1.02,0.14,25.6,47.4
44,4,193301,3.6,39.8,2.15,2.15,0.86,2.15,0,781,0.75,0.52,1.2,0.81,0.85,0.92,0.38,29.8,49.8
44,4,193302,2.04,35.7,1.75,1.75,-0.55,1.43,0,820,-0.18,0.36,0.33,1.23,0.37,0.86,0.41,25.1,46.3
44,4,193303,3,40.1,1.55,1.55,-0.04,1.16,0,772,-0.09,-0.22,0.21,1.51,0.43,0.52,0.33,30.6,49.5
44,4,193304,5.49,52.5,2.26,2.26,2.6,2.26,0,375,1.42,1.04,0.73,1.2,1,1.02,0.62,40.7,64.2
44,4,193305,5.49,64.5,2.51,2.51,1.44,2.51,75,91,0.96,1.62,1.35,1.08,1.62,0.9,0.63,53.9,75.2
44,4,193306,1.98,71.7,1.57,1.57,-2.04,0.63,205,0,-1.43,-0.15,0.69,0.6,1.55,0.66,0.5,59.1,84.3
44,4,193307,5.4,73,1.87,1.87,1.38,1.47,248,0,1.05,-0.13,0.37,0.77,1.23,1.07,0.58,61.7,84.3
44,4,193308,6.74,72.4,2.58,2.58,2.72,2.58,232,0,1.37,1.58,0.78,1.49,1.26,1.73,0.81,62.3,82.6
44,4,193309,2.85,69.6,-0.13,2.19,-0.38,1.96,156,18,0.01,0.83,1.12,1.26,1.13,1.71,0.82,59.1,80
44,4,193310,2.12,53.3,-0.43,1.65,-0.95,0.96,0,366,-0.39,-0.52,0.42,0.52,0.76,1.13,0.86,40.4,66.2
44,4,193311,0.69,41.7,-1.14,0.73,-2.25,-0.92,0,699,-1.63,-1.32,-1.17,-0.3,0.46,0.46,0.83,30.9,52.6
44,4,193312,2.01,36.9,-1.46,-1.46,-1.33,-1.46,0,871,-0.6,-1.49,-1.43,-0.08,0.36,0.35,0.92,26.5,47.3
44,4,193401,1.31,36.2,-1.91,-1.91,-1.8,-1.91,0,893,-1.46,-1.28,-2.08,-0.81,-0.39,-0.07,0.57,25.8,46.5
44,4,193402,2.04,23,-1.83,-1.83,-0.36,-1.83,0,1176,-0.18,-1.15,-1.31,-1.66,-0.89,-0.03,0.51,12.2,33.8
44,4,193403,3.52,38.6,-1.4,-1.4,0.74,-0.97,0,818,0.29,0.07,-0.66,-1.72,-0.41,0.06,0.31,26.5,50.6
44,4,193404,2.32,51.8,-1.56,-1.56,-0.92,-1.5,0,396,-0.54,-0.26,-0.38,-1.83,-0.9,-0.55,0.3,39.2,64.4
44,4,193405,4.03,63.6,-1.41,-1.41,-0.04,-1.3,62,106,0.17,-0.28,-0.14,-0.87,-1.44,-0.85,-0.01,51,76.2
44,4,193406,2.99,74.2,-1.66,-1.66,-1.17,-1.66,276,0,-0.48,-0.34,-0.62,-0.96,-1.85,-0.7,-0.08,62.3,86
44,4,193407,2.7,77.6,-2.2,-2.2,-2.13,-2.2,391,0,-0.85,-0.99,-0.74,-0.9,-1.77,-1.18,-0.11,66,89.2
44,4,193408,4.84,71.1,0.14,-1.83,0.43,-1.57,194,5,0.63,-0.07,-0.39,-0.46,-0.94,-1.57,0.4,61,81.3
44,4,193409,7.74,67.3,1.44,1.44,3.93,1.44,107,38,1.62,1.65,1.2,0.55,0.16,-0.48,1.06,57.7,77
44,4,193410,0.96,54.1,0.68,0.68,-1.82,-0.39,0,343,-1.25,0.8,0.9,0.25,0,-0.75,0.34,41.6,66.6
44,4,193411,3.78,46.2,0.91,0.91,0.88,0.29,0,564,0.71,-0.37,0.89,0.45,0.29,-0.23,0.14,34.9,57.4
44,4,193412,2.81,34.2,0.95,0.95,0.42,0.49,0,955,0.05,0.49,-0.37,0.62,0.25,-0.06,0.18,24.8,43.5
44,4,193501,4.5,30.1,1.7,1.7,2.54,1.7,0,1082,1.28,0.87,0.98,1.28,0.72,0.48,0.27,20.6,39.6
44,4,193502,1.93,32.6,-0.17,1.35,-0.52,1.02,0,907,-0.28,0.74,0.57,0.96,0.6,0.48,0.24,22.1,43
44,4,193503,2.84,47,-0.49,0.88,-1.01,-0.02,0,558,-0.21,-0.38,0.47,-0.02,0.7,0.37,0.21,35.4,58.7
44,4,193504,3.55,48.8,-0.16,1.07,0.86,0.56,0,486,0.37,0.03,-0.17,0.62,0.98,0.56,-0.05,38.5,59.1
44,4,193505,3.17,58.8,-0.24,0.87,-0.29,0.18,16,209,-0.36,-0.1,-0.26,0.13,0.65,0.36,-0.39,47.3,70.3
44,4,193506,2.82,69.5,-0.45,-0.45,-0.7,-0.45,146,11,-0.61,-0.81,-0.54,-0.16,-0.32,0.29,-0.32,57.6,81.4
44,4,193507,3.16,76.1,-0.78,-0.78,-1.13,-0.78,344,0,-0.48,-0.83,-0.94,-0.94,-0.07,0.4,-0.6,65.4,86.8
44,4,193508,3.46,73.1,-1.04,-1.04,-1.02,-1.04,251,0,-0.08,-0.44,-0.78,-0.83,-0.4,0.21,-1.02,62.8,83.4
44,4,193509,6.26,64,0.94,0.94,2.82,0.94,55,85,1.24,0.87,0.51,0.05,0.2,0.05,-0.45,53.3,74.8
44,4,193510,2.63,55.1,0.69,0.69,-0.47,0.69,7,313,-0.1,0.85,0.59,-0.14,-0.27,0.26,-0.36,42.2,68.1
44,4,193511,3.56,46.5,0.89,0.89,0.83,0.89,0,555,0.59,0.19,0.88,0.2,0.02,0.19,-0.05,37.6,55.5
44,4,193512,2.31,28.3,0.78,0.78,-0.08,0.78,0,1138,-0.34,0.17,-0.05,0.29,0.02,0.14,0.03,20.6,36
44,4,193601,4.6,26.3,1.59,1.59,2.67,1.59,0,1200,1.33,0.69,0.79,0.87,0.29,0.14,0.4,17.6,35
44,4,193602,3.38,26.3,1.88,1.88,1.36,1.88,0,1084,0.79,1.37,0.94,1.18,0.59,0.42,0.54,16,36.6
44,4,193603,6.63,47,2.89,2.89,3.61,2.89,0,558,2.14,1.9,2.13,1.3,1.44,1,0.87,35.6,58.5
44,4,193604,2.13,49.3,-0.27,2.32,-0.82,1.92,0,471,-0.71,1.16,1.3,1.25,1.33,0.79,0.84,37.4,61.2
44,4,193605,1.71,64.6,-1.17,1.16,-2.77,-0.43,77,89,-1.38,-1.65,0.1,0.64,0.99,0.5,0.53,50.4,78.9
44,4,193606,3.09,70.1,-1.37,0.71,-0.98,-1.19,161,8,-0.41,-1.35,-1.58,0.58,0.42,0.53,0.55,57.9,82.3
44,4,193607,3.25,75.6,-1.75,-1.75,-1.54,-1.75,329,0,-0.41,-0.64,-1.31,-0.14,0.37,0.56,0.68,63.8,87.5
44,4,193608,3.18,75.2,-2.16,-2.16,-1.8,-2.16,316,0,-0.25,-0.52,-0.75,-0.57,0.03,0.54,0.52,63.8,86.6
44,4,193609,2.18,68.4,-2.6,-2.6,-1.97,-2.6,129,27,-0.4,-0.68,-0.82,-1.71,-0.11,-0.05,-0.14,57,79.9
44,4,193610,3.98,56.5,-2.35,-2.35,-0.05,-2.3,10,273,0.52,-0.03,-0.29,-1.15,-0.33,0.11,0.21,45.3,67.6
44,4,193611,0.82,41.3,-2.99,-2.99,-2.66,-2.99,0,711,-1.46,-0.35,-0.7,-1.18,-0.93,-0.4,-0.17,30.9,51.7
44,4,193612,4.92,35.2,0.51,-2.17,1.53,-1.49,0,924,1.45,0.12,0.33,-0.43,-1.22,0.09,0.13,26.7,43.6
44,4,193701,6.44,40,1.96,1.96,4.51,1.96,0,775,2.21,2.48,1.3,0.58,-0.19,0.39,0.34,31.6,48.4
44,4,193702,3.22,33.3,2.13,2.13,1.11,2.13,0,888,0.69,1.96,2.18,0.93,0.38,0.39,0.48,23.7,42.9
44,4,193703,1.29,39.2,1.23,1.23,-2.03,0.25,0,800,-1.63,-0.55,1.07,0.84,0.14,-0.59,0.28,28.7,49.7
44,4,193704,7.72,50.2,2.92,2.92,5.43,2.92,0,444,2.34,1.27,1.33,1.55,1.12,0.41,0.74,39,61.5
44,4,193705,3.06,62.7,2.29,2.29,-0.98,1.82,50,121,-0.43,1.55,0.69,1.99,1.07,0.59,0.7,49.4,76
44,4,193706,5.55,72.1,2.79,2.79,2.21,2.79,216,0,0.99,0.34,1.8,1.93,1.52,1.02,1.1,60.8,83.4
44,4,193707,3.56,73.6,2.52,2.52,0.04,2.47,267,0,-0.17,0.61,0.12,1.05,1.46,1.07,1.21,62.8,84.5
44,4,193708,7.27,74.5,3.35,3.35,3.27,3.35,294,0,1.55,1.14,1.45,1.57,2.34,1.59,1.61,63.6,85.4
44,4,193709,2.72,62.7,3.12,3.12,0.35,3.12,38,107,-0.06,0.95,0.71,1.65,1.86,1.53,1.13,51,74.3
44,4,193710,8.49,52,4.66,4.66,5.6,4.66,0,403,1.94,1.45,1.99,1.68,2.11,2.11,1.6,41.7,62.2
44,4,193711,2.9,42.5,4.42,4.42,0.7,4.42,0,675,0.22,1.7,1.28,1.91,1.93,2.53,1.55,31.7,53.3
44,4,193712,0.68,33.6,-0.67,3.29,-2.01,2.47,0,973,-1.97,-0.97,1.01,1.24,1.79,2,1.47,24.6,42.7
44,4,193801,1.86,32,-0.89,2.66,-0.87,1.48,0,1023,-0.71,-1.83,-1.21,1.12,1.02,1.44,1.2,23.3,40.7
44,4,193802,1.89,39,-1.13,2.06,-1,0.5,0,728,-0.31,-0.81,-2.04,0.25,1.1,1.23,1.06,28.9,49
44,4,193803,2.32,47,-1.56,1.3,-1.65,-0.8,0,558,-0.64,-0.75,-1.18,0.3,0.62,1.35,0.57,35.2,58.9
44,4,193804,1.71,54.1,-2.04,-2.04,-1.92,-2.04,0,327,-1.14,-1.36,-1.41,-2.18,0.39,0.45,0.5,42.1,66.2
44,4,193805,3.97,61.2,-1.83,-1.83,0,-1.76,33,151,0.13,-0.61,-0.92,-1.77,-0.24,0.55,0.74,50,72.4
44,4,193806,3.12,69,-1.73,-1.73,-0.26,-1.71,134,14,-0.38,-0.31,-0.83,-1.41,-0.19,0.09,0.76,57.3,80.7
44,4,193807,4.63,74.9,-1.29,-1.29,0.79,-0.81,307,0,0.57,0.04,-0.04,-0.88,-1.37,0.31,1.01,64.1,85.7
44,4,193808,2.5,75,-1.74,-1.74,-1.77,-1.74,310,0,-0.73,-0.23,-0.49,-1.04,-1.67,-0.47,0.93,63.3,86.6
44,4,193809,3.53,64.7,-1.55,-1.55,0.05,-1.45,65,74,0.33,-0.4,-0.16,-0.67,-1.12,-0.24,1.02,55,74.5
44,4,193810,1.48,55.2,-2.07,-2.07,-2.05,-2.07,7,311,-0.81,-0.5,-0.95,-0.68,-1.28,-1.75,0.71,41.7,68.6
44,4,193811,2.82,45.4,-2.24,-2.24,-1.14,-2.24,0,588,0.17,-0.56,-0.42,-0.74,-1.14,-1.73,0.89,32.6,58.2
44,4,193812,3.71,33.9,0.19,-1.82,0.57,-1.5,0,964,0.69,0.46,-0.22,-0.35,-0.69,-1.16,0.84,25.4,42.4
44,4,193901,3.13,34.1,0.4,-1.4,0.68,-0.72,0,958,0.42,0.65,0.53,-0.45,-0.33,-0.91,0.47,25,43.3
44,4,193902,4.7,38.4,1.25,1.25,2.67,1.25,0,745,1.55,1.32,1.34,0.44,0.08,-0.32,0.63,27.9,48.9
