StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX
44,4,190903,2.58,40.3,-0.56,0.76,-0.57,-0.36,0,766,-0.42,0.19,0.03,-0.8,-0.22,-0.11,0.54,29.6,50.9
44,4,190904,3.22,52.4,-0.49,0.69,0.03,-0.37,0,378,0.15,-0.29,0.13,-0.63,-0.4,0.12,0.44,39.8,64.8
44,4,190905,3.41,61.8,-0.6,-0.6,-0.46,-0.6,39,139,-0.21,-0.15,-0.41,-0.32,-0.88,-0.34,0.37,48.8,74.9
44,4,190906,6.42,71.7,1.13,1.13,3.4,1.13,205,0,1.36,0.86,0.73,0.52,-0.16,0.11,0.42,61,82.4
44,4,190907,1.1,72.3,-0.84,-0.84,-2.51,-0.84,229,0,-2.42,-0.06,-0.32,-0.21,-0.74,-0.53,0.21,59.5,85
44,4,190908,2.75,70.7,-1.22,-1.22,-1.41,-1.22,183,6,-0.54,-1.71,-0.49,-0.7,-0.58,-1.08,0.13,58.5,82.9
44,4,190909,2.55,64.2,-1.41,-1.41,-0.97,-1.41,58,82,-0.16,-0.71,-1.59,-0.67,-0.63,-1.11,-0.26,52.9,75.4
44,4,190910,1.74,50.1,-1.76,-1.76,-1.46,-1.76,0,462,-0.63,-0.84,-1.14,-0.99,-0.87,-1.28,-0.19,36.4,63.9
44,4,190911,0.72,48.2,-2.8,-2.8,-3.67,-2.8,0,504,-1.59,-1.54,-1.43,-1.55,-1.53,-1.33,-0.65,36.3,60
44,4,190912,2.92,28.4,-2.93,-2.93,-1.26,-2.93,0,1135,0.14,-0.93,-1.2,-2.1,-1.34,-1.27,-0.73,18.9,37.9
44,4,191001,4.04,31.2,-2.27,-2.27,1.07,-1.77,0,1048,1.02,0.71,-0.19,-1.06,-1.06,-0.94,-0.68,21.9,40.4
44,4,191002,2.53,31.4,-1.95,-1.95,0.27,-1.28,0,941,0.21,0.8,0.66,-0.73,-0.98,-1.09,-0.9,22.2,40.5
44,4,191003,0.64,49.4,-3.08,-3.08,-4,-3.08,7,490,-2.41,-1.59,-0.47,-1.33,-2.18,-1.55,-1.1,35.8,63
44,4,191004,4.74,55.4,-2.54,-2.54,0.67,-2.2,0,293,1.05,-0.52,-0.36,-0.33,-1.13,-1.17,-0.71,42.4,68.3
44,4,191005,2.61,59.4,-2.61,-2.61,-1,-2.61,20,193,-0.72,0.18,-0.93,-0.22,-1.08,-1.27,-1.11,46.5,72.2
44,4,191006,6.85,67.1,-0.84,-0.84,4.52,1.14,92,29,1.53,0.7,1.11,0.55,-0.23,-1.18,-0.77,56.8,77.3
44,4,191007,3.97,74.2,-0.6,-0.6,0.44,1.44,285,0,0.12,1.25,0.57,0.19,0.03,-0.68,-0.92,62.8,85.7
44,4,191008,1.89,71.1,-1.1,-1.1,-1.69,0.2,194,5,-1.3,-0.77,0.34,-0.38,0.01,-0.77,-1.53,59.9,82.3
44,4,191009,1.32,68.6,-1.82,-1.82,-2.49,-1.34,133,25,-1.27,-1.77,-1.31,-0.2,-0.44,-0.99,-1.76,56.3,81
44,4,191010,3.8,57.6,-1.7,-1.7,-0.22,-1.24,14,243,0.44,-0.45,-1.16,-0.39,-0.58,-0.58,-1.38,44.8,70.3
44,4,191011,1.12,38.2,-2.2,-2.2,-2.01,-2.2,0,804,-1.13,-0.3,-0.96,-0.51,-0.94,-0.55,-1.3,29.1,47.3
44,4,191012,2.13,26.2,-2.38,-2.38,-1.21,-2.38,0,1203,-0.5,-1.15,-0.55,-1.46,-0.48,-0.71,-1.49,17,35.4
44,4,191101,3.62,35.5,-1.75,-1.75,1.15,-1.18,0,914,0.76,0.12,-0.52,-1.27,-0.67,-0.82,-1.25,26.2,44.9
44,4,191102,1.44,36,-2.02,-2.02,-1.34,-1.97,0,812,-0.74,0.05,-0.28,-1.01,-0.66,-1.06,-1.5,26.3,45.8
44,4,191103,2.46,39.4,-2.02,-2.02,-0.63,-2.02,0,794,-0.52,-0.97,-0.31,-0.64,-1.51,-0.64,-1.48,27.5,51.3
44,4,191104,2.91,48.2,-1.74,-1.74,0.21,-1.58,0,504,-0.07,-0.53,-0.91,-0.98,-1.59,-1.04,-1.47,37.6,58.8
44,4,191105,0.91,67.4,-2.92,-2.92,-4.09,-2.92,123,49,-2.04,-1.66,-1.73,-1.42,-1.71,-1.33,-1.7,52.2,82.6
44,4,191106,4.21,70.7,-2.66,-2.66,-0.12,-2.65,177,6,0.31,-1.2,-1.13,-1.17,-1.31,-1.76,-1.91,58.8,82.6
44,4,191107,2.55,75.5,-3.19,-3.19,-2.4,-3.19,326,0,-0.98,-0.43,-1.44,-1.84,-1.85,-2.11,-1.94,62.6,88.4
44,4,191108,7.66,73.4,0.96,-1.9,2.88,-0.67,260,0,1.68,0.93,0.87,-0.38,-0.47,-0.99,-1.46,61.9,85
44,4,191109,2.58,68.2,0.59,-1.98,-0.82,-1.06,125,29,-0.14,1.02,0.49,-0.33,-0.49,-0.67,-1.41,58,78.3
44,4,191110,3.81,54.8,0.63,-1.67,0.3,-0.63,6,322,0.45,0.05,1.02,-0.09,-0.54,-0.7,-0.97,44.9,64.7
44,4,191111,2.92,40.4,0.67,-1.39,0.33,-0.22,0,738,0.23,0.37,0.04,0.6,-0.27,-0.41,-0.68,30.1,50.7
44,4,191112,2.89,38,0.7,-1.16,0.28,0.09,0,837,0.11,0.15,0.3,0.53,-0.07,-0.26,-0.72,28.8,47.1
44,4,191201,2.01,22.3,0.4,-1.26,-0.67,-0.27,0,1324,-0.54,-0.33,-0.13,0.66,-0.19,-0.59,-1,12.9,31.7
44,4,191202,2.11,27.9,0.27,-1.22,-0.27,-0.32,0,1039,-0.13,-0.54,-0.37,-0.28,0.31,-0.43,-1.06,18.2,37.6
44,4,191203,5.98,39,1.47,1.47,3.7,1.47,0,806,1.8,1.21,0.78,0.65,0.78,0.22,-0.35,28.8,49.1
44,4,191204,2.26,54.2,0.89,0.89,-1.3,0.11,0,324,-0.59,0.93,0.66,0.34,0.84,0.09,-0.67,42.1,66.4
44,4,191205,5.51,63,1.36,1.36,1.69,1.36,54,116,0.97,0.37,1.28,0.64,0.43,0.81,-0.38,50,76.1
44,4,191206,3.47,68.1,1.32,1.32,0.29,1.32,113,20,-0.14,0.5,0.09,0.53,0.58,0.68,-0.8,56.2,80
44,4,191207,4.19,73.2,1.41,1.41,0.68,1.41,254,0,0.27,0,0.48,0.8,0.5,0.98,-0.81,62,84.4
44,4,191208,1.64,70.4,0.59,0.59,-2.03,-0.61,175,7,-1.6,-0.78,-0.84,0.23,-0.02,-0.01,-0.82,58.8,82
44,4,191209,6.77,68.5,1.5,1.5,2.92,1.5,131,26,1.38,0.46,0.43,0.37,0.64,0.69,-0.01,58.2,78.8
44,4,191210,0.95,56.1,-0.71,0.63,-2.14,-0.58,9,285,-1.26,0.5,-0.28,0.09,0.34,0.22,-0.36,43,69.2
44,4,191211,1.96,44,-1.05,-1.05,-1.23,-1.05,0,630,-0.4,-1.26,0.14,-0.51,0.26,0.03,-0.28,32.3,55.7
44,4,191212,3.49,35.8,-0.7,-0.7,0.72,-0.08,0,905,0.54,-0.02,-0.79,-0.27,-0.11,0.17,-0.08,24.8,46.9
44,4,191301,2.42,40,-0.85,-0.85,-0.68,-0.62,0,775,-0.14,0.2,-0.11,-0.44,-0.02,0.23,-0.25,29,51
44,4,191302,0.97,34.4,-1.38,-1.38,-1.85,-1.38,0,857,-1.28,-1.11,-0.43,-0.22,-0.73,0.06,-0.33,23.3,45.5
44,4,191303,4.85,46.4,0.5,-0.74,1.51,0.19,0,577,1.16,0.2,0.03,-0.62,-0.29,-0.14,-0.04,34.6,58.3
44,4,191304,4.07,53,0.76,0.76,0.92,0.76,0,360,0.68,1.23,0.49,0.25,-0.15,0.16,0.08,41.3,64.8
44,4,191305,4.82,62,1.04,1.04,1.07,1.04,42,135,0.61,0.83,1.27,0.6,0.47,-0.02,0.49,49.2,74.9
44,4,191306,2.66,69.8,-0.31,0.62,-0.94,-0.17,154,10,-0.75,-0.14,0.2,0.12,-0.36,-0.21,0.28,58,81.5
44,4,191307,2.8,73.9,-0.72,-0.72,-1.31,-0.72,276,0,-0.76,-1.12,-0.55,-0.15,-0.18,-0.43,0.36,62.6,85.2
44,4,191308,3.11,71.3,-1.03,-1.03,-1.16,-1.03,200,0,-0.29,-0.75,-1.11,0.04,-0.2,-0.1,-0.16,60,82.6
44,4,191309,1.96,64.5,-1.46,-1.46,-1.6,-1.46,62,77,-0.56,-0.81,-1.07,-0.68,-0.64,-0.97,-0.18,53,76
44,4,191310,4.2,55.9,-1.2,-1.2,0.32,-0.95,8,290,0.6,-0.03,-0.31,-0.6,-0.35,-0.35,-0.13,46.4,65.4
44,4,191311,2.92,44.6,-1.21,-1.21,-0.39,-1.09,0,612,0.23,0.5,-0.03,-0.86,0,-0.22,-0.16,33.6,55.6
44,4,191312,1.93,37.4,-1.41,-1.41,-0.98,-1.41,0,856,-0.67,-0.3,0.13,-0.78,-0.48,-0.5,-0.24,27.6,47.1
44,4,191401,3.71,35.1,0.46,-0.81,1.37,0.03,0,927,0.82,0.07,0.15,-0.29,-0.5,-0.27,-0.04,25.8,44.3
44,4,191402,2.26,27.2,0.38,-0.75,-0.08,0.07,0,1058,0,0.52,0.04,-0.12,-0.8,0,-0.05,16.6,37.8
44,4,191403,2.15,37.5,0.07,-0.95,-0.83,-0.51,0,852,-0.78,-0.61,-0.02,0.07,-0.76,-0.51,-0.52,27.1,47.9
44,4,191404,3.91,51.5,0.37,0.37,0.93,0.37,0,405,0.59,-0.14,-0.17,0.03,-0.35,-0.56,-0.34,39.4,63.5
44,4,191405,1.6,64.2,-0.94,-0.94,-2.83,-0.94,71,96,-1.46,-0.7,-1.07,-0.77,-0.63,-1.18,-0.86,50.3,78.1
44,4,191406,3.07,72.1,-1.29,-1.29,-1.33,-1.29,216,0,-0.42,-1.41,-0.91,-0.8,-0.46,-1.11,-0.93,59.3,84.9
44,4,191407,2.49,73,-1.86,-1.86,-2.1,-1.86,248,0,-1.03,-1.07,-1.62,-1.53,-1.12,-1.18,-1.19,61.8,84.2
44,4,191408,3.4,72.9,-2.12,-2.12,-1.35,-2.12,245,0,-0.11,-0.76,-0.96,-1.49,-1.23,-1.1,-0.97,60.4,85.4
44,4,191409,1.15,63.1,-2.7,-2.7,-2.42,-2.7,43,100,-1.6,-1.05,-1.36,-1.69,-1.55,-1.3,-1.88,49.6,76.6
44,4,191410,2.24,57.3,-3.03,-3.03,-1.82,-3.03,13,251,-0.32,-1.36,-1.25,-2.13,-1.96,-1.69,-1.46,46.1,68.6
44,4,191411,2.22,42.6,-3.37,-3.37,-1.96,-3.37,0,672,-0.22,-0.49,-1.19,-1.78,-2.13,-1.81,-1.37,30.7,54.6
44,4,191412,4.06,29.5,-2.88,-2.88,0.43,-2.65,0,1100,0.92,0.35,-0.05,-1.12,-1.52,-1.46,-1.45,21.9,37.1
44,4,191501,5.12,32.1,-1.47,-1.47,3.34,0.14,0,1020,1.6,1.66,1.08,-0.2,-1.13,-1.15,-0.98,24.1,40.1
44,4,191502,3.69,36.2,-0.81,-0.81,1.54,1.34,0,806,0.98,1.67,1.73,0.23,-0.38,-0.84,-0.62,26.7,45.7
44,4,191503,0.82,36,-1.5,-1.5,-2.32,-0.28,0,899,-2.17,-0.55,0.61,0.3,-0.73,-1.12,-1.14,25.8,46.2
44,4,191504,0.98,56.9,-2.39,-2.39,-3.13,-2.15,7,250,-2.18,-3.09,-1.68,0.03,-0.89,-1.82,-1.52,42.4,71.4
44,4,191505,3.01,60.7,-2.7,-2.7,-1.68,-2.7,29,162,-0.46,-1.55,-2.5,-0.17,-0.91,-1.36,-1.67,48.3,73
44,4,191506,5.96,67.6,1.02,-1.4,3.06,-0.05,102,24,1.17,0.5,-0.39,0.06,0.05,-0.85,-1.32,56.2,79.1
44,4,191507,3.37,73,0.88,-1.29,-0.1,0,248,0,-0.31,0.7,0.18,-0.83,0.08,-0.68,-1.35,61.5,84.6
44,4,191508,6.98,70.5,1.94,1.94,3.45,1.94,177,7,1.45,0.98,1.43,-0.27,0.76,0.03,-0.87,60.1,80.9
44,4,191509,2.19,67.5,-0.2,1.54,-0.6,1.19,111,36,-0.39,0.7,0.41,0.06,0.29,0.27,-0.76,56.1,79
44,4,191510,4.04,56.4,0.25,1.63,0.74,1.55,10,276,0.54,0,0.82,0.72,-0.02,0.49,-0.72,45,67.9
44,4,191511,1.49,43.8,-0.31,1.15,-0.92,0.57,0,636,-0.79,-0.06,-0.45,0.67,-0.52,0.35,-0.91,32.3,55.3
44,4,191512,2.75,32.2,-0.13,1.18,0.43,0.74,0,1017,0.01,-0.61,-0.12,0.16,-0.01,0.18,-0.85,23.4,40.9
44,4,191601,1.76,37.2,-0.55,0.62,-1.3,-0.45,0,862,-0.83,-0.55,-0.92,0.04,0.21,-0.46,-1.13,26.3,48.2
44,4,191602,2.7,32.6,-0.34,0.72,0.47,-0.13,0,907,0.33,-0.31,-0.27,-0.62,0.41,-0.63,-1.06,21.8,43.4
44,4,191603,3.11,37,-0.17,0.77,0.39,0.08,0,868,0,0.2,-0.29,-0.27,-0.04,-0.17,-0.91,25.7,48.2
44,4,191604,3.2,51.1,-0.1,0.75,0.18,0.12,0,417,0.14,-0.01,0.13,-0.51,0.08,0.2,-0.99,39.4,62.7
44,4,191605,3.33,64.5,-0.4,-0.4,-0.95,-0.4,75,91,-0.25,-0.19,-0.23,-0.4,-0.64,0.2,-0.82,52.8,76.3
44,4,191606,7.52,66.4,1.81,1.81,5.43,1.81,80,38,1.78,1.28,1.06,0.6,0.39,0.44,-0.33,55.3,77.5
44,4,191607,3.84,74.2,1.72,1.72,0.3,1.72,285,0,0.03,1.44,1.03,0.85,0.17,0.55,-0.15,64.4,83.9
44,4,191608,2.34,72.6,-0.48,1.07,-1.44,0.28,238,0,-0.86,-0.63,0.65,0.31,0.08,-0.2,-0.21,61.6,83.6
44,4,191609,2.84,64.1,-0.58,0.81,-0.45,-0.22,56,83,0,-0.76,-0.69,0.2,-0.01,0,0.07,51.1,77.1
44,4,191610,1.99,54.2,-1,-1,-1.45,-1,0,340,-0.47,-0.58,-1.09,-0.06,-0.06,-0.42,0.02,41.2,67.1
44,4,191611,1.58,44.2,-1.62,-1.62,-2.16,-1.62,0,624,-0.71,-0.91,-0.9,-0.22,-0.33,-0.46,-0.08,32.5,55.9
44,4,191612,2.34,32.6,-1.85,-1.85,-1.19,-1.85,0,1004,-0.32,-0.78,-0.98,-1.28,-0.37,-0.53,-0.26,22.7,42.4
44,4,191701,2.36,32.7,-1.81,-1.81,-0.47,-1.81,0,1001,-0.2,-0.44,-0.79,-1.38,-0.49,-0.44,-0.63,22.4,43
44,4,191702,1.94,32.1,-1.79,-1.79,-0.49,-1.79,0,921,-0.27,-0.41,-0.55,-1.11,-0.53,-0.56,-0.88,20.4,43.9
44,4,191703,5.01,41.4,0.76,-0.85,2.28,0.33,0,732,1.25,0.74,0.48,-0.45,-0.94,-0.18,-0.33,31.2,51.6
44,4,191704,2.75,52.2,0.52,-0.92,-0.48,0.02,0,384,-0.19,0.71,0.41,-0.22,-1.01,-0.29,-0.13,40.2,64.2
44,4,191705,2.59,57,0.24,-1.05,-0.68,-0.39,9,257,-0.74,-0.79,0.05,-0.36,-0.89,-0.46,-0.26,45.5,68.4
44,4,191706,3.51,69.2,0.27,-0.89,0.17,-0.13,138,12,-0.11,-0.76,-0.81,-0.35,-0.88,-1.2,-0.57,57.6,80.9
44,4,191707,4.74,73.3,0.64,0.64,1.18,0.64,257,0,0.64,0.26,-0.35,-0.04,-0.45,-1.06,-0.41,63.4,83.2
44,4,191708,3.82,71.8,0.6,0.6,0.1,0.6,215,0,0.13,0.33,0.13,0.07,-0.23,-0.72,-0.79,60.7,82.9
44,4,191709,2.35,60.6,0.42,0.42,-0.36,0.42,19,151,-0.28,-0.34,-0.08,-0.59,-0.33,-0.76,-0.69,50.1,71
44,4,191710,5.07,48.8,1.1,1.1,2.16,1.1,0,502,0.93,0.41,0.29,-0.01,0.12,-0.21,-0.51,36.2,61.4
44,4,191711,0.5,39.7,-0.55,-0.55,-1.66,-0.55,0,759,-1.89,-0.04,-0.39,-0.25,-0.21,-0.45,-0.65,27.6,51.8
44,4,191712,1.35,24,-0.89,-0.89,-1.18,-0.89,0,1271,-1.22,-2.06,-0.6,-0.55,-0.88,-0.64,-0.87,15.1,33
44,4,191801,3.81,20,-0.25,-0.25,1.65,0.55,0,1395,0.88,-0.19,-1.09,-0.52,-0.58,-0.38,-0.57,11.3,28.7
44,4,191802,0.62,34.4,-0.99,-0.99,-2.3,-0.99,0,857,-1.77,-0.33,-1.03,-0.94,-0.75,-0.62,-0.87,22.6,46.3
44,4,191803,3.38,46.4,-0.98,-0.98,-0.28,-0.98,0,577,0.19,-0.9,-0.17,-0.59,-0.63,-0.95,-0.82,33.3,59.5
44,4,191804,7.17,50,1.61,1.61,4.83,1.61,0,450,2.13,1.9,0.97,0.01,0.05,-0.09,-0.33,38.7,61.2
44,4,191805,2.61,67.6,-0.74,0.7,-2.23,-0.51,127,46,-0.72,1.18,1.08,0.17,-0.18,-0.14,-0.49,54.6,80.6
44,4,191806,3.03,67.9,-0.87,-0.87,-0.6,-0.87,108,21,-0.45,-0.96,0.64,0.34,-0.07,-0.27,-1.02,56.1,79.7
44,4,191807,3.16,71.2,-1.05,-1.05,-0.83,-1.05,197,0,-0.48,-0.72,-1.06,-0.2,-0.73,-0.53,-1.17,59.8,82.6
44,4,191808,5.45,74.6,0.27,-0.67,0.81,0.01,298,0,0.89,0.35,-0.02,0.68,0.09,-0.16,-0.75,63,86
44,4,191809,3.35,61.2,0.36,0.36,0.34,0.36,23,137,0.25,0.59,0.24,0.58,0.38,0.09,-0.6,49,73.4
44,4,191810,1.4,57.9,-0.75,-0.75,-2.26,-0.75,15,235,-0.88,-0.62,-0.02,-0.73,-0.2,-0.62,-0.64,45.2,70.5
44,4,191811,1.34,42.3,-1.46,-1.46,-2.36,-1.46,0,681,-0.92,-1.36,-1.01,-0.84,-0.1,-0.51,-0.68,30.8,53.7
44,4,191812,4.15,38.2,0.15,-1.17,0.44,-0.85,0,831,0.98,0,-0.61,-0.31,0.16,0.02,-0.46,29.4,47
44,4,191901,2.95,35,0.26,-0.91,0.4,-0.31,0,930,0.29,0.77,0.11,-0.1,-0.64,-0.16,-0.38,24.2,45.9
44,4,191902,1.82,34.2,-0.25,-1.07,-0.74,-0.79,0,862,-0.38,-0.12,0.45,-0.6,-0.55,0.09,-0.42,24.8,43.6
44,4,191903,3.42,44.5,-0.22,-0.96,-0.01,-0.61,0,636,0.22,-0.11,0.01,-0.49,-0.33,0.1,-0.62,32.8,56.1
44,4,191904,2.77,51.3,-0.31,-0.97,-0.34,-0.7,0,411,-0.17,-0.07,-0.31,-0.09,-0.24,-0.76,-0.62,39.2,63.4
44,4,191905,5.58,61.4,0.67,0.67,2,0.67,35,147,1.01,0.61,0.58,0.62,-0.2,-0.23,-0.33,50.2,72.5
44,4,191906,3.97,71.2,0.76,0.76,0.47,0.76,191,5,0.18,0.74,0.47,0.31,-0.1,-0.11,-0.3,60.5,82
44,4,191907,5.56,74.4,1.36,1.36,2.04,1.36,291,0,1.14,0.78,1.18,0.69,0.55,0.34,-0.19,63.9,84.9
44,4,191908,2.85,70.7,-0.18,1.04,-0.55,0.64,183,6,-0.47,0.27,0.23,0.51,0.58,-0.05,-0.24,59.3,82.1
44,4,191909,1.73,66.6,-0.69,-0.69,-1.58,-0.69,95,47,-0.77,-1.04,-0.32,0.06,-0.01,-0.25,-0.25,53.2,79.9
44,4,191910,3.08,61.5,-0.99,-0.99,-1.12,-0.99,41,149,0.12,-0.59,-0.89,0.14,-0.08,-0.02,-0.49,50.2,72.9
44,4,191911,2.88,43.6,-1.09,-1.09,-0.6,-1.09,0,642,0.21,0.1,-0.46,-0.23,0.09,0.2,-0.23,32.6,54.5
44,4,191912,2.25,29.6,-1.18,-1.18,-0.59,-1.18,0,1097,-0.39,-0.17,-0.15,-0.43,-0.03,-0.09,-0.08,18.6,40.5
44,4,192001,1.97,27.6,-1.3,-1.3,-0.73,-1.3,0,1159,-0.59,-0.72,-0.42,-1.05,-0.13,-0.3,-0.32,18.7,36.5
44,4,192002,3.16,30.5,0.36,-0.8,1.08,-0.08,0,966,0.65,0.09,-0.19,-0.59,-0.37,-0.02,-0.03,21.8,39.2
44,4,192003,2.69,42.7,0.09,-0.95,-0.69,-0.57,0,691,-0.33,0.22,-0.16,-0.22,-0.52,-0.14,-0.12,30.4,55.1
44,4,192004,4.11,49.8,0.54,0.54,1.38,0.54,0,456,0.71,0.24,0.51,0.07,-0.66,0.08,-0.51,38.6,61
44,4,192005,1.51,58,-0.67,-0.67,-2.02,-0.67,13,230,-1.53,-0.64,-0.79,-0.73,-0.89,-0.71,-0.7,45.6,70.4
44,4,192006,4.72,68.6,0.5,0.5,1.5,0.5,124,16,0.59,-0.7,-0.24,-0.35,-0.32,-0.61,-0.53,56.5,80.6
44,4,192007,3.8,71.6,0.57,0.57,0.35,0.57,209,0,0,0.37,-0.63,-0.2,-0.39,-0.92,-0.46,60.4,82.8
44,4,192008,6.44,71.4,1.4,1.4,2.69,1.4,203,0,1.26,0.94,1.03,0.29,0.1,-0.19,-0.26,62.2,80.5
44,4,192009,3.37,66.1,1.45,1.45,0.56,1.45,87,54,0.26,0.9,0.73,0.4,0.22,0.17,-0.19,55.2,77
44,4,192010,0.49,58.3,-0.92,-0.92,-2.75,-0.92,17,225,-1.79,-1.07,0.01,-0.41,-0.17,-0.33,-0.3,44.6,71.9
44,4,192011,4.56,41.8,-0.26,-0.26,1.67,0.56,0,696,1.09,-0.24,-0.23,0.53,0.06,-0.08,0.05,32.3,51.2
44,4,192012,2.54,35.7,-0.23,-0.23,0.02,0.51,0,908,-0.16,0.7,-0.36,0.25,0.14,0,-0.09,27.7,43.7
44,4,192101,2.21,33.9,-0.37,-0.37,-0.49,-0.37,0,964,-0.34,-0.41,0.41,0.13,-0.17,0.02,-0.2,24.9,42.8
44,4,192102,1.89,36.9,-0.61,-0.61,-0.83,-0.61,0,787,-0.31,-0.55,-0.55,-0.59,0.17,-0.18,-0.21,26.7,47
44,4,192103,1.62,53.1,-1.65,-1.65,-3.31,-1.65,15,384,-1.28,-1.29,-1.44,-1.06,-0.35,-0.38,-0.44,40.1,66
44,4,192104,2.59,57.5,-2,-2,-1.57,-2,9,234,-0.31,-1.24,-1.3,-0.39,-0.44,-0.7,-0.47,44.9,70.1
44,4,192105,6.86,60.1,-0.62,-0.62,3.51,1.07,24,176,1.63,1.05,0.33,-0.16,-0.32,0.24,-0.39,48.9,71.2
44,4,192106,2.32,71.2,-1.08,-1.08,-1.56,-0.13,191,5,-1.06,0.59,0.28,-0.55,-0.62,-0.23,-0.61,58.9,83.5
44,4,192107,3.5,76.1,-1.31,-1.31,-1.03,-0.76,344,0,-0.22,-0.92,0.3,-0.55,-0.17,-0.25,-0.89,65.6,86.5
44,4,192108,2.68,70.1,-1.66,-1.66,-1.47,-1.64,166,8,-0.59,-0.63,-1.14,-0.68,-0.84,-0.89,-0.9,58.9,81.4
44,4,192109,2.03,71.6,-2.28,-2.28,-2.37,-2.28,207,9,-0.51,-0.97,-0.96,-0.54,-1.08,-1.16,-0.78,60.3,82.8
44,4,192110,1.04,54.4,-2.92,-2.92,-2.63,-2.92,5,334,-1.18,-1.57,-1.74,-0.88,-1.42,-1.01,-1,40.5,68.4
44,4,192111,3.52,45.7,-2.89,-2.89,-0.79,-2.89,0,579,0.57,-0.45,-0.83,-1.61,-1.12,-1.25,-0.91,35.5,55.9
44,4,192112,2.17,35.3,-3.06,-3.06,-1.43,-3.06,0,921,-0.46,0.09,-0.67,-1.27,-0.87,-1.42,-0.99,25.9,44.7
44,4,192201,3.43,28.4,-2.45,-2.45,0.89,-2.03,0,1135,0.63,0.05,0.35,-1.02,-0.62,-1.15,-0.76,19.2,37.6
44,4,192202,3.05,36.8,-1.98,-1.98,0.67,-1.23,0,790,0.58,0.76,0.35,-0.55,-1.23,-0.9,-0.79,27,46.5
44,4,192203,4.09,43.5,-1.46,-1.46,0.93,-0.32,0,666,0.68,0.82,0.95,0.1,-0.66,-0.37,-0.59,33.5,53.5
44,4,192204,1.44,53.3,-2.02,-2.02,-2.12,-1.65,0,351,-1.46,-0.44,-0.06,0.23,-0.94,-0.62,-0.93,42.4,64.2
44,4,192205,4.12,63.8,-1.92,-1.92,-0.33,-1.61,65,102,0.22,-0.67,-0.23,0,-0.58,-1.15,-0.67,52.4,75.2
44,4,192206,4.25,71.8,-1.49,-1.49,0.7,-0.86,208,0,0.34,0.24,-0.44,0.28,-0.16,-0.82,-0.75,61.2,82.4
44,4,192207,4.25,73.4,-1.1,-1.1,0.7,-0.18,260,0,0.31,0.36,0.28,0.15,0.3,-0.67,-0.72,63.2,83.7
44,4,192208,3.74,69.4,-0.92,-0.92,0.22,0.08,148,11,0.08,0.11,0.18,-0.07,0.08,-0.41,-1.08,58.5,80.3
44,4,192209,1.53,66.9,-1.42,-1.42,-1.8,-0.97,100,43,-0.98,-0.72,-0.52,-0.7,-0.16,-0.42,-1.31,54.6,79.2
44,4,192210,2.36,56.7,-1.72,-1.72,-1.34,-1.72,11,268,-0.25,-1.06,-0.9,-0.43,-0.48,-0.23,-0.92,43.3,70.1
44,4,192211,0.37,44.7,-2.71,-2.71,-3.48,-2.71,0,609,-2.1,-1.37,-1.75,-1.18,-1.13,-0.86,-1.48,33.5,55.9
44,4,192212,3.26,35.9,-2.67,-2.67,-0.73,-2.67,0,902,0.38,-0.94,-0.95,-1.13,-1.21,-0.66,-1.56,25.6,46.1
44,4,192301,2.86,33.4,-2.4,-2.4,-0.02,-2.35,0,980,0.22,0.31,-0.69,-1.21,-0.8,-0.8,-1.39,24.8,42.1
44,4,192302,1.94,30.4,-2.32,-2.32,-0.49,-2.32,0,969,-0.27,-0.1,0.11,-1.3,-1.03,-1.04,-1.37,21.3,39.5
44,4,192303,3.54,43.4,-1.99,-1.99,0.27,-1.81,0,670,0.31,0.03,0.08,-0.72,-1.03,-1.15,-1.07,30.3,56.4
44,4,192304,3.2,51.2,-1.73,-1.73,0.16,-1.41,0,414,0.14,0.21,-0.01,-0.46,-1.09,-0.77,-0.97,38.1,64.2
44,4,192305,1.39,60.3,-2.38,-2.38,-2.48,-2.38,26,171,-1.63,-1.2,-0.87,-0.59,-1.54,-1.28,-1.6,46.5,74
44,4,192306,2.43,72.3,-2.81,-2.81,-2.01,-2.81,222,0,-0.96,-1.82,-1.54,-1.24,-1.73,-1.58,-1.59,60,84.6
44,4,192307,4.39,73,-2.55,-2.55,-0.09,-2.52,248,0,0.41,-0.4,-1.26,-1.11,-1.29,-1.61,-1.63,61.6,84.3
44,4,192308,4.35,70.9,-2.26,-2.26,0.07,-2.15,189,6,0.4,0.39,-0.17,-0.75,-0.59,-1.53,-1.55,60.4,81.5
44,4,192309,3.47,66.6,-2.11,-2.11,-0.25,-2.04,95,47,0.3,0.27,0.31,-0.73,-0.66,-1.1,-1.27,56.2,77
44,4,192310,1.46,52.9,-2.54,-2.54,-1.93,-2.54,0,375,-0.83,-0.53,-0.31,-1.12,-1.05,-1.27,-1.09,40,65.8
44,4,192311,2.77,41.6,-2.59,-2.59,-0.93,-2.59,0,702,0.14,-0.6,-0.46,-0.53,-0.93,-0.81,-1.17,31.4,51.7
44,4,192312,2.62,42,-2.72,-2.72,-1.2,-2.72,0,713,-0.09,-0.04,-0.62,-0.26,-1.02,-0.97,-1.22,31.4,52.6
