Id,Site ,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
43,La Planada,21.792,21.633,21.583,20.933,20.95,21.092,22.383,22.092,21.842,21.85,21.825,21.45,22.083,21.175,21.742,21.467,21.083,21.208,21.717,21.158,20.183,21.292,20.583,20.158,19.708,20.633,21.333,21.133,21.375,21.175,21.075,21.383,22.3,20.808,21.142,21.192,22.3,21.2,20.817,21.283,21.375,21.45,21.325,21.333,21.575,20.533,21.033,21.417,20.608,20.542,20.967,20.892,20.75,20.4,20.275,20.442,20.233,20.242,21.558,21.258,20.708,20.858
44,Yasuni,32.083,31.975,32.042,31.85,31.433,31.55,32.55,32.55,32.35,32.408,32.425,32.208,32.675,32.025,32.258,32.1,31.825,31.9,32.325,31.908,31.183,32.033,31.525,30.867,30.517,31.133,31.675,31.583,31.8,31.825,31.742,31.95,32.733,31.533,31.75,31.842,32.642,31.8,31.492,31.95,31.917,31.85,31.592,31.783,31.992,31.083,31.467,31.9,31.225,31.408,31.442,31.592,31.617,31.175,31.133,31.092,31,31.05,32.133,31.95,31.433,31.508
45,Barro Colorado Island,29.317,29.492,29.883,29.467,29.217,30.267,30.492,30.7,30.325,29.942,29.625,29.408,29.858,29.858,29.958,29.558,29.342,28.842,29.367,29.317,28.95,29.708,29.492,28.617,28.083,28.725,28.692,29.125,29.283,29.325,28.917,29.175,29.717,28.792,28.967,29.092,29.425,29.05,28.875,29.458,29.783,29.892,29.967,29.85,29.908,28.9,29.417,29.35,29.008,29.25,29.667,29.5,29.4,29.175,29.017,29.267,29.117,29.233,29.733,29.608,29.5,29.242
46,Cocoli,30.25,30.367,30.708,30.225,30.092,31.142,31.417,31.558,31.142,30.833,30.525,30.117,30.65,30.625,30.708,30.433,30.167,29.717,30.258,30.1,29.708,30.558,30.233,29.417,28.75,29.5,29.433,29.908,30.092,30.167,29.692,30.033,30.642,29.617,29.908,30.142,30.45,29.942,29.775,30.458,30.592,30.725,30.783,30.683,30.758,29.683,30.233,30.183,29.733,30.017,30.442,30.3,30.2,29.942,29.783,30.025,29.867,29.992,30.542,30.392,30.258,30
47,San Lorenzo/ Sherman,29.317,29.492,29.883,29.467,29.217,30.267,30.492,30.7,30.325,29.942,29.625,29.408,29.858,29.858,29.958,29.558,29.342,28.842,29.367,29.317,28.95,29.708,29.492,28.617,28.083,28.725,28.692,29.125,29.283,29.325,28.917,29.175,29.717,28.792,28.967,29.092,29.425,29.05,28.875,29.458,29.783,29.892,29.967,29.85,29.908,28.9,29.417,29.35,29.008,29.25,29.667,29.5,29.4,29.175,29.017,29.267,29.117,29.233,29.733,29.608,29.5,29.242
48,Luquillo,27.875,27.733,27.792,27.417,27.792,27.3,27.967,28.65,28.6,28.842,28.225,28.375,28.55,29.108,28.675,28.592,28.608,29.225,29.2,28.867,28.642,28.258,28.317,28.242,28.342,28.1,28.667,28.708,28.1,28.842,28.5,27.983,28.867,28.5,28.7,28.825,29.083,28.908,28.758,29.433,29.475,29.392,29.783,29.5,29.583,28.792,28.642,29.025,28.425,28.633,28.892,28.775,28.592,28.317,28.75,28.667,28.933,28.483,29.025,29.042,28.458,29.167
49,Laupahoehoe ,22.375,21.592,22.008,22.225,21.275,22.108,22.15,22.45,22.75,22.35,22.717,22.658,23.1,22.358,22.667,23.05,23.783,23.9,22.8,22.567,22.633,22.617,22.842,23.342,22.283,22.3,23.692,22.983,22.567,23.233,23.058,22.433,22.717,22.525,21.817,23.2,22.567,22.8,22.083,22.45,22.892,23.033,22.492,22.958,23.825,23.458,23.525,22.067,21.675,22.333,22.392,22.758,23.308,23.525,22.933,22.325,22.6,22.3,22.008,22.317,22.333,22.117
50,Palamanui,21.142,20.142,20.725,20.817,20.283,20.7,20.942,20.75,20.95,21.067,21.492,21.242,21.292,20.983,20.975,21.617,22.183,22.15,21.158,21.017,20.967,21.208,21.592,21.658,21.075,21.292,22.283,21.892,21.492,21.983,21.792,21.217,21.392,21.717,21.142,22.4,21.758,22.167,21.408,21.558,22.042,22.017,21.442,21.8,22.183,22.108,22.258,21.408,21.025,21.575,21.675,21.9,22.342,22.2,21.65,21.033,21.367,21.108,20.858,21.1,21.167,20.883
51,Badagongshan,18.058,17.767,18.092,16.9,17.8,17.758,17.275,17.642,18.292,18.108,18.517,18.067,18.467,17.008,17.625,18.4,17.133,17.658,17.317,17.25,17.317,17.367,17.6,17.383,17.408,16.967,17.492,18.333,18.15,17.042,17.442,16.908,17.392,16.858,17.258,17.533,17.55,17.825,16.533,18.042,17.008,17.958,17.042,17.742,17.883,17.192,17.842,18.808,18.275,17.542,18.3,18.408,17.483,18.725,17.85,18.725,18.508,17.858,18,17.967,17.825,17.033
52,Baotianman,19.35,19.183,19.958,18.15,19.767,18.992,19.008,18.975,19.575,19.433,19.925,19.675,19.175,17.575,19.642,20.133,18.633,19.442,18.658,18.85,18.667,18.708,19.15,18.658,18.683,18.45,19.358,19.95,19.558,18.575,18.933,18.667,18.775,17.767,18.142,19.275,19.167,18.983,17.925,18.817,18.65,19.1,18.458,19.583,19.942,18.55,19.925,20.067,20.117,19.142,19.625,20.183,18.55,20.2,19.267,20.1,20.042,19.642,19.567,19.683,19.183,19.242
53,Changbaishan,7.5583,6.85,6.8167,5.9417,7.075,5.6,6.1,7.275,7.6667,6.875,8.025,7.0583,7.45,6.4667,6.375,6.425,7.3667,6.9917,5.55,6.7083,6.2833,6.65,7.425,6.3333,7.8083,6.2333,7.1917,7.3917,7.1583,6.2167,6.5583,8.0417,7.1917,6.35,6.4833,6.1667,6.6167,7.0333,8.0333,7.4917,6.85,7.025,6.7917,7.7333,7.3833,7.1083,7.7083,8.0167,7.9583,7.0583,7.8917,7.6667,7.875,8.6333,7.0833,7.575,8.1583,8.3667,7.175,6.4,7.025,6.1083
54,Donglingshan,14.075,13.033,13.633,12.792,13.908,12.342,13.067,13.633,13.4,13.992,14.267,13.983,13.792,12.333,14.267,13.017,12.808,13.492,11.975,12.858,13.208,13.442,12.967,12.967,14.092,12.283,13.208,13.467,12.992,13.025,13.933,14.525,14.575,13.308,12.783,13.8,14.033,13.883,14.442,13.808,13.692,14.025,13.967,14.7,14.4,13.608,14.367,14.417,14.433,13.925,14.067,14.075,13.625,14.558,14.358,14.642,15.133,14.367,14.567,13.633,14.375,13.825
55,Gutianshan,19.892,19.275,19.592,19.383,20.258,19.55,19.242,19.933,19.983,20.1,20.25,19.658,20.292,19.667,19.092,19.983,19.65,19.542,18.917,18.65,20.308,19.492,19.817,19.583,19.375,19.383,19.583,20.3,20.492,19.425,19.267,19.55,19.825,18.95,19.592,20.008,20.133,19.792,19.45,20.258,19.842,19.992,19.625,20.242,20.05,19.875,19.975,20.642,20.275,19.675,20.067,20.342,20.725,20.958,19.833,20.658,21.108,20.25,20.417,20.033,19.908,19.375
56,Tiantongshan,19.633,20.05,20.242,19.283,19.942,19.117,19.05,19.558,20.017,20.1,20.142,19.183,20.008,19.742,19.458,20.1,19.675,19.525,19.25,19.192,19.85,19.342,19.517,19.5,19.658,19.183,19.825,20.15,20.333,19.558,19.875,20.15,20.092,19.742,19.975,20.133,20.625,20.558,20.067,20.867,20.083,20.167,20.217,20.692,20.158,20.225,20.608,21.133,20.65,20.225,20.325,20.417,20.642,20.817,19.85,20.3,20.467,19.908,20.108,19.7,19.533,19.475
57,Zofin,12.633,11.742,12.7,11.15,11.483,11.167,12.583,12.217,12.442,11.967,12.85,11.275,11.442,11.542,11.225,12.467,12.6,11.992,11.708,11.667,12.442,11.792,12.167,12.817,12.642,12.275,12.583,11.55,11.992,11.258,12.408,12.433,13.292,11.658,11.442,12.042,11.442,12.867,13.008,13.275,11.875,13.542,12.658,14.033,12.808,10.958,12.542,13.1,13.1,14.117,12.775,13.642,13.525,12.717,12.575,13.25,14.233,13.742,13.475,12.358,13.892,13.7
58,Speulderbos,13.783,12.967,13.883,12.817,12.908,12.033,13.6,12.942,14.433,13.333,13.675,11.767,11.8,12.992,12.408,13.192,13.817,12.908,13.433,12.95,13.683,12.842,13.483,13.725,13.958,14.175,13.55,12.733,12.233,13.017,13.025,14.208,14.117,13.192,12.308,12.967,12.45,13.992,14.875,14.908,13.508,14.408,13.408,14.425,14.375,12.433,14.175,13.783,14.883,14.625,14.258,14.608,14.892,14.292,14.617,15.15,15.075,14.658,14.667,13.092,15.017,14.325
59,Wytham Woods,13.433,13.6,14,13.2,13.692,12.883,14.133,13.283,15.075,13.65,14.233,12.558,12.242,13.467,12.95,13.392,13.617,12.992,13.392,13.758,13.767,13.158,13.842,13.575,14.208,14.4,13.325,13.475,12.9,13.358,13.158,13.942,14.025,13.983,12.8,12.758,12.958,13.775,15.083,15.275,13.625,13.975,13.592,14.367,15.233,13.558,14.992,14.567,14.908,14.333,14.025,14.583,14.875,14.375,14.417,14.742,14.783,14.058,14.342,13.267,14.983,13.85
