Id,Site ,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
42,Amacayacu,339.2,338.29,339.12,345.65,336.87,351.99,334.79,341.94,338.92,338,343.41,343.37,333.88,350.63,347.3,339.46,341.3,343.42,343.46,341.54,341.32,344.48,348.71,358.63,355.38,336.74,350.54,346.88,338.27,332.91,337.73,336.06,323.71,335.27,329.47,344.11,331.08,333.35,335.27,331.53,322.39,321.61,347.75,340.61,339.43,341.58,332.35,349.51,342.06,340.28,331.79,349.13,350.38,343.26,330.88,340.49,340.83,344.2,343.55,329.39,331.6,325.24
43,La Planada,194.86,194.67,204.6,199.46,222.62,210.63,194.25,182.31,192,203.57,194.64,210.87,203.6,196.7,199.48,203.85,203.2,210.16,194.05,207.93,231.84,201.86,200.18,214.9,215.9,196.28,183.47,189.69,199.56,187.6,204.6,210.96,185.69,213.46,187.65,190.6,191.56,210.76,191.1,188.14,182.13,174.94,200.4,201.87,182.14,201.83,187.26,199.5,230.1,198.84,186.66,190.17,193.8,187.09,195.76,201.42,192.38,227.53,189.7,202.3,211.36,191.54
44,Yasuni,295.32,287.94,305.3,293.69,329.64,315.29,276.38,281.4,292.84,307.09,289.78,323.42,317.64,283.93,281.15,307.09,291.61,297.15,280.41,315.19,324.72,315.65,313.83,311.6,321,315.12,287.32,280.05,310.99,291.56,315.8,312.94,285.15,319.46,263.79,282.22,284,317.87,294.79,289.62,283.14,272.83,304.51,308.31,305.04,306.81,287.54,294.56,324.47,304.9,289.94,307.58,308.14,306.13,310.84,307.13,300.88,326.78,302.5,294.91,324.86,284.27
45,Barro Colorado Island,217.34,209.34,187.86,203.97,216.6,224.31,182.48,208.5,193.59,222.23,203.16,222.11,220.64,215.6,195.64,218.9,204.95,211.8,218.6,239.15,218.53,207.85,217.91,208.15,214.67,193.07,199.28,220.09,229.14,220.13,244.43,211.33,190.78,223.34,211.05,215.27,229.76,222.67,221.84,220.07,199.89,211.45,221.22,216.03,218.67,221.19,193.5,210.83,227.73,217.64,209.14,210.77,217.21,227.06,215.33,214.77,236.17,212.74,210.74,245.16,242.28,213.29
46,Cocoli,215.43,207.99,188.08,202.94,219.08,222.71,182.88,206.76,196.05,221.94,210.19,220.09,215.94,213.7,195.99,216.05,207.69,207.95,216.6,228.49,218.83,209.27,216.81,208.98,213.35,195.02,200.37,218,223.34,217.61,237.51,206.65,199.21,219.6,208.22,217.84,222.54,219.62,218.51,218.87,203.92,212.91,219.88,219.5,214.49,218.93,196.56,209.41,224.48,216.99,210.58,210.16,219.42,225.34,213.35,215.43,230.97,210.78,211.81,238.56,236.76,211.03
47,San Lorenzo/ Sherman,217.34,209.34,187.86,203.97,216.6,224.31,182.48,208.5,193.59,222.23,203.16,222.11,220.64,215.6,195.64,218.9,204.95,211.8,218.6,239.15,218.53,207.85,217.91,208.15,214.67,193.07,199.28,220.09,229.14,220.13,244.43,211.33,190.78,223.34,211.05,215.27,229.76,222.67,221.84,220.07,199.89,211.45,221.22,216.03,218.67,221.19,193.5,210.83,227.73,217.64,209.14,210.77,217.21,227.06,215.33,214.77,236.17,212.74,210.74,245.16,242.28,213.29
48,Luquillo,200.86,212.04,196.89,209.94,200.68,211.13,189,215.52,197.53,210.8,209.15,198.01,198.38,182.91,203.84,202.01,175.3,185.91,207.56,206.33,193.06,186.76,185.7,188.82,198.18,184.15,194.98,187.77,220.22,181.63,207.25,183.75,187.64,195.83,183.72,201.68,211.44,213.12,199.31,196.42,183.47,208.9,194.41,180.25,196.59,191.87,181.87,218.97,211.92,179.15,196.59,193.67,213.16,211.34,218.02,227.46,206.55,213.61,197.06,229.2,218.81,187.35
49,Laupahoehoe ,254.72,245.4,206.46,262.88,251.02,274.48,253.76,234.11,235.3,268.94,237.05,195.65,243.61,276.23,251.08,250,278.95,249.67,265.12,251.41,243.17,224.9,203.73,235.59,219.27,231.12,213.3,252.97,235.5,228.85,217.2,251.87,190.31,221.04,234.94,260.52,261.75,260.98,259.76,279.54,257.17,233.58,236.36,284.27,202.94,243.04,266.78,234.87,266.65,254.22,260.78,254.43,231.88,259.6,231.09,245.33,248.16,228.86,265.12,224.16,256.89,260.77
50,Palamanui,261.3,245.04,209.1,270.83,260.05,276.94,256.38,238.19,236.09,267.89,237.69,199.1,250.93,273.46,261.62,252.03,287.06,256.88,265.3,251.65,249.83,233.63,213.16,247.41,220.74,228.32,214.39,259.32,234.2,236.67,223.11,257.84,191.3,223.91,237.22,261.9,257.41,256.94,259.54,271.36,255.59,238.59,231.06,277.12,205.45,248.84,273.11,232.95,264.61,254.8,253.99,249.22,232.17,271.82,236.97,245.83,242.29,230.74,260.53,226.37,250.09,247.6
51,Badagongshan,176.79,190.6,175.94,206.29,146.44,176.05,178.5,190.99,183.37,180.16,189.14,186.03,166.22,190.64,179.31,151.97,192.87,172.97,174.19,182.35,178.36,175.86,177.72,179.59,179.06,163.87,178.77,172.08,162.27,180.28,159.63,181.37,185.47,174.93,173.7,169.01,182.97,156.08,219.92,189.45,170.61,167.68,184.81,187.69,162.75,182.33,176.69,169.36,160.52,190.62,167.37,208.3,194.77,164.13,163.99,168.07,185.21,180.78,184.79,173.48,171,164.37
52,Baotianman,92.23,94.49,88.64,105.81,85.75,91.76,86.9,104.93,90.21,96.65,96.24,93.06,92.53,113.24,84.97,78.76,104.98,94.5,87.38,87.88,100.69,90.59,92.16,99.15,95.39,87.31,90.29,81.64,95.25,91.36,90.72,93.31,102.85,101.97,92.42,78.91,96.49,79.62,99.56,99.83,89.31,93.51,95.19,98.52,79.06,96.7,79.38,90.68,90.91,94.07,81.17,92.22,112.77,98.01,93.46,93.38,89.74,90.58,94.64,87.2,97.5,88.01
53,Changbaishan,125.89,102.55,112.51,117.17,118.44,129.6,118.02,101.92,121.29,125.87,111.16,123.72,119.83,120.72,114.15,134.11,111.32,122.4,115.77,105.35,141.07,128.78,117.04,115.58,108.11,120.72,112.54,105.43,114.72,103.07,125.15,99.14,130.82,127,125.09,117.06,112.58,103.99,108.22,118.89,98.54,102.81,104,109.02,113.39,93.89,96.05,103.89,101.73,113.21,95.99,112.05,99.62,108.97,111.53,102.47,108.07,90.3,104.31,123.86,93.27,125.16
54,Donglingshan,67.92,70.56,75.37,83.3,80.99,78.83,70.1,76.61,82.68,67.73,76.61,63.46,68.37,79.38,65.88,70.07,77.78,65.86,74.33,70.27,69.31,69.27,84.29,67.02,60.62,69.68,74.61,73.78,78.51,65.34,66.97,70.4,64.39,61.82,72.16,71.13,73.36,63.96,64.27,79.61,78.76,64.63,65.82,77.99,68.64,73.16,66.31,84.77,55.45,68.01,63.99,62.67,72.09,73.67,59.68,60.25,65.07,70.11,68.1,66.19,79.33,82
55,Gutianshan,154.39,157.19,153.38,169.62,147.75,147.72,153.24,147.26,155.04,150.83,155.3,154.21,135.5,146.98,149.67,143.14,138.06,135.7,152.6,159.73,135.96,154.72,156.38,159.02,168.56,155.92,168.54,128.42,140.47,153.36,151.94,151.89,162.34,156.35,150.92,138.73,153.32,135.74,163.56,156.29,162.24,149.56,164.41,157.01,145.15,146.91,144.03,152.86,156.14,161.59,158.51,162.61,156.5,144.24,148.39,146.16,147.31,140.92,152.51,176.57,127.53,167.07
56,Tiantongshan,169.81,170.42,163.23,180.53,157.33,161.96,167.46,156.48,182.38,160.91,168.09,153.06,148.25,150.19,155.88,164.29,132.49,147.77,159.87,158.26,139.97,168.11,158.95,166.35,168.13,165.26,169.95,141.22,148.31,166.12,157.18,162.72,166.14,156.48,176.87,155.85,157.32,145.89,176.01,173.67,173.59,152.37,166.84,159.5,151.97,155.12,153.65,162.61,171.59,168.69,166.46,172.75,151.67,159.03,157.83,154.31,162.15,157.57,165.4,182.33,143.37,181.5
57,Zofin,156.51,171.17,142.19,173.5,172.91,168.83,173.18,188.88,153.55,167.16,162.68,169.37,159.55,170.49,185.94,186.1,175.42,161.61,167.69,180.41,152.84,156.72,166.4,173.93,163.87,165.15,172.93,153.48,180.3,173.31,168.3,152.52,149.94,160.72,171.61,165.79,182.99,174.51,164.63,160.46,152.34,157.34,165.28,168.35,183.01,167.71,161.49,153.25,162.2,178.63,182.69,171.23,137.57,166.39,176.75,160.88,174.58,167.72,183.52,174.73,148.72,172.19
58,Speulderbos,192.13,189.76,158.11,190.1,175.02,184.48,195.84,197.09,155.46,198.28,207.25,186.97,179.38,181.3,217.15,218.69,199.69,194.3,179.3,202.91,162.94,173.73,187.35,204.82,179.81,163.79,190.71,176.58,198.78,197.45,208.1,171.34,194.27,189.69,177.64,185.11,201.74,201.21,173.69,184.92,168.01,200.35,192.87,215.04,177.04,144.03,172.66,222.99,224.33,222.95,222.08,207.05,157.64,194.02,197.95,179.31,196.7,189.64,197.91,183.16,181.81,204.07
59,Wytham Woods,181.64,159.36,147.75,178.3,155.57,158.43,161.04,180.1,142.94,186.64,164.66,152.02,188.33,135.68,176.52,178.06,176.35,169.71,166.08,164.58,145.27,177.09,152.85,181.39,163.58,139.06,192.95,165.95,186.59,180.16,180.41,168.08,172.07,171.3,179.83,181.12,184.5,172.74,151.55,138.83,128.48,142.76,144.35,155.97,137.32,130.03,130.64,165.83,162.55,174.62,151.8,167.82,125.78,158.29,137.13,154.74,149.09,154.24,142.82,134.63,137.82,179.29
