sitename,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Kenting,6.9583,6.9667,7.0833,7.2333,7.375,7.0417,7.1833,6.9167,7.15,6.875,7.1,7.4,7.3083,7.0583,6.9,6.6417,6.7333,7.2083,7.2417,7.225,6.7833,7.225,7.1583,7.0417,6.8167,6.7917,6.8167,6.7583,6.75,6.9667,6.575,6.775,7.0667,6.6167,6.825,6.7417,6.6917,7,7.3917,7.2667,7.2417,7.6833,7.5083,7.2167,7.1917,7.1083,6.875,6.4833,7.2333,7.375,6.2167,6.3167,5.7833,6.1583,6.6333,6.1417,6.3,6.675,7.2083,6.4667,6.675,6.4833,6.5083,5.95,6.3917,6.4917,6.2167,6.5083,6.9417,6.3833,6.5083,6.6333,6.7833,7.0333,6.9083,6.7583,6.8333,6.8083,7.4833,7.075,6.9583,7.1417,7.7333,7.925,7.55,7.3333,7.5833,6.7,6.9583,6.725,7.2417,7.5833,7.6417,7.3917,6.875,6.7,6.9083,6.9083,7.225,6.8667,6.7583,7.1333,7.05,6.8083,7.0333,7.2417,6.8333,6.9083,6.65,6.7667,6.35,6.2833,6.7417,6.6083
Rabi,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.8167,6.7833,6.85,6.8833,6.8333,6.7917,6.7833,6.7833,6.8167,6.75,6.8333,6.8,6.75,6.8,6.825,6.7,6.6333,6.7833,6.6167,6.6667,6.8333,6.8,6.8,6.9167,6.7917,6.7333,6.8167,6.7667,6.95,6.6833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833,6.7833
Jianfengling,7.0083,7.0083,7.0083,7.0083,7.0083,7.0083,7.0083,7.0083,7.0083,7.0083,7.0417,7.1,7.1833,7.125,7.1167,7.2333,7.2083,7.2083,7.3,6.8667,7.4167,6.5583,6.7583,6.8167,7.05,6.725,7.4167,6.825,7.1417,7.475,7.5083,7.6667,7.8917,7.0167,6.8833,7.425,6.7667,7.0667,7.4083,8.1333,7.5333,6.9583,7.1417,7.025,7.45,7.1,6.5583,6.925,7.3583,7.4,7.5083,7.8667,7.8333,8.1833,8.2917,7.7917,7.2,7.325,7.075,6.9667,7.275,6.8833,6.9333,6.575,6.575,6.75,7.125,7.4083,7.65,6.9833,7.2583,6.825,7.0917,7.1083,6.8583,7.0833,7.2333,7.0833,7.5167,7.1583,6.95,7.1083,7.1417,7.325,6.7333,6.7167,6.8167,6.8667,6.8917,6.4167,7.0583,6.7083,6.9583,6.6833,6.6833,6.7167,6.7083,6.6417,6.4583,6.1083,6.3167,6.1833,6.75,6.375,6.8083,7.1083,7.075,6.9167,6.1,6.2833,5.9333,6.1917,6.0833,6.1083
Mudumalai,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,9.7917,9.8833,9.7583,9.75,10.117,10.075,9.9,10.075,10.192,10.8,10.467,10.325,10.525,10.25,10.333,10.092,10.242,10.617,10.483,11.067,10.433,10.475,10.142,9.7083,9.2917,10.033,9.6833,9.95,10.275,10.117,10.325,10.217,10.383,10.492,10.833,10.283,10.35,10.892,10.858,10.8,10.75,10.717,10.575,10.575,10.992,10.433,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267,10.267
Nanjenshan,8.175,8.175,8.25,8.425,8.4917,8.2083,8.3583,8.125,8.3333,8.075,8.2333,8.5833,8.525,8.2,8.1167,7.925,7.9417,8.35,8.35,8.3667,7.95,8.3583,8.3417,8.1333,7.9833,7.9333,7.9583,7.8917,7.9,8.0583,7.6833,7.9167,8.1667,7.8083,7.9417,7.8667,7.8417,8.1667,8.5917,8.5083,8.475,9,8.8417,8.4833,8.45,8.325,8.1167,7.6167,8.3917,8.5667,7.5833,7.6667,7.0667,7.4417,7.875,7.375,7.4833,7.8083,8.2917,7.6417,7.7917,7.6833,7.8,7.2417,7.5917,7.7167,7.4583,7.7667,8.1833,7.6833,7.7833,7.9167,7.975,8.25,8.0833,7.9667,8.05,8,8.6167,8.2583,8.2,8.3417,8.875,8.975,8.675,8.475,8.7083,7.8833,8.1083,7.925,8.3583,8.6833,8.7167,8.4417,8.0083,7.9167,8.1083,8.0667,8.3333,8.0333,7.9833,8.275,8.2,8.0167,8.175,8.3667,8.025,8.1083,7.9167,7.9583,7.5833,7.5,7.9583,7.85
Doi_Inthanon,12.408,12.425,12.333,12.342,12.242,12.258,12.408,12.525,12.308,12.408,12.425,12.342,12.325,12.392,12.333,12,12.067,11.933,12.142,12.117,12.083,12.067,12.117,12.033,12.025,11.883,11.908,12.225,11.992,11.825,12.1,12.017,12.125,12.033,12.458,12.358,12.25,11.883,11.742,12.533,12.458,12.375,12.483,12.717,12.642,12.733,13,13.658,13.392,13.017,12,11.65,11.617,12.742,12.958,12.992,13.458,13.125,12.975,12.083,11.683,12.408,12.575,12.508,12.425,12.458,12.517,12.842,13.025,12.042,12.508,12.408,12.533,12.567,11.35,12.083,11.242,11.833,12.292,12.033,11.608,12.467,12.65,12.142,12.233,12.633,12.367,12.658,12.933,12.742,12.583,12.625,12.858,12.5,12.617,12.1,12.842,13.733,11.742,12.017,11.517,11.258,11.442,11.85,12.292,12.45,11.775,11.225,11.65,11.875,11.142,11.625,11.192,12.042
Huai_Kha_Khaeng_(HKK),12.108,12.108,12.108,12.108,12.108,12.108,12.108,12.108,12.108,12.108,12.108,12.108,12.108,12.108,12.108,12.108,12.108,12.108,12.108,12.108,12.108,12.075,12.083,12.1,12.083,12.05,12.05,12.108,12.05,12.033,12.083,12.067,12.083,12.067,12.133,12.25,11.808,11.833,12.425,13.2,12.242,12.15,12.442,12.408,12.725,12.8,13.133,12.833,12.842,12.342,12.292,12.525,11.892,12.658,12.442,12.183,12.775,12.542,12.35,12.183,11.567,12.775,12.283,11.975,12.125,11.725,12.033,12.433,12.383,11.908,12,11.683,12.067,11.817,11.325,12.125,12.2,11.908,12.708,12.067,11.675,12.192,12.558,11.9,11.875,12.375,12.308,12.1,12.658,12.35,12.55,12.575,12.558,12.05,12.192,11.942,12.425,12.6,11.3,11.833,11.567,11.492,12.267,12.508,11.592,11.992,11.958,11.317,11.408,11.258,11.133,11.167,11.692,12.117
Mo_Singto,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.208,10.425,10.208,10.05,10.1,11.033,10.783,10.408,10.758,10.575,11.083,10.967,11.45,11.042,10.242,10.758,10.608,10.442,10.375,10.933,11.183,10.808,10.867,10.408,10.683,10.767,10.175,10.742,10.7,10.658,10.375,10.033,10.308,10.45,10.058,10.25,10.5,10.125,10.125,9.8583,9.7583,10.3,10.408,9.9167,10.467,9.9917,9.725,9.8583,9.9083,9.9667,9.875,10.142,10.442,9.9833,10.742,10.4,10.392,10.417,10.283,10.267,10.408,10.625,11.142,10.808,10.433,10.608,9.325,9.55,9.8167,10.117,9.5,9.5333,9.8417,9.4,9.8083,9.325,9.125,9.2333,9.4,9.8417
Dinghushan,7.5167,7.5167,7.5167,7.5167,7.4333,7.5083,7.5,7.525,7.5583,7.5417,7.6083,8.3667,7.6167,7.4667,7.875,8.225,8.3167,7.9417,7.3833,7.025,7.7833,7.5833,8.2,7.5833,7.7833,7.8917,7.4417,7.3917,7.9667,7.6167,7.425,8.225,7.9917,7.9,7.2583,7.8833,7.5,7.475,8.3583,8.8583,8.2833,8.625,9.0583,8.2333,8.075,8.6917,7.525,7.5917,7.7833,8.1917,7.5917,8.15,7.2667,7.8333,8.75,7.8833,7.225,7.9583,7.5333,8.0583,7.7667,8.675,8.9333,7.6167,7.875,8,7.7333,7.7333,7.6417,7.2833,8.25,7.5667,7.325,8.025,7.275,7.5917,8.3333,6.975,7.2833,7.4167,7.05,6.875,7.1917,6.8333,6.8583,7.8583,6.9333,7.0417,7.25,6.825,6.9083,7.0917,6.9417,6.8583,6.7917,7.2167,6.7,7.0667,7.3583,6.9833,6.8333,7.0167,7.7583,7.875,6.9333,7.2583,7.2833,7.1333,7.1833,6.825,7.8583,7.0917,7.4167,7.825
Heishiding,8.1833,8.1833,8.1833,8.1833,8.1,8.175,8.1667,8.1917,8.225,8.2083,8.25,8.9417,8.275,8.1417,8.5,8.8167,8.8667,8.5417,8.0667,7.75,8.425,8.125,8.6417,7.7667,7.675,7.5333,7.4833,7.7833,7.9,7.8,7.5583,7.975,7.8333,7.725,7.275,7.45,7.375,7.5917,9.0667,9.55,8.9833,9.2333,9.65,8.9083,8.5667,9.075,8.0333,8.1583,8.475,8.8333,7.925,8.275,7.2917,8.4,9.25,8.8083,7.6667,8.7083,8.1,8.6333,8.2833,9.125,9.2583,8.225,8.2583,8.5,8.4417,8.2833,8.35,7.7667,8.9583,8.0417,7.8917,8.4417,7.9667,8.125,8.9417,7.95,8.0667,8.225,7.7,7.5917,8.0667,7.8333,7.425,8.525,7.9417,7.825,8.0833,7.8167,8.1917,8.0917,8.1667,7.825,7.5167,8.1,7.5583,7.8333,7.9833,7.8583,7.4833,7.4083,8.2833,8.5333,7.8167,8.225,8.1917,8.0917,8.1417,7.8167,8.5667,7.7083,8.2333,8.5
Fushan,6.6,6.6583,6.4833,6.75,6.4417,6.4667,6.5417,6.5083,6.65,6.35,6.4417,7.0167,6.9,6.325,6.55,6.4667,6.5333,6.45,6.375,6.8,6.4083,6.85,6.8167,5.9083,6.3833,6.0667,6.25,6.0333,6.0917,6.0083,5.85,6.1417,6.3333,6.2667,6.0917,6.375,6.3333,6.675,6.875,6.9833,6.875,7.5083,7.4583,6.9333,6.95,6.7333,6.5667,6.0333,6.7333,6.8583,6.5083,6.55,6.0583,6.2167,6.2917,5.8917,6.0667,6.3083,6.2083,6.3,6.4167,6.6333,6.9833,6.45,6.425,6.575,6.4583,6.525,6.7417,6.5833,6.8,6.4583,6.1417,6.3583,6.35,6.4083,6.6083,6.425,6.5167,6.35,6.5,6.5083,6.3583,6.3417,6.275,6.3417,6.4833,6.1917,6.3083,6.1083,6.2417,6.3917,6.3167,6.1667,6.1,6.2833,6.1,6.0667,5.9917,6.225,6.25,6.4167,6.3,6.4333,6.2583,6.325,6.3,6.4583,6.4083,6.225,6.075,5.9167,6.4083,6.425
Lilly_Dickey_Woods,12.533,12.075,12.517,12.242,12,12.317,11.892,13.1,12.267,12.6,12.05,12.133,12.242,12.517,11.875,13.05,12.792,12.892,12.175,12.75,12.733,13.5,13.025,13,13.808,12.517,12.742,12.1,12.583,13.183,12.208,12.7,12.9,13.325,12.083,13.292,12.358,13.158,12.817,12.425,12.242,12.367,12.975,12.658,12.208,13.658,12.35,12.75,12.775,12.808,12.417,12.533,13.217,12.792,13.05,12.317,12.017,12.242,12.542,12.358,12.55,12.55,13.7,13.3,12.483,12.317,12.342,11.742,11.758,12.35,12.442,11.642,11.592,11.933,11.908,13.533,12.242,12.292,12.083,12.042,11.742,11.742,11.467,11.35,11.817,11.583,12.3,13.108,11.658,12.075,11.558,11.308,10.983,11.7,11.7,11.15,11,10.725,11.858,11.125,11.233,11.158,10.95,10.825,11.033,10.85,11.475,11.258,10.675,11.35,10.783,11.833,10.742,11.025
Smithsonian_Conservation_Biology_Institute_(SCBI),13.633,14.383,14.408,14.933,15.325,14.467,14.95,15.233,15.45,14.875,14.633,14.675,14.733,14.35,14.467,14.483,14.083,15.142,14.15,13.475,14.65,15.183,13.275,13.142,14.567,14.675,14.675,13.375,13.508,14.983,14.192,14.183,14.225,14.45,13.617,14.342,14.267,14.175,13.4,13.542,14.658,13.783,14.717,14.258,13.933,14.525,13.708,13.233,13.417,13.875,14.242,13.742,14.858,14.55,14.1,13.65,13.483,13.142,14.767,14.525,13.017,12.8,14.717,14.317,14.283,13.892,13.883,14.25,13.408,13.608,13.242,12.742,12.917,13.417,12.85,14.075,13.375,13.042,12.342,13.317,13.383,13.308,13.142,12.908,13.617,14.308,13.725,14.642,13.325,14.308,14.275,12.217,13.667,13.642,12.508,12.158,13.083,12.775,13.225,12.6,13.283,13.1,12.058,12.292,12.575,12.992,13.083,12.892,12.333,12.942,12.642,13.15,12.142,12.492
Smithsonian_Environmental_Research_Center_(SERC),11.25,11.725,11.483,11.133,11.942,10.708,11.392,11.375,11.475,11.217,11.458,11.733,11.867,11.65,11.35,11.625,10.383,10.733,10.242,9.8833,10.908,9.95,10.55,10.408,10.825,10.708,11.008,10.967,11.417,12.042,10.975,11.417,10.825,11.158,10.575,10.675,10.475,11.033,10.617,10.433,11.608,10.45,11.508,10.8,10.6,11.475,10.8,10.925,10.958,10.917,11.15,10.417,11.025,11.158,10.217,10.283,10.508,9.7833,11.15,10.833,10.808,10.217,11.292,11.017,10.925,10.575,10.567,10.758,9.6833,10.375,10.483,9.9,9.8667,10.233,10.075,11.033,10.617,10.583,10.367,10.667,10.408,10.525,10.433,10.308,10.775,10.558,10.767,11,9.9333,10.842,10.85,9.925,10.442,10.742,10.142,9.625,11.208,10.633,10.592,10.358,11.158,10.892,9.7167,9.8833,10.292,10.858,10.7,10.667,9.9917,10.433,10.467,10.567,9.8417,10.183
Tyson_Research_Center,12.45,10.15,10.95,10.908,11.108,11.15,11.1,11.767,11.317,11.45,10.883,10.95,11.033,11.217,10.283,11.4,11.15,10.7,10.733,10.433,10.417,11.175,10.342,10.7,11.492,10.558,10.4,10.933,10.575,11.8,10.567,11.658,11.15,10.925,9.2417,11.4,9.9833,10.675,10.742,11.125,10.425,10.8,12.183,11.575,11.008,11.767,10.95,11.517,11.358,11.483,11.15,12.3,12.792,12.325,12.425,12.367,11.092,10.833,11.133,10.908,11.533,11.408,12.492,12,11.508,11.592,10.825,11.042,10.975,11.25,11.733,10.958,10.35,10.917,10.575,12.358,10.575,10.367,11.642,11.667,11.542,11.408,10.958,11.15,10.958,11.35,11.625,13.392,12.258,12.075,11.575,11.383,10.517,11.458,11.133,11.358,11.542,11.058,12.25,11.825,11.808,11.758,11.642,11.392,11.817,12.308,11.925,11.792,11.375,11.808,11.775,12.842,11.833,11.908
Ilha_do_Cardoso,8.075,8.075,8.075,8.075,8.075,8.075,8.075,8.075,8.075,8.075,7.75,8.2833,7.8417,8.7583,8.75,8.5917,8.7083,8.775,9.0667,8.625,8.925,8.95,9.0083,8.8833,8.7,8.8833,8.875,8.5083,8.5583,9,8.3833,8.4417,8.9417,8.9,9.2083,8.9833,8.875,8.9583,8.9333,9.3833,9.0083,9.1667,8.9083,8.7083,8.7583,8.7,8.5083,8.7833,8.35,8.3917,8.8833,8.8917,9.0833,9,8.7,7.75,7.9917,8.05,8.0167,8.0667,8.025,7.9083,8.0417,7.8333,7.9833,7.9583,7.95,8.3833,7.9333,7.925,8.0833,8.1167,7.5083,8.425,8.9167,8.375,7.9583,8.325,8.3667,8.8,8.8333,8.1333,7.825,7.7417,8.0083,7.8,8.1,7.6083,7.7167,7.4667,7.9333,8.175,8.7917,8.1917,8.0917,7.5083,8.0333,8.0083,8.0583,8.0333,8.0167,8.025,8.0333,8.0583,8.0333,8.0667,8.0167,8.0583,8.0167,8.0083,8.0167,8.0083,8.0417,8.0167
Badagongshan,7.6333,7.6333,7.6333,7.6333,7.0417,7.6,7.5167,7.775,8.0417,7.7333,7.7,8.2917,8.1833,7.9333,8.1083,8.125,8.2833,7.8333,8.15,7.7083,8.3,8.8333,8.8083,8.1583,8.6417,8.2833,8.1917,8.5333,8.6083,7.9833,7.0583,7.975,7.5417,7.7833,7.3,8.2333,7.625,7.3083,7.4667,8.0667,8.75,7.9167,7.4417,7,7.7833,8.2333,8.3,7.6333,7.3833,7.3333,8.3333,8.0083,7.8583,7.425,8.3417,8.7167,7.625,7.7167,7.9667,8.325,8.2333,8.6167,8.875,7.1917,7.45,8.15,7.5833,7.775,7.8,7.4,8.1833,7.4417,7.3583,7.6583,7.1,7.25,7.2167,8.0667,8.3417,7.375,7.725,7.2167,7.325,7.4917,7.5083,7.6333,7.7,7.9167,6.75,7.55,6.9333,8.075,7.3833,7.1417,7.3667,7.3167,7.1333,7.7583,7.225,7.1,7.475,7.5667,7.025,7.8917,7.2833,7.775,7.5167,7.5333,7.4,7.75,7.7833,6.7,8.475,7.0083
Gutianshan,8.5417,8.7333,8.4833,8.2667,7.05,7.9417,7.7667,8.3333,8.45,8.2333,8.1833,9.1,8.7583,8.8333,8.6833,8.65,8.4,8.1167,8.85,8.2,8.4583,9.05,9.1833,8.3083,8.3583,8.8417,9.2083,8.5917,8.2583,7.8,7.3417,8.3333,7.7167,8.925,8.2167,8.7333,8.175,9.0583,8.95,9.3,9.25,9.6,10.45,9.1083,9.3,9.9417,9.15,7.925,8.4833,8.625,8.375,7.75,7.3833,7.975,8.975,8.1583,7.675,8.325,7.6667,8.15,8.2333,8.8,8.9667,8.0583,7.9833,8.625,8.6167,8.3333,8.1917,7.55,8.9333,7.975,7.9333,8.125,7.2917,8.1167,8.0667,8.6333,8.5667,8.1417,7.9917,7.9833,8.025,7.8333,8,8.6167,8.5333,8.4083,7.7417,7.9833,8.2167,8.6583,8.2917,8.2,8.6833,8.7917,8.225,8.0833,8.1583,7.525,7.75,8.1083,8.8333,9.1,8.125,8.5167,8.7833,8.5417,8.525,8.4833,8.5583,7.6333,9.1667,8.475
Tiantongshan,7.1583,7.45,7.075,7.1167,6.475,6.725,6.7583,6.85,6.9667,7.1333,6.8667,7.6167,7.35,7.5083,7.3083,7.2417,7.825,7.2,7.2333,6.925,7.4667,7.6667,7.75,7.3167,7.1667,7.5417,7.4667,7.1333,7.0833,6.825,6.8167,7.5583,7.2,7.5083,6.8667,7.0167,6.9,7.4833,7.5,7.8417,7.8167,7.8333,8.6333,7.55,7.9167,7.9583,7.8833,7.35,7.3,7.3917,6.6667,7.025,6.3667,6.0667,7.0583,6.4417,6.4667,6.7583,6.6,6.6,6.2833,6.1417,7.3583,6.2167,6.6917,6.9583,7.025,6.8333,6.8333,6.325,7.025,6.625,6.2333,6.65,6.15,6.6333,6.5917,6.8417,7.0667,6.6083,6.7083,6.875,6.5083,6.4917,6.4833,7.1667,7.4667,7.3167,6.5417,6.6667,6.6833,6.925,7.1833,6.9333,7.15,7.225,6.9917,6.5583,6.7917,6.5083,6.5,6.7333,7.225,7.35,6.2667,6.275,6.1583,6.1667,6.3917,6.275,6.2083,6.0583,6.2833,6.0583
Hong_Kong,6.7583,6.7583,6.7583,6.7583,6.7583,6.7583,6.7583,6.7583,6.7583,6.7583,6.8667,7.0833,7.2417,7.125,7.1,7.2833,7.2833,7.3167,7.5333,6.4417,7.7833,6.9917,7.55,7.075,7.375,7.5583,7.9083,6.8583,7.775,7.1833,7.3167,7.4917,7.5167,7.4417,7.1167,7.7083,7.4417,7.15,7.725,8.0833,7.4583,7.7667,8.175,7.375,7.5667,8,7.1417,6.8417,7.6,7.7333,7.575,7.6167,6.975,7.2917,7.5167,7.5083,7.1167,7.5,7.2167,7.325,7.55,7.8083,7.6833,6.9083,6.9167,6.9833,6.7833,6.5833,6.8083,6.625,6.9583,6.6083,6.7083,6.9417,6.425,6.8917,7.1917,6.6083,6.975,6.8417,6.5583,6.2833,6.2167,6.2417,6.2417,6.6167,6.4917,6.5917,6.5833,6.4,7.1667,7.125,7.2167,7.0167,7.0083,6.95,6.8083,7.0833,7.2667,6.8333,7.1667,6.9167,6.9667,6.9833,6.4,6.425,6.4833,6.4,6.3833,6.2333,6.7417,6.2833,6.55,6.8667
Nonggang,7.9583,7.9583,7.9583,7.9583,7.9583,7.9583,7.9583,7.9583,7.9583,7.9583,7.9917,8.1917,7.9833,7.9417,8.0583,8.0917,8.125,7.9833,7.9417,7.8583,8.0083,7.3083,7.575,7.525,7.9583,7.4333,7.375,7.375,7.425,7.5167,7.5833,7.075,7.0583,7.4583,7.6833,8.3667,7.75,7.8583,8.2667,9.475,8.4917,7.7917,8.25,8.0833,8.4333,8.1167,7.4417,7.8167,8.1583,8.3917,8.125,8.4583,8.65,8.3,9.0417,8.7167,7.8917,9.15,7.975,8.2833,8.2583,8.975,8.9167,8.05,8.2917,8.075,8.1083,7.7667,8.525,7.2667,8.575,7.9583,8.1333,8.2667,7.8333,7.7333,8.2667,7.625,8.0583,7.5917,7.5833,7.425,8.0167,7.525,7.3083,7.85,8.2667,7.6417,7.825,7.5,7.6083,8.0333,8.525,7.8167,7.425,8.0167,7.1167,8.0917,7.6833,7.6167,7.15,7.125,8.4417,8.3417,7.95,8.5083,8.4833,8.2333,8.5583,8.2833,8.0417,7.3667,8,8
Xishuangbanna,10.783,10.783,10.783,10.783,10.783,10.783,10.783,10.783,10.783,10.783,10.783,10.783,10.783,10.783,10.783,10.308,10.442,10.225,10.533,10.45,10.45,10.233,10.417,10.292,10.325,10.042,10.15,10.567,9.8167,9.775,10.1,9.7833,10.142,10.9,11.433,11.042,11.267,10.383,10.875,11.558,11.258,10.933,11.142,11.108,11.492,10.775,11.167,11.4,11.008,11.292,11.442,11.983,11.7,11.333,10.85,11.208,12.692,12.508,11.625,11.433,11.558,11.342,12.242,11.05,11.375,11.108,10.633,11.025,11.492,10.642,10.383,10.533,10.458,11.308,11.025,10.55,10.117,10.692,11.283,11.292,10.017,10.358,10.925,10.783,10.2,10.383,10.033,10.4,10.45,9.8833,9.8417,10.55,10.433,10.183,9.8333,9.9083,9.9583,10.492,9.8667,9.6167,9.6417,10.008,10.058,10.567,10.175,10.675,10,9.2833,9.9583,10.158,9.1333,9.6417,9.9583,10.733
Baotianman,10.3,10.3,10.3,10.317,9.8917,10.392,10.267,10.433,10.8,10.575,10.367,10.692,10.708,10.817,10.642,10.65,10.917,10.592,10.725,10.35,10.292,10.642,10.517,11.2,11.967,11.333,11.275,11.875,11.058,10.525,10.05,10.675,10.083,10.608,10.958,11.375,10.033,10.783,11.117,11.35,12.3,11.917,11.075,10.442,10.875,11.342,11.75,10.775,10.608,10.817,11.142,10.475,11.333,9.95,11.867,11.667,10.983,10.592,10.5,10.892,10.583,11.467,10.892,8.4833,11.258,11.633,10.425,10.925,10.625,10.692,10.5,10.35,10.333,10.067,9.4917,10.242,10.475,11.242,11.108,10.15,10.125,9.6583,10.075,9.3083,9.4917,10.742,10.375,10.175,8.8667,9.425,10.008,10.633,9.9583,10.192,10.833,9.625,10.667,10.075,10.217,9.3417,9.7917,10.15,8.8,10.283,9.2417,9.7917,9.5083,9.6333,9.525,9.7833,9.3917,9.2083,10.183,9.1833
Lienhuachih,6.8,6.85,6.7417,6.9917,6.9,6.7583,6.875,6.7417,6.8833,6.6083,6.7083,7.1833,7.2,6.6167,6.7583,6.7667,6.6,6.75,6.6167,6.8167,6.4917,6.7917,6.9167,6.425,6.4667,6.35,6.4083,6.3083,6.3583,6.325,6.025,6.3667,6.4833,6.2917,6.2333,6.375,6.2167,6.65,7.2333,7.2833,7.2,7.875,7.7583,7.2167,7.225,6.9917,6.7417,6.1083,6.925,7.15,6.6583,6.7333,5.9667,6.2917,6.5417,6.1,6.05,6.2833,6.5333,6.275,6.325,6.4667,6.7333,6.1667,6.3,6.5083,6.275,6.5167,6.9,6.5917,6.6667,6.6917,6.5833,6.8167,6.6083,6.5917,6.75,6.5333,7.0167,6.825,6.95,6.9417,7.1917,7.0583,7.0083,6.8917,7.0917,6.425,6.6,6.6083,6.775,6.9833,6.9333,6.6667,6.5167,6.55,6.6667,6.5583,6.6417,6.575,6.55,6.7083,6.675,6.7083,6.65,6.7583,6.6083,6.725,6.6,6.525,6.3,6.1,6.6417,6.5833
Zenlun,7.2333,7.2583,7.2083,7.4417,7.3917,7.225,7.35,7.1833,7.3417,7.05,7.1833,7.575,7.6417,7.1417,7.1833,7.125,7.0417,7.2833,7.1917,7.3,6.9583,7.2917,7.3667,6.9583,6.9583,6.8417,6.9083,6.8,6.8333,6.8667,6.5333,6.8667,7.0083,6.7583,6.7667,6.8333,6.7333,7.125,7.65,7.6833,7.5917,8.225,8.0833,7.6,7.5917,7.4083,7.1583,6.575,7.3833,7.575,6.9417,7.025,6.3083,6.675,6.9583,6.5167,6.4667,6.6917,7.0583,6.65,6.7083,6.7917,7.0167,6.4167,6.6333,6.8333,6.575,6.9083,7.3333,6.9333,6.9833,7.1083,7.0417,7.2833,7.0667,7.025,7.1583,6.9667,7.5667,7.275,7.3667,7.4,7.8167,7.6667,7.5917,7.4,7.625,6.8333,7.05,7.0583,7.275,7.5167,7.4917,7.2167,6.975,6.9583,7.1333,7.0583,7.1833,7.025,6.9917,7.2083,7.1667,7.1167,7.1333,7.2417,7.05,7.1583,7.0083,6.975,6.7083,6.5333,7.0583,6.9583
Zofin,9.8083,9.2667,9.1833,8.6417,8.8917,8.7083,8.9167,8.525,7.625,7.5667,8.2167,7.7833,7.9083,7.9417,7.9,7.9417,8.2583,7.85,7.65,7.8917,8.5167,7.7167,7.7583,7.475,7.5,7.525,7.625,7.8583,8.075,7.8417,7.9333,8.025,7.65,8.3667,8.1583,7.425,7.4833,7.65,8.025,8.1,8.0667,8.1833,8.6083,7.7083,8.025,8.4417,9.225,8.225,8.5917,8.675,8.2333,8.1333,8.8667,8.125,8.3583,8.6917,8.5667,8.3833,8.8,8.2167,8.6417,8.5833,9.0417,8.3833,8.275,8.0833,8.425,8.3917,8.5917,8.0417,9.05,8.2333,8.625,8.3083,8.3583,8.6583,8.3,8.1083,8.625,8.3167,8.625,8.5417,9.4,8.1917,8.6083,8.7333,8.3583,8.2917,8.475,8.9333,8.2333,8.7167,8.6333,8.525,8.2583,7.95,8.8083,8.475,8.4417,8.8,8.6667,8.775,9.6167,8.5667,8.675,9.075,8.9167,8.5917,8.4,8.5,9.0583,8.7917,8.1833,8.25
