Id,Site ,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
41,Manaus,22.817,22.883,23.142,23.2,22.692,22.458,23.233,23.75,23.242,22.242,22.117,22.333,22.642,22.542,22.75,23.008,22.783,22.633,23.158,22.917,22.65,23.1,23.208,22.75,22.692,22.992,22.458,22.233,22.783,22.642,22.567,22.708,22.992,22.433,22.508,22.85,23.433,22.908,22.533,23.108,23.275,23.083,22.925,22.825,23.392,23.075,23.35,22.9,22.108,22.433,23.083,23.258,23.417,23.225,23.417,23.125,23,22.792,23.683,23.767,23.867,23.958
42,Amacayacu,20.7,20.617,20.883,20.783,20.667,20.458,20.825,21.175,20.975,20.85,21.292,21.325,21.775,21.492,21.383,21.692,21.542,21.408,21.558,21.492,21.35,21.65,21.117,20.217,20.3,20.408,20.425,20.608,20.692,20.908,20.467,20.892,21.017,20.9,20.633,20.4,21.233,21.108,20.9,20.975,21.192,20.833,20.417,20.683,21.117,21,21.117,21.45,20.583,20.967,20.892,21.167,21.325,21.3,21.442,21.117,21.158,21.092,21.475,21.533,21.175,21.192
43,La Planada,11.1,10.858,10.475,10.333,10.517,10.633,11.4,10.867,10.842,10.625,11.033,11.058,11.075,11.067,10.675,11.117,10.708,10.525,10.8,10.883,10.483,11.767,10.783,10.5,10.817,10.917,11.192,10.775,10.825,10.883,11.367,11.725,11.725,10.825,10.758,11.192,11.425,11.642,11.292,11.475,11.45,11.708,11.317,11.183,11.425,11.283,12.158,12.333,10.583,10.392,10.817,11.358,11.15,11.408,11.175,11.392,10.783,10.683,11.583,11.3,11.058,11.292
44,Yasuni,19.975,19.775,19.65,19.425,19.692,19.592,20.2,20,19.95,19.842,20.208,20.275,20.292,20.35,19.792,20.225,19.917,19.767,19.983,20.092,19.808,20.808,19.908,19.575,19.717,19.758,19.958,19.7,19.767,19.975,20.358,20.6,20.658,19.95,19.833,20.233,20.333,20.608,20.267,20.5,20.383,20.45,19.975,20.058,20.267,20.092,20.783,21,19.592,19.683,19.717,20.358,20.275,20.358,20.217,20.233,19.8,19.8,20.533,20.375,19.975,20.167
45,Barro Colorado Island,22.692,22.65,22.35,22.125,22.142,22.783,23.1,22.95,22.2,22.417,22.342,21.883,22.258,21.95,22.017,22.65,22.15,22.325,23.033,22.458,22.317,22.792,22.958,22.283,22.008,22.533,22.817,22.908,23.033,22.942,22.883,23.075,23.758,22.758,22.975,23.208,23.675,23.317,23.083,23.6,23.3,23.383,23.442,23.308,23.367,23.183,23.667,24.083,22.625,22.708,23.125,23.467,23.9,23.575,23.483,23.792,23.467,22.975,23.583,23.408,23.225,23.042
46,Cocoli,22.592,22.467,22.233,21.883,21.883,22.658,22.917,22.892,22.133,22.258,22.108,21.725,22.158,21.867,22,22.55,22.042,22.142,22.8,22.308,22.158,22.683,22.825,22.167,21.742,22.283,22.45,22.725,22.85,22.808,22.667,22.983,23.642,22.625,22.85,22.975,23.442,23.192,22.95,23.55,23.108,23.25,23.267,23.142,23.217,22.967,23.525,23.892,22.375,22.475,22.9,23.275,23.692,23.35,23.292,23.567,23.25,22.767,23.367,23.158,23.083,22.942
47,San Lorenzo/ Sherman,22.692,22.65,22.35,22.125,22.142,22.783,23.1,22.95,22.2,22.417,22.342,21.883,22.258,21.95,22.017,22.65,22.15,22.325,23.033,22.458,22.317,22.792,22.958,22.283,22.008,22.533,22.817,22.908,23.033,22.942,22.883,23.075,23.758,22.758,22.975,23.208,23.675,23.317,23.083,23.6,23.3,23.383,23.442,23.308,23.367,23.183,23.667,24.083,22.625,22.708,23.125,23.467,23.9,23.575,23.483,23.792,23.467,22.975,23.583,23.408,23.225,23.042
48,Luquillo,21.858,21.767,21.7,21.758,22.108,21.967,22.208,22.75,22.5,22.4,22.425,22.1,22.425,22.625,22.092,22.375,21.592,21.975,22.442,22.158,21.892,22.217,21.9,22.392,22,22.183,22.308,22.108,21.817,22.517,22.467,21.942,22.792,22.025,22.042,22,22.575,22.45,21.858,22.3,22.558,22.375,22.5,22.675,22.383,22.25,22.125,22.733,22.192,21.658,22.3,22.283,22.242,22.025,22.292,22.208,22.475,22.025,22.567,22.567,22.025,22.792
49,Laupahoehoe ,14.117,13.775,13.725,14.108,13.267,13.958,14.283,13.867,14.042,14.075,14.317,13.742,14.225,14.1,13.867,14.625,15.325,15.125,14.458,14.183,14.25,14.5,14.65,14.858,14.467,14.808,15.258,15.083,14.442,15,14.567,14.8,14.017,14.892,14.225,15.642,15.125,15.383,14.708,15.208,15.058,15.192,14.758,15.383,15.283,15.408,15.233,14.267,13.808,14.425,14.567,14.867,15.008,15.408,15.417,15.058,15.158,14.85,14.492,14.667,14.883,14.708
50,Palamanui,12.908,12.75,12.542,13.008,11.8,12.917,13.008,12.983,13.325,12.817,13.042,12.667,13.417,13.025,12.95,13.375,14.117,14.1,13.375,13.242,13.65,13.333,13.442,13.983,13.208,13.267,14,13.533,13.208,13.742,13.45,13.642,12.858,13.558,12.658,14.042,13.583,13.675,13.1,13.625,13.675,13.808,13.367,14.1,14.208,14.175,13.817,12.583,12.275,12.908,13.017,13.333,13.517,14.242,14.183,13.833,13.95,13.708,13.367,13.475,13.75,13.533
51,Badagongshan,9.5917,9.8917,10.542,9.6667,9.6833,9.2833,9.7083,9.925,10.317,9.8,10.45,9.6583,9.8333,10.092,10.125,10.275,9.825,10.008,9.7,9.9417,9.45,10.167,10.333,9.9083,10.383,9.75,10.317,10.325,10.025,9.9083,10.058,9.975,10.35,9.5417,9.8667,10.117,10.158,9.9083,9.8833,10.442,10.15,9.925,9.6833,10.525,10.608,9.85,10.592,10.925,10.892,10.5,10.85,10.592,10.458,10.742,10.675,11.083,11.142,10.508,10.8,10.383,10.325,10.392
52,Baotianman,8.1833,8.6917,8.6083,8.1917,7.8917,7.3083,8.0083,8.3667,9.0583,8.5333,9.325,8.1833,8.2667,9.0667,8.3667,8.4917,8.1833,8.5,8.0167,8.1583,8.15,8.35,8.8,8.5667,9.1667,8.2,8.8833,8.7,8.4333,8.4083,8.8,8.9917,8.6833,8.4417,8.625,8.5167,8.775,8.8,9.0417,9.3667,8.6417,8.4417,8.4833,9.375,9.1,8.925,9.2417,9.975,9.9,9.8,9.8333,10.017,9.7417,9.9,10.033,10.283,10.483,9.9417,10,9.825,9.75,9.9667
53,Changbaishan,-5.625,-6.2333,-6.2083,-6.1417,-5.2917,-6.5833,-6.3333,-5.5333,-4.8917,-5.775,-5.075,-5.8083,-5.75,-6.2917,-6.4083,-5.5083,-5.775,-5.3917,-6.6083,-6.125,-5.7083,-5.625,-5,-5.9333,-4.725,-5.9167,-5.4583,-5.4083,-5.1917,-5.5917,-5.3583,-4.9833,-4.8917,-5.6,-5.4333,-5.5083,-5.6167,-4.9583,-4.7,-4.45,-5,-4.65,-4.825,-4.1,-4.3417,-5.0333,-4.6833,-3.6667,-4.5,-5.15,-5.3833,-4.5667,-4.1167,-3.7833,-4.8167,-4.4667,-3.2583,-3.8833,-4.6167,-4.4417,-4.7583,-4.8167
54,Donglingshan,-0.325,-0.025,0.05,0.31667,0.99167,-0.0083333,0.0083333,1.125,1.5,1.0333,1.4167,0.6,0.825,0.86667,0.36667,0.325,0.05,0.30833,-0.375,-0.33333,0.083333,0.19167,1.0167,0.24167,1.4417,0.44167,1,0.90833,0.825,0.63333,1.1417,1.6917,1.8917,0.80833,0.93333,0.96667,1.325,1.75,2.1417,2.0667,1.8,1.9167,1.8083,2.8417,2.6083,2.225,2.475,2.8083,2.8333,2.6417,2.575,3,2.65,3.0833,2.6417,3.1417,3.5583,2.7917,2.675,2.5167,2.9167,2.4167
55,Gutianshan,11.483,11.508,12.208,11.4,11.258,11.383,11.567,11.567,12.308,11.933,12,10.825,11.308,11.592,11.083,11.342,11.008,11.192,10.708,11.092,11.358,11.5,11.875,11.442,12.083,11.258,11.525,11.667,11.925,11.308,11.267,11.592,11.792,11.108,11.592,11.383,11.617,11.408,11.717,12.283,11.658,11.342,11.358,12.042,11.375,11.092,11.775,12.575,12.142,12.158,12.317,12.242,11.908,11.858,11.7,12.167,12.358,11.75,11.925,11.575,11.375,11.767
56,Tiantongshan,12.917,13.058,13.883,13.217,12.883,12.675,12.583,12.8,13.417,13.5,13.858,13.042,12.642,13.525,12.767,13.142,12.65,12.683,12.417,12.867,12.825,12.717,13.283,12.85,13.508,12.55,13.233,13.308,13.267,12.95,13.167,13.275,13.583,13.25,13.492,12.967,13.158,13.242,13.525,14.2,13.4,13.242,13.033,13.758,13.008,13,13.617,14.575,13.867,13.717,13.825,13.683,13.408,13.467,13.583,14.033,14.317,13.75,13.725,13.433,13.325,13.417
57,Zofin,4.375,3.5917,3.8,3.0083,3.1083,2.45,4,3.8083,3.6333,3.7417,4.1917,2.675,2.3917,3.15,2.9333,4.3667,4.175,3.6,3.1,3.6167,3.3667,3.5417,3.5083,4.5083,4.2667,3.6167,4.275,3.4167,3.35,2.925,3.7833,3.8667,3.8667,3.45,2.825,3.2917,3.0833,4.5583,4.5167,4.3333,3.6417,4.825,4.0083,5.5,4.5333,3.0083,3.725,4.6,4.6417,5.3,4.1,4.85,3.875,4.1417,3.8917,4.1583,5.3083,5.1417,5.0583,3.8583,4.8333,4.8917
58,Speulderbos,5.4667,4.8583,5.8917,5.1333,4.825,4.4333,5.7917,5.35,5.5083,5.6417,5.8167,4.3083,3.8,4.8083,4.5583,5.525,5.95,5.3,5.2,4.975,5.3583,4.85,5.0583,5.575,5.6,5.475,5.85,5.15,4.6,5.225,5.25,5.775,5.975,5.4417,4.5833,4.7167,4.8917,6.4083,6.3,6.5333,5.3,6.4083,5.4583,6.3,6.0667,4.2417,5.8917,6.1833,6.65,7.0083,6.3083,6.6917,5.7,6.15,6.3667,6.8917,6.8917,6.425,6.1167,4.8417,6.5167,6.0333
59,Wytham Woods,5.4417,5.3,5.9833,5.5167,5.15,4.8667,6.15,5.8917,6.1833,6.1417,6.075,4.7583,4.8833,5.6333,5.2583,6.0333,6.2333,6.1,5.7583,5.875,5.9333,5.6917,5.725,6,5.9167,5.9167,5.9917,5.6667,5.1833,5.7333,5.7667,6.0917,6.35,5.9167,5.3,5.15,5.65,6.325,6.6083,6.7917,6.0583,6.5333,6.1833,6.95,6.675,5.5417,6.775,6.7083,6.825,6.8,6.55,7.4583,6.6917,7.3,6.9833,7.5083,7.2583,6.8167,6.8167,5.575,7.3917,6.525
