Id,Site ,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
41,Manaus,8.5917,8.5917,8.1083,8.1,8.0667,8,8.125,7.9083,7.7833,8.8,9.3083,9.1333,9.175,8.95,8.6417,8.4667,8.825,8.425,8.6083,8.3917,8.2333,8.2417,8.075,8.25,8.2583,8.225,8.825,8.7,8.725,8.8417,8.6917,8.75,8.4083,8.5,8.65,8.1667,8.425,8.5,8.3167,8.4667,8.1333,8.5333,8.2417,8.3583,8.3833,8.175,8.575,9.275,9.05,9.0583,8.9,8.5917,8.6417,8.85,8.9667,8.925,8.9083,8.6833,8.5167,8.6667,8.1083,8.025
42,Amacayacu,9.6583,9.6583,9.6333,9.7167,9.6667,9.6417,9.625,9.675,9.7333,9.75,9.9167,9.8917,9.825,9.725,9.6667,9.6667,9.6333,9.6083,9.675,9.7333,9.5833,9.6583,9.6,9.5583,9.7333,9.5167,9.575,9.5833,9.575,9.6083,9.5833,9.5083,9.5667,9.5167,9.5833,9.5417,9.575,9.5583,9.5167,9.55,9.5917,9.6,9.6083,9.625,9.625,9.4417,9.3667,9.4333,9.5917,9.625,9.625,9.5417,9.5,9.4333,9.55,9.4667,9.5333,9.6083,9.6333,9.5667,9.625,9.6333
43,La Planada,10.692,10.775,11.108,10.6,10.433,10.458,10.983,11.225,11,11.225,10.792,10.392,11.008,10.108,11.067,10.35,10.375,10.683,10.917,10.275,9.7,9.525,9.8,9.6583,8.8917,9.7167,10.142,10.358,10.55,10.292,9.7083,9.6583,10.575,9.9833,10.383,10,10.875,9.5583,9.525,9.8083,9.925,9.7417,10.008,10.15,10.15,9.25,8.875,9.0833,10.025,10.15,10.15,9.5333,9.6,8.9917,9.1,9.05,9.45,9.5583,9.975,9.9583,9.65,9.5667
44,Yasuni,12.108,12.2,12.392,12.425,11.742,11.958,12.35,12.55,12.4,12.567,12.217,11.933,12.383,11.675,12.467,11.875,11.908,12.133,12.342,11.817,11.375,11.225,11.617,11.292,10.8,11.375,11.717,11.883,12.033,11.85,11.383,11.35,12.075,11.583,11.917,11.608,12.308,11.192,11.225,11.45,11.533,11.4,11.617,11.725,11.725,10.992,10.683,10.9,11.633,11.725,11.725,11.233,11.342,10.817,10.917,10.858,11.2,11.25,11.6,11.575,11.458,11.342
45,Barro Colorado Island,6.625,6.8417,7.5333,7.3417,7.075,7.4833,7.3917,7.75,8.125,7.525,7.2833,7.525,7.6,7.9083,7.9417,6.9083,7.1917,6.5167,6.3333,6.8583,6.6333,6.9167,6.5333,6.3333,6.075,6.1917,5.875,6.2167,6.25,6.3833,6.0333,6.1,5.9583,6.0333,5.9917,5.8833,5.75,5.7333,5.7917,5.8583,6.4833,6.5083,6.525,6.5417,6.5417,5.7167,5.75,5.2667,6.3833,6.5417,6.5417,6.0333,5.5,5.6,5.5333,5.475,5.65,6.2583,6.15,6.2,6.275,6.2
46,Cocoli,7.6583,7.9,8.475,8.3417,8.2083,8.4833,8.5,8.6667,9.0083,8.575,8.4167,8.3917,8.4917,8.7583,8.7083,7.8833,8.125,7.575,7.4583,7.7917,7.55,7.875,7.4083,7.25,7.0083,7.2167,6.9833,7.1833,7.2417,7.3583,7.025,7.05,7,6.9917,7.0583,7.1667,7.0083,6.75,6.825,6.9083,7.4833,7.475,7.5167,7.5417,7.5417,6.7167,6.7083,6.2917,7.3583,7.5417,7.5417,7.025,6.5083,6.5917,6.4917,6.4583,6.6167,7.225,7.175,7.2333,7.175,7.0583
47,San Lorenzo/ Sherman,6.625,6.8417,7.5333,7.3417,7.075,7.4833,7.3917,7.75,8.125,7.525,7.2833,7.525,7.6,7.9083,7.9417,6.9083,7.1917,6.5167,6.3333,6.8583,6.6333,6.9167,6.5333,6.3333,6.075,6.1917,5.875,6.2167,6.25,6.3833,6.0333,6.1,5.9583,6.0333,5.9917,5.8833,5.75,5.7333,5.7917,5.8583,6.4833,6.5083,6.525,6.5417,6.5417,5.7167,5.75,5.2667,6.3833,6.5417,6.5417,6.0333,5.5,5.6,5.5333,5.475,5.65,6.2583,6.15,6.2,6.275,6.2
48,Luquillo,6.0167,5.9667,6.0917,5.6583,5.6833,5.3333,5.7583,5.9,6.1,6.4417,5.8,6.275,6.125,6.4833,6.5833,6.2167,7.0167,7.25,6.7583,6.7083,6.75,6.0417,6.4167,5.85,6.3417,5.9167,6.3583,6.6,6.2833,6.325,6.0333,6.0417,6.075,6.475,6.6583,6.825,6.5083,6.4583,6.9,7.1333,6.9167,7.0167,7.2833,6.825,7.2,6.5417,6.5167,6.2917,6.2333,6.975,6.5917,6.4917,6.35,6.2917,6.4583,6.4583,6.4583,6.4583,6.4583,6.475,6.4333,6.375
49,Laupahoehoe ,8.2583,7.8167,8.2833,8.1167,8.0083,8.15,7.8667,8.5833,8.7083,8.275,8.4,8.9167,8.875,8.2583,8.8,8.425,8.4583,8.775,8.3417,8.3833,8.3833,8.1167,8.1917,8.4833,7.8167,7.4917,8.4333,7.9,8.125,8.2333,8.4917,7.6333,8.7,7.6333,7.5917,7.5583,7.4417,7.4167,7.375,7.2417,7.8333,7.8417,7.7333,7.575,8.5417,8.05,8.2917,7.8,7.8667,7.9083,7.825,7.8917,8.3,8.1167,7.5167,7.2667,7.4417,7.45,7.5167,7.65,7.45,7.4083
50,Palamanui,8.2333,7.3917,8.1833,7.8083,8.4833,7.7833,7.9333,7.7667,7.625,8.25,8.45,8.575,7.875,7.9583,8.025,8.2417,8.0667,8.05,7.7833,7.775,7.3167,7.875,8.15,7.675,7.8667,8.025,8.2833,8.3583,8.2833,8.2417,8.3417,7.575,8.5333,8.1583,8.4833,8.3583,8.175,8.4917,8.3083,7.9333,8.3667,8.2083,8.075,7.7,7.975,7.9333,8.4417,8.825,8.75,8.6667,8.6583,8.5667,8.825,7.9583,7.4667,7.2,7.4167,7.4,7.4917,7.625,7.4167,7.35
51,Badagongshan,8.4583,7.8667,7.5417,7.2167,8.1083,8.475,7.5667,7.7083,7.975,8.3,8.0583,8.4,8.6167,6.9083,7.5,8.125,7.3,7.65,7.6083,7.3,7.85,7.2,7.2667,7.475,7.025,7.2083,7.1667,8,8.1167,7.1167,7.375,6.925,7.0333,7.3167,7.3833,7.4167,7.3917,7.9167,6.6417,7.6,6.8583,8.0333,7.35,7.2167,7.275,7.3333,7.25,7.8833,7.3833,7.0333,7.45,7.8167,7.025,7.9833,7.1583,7.6333,7.3583,7.3417,7.1917,7.5833,7.4917,6.6417
52,Baotianman,11.142,10.475,11.333,9.95,11.867,11.667,10.983,10.592,10.5,10.892,10.583,11.467,10.892,8.4833,11.258,11.633,10.425,10.925,10.625,10.692,10.5,10.35,10.333,10.067,9.4917,10.242,10.475,11.242,11.108,10.15,10.125,9.6583,10.075,9.3083,9.4917,10.742,10.375,10.175,8.8667,9.425,10.008,10.633,9.9583,10.192,10.833,9.625,10.667,10.075,10.217,9.3417,9.7917,10.15,8.8,10.283,9.2333,9.8083,9.55,9.6833,9.55,9.85,9.4167,9.25
53,Changbaishan,13.167,13.075,13.017,12.058,12.358,12.175,12.417,12.8,12.542,12.642,13.067,12.858,13.183,12.758,12.767,11.925,13.133,12.375,12.142,12.817,11.967,12.267,12.417,12.258,12.517,12.15,12.642,12.775,12.333,11.8,11.917,13.025,12.075,11.942,11.908,11.667,12.233,11.983,12.725,11.925,11.833,11.667,11.617,11.825,11.708,12.133,12.383,11.675,12.458,12.2,13.267,12.225,11.975,12.408,11.883,12.033,11.4,12.225,11.792,10.833,11.775,10.917
54,Donglingshan,14.392,13.042,13.567,12.467,12.908,12.35,13.05,12.492,11.9,12.942,12.842,13.358,12.958,11.45,13.875,12.692,12.742,13.183,12.342,13.175,13.117,13.242,11.95,12.717,12.642,11.817,12.192,12.558,12.167,12.383,12.767,12.825,12.667,12.492,11.85,12.817,12.692,12.108,12.292,11.725,11.883,12.092,12.15,11.858,11.775,11.375,11.875,11.608,11.575,11.275,11.483,11.075,10.967,11.45,11.708,11.475,11.55,11.558,11.883,11.1,11.442,11.392
55,Gutianshan,8.4,7.7667,7.3833,7.975,8.9917,8.1583,7.675,8.3583,7.675,8.1583,8.2417,8.8333,8.975,8.075,8,8.6417,8.6417,8.3417,8.1917,7.5583,8.9417,7.9833,7.9333,8.1333,7.2917,8.1167,8.05,8.6333,8.5667,8.1167,7.9917,7.95,8.0333,7.825,7.9917,8.6167,8.5167,8.3833,7.7333,7.975,8.1833,8.65,8.2667,8.2,8.6667,8.7833,8.2,8.0667,8.1333,7.5167,7.75,8.1,8.8083,9.1,8.125,8.4917,8.75,8.5,8.4917,8.4583,8.525,7.6083
56,Tiantongshan,6.7167,6.9917,6.3583,6.0667,7.0583,6.4417,6.4667,6.7583,6.6,6.6,6.2833,6.1417,7.3583,6.2167,6.6917,6.9583,7.025,6.8333,6.8333,6.325,7.025,6.625,6.2333,6.65,6.15,6.6333,6.5917,6.8417,7.0667,6.6083,6.7083,6.875,6.5083,6.4917,6.4833,7.1667,7.4667,7.3167,6.5417,6.6667,6.6833,6.925,7.1833,6.9333,7.15,7.225,6.9917,6.5583,6.7833,6.5083,6.5,6.7333,7.2333,7.35,6.2667,6.2667,6.15,6.1583,6.3833,6.2667,6.2,6.0583
57,Zofin,8.2333,8.1333,8.8667,8.125,8.3583,8.6917,8.5667,8.3833,8.8,8.2167,8.6417,8.5833,9.0417,8.3833,8.275,8.0833,8.425,8.3917,8.5917,8.0417,9.05,8.2333,8.625,8.3083,8.3583,8.6583,8.3,8.1083,8.625,8.3167,8.625,8.5417,9.4,8.1917,8.6083,8.7333,8.3583,8.2917,8.475,8.9333,8.2333,8.7167,8.6333,8.525,8.2583,7.95,8.8083,8.475,8.4417,8.8,8.6667,8.775,9.6167,8.5667,8.675,9.075,8.9167,8.5917,8.4,8.5,9.0583,8.7917
58,Speulderbos,8.3083,8.1083,7.9833,7.6833,8.0833,7.5917,7.8083,7.5917,8.925,7.6917,7.8583,7.45,7.9917,8.175,7.8417,7.6583,7.8667,7.5833,8.225,7.9667,8.3167,7.9833,8.425,8.15,8.35,8.6833,7.7,7.575,7.625,7.7917,7.7667,8.425,8.1333,7.7417,7.7083,8.25,7.55,7.5833,8.575,8.375,8.2083,8,7.95,8.125,8.3,8.1667,8.2833,7.6,8.2333,7.6167,7.95,7.9167,9.1833,8.1417,8.2417,8.25,8.1833,8.2333,8.55,8.225,8.5,8.2833
59,Wytham Woods,7.9917,8.2917,8.0167,7.675,8.5417,8.0083,7.9833,7.3917,8.8833,7.5083,8.1583,7.7833,7.3333,7.8333,7.6917,7.3583,7.3833,6.8833,7.6333,7.8833,7.8333,7.4667,8.1167,7.575,8.2917,8.475,7.3333,7.8083,7.7083,7.6167,7.375,7.85,7.6667,8.0667,7.4833,7.6083,7.3,7.45,8.475,8.4833,7.5583,7.4417,7.4083,7.4167,8.55,8.0167,8.2167,7.8583,8.0833,7.5333,7.475,7.125,8.1833,7.075,7.4333,7.2333,7.525,7.2417,7.525,7.6833,7.5917,7.325
