"Description: ","Dates where precipitation > 200 mm or abs(temperature) > 50 degrees."
"Station: ","SCBI_mettower_data_sensor1"
"Latitude: ","30"
"Longitude: ","78"
"ClimPACT2_version: ","1.2.8"
"Date_of_calculation: ","2020-09-14"
Date,Prec,TX,TN
2019-5-22,NA,17.83857,-70.89763
2019-5-23,NA,16.44177,-69.16228
2019-5-24,NA,-51.7365,-70.2316
2019-5-25,NA,-64.87172,-69.87256
2019-5-26,NA,20.46419,-69.31522
2019-5-27,NA,27.04063,-67.95811
2019-5-28,NA,19.49947,-68.5736
2019-5-29,NA,28.73561,-63.89141
2019-5-30,NA,-23.02328,-65.16857
2019-5-31,NA,23.97942,-65.04913
2019-6-1,NA,18.79127,-65.33216
2019-6-2,NA,15.47518,-67.99549
2019-6-3,NA,10.77178,-70.99371
2019-6-4,NA,8.730729,-69.81578
2019-6-5,NA,18.95925,-68.6289
2019-6-6,NA,-40.43615,-70.20824
2019-6-7,NA,-64.98811,-69.57735
2019-6-8,NA,22.29437,-68.86102
2019-6-9,NA,5.569358,-69.31596
2019-6-10,NA,-39.30677,-68.19189
2019-6-11,NA,15.20495,-69.37985
2019-6-12,NA,12.8534,-70.66085
2019-6-13,NA,6.993387,-70.16847
2019-6-14,NA,17.98716,-69.96108
2019-6-15,NA,-46.07805,-69.52018
2019-6-16,NA,19.97622,-69.23905
2019-6-17,NA,28.03234,-68.6511
2019-6-18,NA,26.93114,-69.06686
2019-6-19,NA,0.5502828,-67.89461
2019-6-20,NA,29.52775,-65.05922
2019-6-21,NA,24.46647,-68.86508
2019-6-22,NA,19.97209,-66.98753
2019-6-23,NA,14.25152,-71.1504
2019-6-24,NA,18.18487,-71.16891
2019-6-25,NA,-26.37866,-69.36743
2019-6-26,NA,17.28434,-71.03331
2019-6-27,NA,20.56964,-70.69106
2019-6-28,NA,18.79078,-71.0167
2019-6-29,NA,-15.94612,-70.53271
2019-6-30,NA,21.50315,-70.65007
2019-7-1,NA,19.85686,-71.16256
2019-7-2,NA,9.320565,-68.15566
2019-7-3,NA,-25.98972,-68.57624
2019-7-4,NA,26.97592,-68.02186
2019-7-5,NA,-21.72951,-64.8447
2019-7-6,NA,29.27575,-64.86909
2019-7-7,NA,-3.07524,-64.64165
2019-7-9,NA,25.74961,-61.11179
2019-7-10,NA,29.68537,-53.42658
2019-7-11,NA,29.12143,-56.54062
2019-7-12,NA,25.38648,-64.18042
2019-7-13,NA,26.87848,-62.7555
2019-7-14,NA,27.98778,-54.71221
2019-7-25,NA,25.87213,-67.35277
2019-7-26,NA,24.23683,-67.39323
2019-7-27,NA,21.37004,-54.33368
2019-8-4,NA,12.63336,-50.54424
2019-8-8,NA,18.04873,-54.83002
2019-8-9,NA,17.9103,-68.90157
2019-8-10,NA,8.30919,-70.05803
2019-8-11,NA,-13.74882,-70.225
2019-8-12,NA,-49.34699,-69.22399
2019-8-13,NA,28.27957,-66.37443
2019-8-14,NA,30.21102,-69.99734
2019-8-15,NA,26.21133,-68.70356
2019-8-16,NA,26.44214,-68.38166
2019-8-17,NA,27.07727,-64.13759
2019-8-18,NA,34.15884,-67.12074
2019-8-19,NA,26.45354,-66.50331
2019-8-20,NA,28.1002,-66.19861
2019-8-21,NA,28.01856,-56.6501
2019-8-22,NA,24.50418,-57.07072
2019-8-23,NA,18.54871,-52.27532
2019-8-24,NA,23.6814,-67.57432
2019-8-25,NA,11.16336,-70.5499
2019-8-26,NA,21.88471,-66.90492
2019-8-27,NA,20.09217,-55.57326
2019-8-28,NA,25.77622,-60.82739
2019-8-29,NA,26.60581,-68.06833
2019-8-30,NA,29.26451,-67.82377
2019-8-31,NA,30.1246,-54.99198
2019-9-1,NA,19.37512,-52.76635
2019-9-2,NA,-5.367364,-57.82275
2019-9-3,NA,22.87581,-53.56516
2019-9-5,NA,19.53139,-53.69611
2019-9-6,NA,14.16892,-65.96049
2019-9-7,NA,15.15205,-70.94865
2019-9-8,NA,22.42731,-64.93604
2019-9-9,NA,16.78748,-55.87693
2019-9-11,NA,-0.530389,-58.1834
2019-9-12,NA,34.49648,-54.02185
2019-9-13,NA,16.90053,-53.1286
2019-9-15,NA,17.72661,-60.87266
2019-9-16,NA,29.96204,-70.62875
2019-9-17,NA,17.69205,-70.65314
2019-9-18,NA,18.0319,-66.79262
2019-9-19,NA,17.89599,-69.63174
2019-9-20,NA,12.12005,-70.55296
2019-9-21,NA,31.09196,-70.65719
2019-9-22,NA,24.47878,-69.00573
2019-9-23,NA,24.332,-69.31497
2019-9-24,NA,-47.71065,-70.9087
2019-9-25,NA,-2.52073,-69.36357
2019-9-26,NA,15.29814,-71.24719
2019-9-27,NA,16.88345,-68.75399
2019-9-28,NA,6.564289,-69.2584
2019-9-29,NA,-56.19306,-70.84142
2019-9-30,NA,-54.31744,-70.85682
2019-10-1,NA,-56.20929,-70.71748
2019-10-2,NA,16.04272,-70.28818
2019-10-3,NA,25.35876,-65.99366
2019-10-4,NA,23.02999,-69.15398
2019-10-5,NA,15.4137,-70.30679
2019-10-6,NA,14.97299,-70.43739
2019-10-7,NA,-33.83185,-70.88198
2019-10-8,NA,8.947592,-70.38488
2019-10-9,NA,-68.3195,-71.19066
2019-10-10,NA,-63.59729,-70.79906
2019-10-11,NA,-66.464,-69.68346
