"Description: ","Outliers shown in *boxseries.pdf"
"Station: ","SCBI_mettower_data_sensor1"
"Latitude: ","30"
"Longitude: ","78"
"ClimPACT2_version: ","1.2.8"
"Date_of_calculation: ","2020-09-14"
Date,Prec,TX,TN,DTR
"TX up"
"TX low"
2018-12-21,NA,4.622867,-65.97459,70.597457
2018-12-22,NA,7.427663,-70.85025,78.277913
2018-12-23,NA,6.291505,-64.88522,71.176725
2018-12-24,NA,7.355189,-68.51579,75.870979
2018-12-26,NA,9.389827,-58.21065,67.600477
2018-12-27,NA,8.233883,-65.03776,73.271643
2018-12-28,NA,5.968925,-60.73314,66.702065
2018-12-29,NA,11.96902,-62.85885,74.82787
2018-12-30,NA,7.297049,-53.79784,61.094889
2018-12-31,NA,5.569869,-55.84072,61.410589
"DTR low"
