STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TMAX,TMIN,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990318,0,0,0,233,44,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990319,0,0,0,122,-17,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990320,0,0,0,133,-22,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990321,175,0,0,56,22,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990322,0,0,0,83,-11,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990323,5,0,0,117,-6,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990324,5,0,0,117,39,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990325,0,0,0,128,-39,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990326,0,0,0,106,-44,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990327,0,0,0,100,11,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990328,0,0,0,172,56,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990329,0,0,0,200,89,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990330,0,0,0,194,22,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990331,0,0,0,228,33,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990401,86,0,0,228,33,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990402,0,0,0,222,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990403,0,0,0,233,117,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990404,13,0,0,256,56,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990405,3,0,0,117,33,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990406,0,0,0,206,50,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990407,0,0,0,250,78,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990408,3,0,0,306,72,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990409,142,0,0,211,50,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990410,0,0,0,167,39,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990411,76,0,0,111,67,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990412,0,0,0,111,44,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990413,0,0,0,167,28,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990414,0,0,0,206,50,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990415,30,0,0,133,56,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990416,0,0,0,178,78,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990417,0,0,0,144,67,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990418,0,0,0,133,33,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990419,8,0,0,144,56,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990420,0,0,0,156,17,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990421,74,0,0,106,17,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990422,0,0,0,300,61,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990423,107,0,0,200,39,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990424,0,0,0,183,11,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990425,0,0,0,194,6,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990426,0,0,0,256,22,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990427,0,0,0,200,72,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990428,0,0,0,172,44,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990429,0,0,0,189,33,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990430,0,0,0,194,28,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990501,0,0,0,211,22,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990502,0,0,0,217,33,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990503,8,0,0,172,33,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990504,0,0,0,261,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990505,0,0,0,217,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990506,0,0,0,200,144,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990507,114,0,0,244,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990508,61,0,0,250,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990509,0,0,0,261,72,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990510,0,0,0,267,72,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990511,0,0,0,256,83,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990512,0,0,0,289,133,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990513,0,0,0,183,117,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990514,0,0,0,156,89,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990515,0,0,0,222,50,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990516,0,0,0,211,56,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990517,0,0,0,233,100,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990518,0,0,0,244,100,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990519,0,0,0,228,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990520,0,0,0,250,72,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990521,0,0,0,272,72,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990522,142,0,0,283,106,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990523,25,0,0,256,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990524,10,0,0,228,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990525,0,0,0,217,122,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990526,0,0,0,244,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990527,0,0,0,239,117,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990528,0,0,0,283,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990529,0,0,0,306,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990530,0,0,0,317,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990531,0,0,0,300,139,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990601,0,0,0,289,178,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990602,0,0,0,306,200,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990603,0,0,0,283,139,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990604,0,0,0,244,117,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990605,0,0,0,267,122,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990606,0,0,0,311,139,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990607,0,0,0,344,194,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990608,0,0,0,350,183,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990609,0,0,0,372,172,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990610,0,0,0,244,161,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990611,0,0,0,261,122,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990612,0,0,0,283,122,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990613,15,0,0,283,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990614,5,0,0,322,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990615,0,0,0,294,156,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990616,94,0,0,228,144,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990617,91,0,0,206,89,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990618,0,0,0,228,83,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990619,20,0,0,244,83,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990620,30,0,0,183,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990621,13,0,0,217,139,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990622,0,0,0,272,117,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990623,0,0,0,289,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990624,0,0,0,294,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990625,0,0,0,294,172,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990626,0,0,0,339,183,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990627,0,0,0,339,211,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990628,38,0,0,339,217,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990629,0,0,0,339,189,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990630,0,0,0,250,178,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990701,0,0,0,333,194,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990702,30,0,0,311,206,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990703,81,0,0,339,206,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990704,0,0,0,389,233,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990705,0,0,0,400,222,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990706,0,0,0,394,217,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990707,0,0,0,339,161,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990708,0,0,0,339,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990709,0,0,0,394,156,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990710,8,0,0,306,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990711,0,0,0,294,122,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990712,20,0,0,206,122,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990713,0,0,0,261,139,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990714,0,0,0,250,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990715,0,0,0,344,156,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990716,0,0,0,350,189,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990717,0,0,0,361,206,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990718,46,0,0,367,206,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990719,0,0,0,350,217,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990720,18,0,0,322,228,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990721,33,0,0,311,228,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990722,23,0,0,344,222,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990723,0,0,0,372,222,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990724,10,0,0,339,217,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990725,0,0,0,350,189,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990726,0,0,0,344,189,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990727,0,0,0,372,194,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990728,94,0,0,372,194,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990729,3,0,0,339,194,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990730,0,0,0,372,200,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990731,0,0,0,383,200,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990801,23,0,0,339,200,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990802,0,0,0,311,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990803,0,0,0,311,139,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990804,0,0,0,333,139,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990805,0,0,0,322,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990806,0,0,0,339,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990807,0,0,0,333,161,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990808,36,0,0,306,178,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990809,0,0,0,283,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990810,0,0,0,294,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990811,0,0,0,350,183,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990812,0,0,0,333,178,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990813,109,0,0,344,206,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990814,53,0,0,333,183,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990815,0,0,0,267,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990816,0,0,0,322,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990817,0,0,0,378,206,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990818,0,0,0,333,167,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990819,91,0,0,294,167,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990820,38,0,0,294,167,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990821,0,0,0,267,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990822,0,0,0,283,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990823,0,0,0,283,161,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990824,0,0,0,261,194,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990825,41,0,0,244,194,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990826,109,0,0,278,178,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990827,18,0,0,283,167,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990828,0,0,0,311,172,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990829,0,0,0,333,133,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990830,0,0,0,228,94,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990831,0,0,0,222,94,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990901,0,0,0,283,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990902,0,0,0,311,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990903,0,0,0,289,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990904,290,0,0,239,194,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990905,505,0,0,261,211,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990906,203,0,0,250,200,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990907,56,0,0,317,167,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990908,0,0,0,322,156,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990909,147,0,0,294,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990910,0,0,0,272,100,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990911,0,0,0,278,100,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990912,0,0,0,278,100,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990913,0,0,0,256,133,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990914,0,0,0,261,161,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990915,432,0,0,183,139,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990916,213,0,0,161,133,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990917,0,0,0,222,83,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990918,0,0,0,228,78,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990919,0,0,0,233,89,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990920,97,0,0,233,133,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990921,84,0,0,167,72,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990922,0,0,0,178,61,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990923,0,0,0,239,72,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990924,0,0,0,261,122,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990925,0,0,0,283,122,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990926,0,0,0,256,117,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990927,157,0,0,233,189,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990928,0,0,0,222,183,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990929,381,0,0,222,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,19990930,0,0,0,183,67,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991001,0,0,0,222,67,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991002,0,0,0,239,72,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991003,0,0,0,244,117,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991004,272,0,0,183,89,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991005,0,0,0,156,39,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991006,0,0,0,200,39,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991007,0,0,0,150,39,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991008,0,0,0,178,44,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991009,79,0,0,217,139,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991010,109,0,0,206,167,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991011,0,0,0,228,67,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991012,0,0,0,200,50,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991013,18,0,0,222,94,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991014,0,0,0,150,22,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991015,0,0,0,178,17,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991016,0,0,0,217,56,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991017,5,0,0,189,94,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991018,0,0,0,167,28,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991019,28,0,0,122,39,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991020,30,0,0,117,28,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991021,0,0,0,167,-33,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991022,0,0,0,183,17,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991023,0,0,0,106,67,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991024,0,0,0,100,-11,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991025,0,0,0,178,17,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991026,0,0,0,206,22,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991027,0,0,0,167,0,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991028,0,0,0,156,0,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991029,0,0,0,239,39,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991030,0,0,0,217,56,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991031,0,0,0,250,122,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991101,0,0,0,233,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991102,394,0,0,206,50,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991103,0,0,0,83,-11,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991104,0,0,0,156,-11,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991105,0,0,0,194,6,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991106,0,0,0,228,67,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991107,0,0,0,139,-6,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991108,0,0,0,156,-6,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991109,0,0,0,244,39,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991110,0,0,0,244,39,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991111,0,0,0,161,61,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991112,0,0,0,89,50,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991113,0,0,0,194,50,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991114,0,0,0,239,56,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991115,0,0,0,111,39,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991116,0,0,0,78,0,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991117,0,0,0,67,-44,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991118,0,0,0,144,-50,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991119,0,0,0,161,11,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991120,0,0,0,206,67,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991121,0,0,0,222,61,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991122,0,0,0,217,94,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991123,0,0,0,161,94,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991124,0,0,0,228,106,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991125,91,0,0,122,78,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991126,84,0,0,189,72,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991127,0,0,0,156,44,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991128,0,0,0,122,0,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991129,0,0,0,122,-11,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991130,0,0,0,22,-61,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991201,0,0,0,22,-67,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991202,0,0,0,133,-61,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991203,0,0,0,183,6,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991204,0,0,0,183,67,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991205,28,0,0,172,67,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991206,51,0,0,133,17,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991207,0,0,0,89,-39,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991208,0,0,0,94,-44,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991209,0,0,0,122,-33,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991210,109,0,0,150,-72,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991211,0,0,0,89,-39,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991212,0,0,0,106,-33,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991213,183,0,0,44,17,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991214,130,0,0,61,33,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991215,0,0,0,89,17,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991216,0,0,0,78,-22,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991217,0,0,0,100,-67,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991218,0,0,0,106,0,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991219,18,0,0,56,17,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991220,79,0,0,56,28,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991221,18,0,0,50,-50,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991222,0,0,0,39,-61,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991223,0,0,0,67,-61,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991224,0,0,0,-6,-100,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991225,0,0,0,-11,-89,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991226,0,0,0,89,-61,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991227,0,0,0,28,-72,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991228,0,0,0,11,-78,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991229,0,0,0,72,-22,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991230,0,0,0,139,22,,,
GHCND:USC00443229,FRONT ROYAL VA US,19991231,0,0,0,144,-11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000101,0,0,0,139,-6,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000102,0,0,0,211,100,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000103,0,0,0,200,139,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000104,38,0,0,206,17,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000105,0,0,0,50,-50,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000106,0,0,0,83,-50,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000107,0,0,0,100,-56,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000108,0,0,0,78,-61,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000109,5,0,0,72,17,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000110,64,0,0,139,28,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000111,3,0,0,122,28,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000112,0,0,0,122,6,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000113,0,0,0,172,-72,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000114,0,0,0,0,-83,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000115,0,0,0,22,-89,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000116,0,0,0,167,-78,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000117,0,0,0,-17,-94,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000118,-9999,0,0,-6,-83,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000119,-9999,51,51,33,-83,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000120,0,25,0,17,-94,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000121,0,25,0,-67,-117,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000122,8,25,8,-28,-150,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000123,0,25,0,-11,-67,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000124,13,25,13,28,-67,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000125,203,229,203,28,-83,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000126,0,203,0,-6,-94,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000127,0,203,0,-39,-100,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000128,0,178,0,0,-117,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000129,3,152,13,22,-128,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000130,127,254,127,-6,-50,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000131,0,254,0,50,-67,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000201,0,203,0,22,-44,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000202,0,203,0,22,-83,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000203,0,178,0,22,-33,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000204,10,127,10,61,-39,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000205,0,102,0,50,-22,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000206,0,102,0,33,-28,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000207,0,51,0,83,-22,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000208,0,51,0,11,-56,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000209,0,0,0,117,-61,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000210,3,0,0,156,0,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000211,0,0,0,161,-44,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000212,0,0,0,-6,-67,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000213,43,0,0,22,-33,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000214,0,0,0,167,11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000215,0,0,0,78,-11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000216,0,0,0,200,-33,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000217,0,0,0,67,-28,,,
GHCND:USC00443229,FRONT ROYAL VA US,20000218,254,0,-9999,83,-17,,,
