TOA5,Weather-CR1000,CR1000,23011,CR1000.Std.16,CPU:CRC_met_logger_final 101018a.CR1,17723,Metdata_5min,,,,,,,,,,,,,,,,,,
1/1/2018 1:35,700518,4840.474,19.22949,0,0,-16.18007,0.1994553,-14.8553,0.01220358,71.68686,0.008514494,0.8933333,190.4769,21.37144,-0.8016666,-0.19,0,49879.86,258.1693,48210.15,15.02616,0,10.62,-15.16409,0
1/1/2018 1:40,700519,4813.414,10.0035,0,0,-16.00994,0.226773,-14.896,0.003126314,71.70904,0.01538132,1.278333,206.8884,10.83054,-1.108333,-0.5366666,0,49661.45,290.218,48260.29,3.852074,0,10.62,-15.19723,0
1/1/2018 1:45,700520,4833.218,44.94476,0,0,-15.815,0.2398866,-14.93914,0.01520205,71.75626,0.02469608,0.98,201.1743,22.0299,-0.8333333,-0.3516666,0,49412.61,305.4199,48313.5,18.75204,0,10.61,-15.22558,0
1/1/2018 1:50,700521,4731.583,10.65517,0,0,-15.4951,0.08616409,-14.94525,0,71.81942,0.03079971,0.83,180.2332,27.43654,-0.7683333,-0.07,0,49006.63,108.4915,48321.04,0,0,10.61,-15.2496,0
1/1/2018 1:55,700522,4652.104,34.47814,0,0,-15.13369,0.2457455,-14.966,0.01075822,71.90418,0.03959674,0.6983334,185.9446,19.16858,-0.6716667,-0.1266667,0,48555.77,306.7082,48346.68,13.29398,0,10.6,-15.26824,0
1/1/2018 2:00,700523,4644.979,33.24088,0,0,-14.85001,0.01064475,-14.99164,0.007326507,71.97872,0.01659585,1.095,204.6974,24.10834,-0.91,-0.5,0,48203.64,13.11075,48378.38,9.057422,0,10.6,-15.28398,0
1/1/2018 2:05,700524,4629.032,8.534722,0,0,-14.8671,0.02220363,-14.99408,0,72.03391,0.02278437,1.108333,200.1928,40.29025,-0.9283333,-0.4383333,0,48224.7,27.34705,48381.39,0,0,10.59,-15.29806,0
1/1/2018 2:10,700525,4621.45,13.05428,0,0,-14.89356,0.00783961,-14.99775,0.008725396,72.12663,0.0252588,1.19,197.265,17.47396,-1.08,-0.3383333,0,48257.28,9.659521,48385.93,10.79025,0,10.58,-15.31794,0
1/1/2018 2:15,700526,4632.038,17.55012,0,0,-14.8903,0.01057449,-15.00834,0.01284564,72.18638,0.02665943,0.9633332,202.8442,11.58339,-0.8666667,-0.3666667,0,48253.27,13.02928,48399.02,15.88804,0,10.58,-15.31794,0
1/1/2018 2:20,700527,4625.764,30.61573,0,0,-14.86222,0.01738281,-15.01648,0.01118696,72.23132,0.01460594,0.7716667,187.443,23.82297,-0.6766666,-0.1366667,0,48218.68,21.40757,48409.1,13.84312,0,10.57,-15.31794,0
1/1/2018 2:25,700528,4582.953,9.711249,0,0,-14.84756,0,-15.03561,0.01118749,72.26488,0.01393666,1.021666,184.2624,14.56119,-0.9933333,-0.09833334,0,48200.63,0,48432.79,13.8605,0,10.57,-15.34072,0
1/1/2018 2:30,700529,4587.854,15.96335,0,0,-14.84756,0,-15.04293,0,72.28366,0.01913225,1.26,207.2637,14.2576,-1.091667,-0.5216666,0,48200.63,0,48441.86,0,0,10.56,-15.35771,0
1/1/2018 2:35,700530,4535.043,28.37246,0,0,-14.85367,0.01147601,-15.04293,0,72.29903,0.01079409,0.9816668,197.8878,29.29815,-0.915,-0.1483333,0,48208.15,14.13053,48441.86,0,0,10.56,-15.36991,0
1/1/2018 2:40,700531,4559.553,53.17474,0,0,-14.89641,0,-15.05758,0.01276429,72.37013,0.0331483,1.32,191.2284,7.795727,-1.286667,-0.2733333,0,48260.79,0,48460.01,15.81888,0,10.55,-15.38937,0
1/1/2018 2:45,700532,4599.489,22.82001,0,0,-14.92734,0.02036725,-15.07101,0.01164715,72.4384,0.03541709,0.9816666,187.4077,47.53602,-0.6916667,-0.3633333,0,48298.95,25.12334,48476.66,14.44412,0,10.55,-15.39476,0
1/1/2018 2:50,700533,4619.881,24.39016,0,0,-14.94525,0,-15.08973,0.006749533,72.50383,0.008813337,0.6733333,188.4834,30.11924,-0.5533333,-0.08666667,0,48321.04,0,48499.88,8.372533,0,10.54,-15.39476,0
1/1/2018 2:55,700534,4719.491,55.9912,0,0,-14.94565,0.003125344,-15.09177,0,72.51692,0.01879088,1.338333,200.6702,19.36523,-1.203333,-0.3983333,0,48321.54,3.861576,48502.4,0,0,10.53,-15.41547,0
1/1/2018 3:00,700535,4765.374,40.41274,0,0,-14.98065,0.0186104,-15.1223,0.01924564,72.54309,0.01218824,1.101667,163.9208,49.10556,-0.8266667,0.09666666,0,48364.79,23.00272,48540.32,23.90242,0,10.53,-15.41961,0
1/1/2018 3:05,700536,4719.948,25.96747,0,0,-15.05514,0.03168085,-15.14062,0,72.59145,0.01691835,1.108333,189.8094,28.25569,-0.9716666,-0.1883333,0,48457,39.27519,48563.07,0,0,10.53,-15.42914,0
1/1/2018 3:10,700537,4738.772,42.461,0,0,-15.19881,0.04905949,-15.14062,0,72.629,0.02035389,0.9016666,206.4905,32.68108,-0.7266666,-0.3083333,0,48635.55,61.11816,48563.07,0,0,10.52,-15.44446,0
1/1/2018 3:15,700538,4706.222,55.3625,0,0,-15.44952,0.08689179,-15.14062,0,72.67053,0.03243719,1.106667,202.1167,65.45555,-0.7416667,-0.275,0,48949.31,109.1466,48563.07,0,0,10.51,-15.49168,0
1/1/2018 3:20,700539,4691.124,30.51231,0,0,-15.96192,0.2846047,-15.15404,0.01293406,72.7223,0.02264187,0.6449999,184.2679,50.21875,-0.4916667,-0.06500001,0,49600.63,365.1733,48579.77,16.0953,0,10.51,-15.49959,0
1/1/2018 3:25,700540,4646.548,89.20845,0,0,-16.3156,0.4667509,-15.18375,0.01032881,72.73653,0.01587893,1.056667,187.4865,29.35422,-0.925,-0.09666666,0,50059.07,602.3439,48616.74,12.85049,0,10.5,-15.52128,0
1/1/2018 3:30,700541,4810.799,27.39425,0,0,-15.66238,0.09561694,-15.20165,0.01638065,72.76668,0.02000364,0.9933334,193.4893,34.19034,-0.835,-0.345,0,49217.8,121.052,48639.04,20.4146,0,10.5,-15.54199,0
1/1/2018 3:35,700542,4768.185,61.27662,0,0,-15.56918,0.07385635,-15.23706,0.005324039,72.81504,0.01659639,1.04,200.5685,17.96038,-0.9183333,-0.3533333,0,49099.93,93.22379,48683.18,6.637105,0,10.49,-15.54613,0
1/1/2018 3:40,700543,4740.602,38.96826,0,0,-15.47475,0.02693676,-15.23829,0,72.88786,0.02761076,0.8850001,183.1327,39.45345,-0.8,-0.09,0,48980.88,33.87469,48684.7,0,0,10.49,-15.54613,0
1/1/2018 3:45,700544,4841.192,26.13602,0,0,-15.45969,0.03478828,-15.23829,0,72.94475,0.02591456,1.191666,185.6561,29.26473,-1.046667,-0.25,0,48961.96,43.75111,48684.7,0,0,10.48,-15.54613,0
1/1/2018 3:50,700545,4755.243,54.24231,0,0,-15.61029,0.05466919,-15.23829,0,73.00335,0.03236227,0.7166668,190.1333,18.53739,-0.665,-0.1366667,0,49151.79,69.04698,48684.7,0,0,10.48,-15.55607,0
1/1/2018 3:55,700546,4680.993,21.93975,0,0,-15.62901,0,-15.23829,0,73.06422,0.0199961,1.058333,178.0514,14.49096,-1.03,0.02166667,0,49175.38,0,48684.7,0,0,10.47,-15.57057,0
1/1/2018 4:00,700547,4802.237,77.24866,0,0,-15.6286,0.003126443,-15.24195,0.008719947,73.11429,0.03303042,1.395,204.3843,29.25187,-1.105,-0.5366666,0,49174.87,3.951589,48689.27,10.88231,0,10.47,-15.57098,0
1/1/2018 4:05,700548,4913.154,55.00158,0,0,-15.62901,0,-15.24032,0.006749535,73.22124,0.03020766,1.165,189.8493,35.77492,-0.9516667,-0.195,0,49175.38,0,48687.24,8.423277,0,10.46,-15.57098,0
1/1/2018 4:10,700549,4851.584,85.78281,0,0,-15.6229,0.01584246,-15.23869,0.003126321,73.33105,0.03012477,1.18,221.411,18.4178,-0.8216667,-0.7566666,0,49167.67,20.01545,48685.21,3.901582,0,10.46,-15.55938,0
1/1/2018 4:15,700550,4853.284,36.05901,0,0,-15.559,0.02336414,-15.23829,0,73.36291,0.01272096,0.765,177.9302,39.60822,-0.6516666,-0.07,0,49086.98,29.46663,48684.7,0,0,10.46,-15.55772,0
1/1/2018 4:20,700551,4859.493,32.52694,0,0,-15.53377,0.008574539,-15.23829,0,73.37031,0.0216721,1.116667,204.6573,25.84213,-0.9116666,-0.4033333,0,49055.17,10.8108,48684.7,0,0,10.45,-15.57098,0
1/1/2018 4:25,700552,4853.48,35.25173,0,0,-15.59848,0.03799517,-15.24887,0.012897,73.37428,0.02203482,0.7266666,193.9619,38.50658,-0.5166667,-0.18,0,49136.83,48.00967,48697.91,16.09581,0,10.45,-15.57761,0
1/1/2018 4:30,700553,4922.828,21.2674,0,0,-15.96965,0.2414303,-15.27859,0.01165204,73.36404,0.01365356,0.7350004,177.1765,38.45761,-0.5833333,0.015,0,49610.01,309.674,48735,14.54757,0,10.44,-15.59583,0
1/1/2018 4:35,700554,4940.671,26.33457,0,0,-17.67618,0.4062337,-15.2908,0.009786868,73.35779,0.01164506,0.9116666,197.2229,18.45104,-0.8133333,-0.26,0,51864.12,552.1818,48750.25,12.23877,0,10.44,-15.60909,0
1/1/2018 4:40,700555,4836.29,63.4343,0,0,-16.57689,0.8441051,-15.33515,0.004385026,73.34356,0.0189025,0.8016666,214.0894,22.93239,-0.5683333,-0.4666667,0,50410.8,1110.279,48805.73,5.485435,0,10.43,-15.64102,0
1/1/2018 4:45,700556,4839.951,30.93017,0,0,-16.73928,0.7611188,-15.3441,0.01234614,73.31455,0.01720859,0.92,190.7936,34.89316,-0.7699999,-0.1766667,0,50620.75,1007.963,48816.94,15.45929,0,10.43,-15.66519,0
1/1/2018 4:50,700557,4849.362,29.92946,0,0,-15.56185,0.4398403,-15.38237,0.00732851,73.31398,0.01747917,0.8616667,184.8933,31.75083,-0.7316666,-0.03166667,0,49094.93,567.8425,48864.86,9.180467,0,10.43,-15.6946,0
1/1/2018 4:55,700558,4828.97,26.2288,0,0,-15.37585,0.04412937,-15.408,0.01806418,73.31626,0.01740494,0.7550001,180.3889,14.63902,-0.7283333,-0.02833333,0,48856.74,55.34068,48897.03,22.67037,0,10.42,-15.71407,0
1/1/2018 5:00,700559,4794.655,25.26437,0,0,-15.92733,0.4061817,-15.43364,0,73.32935,0.0191998,0.9133332,193.1894,20.60387,-0.8366666,-0.1733333,0,49558.3,520.906,48929.2,0,0,10.42,-15.73997,0
1/1/2018 5:05,700560,4760.472,28.99272,0,0,-17.15808,0.3565626,-15.46742,0.01613571,73.35324,0.01260595,1.145,192.3179,17.79414,-1.08,-0.2116667,0,51164.98,475.4921,48971.66,20.28102,0,10.41,-15.76106,0
1/1/2018 5:10,700561,4712.301,30.66315,0,0,-17.62572,0.05767676,-15.48249,0,73.36177,0.0116033,0.7483333,190.2238,31.31566,-0.6433333,-0.1,0,51791.56,78.29054,48990.59,0,0,10.41,-15.77721,0
1/1/2018 5:15,700562,4727.922,60.65324,0,0,-17.92689,0.1755678,-15.48574,0.009423306,73.43289,0.01979809,0.7833334,211.5353,48.21247,-0.5383333,-0.1683333,0,52203.37,240.7331,48994.69,11.86141,0,10.4,-15.79916,0
1/1/2018 5:20,700563,4832.042,15.99123,0,0,-18.51378,0.3538038,-15.52482,0.01168351,73.45963,0,0.5366666,198.734,43.03747,-0.4083333,-0.165,0,53020.11,499.7572,49043.88,14.71547,0,10.4,-15.8062,0
1/1/2018 5:25,700564,4846.29,35.23728,0,0,-19.76122,0.1768857,-15.53255,0.005320922,73.45849,0.008739585,1.04,205.9555,25.64606,-0.8833333,-0.3733333,0,54808.3,259.654,49053.63,6.706915,0,10.4,-15.82447,0
1/1/2018 5:30,700565,4773.348,42.68703,0,0,-17.13,1.154398,-15.56633,0.01364497,73.45394,0.01272096,0.7200001,184.0472,28.28134,-0.625,-0.06,0,51156.86,1561.74,49096.21,17.21371,0,10.39,-15.85022,0
1/1/2018 5:35,700566,4853.61,81.50913,0,0,-15.65627,0.1159221,-15.58749,0.014988,73.46191,0.008514494,0.4483334,202.6245,53.99075,-0.2833333,-0.1,0,49210.18,146.8805,49122.93,18.9337,0,10.39,-15.87432,0
1/1/2018 5:40,700567,4830.865,34.52994,0,0,-15.46051,0.02430198,-15.6286,0.003126443,73.47499,0.0169814,0.5883334,193.475,31.20475,-0.49,-0.11,0,48962.96,30.54409,49174.87,3.951589,0,10.38,-15.90129,0
1/1/2018 5:45,700568,4894.984,19.61862,0,0,-15.52767,0.0507994,-15.66401,0.01910451,73.46304,0.01024017,0.5816668,198.8911,31.58177,-0.4583333,-0.1966667,0,49047.52,64.04479,49219.67,24.17855,0,10.38,-15.93412,0
1/1/2018 5:50,700569,4840.277,32.65913,0,0,-15.94361,0.226636,-15.71325,0.01965171,73.46816,0.01478042,0.3583334,194.1603,74.46851,-0.1766667,-0.05,0,49576.54,289.7979,49282.07,24.91303,0,10.38,-15.96108,0
1/1/2018 5:55,700570,4815.833,58.46833,0,0,-15.96599,0.05346904,-15.74011,0.01693096,73.49092,0.009434115,0.4783334,288.1637,62.32318,0.075,-0.24,0,49604.07,68.46523,49316.15,21.50098,0,10.37,-15.99049,0
1/1/2018 6:00,700571,4765.374,28.8431,0,0,-16.00139,0.1219887,-15.78244,0.0126789,73.49319,0.004369793,0.4683334,331.5304,75.03516,0.21,-0.09666666,0,49649.68,156.4329,49369.92,16.12438,0,10.37,-16.01244,0
1/1/2018 6:05,700572,4650.013,55.13981,0,0,-16.31519,0.09210125,-15.82028,0.009098229,73.51823,0.01979847,0.6583335,10.80596,36.8323,0.5433333,0.1316667,0,50053.76,119.2831,49418.06,11.58213,0,10.37,-16.04245,0
1/1/2018 6:10,700573,4420.008,136.9044,0,0,-16.44991,0.04184546,-15.83534,0.01294154,73.57057,0.02300537,0.8383332,2.612066,30.33567,0.71,0.03333333,0,50228.52,54.42505,49437.24,16.48508,0,10.36,-16.06191,0
1/1/2018 6:15,700574,4242.62,24.02386,0,0,-15.83575,0.1733304,-15.86505,0.01150845,73.6468,0.02889085,0.8800001,4.568487,24.43969,0.7983333,0.07,0,49438.43,221.9874,49475.1,14.67431,0,10.36,-16.07931,0
1/1/2018 6:20,700575,4307.916,23.93486,0,0,-15.66767,0.01562829,-15.87115,0.006747426,73.71678,0.03325353,0.6216667,348.892,44.71652,0.4316667,-0.03333334,0,49224.3,19.78053,49482.88,8.603575,0,10.36,-16.10461,0
1/1/2018 6:25,700576,4184.646,86.09119,0,0,-15.62941,0.003126314,-15.8679,0.01005756,73.81862,0.02372381,0.7366667,336.3073,39.2286,0.55,-0.1766667,0,49175.89,3.955078,49478.73,12.82429,0,10.35,-16.10642,0
1/1/2018 6:30,700577,4218.698,78.22205,0,0,-15.62901,0,-15.84104,0.01575713,73.90169,0.03437772,0.5766666,284.6765,44.68718,0.1166667,-0.47,0,49175.38,0,49444.5,20.07658,0,10.35,-16.10642,0
1/1/2018 6:35,700578,4036.604,37.03464,0,0,-15.61232,0.02161046,-15.82435,0,73.99328,0.03411524,0.6116667,337.7829,45.04078,0.4583333,-0.1566667,0,49154.3,27.30298,49423.24,0,0,10.35,-16.10642,0
1/1/2018 6:40,700579,4019.741,55.08691,0,0,-15.5765,0.008719948,-15.78977,0.01685015,74.11674,0.04020927,0.6166668,323.3241,29.4991,0.415,-0.365,0,49109.05,11.00226,49379.23,21.4328,0,10.34,-16.09693,0
1/1/2018 6:45,700580,4157.586,54.64157,0,0,-15.53662,0.01005795,-15.74825,0.01998477,74.22028,0.02576642,0.37,310.0459,55.70212,0.1366667,-0.215,0,49058.75,12.67784,49326.49,25.37822,0,10.34,-16.0702,0
1/1/2018 6:50,700581,4240.398,80.07915,0,0,-15.50772,0.02272033,-15.72628,0.003127298,74.2914,0.02641552,0.5516669,350.7822,71.34093,0.25,-0.08666667,0,49022.36,28.60658,49298.58,3.965091,0,10.34,-16.05446,0
1/1/2018 6:55,700582,4394.453,17.42616,0,0,-15.48208,0.003127298,-15.69453,0.02161014,74.30277,0.02272748,0.3233334,324.7949,54.44378,0.16,-0.1116667,0,48990.08,3.931587,49258.33,27.39516,0,10.33,-16.03831,0
1/1/2018 7:00,700583,4349.419,62.19347,0,0,-15.44259,0.01476644,-15.67784,0,74.27319,0.03126355,0.5083334,351.2605,43.04556,0.38,-0.1066667,0,48940.45,18.55493,49237.18,0,0,10.33,-16.02961,0
1/1/2018 7:05,700584,4402.427,21.6603,0,0,-15.43364,0,-15.67784,0,74.24816,0.01487863,0.3866667,342.3336,47.1901,0.2616667,-0.1116667,0,48929.2,0,49237.18,0,0,10.33,-16.02961,0
1/1/2018 7:10,700585,4392.688,17.02024,0,0,-15.43364,0,-15.67784,0,74.24702,0.0105515,0.2583333,314.9988,50.37437,0.1216667,-0.1333333,0,48929.2,0,49237.18,0,0,10.32,-16.02961,0
1/1/2018 7:15,700586,4427.983,28.01606,0,0,-15.43364,0,-15.67784,0,74.23337,0.01725554,0.3233333,236.6169,88.73836,-0.1166667,-0.06166667,0,48929.2,0,49237.18,0,0,10.32,-16.03831,0
1/1/2018 7:20,700587,4585.436,85.26842,0,0,-15.43812,0.01136094,-15.71122,0.02041655,74.20036,0.02000399,0.4466667,205.3325,53.82897,-0.2783333,-0.155,0,48934.82,14.27553,49279.49,25.88258,0,10.32,-16.05446,0
1/1/2018 7:25,700588,4674.261,25.40794,0,0,-15.47312,0.01550713,-15.72668,0,74.17818,0.009706381,0.4666666,207.7644,53.17672,-0.3033333,-0.115,0,48978.82,19.49072,49299.1,0,0,10.31,-16.06233,0
1/1/2018 7:30,700589,4768.185,75.43578,0,0,-15.48412,0.00609184,-15.73563,0.01257831,74.18956,0.0216737,0.6083336,197.3633,25.98137,-0.515,-0.185,0,48992.64,7.666501,49310.46,15.97458,0,10.31,-16.07931,0
1/1/2018 7:35,700590,4841.78,49.91413,0,0,-15.52441,0.01268296,-15.77186,0.008725736,74.20151,0.01856017,0.5216667,203.9062,27.91893,-0.4233333,-0.1983333,0,49043.37,15.97302,49356.47,11.07897,0,10.31,-16.09513,0
1/1/2018 7:40,700591,4825.179,75.05331,0,0,-15.53133,0,-15.79791,0.01799058,74.17761,0.008741022,0.4050001,202.4631,57.61117,-0.2616667,-0.08333334,0,49052.09,0,49389.58,22.8868,0,10.31,-16.10932,0
1/1/2018 7:45,700592,4705.896,171.8515,0,0,-15.54801,0.01443881,-15.82557,0.005322584,74.16338,0.01659585,0.295,314.736,56.45313,0.08333334,-0.1733333,0,49073.12,18.20439,49424.8,6.77928,0,10.3,-16.13914,0
1/1/2018 7:50,700593,4714.981,95.56324,0,0,-15.57894,0.005322376,-15.8679,0.01100152,74.14404,0.007439313,0.2866666,59.50399,74.52911,0.07666667,0.11,0,49112.13,6.715429,49478.73,14.02566,0,10.3,-16.16652,0
1/1/2018 7:55,700594,4624.783,34.14526,0,0,-15.62412,0.0124525,-15.91266,0.01842979,74.14233,0,0.4650001,220.8031,48.13688,-0.2616667,-0.23,0,49169.21,15.73441,49535.86,23.52481,0,10.3,-16.19815,0
1/1/2018 8:00,700595,4606.809,67.64899,0,0,-15.66482,0.02016736,-15.93627,0.01744024,74.14462,0.008514494,0.425,196.7273,81.79848,-0.07,-0.01833333,0,49220.7,25.52305,49566.02,22.29126,0,10.29,-16.22481,0
1/1/2018 8:05,700596,4682.497,55.24953,0,0,-15.71936,0.01431095,-15.97046,0.003125466,74.18615,0.01879409,0.5566667,258.8514,80.55006,-0.006666668,-0.1733333,0,49289.81,18.14303,49609.74,3.999592,0,10.29,-16.24928,0
1/1/2018 8:10,700597,4621.188,76.89167,0,0,-15.72668,0,-16.00425,0.018363,74.22427,0.02085704,0.46,264.1823,87.02987,-0.03499999,-0.1716667,0,49299.1,0,49653,23.51808,0,10.29,-16.26005,0
1/1/2018 8:15,700598,4508.311,83.59672,0.03042886,0.07757868,-15.7279,0.005319051,-16.01971,0,74.27547,0.02969193,0.3749999,226.5454,87.70222,-0.04666667,-0.09833334,0,49300.65,6.755442,49672.8,0,0,10.29,-16.26129,0
1/1/2018 8:20,700599,4524.782,72.71359,0.3347175,0.1348002,-15.75191,0.01176928,-16.01971,0,74.31984,0.02397617,0.475,230.7517,48.10285,-0.1833333,-0.2783333,0,49331.13,14.9452,49672.8,0,0,10.28,-16.28449,0
1/1/2018 8:25,700600,4425.041,97.46648,0.7493107,0.2002231,-15.77105,0.009455622,-16.01971,0,74.38015,0.02784913,0.3650001,301.4948,71.62821,0.08666667,-0.19,0,49355.43,12.0057,49672.8,0,0,10.28,-16.2849,0
1/1/2018 8:30,700601,4406.087,52.81096,1.491014,0.24814,-15.77268,0.007844815,-16.01971,0,74.4268,0.02035353,0.47,319.1758,68.41782,0.1116667,-0.19,0,49357.5,9.960481,49672.8,0,0,10.27,-16.28449,0
1/1/2018 8:35,700602,4533.54,25.33394,2.392469,0.3346095,-15.75679,0.01290146,-16.00506,0.01901919,74.47289,0.02018588,0.3583333,343.3033,63.40474,0.1716667,-0.08,0,49337.34,16.38187,49654.04,24.35769,0,10.28,-16.26336,0
1/1/2018 8:40,700603,4416.806,65.94044,3.525944,0.3184825,-15.72872,0.006745315,-15.97128,0.003128274,74.53774,0.01999602,0.435,252.6397,37.95516,-0.06333333,-0.3383333,0,49301.68,8.566865,49610.78,4.002597,0,10.28,-16.2555,0
1/1/2018 8:45,700604,4479.291,52.04504,4.507275,0.2416115,-15.72668,0,-15.94523,0.01861521,74.58326,0.01794512,0.525,327.1634,78.81571,0.1133333,-0.1666667,0,49299.1,0,49577.46,23.79809,0,10.28,-16.22481,0
1/1/2018 8:50,700605,4544.39,18.18106,5.423944,0.3015185,-15.70063,0.0213209,-15.92162,0.003124489,74.66631,0.02479234,0.3983334,338.9848,59.21539,0.225,-0.08,0,49266.07,27.0286,49547.29,3.992095,0,10.29,-16.19773,0
1/1/2018 8:55,700606,4508.115,30.0325,6.450919,0.294233,-15.66075,0.0219751,-15.88133,0.01648157,74.73232,0.01772769,0.4916668,324.5548,56.78051,0.195,-0.2333333,0,49215.55,27.81055,49495.86,21.03372,0,10.3,-16.16253,0
